X1,X2,X3,X4,X5,X6,X7,AVG,RIP
19.17022004702574,133.2194696065295,1.0003431244520347,1.9069977178955193,0.646755890817113,5.9233859476879775,1.1862602113776708,-851.6684602537334,0.6888994992471017
