X1,X2,X3,AVG,RIP
0.8250356980591027,5.003825779700716,1.0052844614081666,-1167.3602105689888,0.5458760282324678
0.6575659624816006,5.009393786795569,1.0043548029208669,-1164.13315008354,0.5340126476452294
0.8404744014096812,5.000007783344067,1.0001159008989307,-1168.8087880212713,0.546165359396747
0.6554932963430055,5.000007783344067,1.0001478225914708,-1163.8893111911455,0.5316937621064959
0.5269055763178732,5.0025289111688105,1.0015056822745771,-1160.3877329876682,0.518069537984508
0.7651134706889038,5.004581821516746,1.0048933864726823,-1165.9913863673537,0.5424515486970918
0.6161141017449593,5.000901199259641,1.0013064561146807,-1162.457186609518,0.5282656670209468
0.5010614929122301,5.001328907020708,1.0009061918067428,-1150.6664083291134,0.5128465030640725
1.0615567023116645,5.000105795231149,1.0049755941402951,-1171.8968696322804,0.5845447863194887
0.5859960850316229,5.0001309479784375,1.0001478225914708,-1161.2239502159537,0.523711872818504
1.3032427125581387,5.007887558108315,1.0055809542930738,-1178.5792636922674,0.6241307444673175
1.073705071289718,5.000734790224728,1.0284249149797338,-1172.068649682904,0.5931662479963653
0.9507646985736754,5.000000758110434,1.0001159008989307,-1171.2688209471255,0.5647783266766825
0.51856002666767,5.001328907020708,1.003114262951236,-1152.4923198019833,0.5140916819858865
1.2554692522906286,5.000007971607639,1.0043557284133013,-1176.704670253694,0.6139822279117589
0.5269055763178732,5.0025289111688105,1.0043588157257028,-1161.1524882376177,0.5212419219966637
1.2554692522906286,5.000007971607639,1.001733836291046,-1176.610383011609,0.6132983364876609
0.6153145842445128,5.0001309479784375,1.0001478225914708,-1162.420545861985,0.5282077113204707
0.8294441393908124,5.001387687757001,1.002231960370779,-1168.2182482626417,0.5460360958770092
1.1831324546647886,5.003744406041038,1.002234622876148,-1175.6543435051442,0.6000044480117905
1.0676976711339372,5.0000717835478845,1.0021782108666837,-1171.2886579010087,0.5822825698024549
0.5012694625566407,5.0006370614052145,1.0000390034053872,-1158.2887653165844,0.5155131006607814
0.9507646985736754,5.000000758110434,1.0000283204319018,-1170.0095378043432,0.5641964737797152
0.6143063105614545,5.001339032963831,1.000524439604573,-1161.3256763415316,0.5270905809689771
1.073705071289718,5.000734790224728,1.0297980539541516,-1172.0373977593729,0.592415921994721
0.6422958810167808,5.004792533638584,1.0024748786433235,-1163.0847322131,0.5292695222083343
