X1,X2,X3,X4,Tavg,Trip,Tcog,Navg,Nrip,Ncog
9.925,11.15,16.075,14.15,1451.78,20.12,20.5,0.5370982986767499,0.5377358490566041,0.1285714285714285
9.925,11.15,16.15,13.85,1451.15,19.47,20.59,0.5222117202268471,0.333333333333333,0.257142857142857
9.925,11.15,16.15,13.925,1439.95,19.87,20.62,0.2575614366729704,0.4591194968553462,0.30000000000000154
9.925,11.15,16.15,14.0,1441.38,20.05,20.63,0.2913516068052971,0.5157232704402518,0.314285714285713
9.925,11.15,16.15,14.075,1439.86,20.23,20.61,0.25543478260869473,0.5723270440251573,0.285714285714285
9.925,11.15,16.15,14.15,1439.59,20.64,20.54,0.24905482041587854,0.7012578616352203,0.18571428571428447
10.0,10.85,15.85,13.85,1455.63,19.22,20.57,0.6280718336483978,0.2547169811320751,0.228571428571429
10.0,10.85,15.85,13.925,1457.56,19.18,20.63,0.6736767485822315,0.2421383647798741,0.314285714285713
10.0,10.85,15.85,14.0,1461.84,18.9,20.65,0.7748109640831761,0.15408805031446493,0.342857142857141
10.0,10.85,15.85,14.075,1457.86,19.12,20.77,0.6807655954631378,0.2232704402515726,0.514285714285714
10.0,10.85,15.85,14.15,1440.5,19.86,20.8,0.2705576559546329,0.45597484276729544,0.5571428571428585
10.0,10.85,15.924999999999999,13.85,1457.3,19.19,20.64,0.6675330812854452,0.24528301886792492,0.3285714285714295
10.0,10.85,15.924999999999999,13.925,1458.08,19.12,20.64,0.6859640831758038,0.2232704402515726,0.3285714285714295
10.0,10.85,15.924999999999999,14.0,1460.0,18.85,20.61,0.7313327032136128,0.13836477987421425,0.285714285714285
10.0,10.85,15.924999999999999,14.075,1457.04,19.04,20.61,0.661389413988659,0.19811320754716952,0.285714285714285
10.0,10.85,15.924999999999999,14.15,1457.71,19.03,20.72,0.6772211720226873,0.19496855345911981,0.4428571428571415
10.0,10.85,16.0,13.85,1455.6,19.08,20.61,0.6273629489603023,0.2106918238993705,0.285714285714285
10.0,10.85,16.0,13.925,1456.03,19.0,20.62,0.6375236294896044,0.1855345911949685,0.30000000000000154
10.0,10.85,16.0,14.0,1458.11,19.05,20.72,0.6866729678638939,0.20125786163522033,0.4428571428571415
10.0,10.85,16.0,14.075,1457.12,19.06,20.66,0.6632797731568993,0.20440251572327,0.3571428571428575
10.0,10.85,16.0,14.15,1457.59,19.02,20.61,0.6743856332703215,0.19182389937106903,0.285714285714285
10.0,10.85,16.075,13.85,1430.71,19.56,20.94,0.039224952741022785,0.36163522012578575,0.7571428571428596
10.0,10.85,16.075,13.925,1445.29,19.46,20.77,0.38374291115311987,0.3301886792452833,0.514285714285714
10.0,10.85,16.075,14.0,1448.85,19.36,20.69,0.4678638941398862,0.2987421383647797,0.400000000000002
10.0,10.85,16.075,14.075,1447.2,19.4,20.63,0.4288752362948988,0.3113207547169807,0.314285714285713
10.0,10.85,16.075,14.15,1448.11,19.22,20.69,0.4503780718336478,0.2547169811320751,0.400000000000002
10.0,10.85,16.15,13.85,1451.53,19.37,20.81,0.5311909262759936,0.3018867924528305,0.57142857142857
10.0,10.85,16.15,13.925,1446.82,19.25,20.78,0.4198960302457469,0.2641509433962264,0.5285714285714306
10.0,10.85,16.15,14.0,1447.09,19.44,20.64,0.4262759924385631,0.32389937106918276,0.3285714285714295
10.0,10.85,16.15,14.075,1446.25,19.2,20.6,0.40642722117202434,0.2484276729559746,0.2714285714285735
10.0,10.85,16.15,14.15,1447.03,19.2,20.6,0.4248582230623829,0.2484276729559746,0.2714285714285735
10.0,10.925,15.85,13.85,1431.94,20.27,21.01,0.06828922495274349,0.5849056603773584,0.8571428571428601
10.0,10.925,15.85,13.925,1461.36,19.54,20.76,0.7634688090737238,0.35534591194968523,0.5000000000000026
10.0,10.925,15.85,14.0,1453.46,21.24,20.84,0.5767958412098326,0.8899371069182386,0.6142857142857145
10.0,10.925,15.85,14.075,1460.85,19.32,20.71,0.7514177693761815,0.28616352201257866,0.42857142857143005
10.0,10.925,15.85,14.15,1451.56,19.79,20.72,0.5318998109640838,0.43396226415094313,0.4428571428571415
10.0,10.925,15.924999999999999,13.85,1431.91,20.03,21.04,0.0675803402646534,0.5094339622641513,0.8999999999999995
10.0,10.925,15.924999999999999,13.925,1461.49,19.35,20.72,0.7665406427221196,0.29559748427673,0.4428571428571415
10.0,10.925,15.924999999999999,14.0,1462.32,19.25,20.71,0.7861531190926283,0.2641509433962264,0.42857142857143005
10.0,10.925,15.924999999999999,14.075,1451.91,19.52,20.8,0.5401701323251455,0.3490566037735848,0.5571428571428585
10.0,10.925,15.924999999999999,14.15,1436.5,19.57,20.81,0.17603969754253443,0.36477987421383656,0.57142857142857
10.0,10.925,16.0,13.85,1430.3,20.06,20.97,0.029536862003780764,0.5188679245283014,0.7999999999999989
10.0,10.925,16.0,13.925,1461.32,19.24,20.73,0.7625236294896037,0.2610062893081756,0.457142857142858
10.0,10.925,16.0,14.0,1433.52,19.82,20.88,0.10562381852552065,0.4433962264150944,0.6714285714285705
10.0,10.925,16.0,14.075,1433.65,19.59,20.87,0.10869565217391643,0.371069182389937,0.657142857142859
10.0,10.925,16.0,14.15,1456.21,19.13,20.71,0.6417769376181504,0.2264150943396223,0.42857142857143005
10.0,10.925,16.075,13.85,1431.08,19.77,20.94,0.04796786389413931,0.4276729559748426,0.7571428571428596
10.0,10.925,16.075,13.925,1450.32,19.6,20.72,0.502599243856333,0.37421383647798784,0.4428571428571415
10.0,10.925,16.075,14.0,1452.25,19.47,20.7,0.548204158790172,0.333333333333333,0.4142857142857135
10.0,10.925,16.075,14.075,1434.57,19.4,20.87,0.13043478260869543,0.3113207547169807,0.657142857142859
10.0,10.925,16.075,14.15,1450.04,19.41,20.58,0.4959829867674868,0.3144654088050315,0.24285714285714047
10.0,10.925,16.15,13.85,1429.7,19.75,20.88,0.015359168241968146,0.42138364779874216,0.6714285714285705
10.0,10.925,16.15,13.925,1445.65,19.42,20.71,0.39224952741021174,0.3176100628930823,0.42857142857143005
10.0,10.925,16.15,14.0,1451.34,19.49,20.65,0.5267013232514177,0.33962264150943344,0.342857142857141
10.0,10.925,16.15,14.075,1434.49,19.41,20.81,0.12854442344045516,0.3144654088050315,0.57142857142857
10.0,10.925,16.15,14.15,1435.47,19.19,20.72,0.15170132325141972,0.24528301886792492,0.4428571428571415
10.0,11.0,15.85,13.85,1462.11,19.0,20.81,0.7811909262759923,0.1855345911949685,0.57142857142857
10.0,11.0,15.85,13.925,1451.84,20.06,20.96,0.53851606805293,0.5188679245283014,0.7857142857142875
10.0,11.0,15.85,14.0,1445.23,19.65,20.79,0.3823251417769397,0.3899371069182385,0.542857142857142
10.0,11.0,15.85,14.075,1455.96,19.94,20.66,0.6358695652173942,0.4811320754716985,0.3571428571428575
10.0,11.0,15.85,14.15,1466.83,19.54,20.85,0.8927221172022691,0.35534591194968523,0.628571428571431
10.0,11.0,15.924999999999999,13.85,1444.69,19.5,20.78,0.36956521739130727,0.34276729559748426,0.5285714285714306
10.0,11.0,15.924999999999999,13.925,1438.09,19.81,20.83,0.2136105860113416,0.4402515723270436,0.599999999999998
10.0,11.0,15.924999999999999,14.0,1444.81,19.4,20.75,0.37240075614366763,0.3113207547169807,0.485714285714286
10.0,11.0,15.924999999999999,14.075,1465.14,19.38,20.6,0.8527882797731616,0.30503144654088016,0.2714285714285735
10.0,11.0,15.924999999999999,14.15,1465.21,19.13,20.82,0.8544423440453719,0.2264150943396223,0.5857142857142865
10.0,11.0,16.0,13.85,1443.87,19.71,20.8,0.3501890359168232,0.4088050314465411,0.5571428571428585
10.0,11.0,16.0,13.925,1443.84,19.38,20.8,0.3494801512287331,0.30503144654088016,0.5571428571428585
10.0,11.0,16.0,14.0,1463.4,18.81,20.74,0.8116729678638985,0.12578616352201213,0.4714285714285695
10.0,11.0,16.0,14.075,1455.14,19.53,20.81,0.6164933837429155,0.3522012578616356,0.57142857142857
10.0,11.0,16.0,14.15,1455.61,19.57,20.64,0.6275992438563324,0.36477987421383656,0.3285714285714295
10.0,11.0,16.075,13.85,1434.46,19.93,20.89,0.12783553875236509,0.4779874213836477,0.685714285714287
10.0,11.0,16.075,13.925,1445.46,19.33,20.73,0.3877599243856358,0.28930817610062837,0.457142857142858
10.0,11.0,16.075,14.0,1445.15,19.22,20.78,0.38043478260869945,0.2547169811320751,0.5285714285714306
10.0,11.0,16.075,14.075,1447.33,19.3,20.67,0.43194706994328924,0.2798742138364782,0.37142857142857405
10.0,11.0,16.075,14.15,1463.63,18.99,20.59,0.8171077504725947,0.18238993710691773,0.257142857142857
10.0,11.0,16.15,13.85,1444.2,19.35,20.74,0.357986767485825,0.29559748427673,0.4714285714285695
10.0,11.0,16.15,13.925,1445.28,19.25,20.72,0.38350661625708987,0.2641509433962264,0.4428571428571415
10.0,11.0,16.15,14.0,1445.29,19.14,20.72,0.38374291115311987,0.2295597484276731,0.4428571428571415
10.0,11.0,16.15,14.075,1450.06,19.41,20.52,0.49645557655954686,0.3144654088050315,0.1571428571428565
10.0,11.0,16.15,14.15,1460.82,19.17,20.69,0.7507088846880914,0.2389937106918244,0.400000000000002
10.0,11.075,15.85,13.85,1440.51,20.34,21.01,0.2707939508506629,0.6069182389937107,0.8571428571428601
10.0,11.075,15.85,13.925,1441.25,20.29,20.9,0.28827977315690134,0.5911949685534589,0.6999999999999985
10.0,11.075,15.85,14.0,1438.03,20.32,20.92,0.21219281663516143,0.6006289308176102,0.7285714285714315
10.0,11.075,15.85,14.075,1439.44,20.41,20.88,0.24551039697542806,0.628930817610063,0.6714285714285705
10.0,11.075,15.85,14.15,1437.82,20.6,20.8,0.2072306238185254,0.6886792452830194,0.5571428571428585
10.0,11.075,15.924999999999999,13.85,1445.96,19.81,20.82,0.39957466918714807,0.4402515723270436,0.5857142857142865
10.0,11.075,15.924999999999999,13.925,1440.22,20.07,20.85,0.2639413988657866,0.5220125786163523,0.628571428571431
10.0,11.075,15.924999999999999,14.0,1437.28,20.22,20.83,0.19447069943289297,0.5691823899371066,0.599999999999998
10.0,11.075,15.924999999999999,14.075,1437.93,20.13,20.82,0.20982986767486111,0.5408805031446537,0.5857142857142865
10.0,11.075,15.924999999999999,14.15,1439.18,20.41,20.83,0.2393667296786419,0.628930817610063,0.599999999999998
10.0,11.075,16.0,13.85,1465.35,19.16,20.82,0.8577504725897923,0.23584905660377362,0.5857142857142865
10.0,11.075,16.0,13.925,1448.46,19.59,20.74,0.4586483931947096,0.371069182389937,0.4714285714285695
10.0,11.075,16.0,14.0,1449.21,19.49,20.68,0.4763705103969781,0.33962264150943344,0.3857142857142855
10.0,11.075,16.0,14.075,1437.45,19.98,20.74,0.19848771266540888,0.4937106918238995,0.4714285714285695
10.0,11.075,16.0,14.15,1446.9,19.82,20.56,0.4217863894139925,0.4433962264150944,0.21428571428571247
10.0,11.075,16.075,13.85,1440.55,20.0,20.82,0.27173913043478304,0.5,0.5857142857142865
10.0,11.075,16.075,13.925,1466.5,18.98,20.8,0.8849243856332727,0.17924528301886802,0.5571428571428585
10.0,11.075,16.075,14.0,1448.71,19.31,20.7,0.4645557655954658,0.2830188679245279,0.4142857142857135
10.0,11.075,16.075,14.075,1448.82,19.27,20.65,0.4671550094517961,0.2704402515723269,0.342857142857141
10.0,11.075,16.075,14.15,1446.53,19.51,20.63,0.4130434782608706,0.34591194968553507,0.314285714285713
10.0,11.075,16.15,13.85,1446.32,19.35,20.76,0.4080812854442346,0.29559748427673,0.5000000000000026
10.0,11.075,16.15,13.925,1448.59,19.3,20.64,0.46172022684310005,0.2798742138364782,0.3285714285714295
10.0,11.075,16.15,14.0,1467.31,18.58,20.58,0.9040642722117214,0.05345911949685477,0.24285714285714047
10.0,11.075,16.15,14.075,1448.48,19.12,20.58,0.4591209829867697,0.2232704402515726,0.24285714285714047
10.0,11.075,16.15,14.15,1446.26,19.38,20.55,0.4066635160680544,0.30503144654088016,0.200000000000001
10.0,11.15,15.85,13.85,1443.61,20.49,20.93,0.34404536862003704,0.6540880503144649,0.742857142857143
10.0,11.15,15.85,13.925,1468.59,20.33,20.61,0.9343100189035922,0.6037735849056598,0.285714285714285
10.0,11.15,15.85,14.0,1443.85,20.89,20.85,0.34971644612476316,0.7798742138364781,0.628571428571431
10.0,11.15,15.85,14.075,1457.67,20.98,20.86,0.6762759924385672,0.808176100628931,0.6428571428571425
10.0,11.15,15.85,14.15,1454.91,21.13,20.77,0.6110586011342194,0.8553459119496852,0.514285714285714
10.0,11.15,15.924999999999999,13.85,1443.6,20.39,20.87,0.343809073724007,0.6226415094339625,0.657142857142859
10.0,11.15,15.924999999999999,13.925,1455.91,20.22,20.83,0.6346880907372441,0.5691823899371066,0.599999999999998
10.0,11.15,15.924999999999999,14.0,1443.53,20.68,20.84,0.3421550094517968,0.7138364779874213,0.6142857142857145
10.0,11.15,15.924999999999999,14.075,1456.82,20.69,20.77,0.656190926275993,0.7169811320754721,0.514285714285714
10.0,11.15,15.924999999999999,14.15,1454.6,20.95,20.7,0.6037334593572777,0.7987421383647797,0.4142857142857135
10.0,11.15,16.0,13.85,1450.29,19.72,20.72,0.501890359168243,0.4119496855345908,0.4428571428571415
10.0,11.15,16.0,13.925,1456.77,19.99,20.78,0.6550094517958428,0.4968553459119492,0.5285714285714306
10.0,11.15,16.0,14.0,1442.37,20.42,20.76,0.3147448015122863,0.6320754716981137,0.5000000000000026
10.0,11.15,16.0,14.075,1450.33,20.25,20.61,0.5028355387523631,0.5786163522012578,0.285714285714285
10.0,11.15,16.0,14.15,1451.85,20.35,20.55,0.53875236294896,0.6100628930817614,0.200000000000001
10.0,11.15,16.075,13.85,1450.33,19.67,20.78,0.5028355387523631,0.39622641509434015,0.5285714285714306
10.0,11.15,16.075,13.925,1450.99,19.6,20.68,0.5184310018903613,0.37421383647798784,0.3857142857142855
10.0,11.15,16.075,14.0,1442.62,20.15,20.67,0.32065217391304246,0.5471698113207543,0.37142857142857405
10.0,11.15,16.075,14.075,1450.62,19.99,20.58,0.5096880907372393,0.4968553459119492,0.24285714285714047
10.0,11.15,16.075,14.15,1454.09,20.55,20.63,0.5916824196597353,0.6729559748427675,0.314285714285713
10.0,11.15,16.15,13.85,1467.2,19.03,20.63,0.901465028355391,0.19496855345911981,0.314285714285713
10.0,11.15,16.15,13.925,1449.61,19.31,20.53,0.4858223062381847,0.2830188679245279,0.171428571428573
10.0,11.15,16.15,14.0,1450.65,19.53,20.55,0.5103969754253348,0.3522012578616356,0.200000000000001
10.0,11.15,16.15,14.075,1449.58,19.78,20.53,0.4851134215500946,0.43081761006289343,0.171428571428573
10.0,11.15,16.15,14.15,1451.71,19.81,20.47,0.5354442344045396,0.4402515723270436,0.08571428571428398
10.075,10.85,15.85,13.85,1458.28,19.42,20.62,0.6906899810964098,0.3176100628930823,0.30000000000000154
10.075,10.85,15.85,13.925,1458.46,19.5,20.88,0.6949432892249557,0.34276729559748426,0.6714285714285705
10.075,10.85,15.85,14.0,1463.8,19.43,20.82,0.8211247637051052,0.32075471698113195,0.5857142857142865
10.075,10.85,15.85,14.075,1458.3,19.06,20.75,0.6911625708884699,0.20440251572327,0.485714285714286
10.075,10.85,15.85,14.15,1460.04,18.98,20.82,0.7322778827977329,0.17924528301886802,0.5857142857142865
10.075,10.85,15.924999999999999,13.85,1447.9,19.61,20.97,0.4454158790170171,0.37735849056603754,0.7999999999999989
10.075,10.85,15.924999999999999,13.925,1447.68,19.67,20.89,0.44021739130435106,0.39622641509434015,0.685714285714287
10.075,10.85,15.924999999999999,14.0,1463.96,19.08,20.64,0.8249054820415911,0.2106918238993705,0.3285714285714295
10.075,10.85,15.924999999999999,14.075,1459.11,19.06,20.74,0.7103024574669184,0.20440251572327,0.4714285714285695
10.075,10.85,15.924999999999999,14.15,1459.1,18.81,20.74,0.7100661625708885,0.12578616352201213,0.4714285714285695
10.075,10.85,16.0,13.85,1447.45,19.77,20.88,0.434782608695655,0.4276729559748426,0.6714285714285705
10.075,10.85,16.0,13.925,1447.43,19.63,20.88,0.43431001890359494,0.38364779874213806,0.6714285714285705
10.075,10.85,16.0,14.0,1462.46,18.89,20.69,0.7894612476370542,0.15094339622641526,0.400000000000002
10.075,10.85,16.0,14.075,1448.28,19.56,20.74,0.45439508506616366,0.36163522012578575,0.4714285714285695
10.075,10.85,16.0,14.15,1461.2,19.89,20.71,0.7596880907372434,0.4654088050314467,0.42857142857143005
10.075,10.85,16.075,13.85,1457.36,19.11,20.62,0.6689508506616254,0.2201257861635218,0.30000000000000154
10.075,10.85,16.075,13.925,1457.93,19.2,20.63,0.6824196597353533,0.2484276729559746,0.314285714285713
10.075,10.85,16.075,14.0,1448.94,19.53,20.84,0.46999054820416186,0.3522012578616356,0.6142857142857145
10.075,10.85,16.075,14.075,1458.87,18.91,20.73,0.7046313799621924,0.15723270440251574,0.457142857142858
10.075,10.85,16.075,14.15,1447.86,19.41,20.67,0.44447069943289164,0.3144654088050315,0.37142857142857405
10.075,10.85,16.15,13.85,1447.29,19.41,20.93,0.4310018903591691,0.3144654088050315,0.742857142857143
10.075,10.85,16.15,13.925,1431.03,19.58,20.86,0.04678638941398916,0.36792452830188627,0.6428571428571425
10.075,10.85,16.15,14.0,1448.93,19.56,20.71,0.4697542533081318,0.36163522012578575,0.42857142857143005
10.075,10.85,16.15,14.075,1431.86,19.51,20.82,0.06639886578449787,0.34591194968553507,0.5857142857142865
10.075,10.85,16.15,14.15,1447.36,19.33,20.59,0.43265595463137935,0.28930817610062837,0.257142857142857
10.075,10.925,15.85,13.85,1462.13,19.71,20.88,0.7816635160680577,0.4088050314465411,0.6714285714285705
10.075,10.925,15.85,13.925,1465.73,19.55,20.91,0.8667296786389442,0.35849056603773605,0.714285714285715
10.075,10.925,15.85,14.0,1451.88,19.56,20.82,0.5394612476370555,0.36163522012578575,0.5857142857142865
10.075,10.925,15.85,14.075,1451.11,19.64,20.77,0.5212665406427216,0.38679245283018887,0.514285714285714
10.075,10.925,15.85,14.15,1462.74,19.76,20.96,0.7960775047259004,0.4245283018867929,0.7857142857142875
10.075,10.925,15.924999999999999,13.85,1433.5,19.86,21.04,0.10515122873346058,0.45597484276729544,0.8999999999999995
10.075,10.925,15.924999999999999,13.925,1460.61,19.3,20.74,0.7457466918714554,0.2798742138364782,0.4714285714285695
10.075,10.925,15.924999999999999,14.0,1463.06,19.12,20.85,0.8036389413988668,0.2232704402515726,0.628571428571431
10.075,10.925,15.924999999999999,14.075,1450.36,19.34,20.82,0.5035444234404531,0.2924528301886792,0.5857142857142865
10.075,10.925,15.924999999999999,14.15,1464.4,18.92,20.88,0.8353024574669232,0.16037735849056656,0.6714285714285705
10.075,10.925,16.0,13.85,1431.72,19.94,20.98,0.06309073724007742,0.4811320754716985,0.8142857142857155
10.075,10.925,16.0,13.925,1462.09,19.14,20.69,0.7807183364839323,0.2295597484276731,0.400000000000002
10.075,10.925,16.0,14.0,1463.32,19.21,20.83,0.809782608695653,0.2515723270440254,0.599999999999998
10.075,10.925,16.0,14.075,1461.14,18.94,20.86,0.7582703213610632,0.16666666666666705,0.6428571428571425
10.075,10.925,16.0,14.15,1463.8,18.89,20.89,0.8211247637051052,0.15094339622641526,0.685714285714287
10.075,10.925,16.075,13.85,1432.79,19.86,21.01,0.08837429111531225,0.45597484276729544,0.8571428571428601
10.075,10.925,16.075,13.925,1458.1,19.12,20.71,0.6864366729678638,0.2232704402515726,0.42857142857143005
10.075,10.925,16.075,14.0,1452.24,19.62,20.74,0.547967863894142,0.38050314465408835,0.4714285714285695
10.075,10.925,16.075,14.075,1464.37,20.2,20.71,0.8345935727788277,0.562893081761006,0.42857142857143005
10.075,10.925,16.075,14.15,1467.72,19.09,20.61,0.9137523629489634,0.2138364779874213,0.285714285714285
10.075,10.925,16.15,13.85,1431.16,19.88,20.96,0.04985822306238494,0.4622641509433959,0.7857142857142875
10.075,10.925,16.15,13.925,1450.78,19.65,20.84,0.5134688090737252,0.3899371069182385,0.6142857142857145
10.075,10.925,16.15,14.0,1451.96,19.56,20.64,0.5413516068052957,0.36163522012578575,0.3285714285714295
10.075,10.925,16.15,14.075,1434.85,19.49,20.84,0.13705103969754168,0.33962264150943344,0.6142857142857145
10.075,10.925,16.15,14.15,1463.58,19.97,20.57,0.8159262759924392,0.4905660377358487,0.228571428571429
10.075,11.0,15.85,13.85,1441.56,20.23,20.78,0.29560491493383767,0.5723270440251573,0.5285714285714306
10.075,11.0,15.85,13.925,1441.88,20.21,20.82,0.3031663516068094,0.5660377358490569,0.5857142857142865
10.075,11.0,15.85,14.0,1437.37,19.98,20.72,0.19659735349716326,0.4937106918238995,0.4428571428571415
10.075,11.0,15.85,14.075,1464.78,19.38,21.01,0.8442816635160697,0.30503144654088016,0.8571428571428601
10.075,11.0,15.85,14.15,1467.47,19.45,20.98,0.9078449905482072,0.32704402515723247,0.8142857142857155
10.075,11.0,15.924999999999999,13.85,1436.42,20.07,20.84,0.17414933837429417,0.5220125786163523,0.6142857142857145
10.075,11.0,15.924999999999999,13.925,1437.56,20.02,20.86,0.20108695652173922,0.5062893081761005,0.6428571428571425
10.075,11.0,15.924999999999999,14.0,1435.82,19.86,20.85,0.15997164461247618,0.45597484276729544,0.628571428571431
10.075,11.0,15.924999999999999,14.075,1465.27,20.13,20.9,0.855860113421552,0.5408805031446537,0.6999999999999985
10.075,11.0,15.924999999999999,14.15,1466.96,19.22,20.91,0.8957939508506649,0.2547169811320751,0.714285714285715
10.075,11.0,16.0,13.85,1459.77,19.71,20.83,0.7258979206049166,0.4088050314465411,0.599999999999998
10.075,11.0,16.0,13.925,1464.23,19.53,20.81,0.8312854442344073,0.3522012578616356,0.57142857142857
10.075,11.0,16.0,14.0,1464.76,19.4,20.77,0.8438090737240097,0.3113207547169807,0.514285714285714
10.075,11.0,16.0,14.075,1463.63,19.14,20.92,0.8171077504725947,0.2295597484276731,0.7285714285714315
10.075,11.0,16.0,14.15,1462.11,19.75,20.84,0.7811909262759923,0.42138364779874216,0.6142857142857145
10.075,11.0,16.075,13.85,1437.64,20.0,20.96,0.20297731568998484,0.5,0.7857142857142875
10.075,11.0,16.075,13.925,1464.34,19.25,20.93,0.8338846880907377,0.2641509433962264,0.742857142857143
10.075,11.0,16.075,14.0,1465.39,19.21,20.73,0.8586956521739177,0.2515723270440254,0.457142857142858
10.075,11.0,16.075,14.075,1464.58,18.98,21.01,0.8395557655954637,0.17924528301886802,0.8571428571428601
10.075,11.0,16.075,14.15,1465.49,18.96,20.88,0.8610586011342181,0.17295597484276753,0.6714285714285705
10.075,11.0,16.15,13.85,1445.48,19.53,20.77,0.38823251417769583,0.3522012578616356,0.514285714285714
10.075,11.0,16.15,13.925,1436.47,19.72,20.86,0.17533081285444432,0.4119496855345908,0.6428571428571425
10.075,11.0,16.15,14.0,1463.61,19.25,20.69,0.8166351606805292,0.2641509433962264,0.400000000000002
10.075,11.0,16.15,14.075,1463.78,18.88,20.81,0.8206521739130451,0.14779874213836444,0.57142857142857
10.075,11.0,16.15,14.15,1470.15,18.89,20.56,0.9711720226843147,0.15094339622641526,0.21428571428571247
10.075,11.075,15.85,13.85,1454.26,20.88,20.74,0.5956994328922512,0.7767295597484274,0.4714285714285695
10.075,11.075,15.85,13.925,1442.02,20.15,20.78,0.30647448015122986,0.5471698113207543,0.5285714285714306
10.075,11.075,15.85,14.0,1466.68,19.81,20.68,0.8891776937618187,0.4402515723270436,0.3857142857142855
10.075,11.075,15.85,14.075,1468.97,20.02,20.67,0.9432892249527441,0.5062893081761005,0.37142857142857405
10.075,11.075,15.85,14.15,1469.24,20.22,20.65,0.9496691871455604,0.5691823899371066,0.342857142857141
10.075,11.075,15.924999999999999,13.85,1455.65,20.17,20.85,0.6285444234404578,0.5534591194968559,0.628571428571431
10.075,11.075,15.924999999999999,13.925,1453.81,20.66,20.73,0.5850661625708892,0.7075471698113208,0.457142857142858
10.075,11.075,15.924999999999999,14.0,1438.53,20.13,20.81,0.22400756143667375,0.5408805031446537,0.57142857142857
10.075,11.075,15.924999999999999,14.075,1439.13,20.07,20.75,0.23818525519849174,0.5220125786163523,0.485714285714286
10.075,11.075,15.924999999999999,14.15,1438.76,20.3,20.69,0.2294423440453698,0.5943396226415096,0.400000000000002
10.075,11.075,16.0,13.85,1455.14,20.09,20.86,0.6164933837429155,0.5283018867924528,0.6428571428571425
10.075,11.075,16.0,13.925,1456.7,19.8,20.8,0.6533553875236326,0.43710691823899395,0.5571428571428585
10.075,11.075,16.0,14.0,1451.22,20.47,20.73,0.5238657844990573,0.6477987421383644,0.457142857142858
10.075,11.075,16.0,14.075,1438.66,19.89,20.74,0.22707939508506952,0.4654088050314467,0.4714285714285695
10.075,11.075,16.0,14.15,1439.04,20.12,20.71,0.23605860113421606,0.5377358490566041,0.42857142857143005
10.075,11.075,16.075,13.85,1451.52,19.68,20.76,0.5309546313799637,0.39937106918238985,0.5000000000000026
10.075,11.075,16.075,13.925,1453.45,19.64,20.65,0.5765595463138027,0.38679245283018887,0.342857142857141
10.075,11.075,16.075,14.0,1453.27,19.53,20.64,0.5723062381852567,0.3522012578616356,0.3285714285714295
10.075,11.075,16.075,14.075,1462.83,19.9,20.81,0.7982041587901707,0.4685534591194964,0.57142857142857
10.075,11.075,16.075,14.15,1468.33,19.65,20.57,0.928166351606806,0.3899371069182385,0.228571428571429
10.075,11.075,16.15,13.85,1451.29,19.61,20.74,0.5255198487712676,0.37735849056603754,0.4714285714285695
10.075,11.075,16.15,13.925,1453.45,19.41,20.67,0.5765595463138027,0.3144654088050315,0.37142857142857405
10.075,11.075,16.15,14.0,1454.2,19.48,20.62,0.5942816635160711,0.33647798742138374,0.30000000000000154
10.075,11.075,16.15,14.075,1456.17,19.41,20.52,0.6408317580340303,0.3144654088050315,0.1571428571428565
10.075,11.075,16.15,14.15,1462.87,19.7,20.73,0.7991493383742908,0.4056603773584903,0.457142857142858
10.075,11.15,15.85,13.85,1459.03,20.4,20.79,0.7084120982986782,0.6257861635220121,0.542857142857142
10.075,11.15,15.85,13.925,1457.57,20.39,20.7,0.6739130434782614,0.6226415094339625,0.4142857142857135
10.075,11.15,15.85,14.0,1468.0,20.59,20.66,0.9203686200378096,0.6855345911949685,0.3571428571428575
10.075,11.15,15.85,14.075,1443.28,21.01,20.68,0.33624763705104066,0.8176100628930822,0.3857142857142855
10.075,11.15,15.85,14.15,1442.67,21.26,20.63,0.321833648393198,0.8962264150943402,0.314285714285713
10.075,11.15,15.924999999999999,13.85,1459.15,20.26,20.81,0.711247637051044,0.5817610062893087,0.57142857142857
10.075,11.15,15.924999999999999,13.925,1456.79,20.29,20.82,0.6554820415879029,0.5911949685534589,0.5857142857142865
10.075,11.15,15.924999999999999,14.0,1455.84,20.51,20.65,0.6330340264650285,0.6603773584905666,0.342857142857141
10.075,11.15,15.924999999999999,14.075,1457.13,20.49,20.64,0.6635160680529347,0.6540880503144649,0.3285714285714295
10.075,11.15,15.924999999999999,14.15,1470.88,20.87,20.5,0.9884215500945231,0.7735849056603777,0.1285714285714285
10.075,11.15,16.0,13.85,1458.64,20.08,20.74,0.6991965973535017,0.525157232704402,0.4714285714285695
10.075,11.15,16.0,13.925,1457.04,20.03,20.76,0.661389413988659,0.5094339622641513,0.5000000000000026
10.075,11.15,16.0,14.0,1458.67,20.14,20.74,0.6999054820415918,0.5440251572327046,0.4714285714285695
10.075,11.15,16.0,14.075,1455.32,20.45,20.55,0.620746691871456,0.6415094339622639,0.200000000000001
10.075,11.15,16.0,14.15,1469.08,20.54,20.41,0.9458884688090745,0.6698113207547167,0.0
10.075,11.15,16.075,13.85,1457.98,20.05,20.85,0.6836011342155035,0.5157232704402518,0.628571428571431
10.075,11.15,16.075,13.925,1452.56,20.2,20.79,0.5555293005671084,0.562893081761006,0.542857142857142
