X1,X2,X3,X4,X5,X6,X7,X8,ANG,AVG,RIP
18.33,124.1,3.63,0.97,0.93,2.1,1.59,10.65,-44.0,-1234.45,58.84
23.31,131.9,1.47,0.27,1.4,2.49,1.65,14.01,-42.0,-1634.63,57.9
23.94,108.8,2.13,0.35,1.44,2.53,1.73,14.82,-41.0,-1653.45,64.41
24.53,132.3,2.18,0.27,0.98,2.46,1.81,14.23,-43.0,-1753.77,68.16
22.8,104.7,1.01,0.96,0.91,2.18,1.61,12.41,-44.0,-1292.43,74.0
17.6,124.2,2.65,0.46,2.31,2.28,1.63,10.43,-45.0,-1326.63,46.37
22.35,121.8,3.52,0.9,0.55,2.22,1.59,14.65,-41.0,-1458.22,63.47
18.45,135.2,2.55,0.9,2.02,2.64,1.73,12.73,-42.0,-1235.73,47.59
24.16,130.9,1.51,0.35,1.88,2.35,1.51,12.53,-44.0,-1685.34,66.34
15.38,132.2,1.5,0.53,2.14,2.11,1.61,11.48,-46.0,-975.21,49.94
24.28,130.1,0.95,0.86,1.97,2.54,1.7,12.53,-43.0,-1573.52,67.26
20.7,97.8,0.53,0.98,3.64,2.16,1.66,13.73,-41.0,-1153.98,26.14
18.29,124.4,2.12,0.35,2.65,2.39,1.71,14.82,-42.0,-1509.28,52.37
23.14,132.4,1.8,0.76,2.12,2.2,1.6,10.61,-44.0,-1622.55,67.57
22.19,121.8,2.6,0.93,1.24,2.31,1.81,14.75,-41.0,-1603.14,63.69
24.23,115.2,0.73,0.45,2.72,2.43,1.86,10.63,-43.0,-1576.53,49.29
24.5,135.9,2.19,0.03,1.24,2.58,1.66,14.21,-42.0,-1754.36,66.77
20.73,128.4,0.59,0.2,3.47,2.48,1.85,10.82,-44.0,-1364.34,53.83
22.29,116.1,1.87,0.78,1.78,2.08,1.52,13.07,-44.0,-1553.39,62.2
19.16,109.3,2.05,0.12,2.31,2.2,1.58,10.22,-46.0,-1437.02,47.32
19.51,122.7,0.53,0.18,0.53,2.12,1.62,10.63,-45.0,-1029.03,79.2
18.22,105.9,0.6,0.61,1.73,2.01,1.51,13.16,-43.0,-936.33,28.98
24.59,109.5,3.12,0.01,0.5,2.24,1.66,14.73,-42.0,-1642.05,63.88
19.19,118.1,0.5,0.29,1.01,2.1,1.59,11.53,-46.0,-988.72,67.5
18.28,130.6,2.4,0.86,0.98,2.46,1.81,14.23,-41.0,-1221.79,47.98
23.04,91.0,3.27,0.75,0.5,2.12,1.53,14.11,-42.0,-1380.75,67.69
19.38,138.8,2.37,0.77,1.4,2.7,1.76,14.2,-40.0,-1318.43,55.33
18.99,104.7,0.53,0.46,1.38,2.08,1.58,13.42,-43.0,-970.17,47.83
23.73,95.0,2.19,0.27,1.5,2.24,1.74,14.01,-44.0,-1736.36,70.77
24.39,135.6,0.5,0.23,3.19,2.3,1.68,11.52,-41.0,-1498.41,36.11
17.58,135.2,2.54,0.88,2.01,2.51,1.73,13.08,-43.0,-1219.86,42.2
22.54,110.0,0.51,0.01,2.05,2.39,1.85,14.66,-43.0,-1558.01,36.36
23.07,91.0,0.81,0.75,2.7,2.08,1.51,10.61,-44.0,-1343.13,42.25
18.1,110.7,0.51,0.01,1.71,2.02,1.51,10.18,-48.0,-890.25,41.83
21.03,132.4,1.83,0.79,1.94,2.39,1.8,10.37,-44.0,-1451.27,56.53
20.69,105.6,1.62,0.27,2.57,2.13,1.55,10.58,-46.0,-1472.76,39.82
19.34,101.0,1.26,0.03,3.01,2.06,1.56,12.61,-48.0,-1496.44,40.34
16.29,124.6,1.91,0.15,3.07,2.11,1.61,12.81,-48.0,-1448.76,51.36
17.16,129.8,3.46,0.25,1.14,2.26,1.67,14.27,-43.0,-1379.27,48.72
18.29,132.4,1.8,0.76,2.22,2.4,1.6,10.72,-44.0,-1160.36,36.29
17.19,120.4,1.48,0.53,3.06,2.15,1.65,11.48,-47.0,-1224.03,42.77
21.05,97.9,0.5,0.41,3.69,2.05,1.55,11.75,-44.0,-1248.02,55.93
21.2,97.8,0.54,0.99,3.62,2.22,1.71,13.73,-43.0,-1157.26,26.0
23.8,132.3,2.11,0.26,1.7,2.5,1.76,12.67,-44.0,-1787.8,75.26
24.42,135.1,1.7,0.18,1.73,2.16,1.66,12.79,-45.0,-1891.87,70.82
24.48,94.7,0.5,0.06,2.92,2.18,1.59,11.47,-45.0,-1565.64,37.17
22.35,121.8,3.52,0.9,0.54,2.36,1.82,10.5,-44.0,-1452.58,83.13
18.16,133.5,1.35,0.14,0.95,2.36,1.66,12.1,-44.0,-1023.93,51.27
24.3,129.1,1.64,0.86,1.84,2.62,1.7,12.53,-43.0,-1594.45,74.97
18.01,132.5,1.29,0.18,3.07,2.48,1.53,12.09,-46.0,-1194.19,35.54
18.3,130.6,2.56,0.86,1.38,2.52,1.76,14.01,-41.0,-1261.29,48.46
23.27,131.4,1.35,0.48,2.31,2.35,1.54,14.83,-41.0,-1659.36,47.4
20.47,127.8,0.83,0.19,3.34,2.14,1.58,13.47,-45.0,-1500.35,35.6
19.11,104.9,1.32,0.35,1.51,2.1,1.6,13.42,-44.0,-1205.24,37.75
19.17,117.6,0.52,0.29,1.01,2.36,1.81,12.33,-45.0,-983.71,67.07
23.46,101.3,0.52,0.63,3.01,2.05,1.51,12.66,-42.0,-1427.59,34.18
19.16,134.6,2.81,0.76,1.61,2.2,1.6,10.62,-44.0,-1395.87,61.07
19.34,111.2,1.26,0.07,2.96,2.1,1.56,12.61,-47.0,-1489.33,37.72
18.42,134.6,2.81,0.79,1.51,2.2,1.6,14.67,-41.0,-1428.88,51.97
19.34,101.0,1.29,0.03,1.47,2.06,1.52,12.61,-45.0,-1202.73,40.42
23.32,138.4,2.64,0.27,0.81,2.38,1.51,10.89,-44.0,-1619.06,81.96
18.78,133.8,2.0,0.27,0.68,2.1,1.58,10.63,-44.0,-1157.34,60.78
18.01,132.5,3.07,0.18,1.26,2.48,1.53,12.09,-44.0,-1271.25,52.12
23.78,121.8,3.03,0.04,0.53,2.24,1.59,12.17,-44.0,-1646.67,81.07
21.0,109.5,0.88,0.18,2.96,2.1,1.6,11.74,-47.0,-1456.49,31.43
18.77,110.2,2.02,0.61,2.66,2.17,1.67,13.49,-45.0,-1437.85,51.18
24.46,94.3,0.5,0.03,3.04,2.2,1.7,11.49,-45.0,-1572.32,32.71
19.51,122.6,1.7,0.18,0.53,2.1,1.6,12.73,-43.0,-1163.13,60.87
17.6,124.2,1.28,0.35,2.35,2.13,1.63,10.37,-46.0,-1161.91,28.26
24.4,109.9,0.5,0.24,3.13,2.22,1.68,14.44,-42.0,-1628.73,27.56
24.63,127.5,1.17,0.23,2.22,2.2,1.58,10.98,-45.0,-1751.48,55.66
23.27,105.6,1.81,0.4,1.79,2.2,1.6,10.69,-44.0,-1616.61,67.08
23.07,91.1,0.81,0.75,1.75,2.08,1.51,10.61,-44.0,-1291.74,63.45
15.7,128.0,2.48,0.52,2.23,2.08,1.58,10.29,-47.0,-1225.7,43.61
20.71,105.7,1.67,0.96,2.64,2.13,1.57,12.53,-44.0,-1341.28,39.87
23.17,110.7,0.51,0.01,2.29,2.17,1.66,10.59,-45.0,-1518.83,50.39
20.17,106.9,0.84,0.4,3.32,2.12,1.55,10.69,-46.0,-1282.77,48.57
