X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP
20,150,3,0.5,1,2.0,1.5,12,14,-35.0,-1747.21,76.18
23,100,2,0.5,1,2.5,1.5,10,8,-42.0,-1439.39,75.55
24,130,2,0.5,1,2.0,1.5,11,12,-40.0,-1856.37,66.77
20,140,2,0.5,2,2.5,1.5,14,2,-43.0,-1398.39,58.22
15,130,3,0.5,1,2.0,1.5,12,2,-46.0,-1074.76,41.76
15,140,1,0.5,3,2.0,1.5,13,12,-44.0,-1097.97,48.91
16,140,4,0.5,1,2.0,1.5,14,12,-44.0,-1285.68,60.31
22,150,1,0.5,1,2.0,1.5,15,12,-31.0,-2072.63,44.05
21,140,3,0.5,1,2.5,1.5,14,14,-27.0,-1944.96,60.32
24,110,1,0.5,2,2.0,1.5,12,12,-42.0,-1715.17,45.31
17,100,2,0.5,1,2.5,1.5,11,4,-42.0,-840.15,47.35
19,140,1,0.5,1,2.5,1.5,12,14,-25.0,-1532.68,90.98
20,120,3,0.5,1,2.5,1.5,15,4,-42.0,-1340.99,65.14
17,100,3,0.5,2,2.5,1.5,10,8,-44.0,-1081.88,51.7
19,150,3,0.5,1,2.5,1.5,15,8,-39.0,-1481.07,64.43
25,120,1,0.5,2,2.0,1.5,13,10,-41.0,-1872.22,45.75
17,140,3,0.5,1,2.5,1.5,15,14,-29.0,-1578.41,81.47
19,110,3,0.5,1,2.0,1.5,13,8,-45.0,-1374.21,73.71
22,110,1,0.5,3,2.5,1.5,12,14,-41.0,-1477.97,38.04
22,100,2,0.5,2,2.0,1.5,10,4,-45.0,-1548.44,62.02
24,120,2,0.5,1,2.0,1.5,10,8,-44.0,-1696.64,71.59
16,140,1,0.5,3,2.0,1.5,10,8,-44.0,-1067.07,58.58
22,140,1,0.5,1,2.0,1.5,10,8,-41.0,-1545.51,69.94
15,100,1,0.5,4,2.5,1.5,12,14,-47.0,-804.59,87.23
21,140,2,0.5,1,2.5,1.5,14,4,-43.0,-1431.16,70.34
24,110,2,0.5,1,2.0,1.5,10,16,-35.0,-1822.57,55.55
24,140,2,0.5,1,2.0,1.5,14,8,-35.0,-1989.1,68.53
22,110,2,0.5,2,2.0,1.5,11,2,-45.0,-1601.35,65.73
