X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
21.15,139.0,0.54,0.25,2.31,2.7,1.98,13.84,8.01,21.22
19.48,122.8,1.62,0.51,2.59,2.01,1.5,11.06,4.23,19.82
24.76,132.3,2.58,0.03,0.79,2.1,1.57,11.86,5.71,20.47
23.65,94.9,0.5,0.43,3.22,2.16,1.57,13.85,0.29,20.73
23.27,127.2,0.84,0.3,0.5,2.5,1.78,13.99,5.07,20.25
19.27,124.6,0.96,0.48,3.45,2.42,1.87,11.62,1.49,21.01
16.68,137.4,2.05,0.82,2.43,2.42,1.74,10.07,5.65,20.1
20.72,118.7,1.3,0.77,2.49,2.38,1.67,10.34,6.05,19.78
20.35,126.5,3.1,0.02,1.12,2.52,1.57,14.05,8.6,19.56
19.33,132.0,2.64,0.77,1.14,2.67,1.92,14.39,9.28,21.0
24.69,122.9,0.51,0.56,3.03,2.13,1.63,10.31,8.0,19.64
16.84,123.0,2.64,0.05,1.87,2.15,1.65,10.0,15.59,19.64
24.66,98.0,1.57,0.55,1.71,2.0,1.5,10.55,7.79,19.3
18.95,135.8,3.39,0.52,1.32,2.16,1.57,12.04,7.19,19.92
24.82,109.3,0.67,0.48,2.61,2.89,1.91,12.09,6.09,21.16
20.5,134.4,3.81,0.4,0.5,2.14,1.56,10.47,10.41,19.56
20.0,118.5,0.95,0.86,3.51,2.36,1.81,11.59,1.63,21.28
19.3,124.6,2.24,0.2,2.14,2.54,1.99,13.72,4.68,20.97
24.59,114.6,0.5,0.51,3.17,2.4,1.55,10.52,5.57,20.11
17.33,124.5,1.77,0.24,3.11,2.25,1.57,10.09,1.63,19.92
19.25,124.6,1.74,0.21,2.66,2.53,1.87,13.72,3.42,20.69
24.58,105.8,0.53,0.54,1.71,2.37,1.86,10.56,5.92,19.27
23.5,123.9,2.44,0.3,1.01,2.14,1.59,11.46,6.35,20.7
24.43,126.0,3.18,0.92,0.5,2.16,1.61,14.28,2.82,20.45
