AVG,RIP,RES
-1483.887,0.316,"[1374.679, 1317.925, 1270.043, 1235.937, 1219.312, 1217.078, 1230.162, 1254.344, 1284.064, 1316.979, 1344.541, 1363.633, 1369.935, 1364.201, 1360.694, 1365.725, 1376.197, 1391.087, 1400.353, 1404.061, 1407.308, 1407.48, 1410.712, 1418.031, 1428.663, 1445.842, 1465.434, 1487.269, 1511.695, 1533.603, 1556.623, 1579.044, 1598.889, 1619.521, 1637.02, 1653.923, 1669.588, 1679.185, 1685.6, 1686.53, 1678.778, 1665.276, 1645.221, 1621.034, 1595.839, 1571.771, 1552.804, 1543.054, 1544.26, 1553.875, 1569.151, 1594.495, 1618.69, 1637.634, 1644.872, 1636.779, 1609.966, 1567.29, 1512.357, 1449.204, 1385.006, 1326.821, 1278.431, 1244.275, 1226.789, 1225.176, 1237.497, 1261.49, 1290.29, 1320.597, 1346.956, 1363.964, 1367.805, 1363.725, 1362.479, 1369.053, 1381.969, 1397.515, 1407.573, 1411.517, 1413.584, 1413.636, 1415.713, 1421.861, 1432.8, 1448.765, 1468.386, 1490.484, 1513.0, 1536.263, 1558.272, 1579.032, 1599.98, 1618.494, 1636.207, 1653.435, 1666.141, 1675.609, 1679.02, 1676.131, 1668.187, 1651.157, 1629.578, 1604.688, 1578.144, 1553.227, 1534.247, 1525.042, 1527.935, 1539.481, 1557.748, 1584.006, 1609.936, 1629.706, 1635.851, 1626.693, 1600.481, 1556.667, 1501.628, 1439.753, 1375.137]"
