P2P,THD,RES,FFT
19.399,14480.697,"[-2.57, 0.72, 3.87, 6.548, 8.495, 9.449, 9.587, 9.106, 8.174, 7.167, 6.115, 5.171, 4.407, 3.679, 3.099, 2.591, 2.106, 1.771, 1.47, 1.246, 1.106, 0.902, 0.745, 0.59, 0.396, 0.305, 0.209, 0.156, 0.158, 0.069, -0.0, -0.093, -0.246, -0.315, -0.403, -0.459, -0.469, -0.581, -0.691, -0.843, -1.076, -1.25, -1.467, -1.68, -1.876, -2.208, -2.582, -3.058, -3.677, -4.307, -5.059, -5.877, -6.732, -7.723, -8.636, -9.344, -9.683, -9.237, -7.921, -5.676, -2.658, 0.616, 3.879, 6.628, 8.525, 9.569, 9.716, 9.199, 8.366, 7.294, 6.27, 5.324, 4.434, 3.727, 3.08, 2.552, 2.171, 1.793, 1.529, 1.298, 1.035, 0.864, 0.668, 0.51, 0.433, 0.3, 0.233, 0.168, 0.043, -0.014, -0.117, -0.206, -0.235, -0.338, -0.391, -0.454, -0.587, -0.666, -0.81, -0.962, -1.082, -1.3, -1.493, -1.72, -2.042, -2.348, -2.77, -3.251, -3.761, -4.443, -5.17, -6.0, -6.961, -7.894, -8.797, -9.478, -9.654, -9.204, -7.843, -5.584, -2.682]","[0.0, 0.046, 4.402, 0.01, 3.989, 0.028, 2.554, 0.024, 1.405, 0.015, 0.687, 0.008, 0.299, 0.007, 0.137, 0.025, 0.025, 0.007, 0.007, 0.004, 0.005, 0.002, 0.005, 0.001, 0.004, 0.002, 0.003, 0.002, 0.002, 0.002, 0.004, 0.002, 0.001, 0.002, 0.001, 0.002, 0.001, 0.002, 0.001, 0.001, 0.002, 0.001, 0.002, 0.001, 0.001, 0.02, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
