P2P,THD,RES,FFT
14.446,15862.308,"[5.51, 4.766, 4.052, 3.42, 2.878, 2.411, 2.015, 1.676, 1.383, 1.142, 0.941, 0.771, 0.632, 0.508, 0.399, 0.315, 0.244, 0.186, 0.14, 0.09, 0.039, -0.009, -0.06, -0.101, -0.137, -0.178, -0.221, -0.277, -0.346, -0.415, -0.494, -0.582, -0.686, -0.826, -1.0, -1.205, -1.445, -1.709, -2.022, -2.401, -2.864, -3.438, -4.113, -4.869, -5.673, -6.438, -7.04, -7.307, -7.062, -6.154, -4.579, -2.462, -0.046, 2.361, 4.451, 6.003, 6.884, 7.132, 6.872, 6.284, 5.553, 4.781, 4.051, 3.38, 2.79, 2.304, 1.914, 1.61, 1.368, 1.145, 0.93, 0.734, 0.565, 0.445, 0.372, 0.317, 0.265, 0.191, 0.096, 0.012, -0.046, -0.073, -0.078, -0.095, -0.139, -0.204, -0.286, -0.361, -0.416, -0.467, -0.523, -0.612, -0.745, -0.904, -1.086, -1.282, -1.494, -1.758, -2.088, -2.496, -2.985, -3.539, -4.176, -4.889, -5.643, -6.391, -7.012, -7.315, -7.098, -6.235, -4.669, -2.562, -0.15, 2.268, 4.365, 5.923, 6.83, 7.082, 6.829, 6.256, 5.524]","[0.0, 0.031, 3.177, 0.008, 2.998, 0.015, 1.922, 0.014, 1.048, 0.004, 0.505, 0.01, 0.21, 0.009, 0.071, 0.007, 0.033, 0.015, 0.003, 0.003, 0.004, 0.001, 0.003, 0.0, 0.002, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.001, 0.001, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0]"
