X1,X2,X3,X4,X5,X6,AVG,RIP
15.97,90.1,3.24,1.01,1.0,1.5,-750.346,25.315
24.92,148.5,1.21,1.02,1.0,1.5,-1825.233,66.012
18.02,136.9,3.42,1.0,1.0,1.5,-1088.253,53.001
23.51,90.3,2.49,1.0,1.0,1.5,-1356.031,54.663
16.03,136.9,3.33,1.0,1.0,1.5,-919.65,37.62
16.43,136.4,3.82,1.0,1.0,1.5,-947.429,40.298
17.41,145.8,3.37,1.01,1.0,1.5,-1067.706,50.387
17.41,140.4,3.34,1.0,1.0,1.5,-1058.756,48.277
16.03,136.9,3.42,1.0,1.0,1.52,-909.113,36.865
16.43,108.2,3.5,1.0,1.0,1.51,-856.765,32.912
16.43,117.5,3.47,1.0,1.0,1.5,-897.458,35.366
16.43,104.2,3.31,1.0,1.0,1.52,-848.095,31.423
16.43,94.9,3.47,1.0,1.0,1.5,-815.845,28.357
18.02,131.1,3.31,1.0,1.0,1.5,-1074.062,52.17
17.4,120.2,3.38,1.0,1.0,1.5,-977.03,43.074
24.73,90.0,2.24,1.0,1.0,1.5,-1450.204,55.868
24.64,132.7,1.38,1.0,1.0,1.5,-1713.027,62.297
16.43,98.8,3.36,1.01,1.0,1.51,-827.031,29.388
24.92,143.1,1.12,1.19,1.0,1.5,-1818.914,64.664
17.17,132.0,3.39,1.0,1.0,1.54,-1003.45,45.156
17.16,129.7,3.35,1.0,1.0,1.5,-1001.322,44.026
23.92,90.2,2.48,1.0,1.0,1.5,-1389.477,55.229
24.64,139.1,1.55,1.01,1.0,1.5,-1744.84,62.538
24.93,90.0,2.27,1.0,1.0,1.5,-1481.269,55.989
23.97,90.0,2.27,1.04,1.0,1.5,-1421.157,55.306
24.92,107.0,1.93,1.0,1.0,1.5,-1621.211,59.726
24.9,93.7,2.15,1.0,1.0,1.5,-1518.397,56.251
24.99,90.0,2.16,1.0,1.0,1.5,-1489.355,56.173
24.99,139.2,1.68,1.01,1.0,1.5,-1774.602,63.887
24.92,108.2,1.93,1.01,1.0,1.5,-1602.288,59.014
24.76,119.0,1.68,1.01,1.0,1.5,-1648.604,59.89
24.65,139.3,1.44,1.0,1.0,1.5,-1746.81,62.845
24.92,146.5,1.12,1.02,1.0,1.5,-1822.514,65.666
24.75,125.5,1.42,1.0,1.0,1.5,-1681.45,61.427
24.76,128.2,1.42,1.0,1.0,1.5,-1699.746,61.649
17.15,143.1,3.42,1.0,1.0,1.5,-1036.085,47.49
16.42,139.7,3.89,1.0,1.0,1.5,-953.362,41.461
24.92,138.1,1.21,1.0,1.0,1.5,-1791.995,64.193
16.43,100.5,3.3,1.01,1.0,1.5,-833.988,30.492
24.92,106.8,2.03,1.01,1.0,1.5,-1614.506,59.467
24.67,143.0,1.13,1.01,1.0,1.5,-1761.408,63.5
24.99,101.0,2.25,1.0,1.0,1.5,-1558.655,57.972
16.43,136.4,3.81,1.0,1.0,1.5,-947.984,40.461
18.02,129.7,3.42,1.01,1.0,1.5,-1070.439,51.057
16.43,99.0,3.48,1.0,1.0,1.5,-833.235,29.641
16.44,140.8,3.66,1.0,1.0,1.5,-959.596,42.762
16.43,93.1,3.46,1.0,1.0,1.5,-808.334,27.443
24.92,97.0,2.29,1.0,1.0,1.5,-1548.58,57.526
16.22,93.0,3.37,1.0,1.0,1.5,-788.39,27.419
17.17,140.1,3.42,1.0,1.0,1.5,-1032.67,46.84
23.48,90.0,2.26,1.0,1.0,1.5,-1382.663,54.737
18.02,129.8,3.31,1.0,1.0,1.5,-1071.472,51.628
16.43,113.8,3.47,1.0,1.0,1.5,-880.816,33.702
17.11,128.8,3.35,1.0,1.0,1.5,-990.721,43.566
17.1,136.9,3.52,1.0,1.0,1.5,-1008.856,45.674
16.43,93.9,3.46,1.0,1.0,1.5,-811.709,27.895
17.16,139.5,3.52,1.0,1.0,1.5,-1024.368,46.641
24.99,101.7,2.01,1.0,1.0,1.5,-1568.255,58.177
16.43,113.6,3.5,1.0,1.0,1.5,-884.336,34.2
16.22,93.1,3.37,1.0,1.0,1.5,-787.079,26.921
16.02,136.9,3.42,1.0,1.0,1.5,-918.457,37.244
24.64,131.6,1.34,1.0,1.0,1.5,-1704.452,62.09
16.43,108.8,3.45,1.0,1.0,1.5,-866.483,33.644
17.41,138.2,3.34,1.0,1.0,1.5,-1050.268,47.691
16.42,108.2,3.52,1.0,1.0,1.5,-861.847,33.275
24.92,104.7,2.15,1.01,1.0,1.5,-1574.705,58.526
24.99,97.1,2.07,1.01,1.0,1.5,-1536.29,57.48
23.97,91.9,2.24,1.0,1.0,1.5,-1434.281,55.788
16.23,90.1,3.29,1.0,1.0,1.5,-776.863,26.701
17.16,137.7,3.52,1.01,1.0,1.5,-1018.304,46.208
16.43,101.7,3.44,1.0,1.0,1.5,-838.399,30.883
16.13,92.0,3.24,1.0,1.0,1.5,-765.224,26.672
24.96,97.0,2.29,1.0,1.0,1.5,-1530.423,57.131
24.91,121.0,1.82,1.02,1.0,1.52,-1677.268,60.933
24.99,104.8,2.16,1.0,1.0,1.5,-1584.96,58.949
16.12,91.0,3.24,1.0,1.0,1.5,-762.241,26.194
24.92,147.7,1.21,1.02,1.0,1.52,-1803.67,64.438
16.13,90.0,3.24,1.01,1.0,1.5,-759.241,25.874
16.43,116.5,3.47,1.0,1.0,1.5,-894.417,35.127
17.41,138.8,3.34,1.0,1.0,1.51,-1050.797,48.053
16.43,104.2,3.37,1.06,1.0,1.52,-842.4,31.242
15.97,91.3,3.24,1.0,1.0,1.5,-755.379,25.518
17.13,137.6,3.51,1.0,1.0,1.5,-1015.842,45.894
24.67,143.0,1.13,1.0,1.0,1.5,-1761.734,63.702
24.76,120.2,1.58,1.0,1.0,1.5,-1655.146,60.517
24.76,119.0,1.7,1.0,1.0,1.5,-1648.836,60.287
17.11,129.7,3.35,1.0,1.0,1.5,-995.553,43.604
24.76,122.5,1.88,1.06,1.0,1.5,-1664.677,60.565
16.43,139.9,3.47,1.01,1.0,1.5,-956.016,42.507
16.45,140.3,3.44,1.0,1.0,1.5,-955.348,42.073
24.9,93.7,2.14,1.0,1.0,1.5,-1518.727,56.737
24.76,122.5,1.87,1.0,1.0,1.5,-1667.224,60.914
24.94,96.3,2.16,1.0,1.0,1.5,-1523.818,56.892
24.95,104.8,2.16,1.0,1.0,1.5,-1579.437,58.839
16.43,114.7,3.49,1.0,1.0,1.5,-887.903,34.813
23.5,90.0,2.24,1.01,1.0,1.5,-1384.864,54.833
16.43,114.3,3.47,1.0,1.0,1.5,-885.608,34.677
16.4,140.8,3.83,1.0,1.0,1.5,-953.63,41.75
24.93,146.5,1.12,1.02,1.0,1.5,-1799.27,64.409
23.97,90.0,2.24,1.0,1.0,1.5,-1423.628,55.687
