Torque,MaxAngle
-0.2859078707976209,0
-0.2831062741266963,1
-0.3468194568212769,2
-0.3299705734234837,3
-0.28576533054140046,4
-0.2896436418475111,5
-0.2513664025681723,6
-0.3280284658996747,7
-0.3166941248793875,8
-0.3189186543593856,9
-0.28908014206070215,10
-0.21780749248525821,11
-0.2518797758753839,12
-0.23161442604032534,13
-0.26483042118502204,14
-0.14405027008318338,15
0.16156184655982236,16
0.6719552538248804,17
1.5295535156906983,18
2.572478786468698,19
3.9007633188563267,20
5.182031400145032,21
6.297463040031032,22
7.089925334616776,23
7.222441460734612,24
6.86369888372154,25
5.879547276609529,26
4.579441408442104,27
3.093774550427429,28
1.4361072111415558,29
-0.21905688708411622,30
-1.9805537712997396,31
-3.599550503295646,32
-5.129082437009228,33
-6.459719770205324,34
-7.364792738702652,35
-7.805382541291788,36
-7.574721443497593,37
-6.853336734893384,38
-5.713208979704276,39
-4.398740914401732,40
-3.117297737596028,41
-1.9762580722054377,42
-1.2283439938553324,43
-0.6767093501980056,44
-0.39816810457611757,45
-0.288541923730676,46
-0.24259868704019097,47
-0.3093920554656103,48
-0.26287853235417724,49
-0.2697925486469425,50
-0.22342524590172275,51
-0.19881948609206307,52
-0.23779700974115098,53
-0.21299370134845272,54
-0.2773323042698584,55
-0.2318915516342953,56
-0.21601823948773646,57
-0.21666666639327972,58
-0.2026142054226722,59
-0.2827269616162786,60
-0.2790687280784776,61
-0.34261256243649024,62
-0.3261920108173438,63
-0.2832945192737652,64
-0.28865792241619515,65
-0.25133168032640607,66
-0.3301782430568801,67
-0.3224297794760513,68
-0.3331768111613434,69
-0.32071766149433667,70
-0.26795023327393036,71
-0.3134273348630091,72
-0.2927643203725014,73
-0.3148922323401036,74
-0.1767050915866038,75
0.14107440439368316,76
0.6588769871682516,77
1.5278350650846677,78
2.5907540708138828,79
3.94721371171517,80
5.260737189267291,81
6.41063483776752,82
7.232528368837916,83
7.383798826269784,84
7.024580973691752,85
6.0111814450483,86
4.653835406476744,87
3.1016229738069225,88
1.3784274659925837,89
-0.3212228267714328,90
-2.1029912792089767,91
-3.7188085104829547,92
-5.24161330269856,93
-6.565751214484136,94
-7.471923951500796,95
-7.921308442166412,96
-7.685913773822296,97
-6.956552419417224,98
-5.798548503926044,99
-4.455701125502523,100
-3.141556006739986,101
-1.9697841663535156,102
-1.202680544589226,103
-0.6468302516301856,104
-0.380704496851408,105
-0.2902748135400071,106
-0.254488681074819,107
-0.3232670781746364,108
-0.2759590311803386,109
-0.28142018949367104,110
-0.23322803747286525,111
-0.20704113262929277,112
-0.24489249670163415,113
-0.21968784261205523,114
-0.2832662215809909,115
-0.2376695449277734,116
-0.22114424116945117,117
-0.22117113354252407,118
-0.2072017628017749,119
-0.28774012990061754,120
