X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP
20.11,111.0,2.74,0.28,1.45,2.36,1.86,11.13,16.86,-9.0,-193.72,125.26
21.46,110.2,0.76,0.84,1.64,2.52,1.91,11.62,15.92,-17.0,-195.8,118.78
22.19,93.0,3.45,0.18,0.5,2.23,1.71,13.17,14.18,-33.0,-192.54,87.76
20.09,109.9,3.31,0.38,0.73,2.33,1.83,11.07,13.62,-40.0,-161.49,100.62
22.01,132.6,1.07,0.02,2.32,2.59,1.91,12.76,14.66,-30.0,-200.2,93.68
24.94,90.9,1.02,0.24,1.36,2.36,1.54,10.55,17.18,15.0,-165.84,133.73
21.83,93.0,1.82,0.27,1.4,2.19,1.69,13.17,14.18,-32.0,-194.15,87.23
15.85,130.9,2.74,0.06,2.27,2.04,1.52,14.99,17.92,-6.0,-249.92,48.71
22.03,105.8,2.0,0.07,1.83,2.5,1.86,10.36,16.59,-14.0,-180.9,135.32
20.29,129.0,0.95,0.03,1.69,2.2,1.7,13.86,16.35,-9.0,-234.0,76.89
21.05,113.5,2.14,0.27,1.64,2.42,1.74,11.83,16.7,-4.0,-201.92,111.17
20.06,117.8,0.77,0.03,2.25,2.36,1.65,13.85,15.45,-19.0,-218.74,85.93
22.65,112.3,2.74,0.22,1.02,2.63,1.94,10.39,16.19,-23.0,-178.82,134.15
24.11,133.4,0.5,0.95,2.21,2.28,1.57,11.23,12.58,-43.0,-159.83,101.22
23.8,118.7,0.5,0.7,3.3,2.41,1.77,10.31,16.94,6.0,-169.12,144.43
22.5,113.5,1.76,0.21,1.64,2.37,1.74,10.16,11.66,-44.0,-148.09,101.44
19.58,113.4,2.5,0.38,1.94,2.34,1.6,10.25,17.53,15.0,-164.38,135.95
23.0,135.1,0.64,0.88,1.47,2.64,1.9,10.03,11.18,-45.0,-144.99,105.23
16.8,121.2,2.52,0.08,2.56,2.1,1.6,11.91,14.01,-37.0,-183.59,87.38
15.16,129.5,0.63,0.38,2.17,2.03,1.53,11.73,12.84,-42.0,-140.46,105.88
19.62,129.0,2.67,0.92,0.7,2.68,1.93,11.51,15.74,-25.0,-186.54,125.0
21.98,111.4,3.55,0.28,0.5,2.21,1.71,11.29,14.18,-38.0,-168.91,107.15
22.12,110.7,0.76,0.67,1.39,2.62,1.92,11.62,15.41,-27.0,-188.83,115.13
24.51,98.5,2.75,0.78,0.58,2.2,1.63,10.32,17.97,16.0,-161.46,140.19
24.42,129.5,0.95,0.38,1.33,2.04,1.52,11.62,12.81,-42.0,-166.46,97.86
24.9,72.9,2.14,0.21,0.72,2.08,1.58,12.58,16.72,3.0,-208.19,94.47
16.73,128.3,2.5,0.25,2.62,2.24,1.6,12.86,16.95,-7.0,-215.71,101.62
22.85,138.9,0.5,0.7,1.4,2.17,1.67,10.51,16.94,1.0,-177.35,137.34
24.14,109.2,1.53,0.26,0.51,2.48,1.69,11.12,13.8,-40.0,-165.99,106.75
24.33,107.9,0.64,0.57,2.81,2.32,1.53,11.12,14.68,-37.0,-169.05,115.44
22.03,132.3,1.11,0.05,0.74,2.42,1.9,10.18,13.79,-43.0,-148.74,115.52
24.84,91.9,0.84,0.66,2.0,2.35,1.53,12.58,16.08,-7.0,-208.8,99.27
20.07,130.0,2.58,0.25,1.66,2.24,1.6,12.86,15.87,-20.0,-211.81,99.14
16.58,128.3,1.75,0.22,0.6,2.22,1.72,12.42,15.57,-20.0,-198.18,118.51
19.7,106.5,2.31,0.61,2.09,2.21,1.71,12.11,17.14,2.0,-205.46,106.44
21.56,130.2,2.21,0.23,1.72,2.2,1.7,12.68,17.96,4.0,-214.23,87.61
22.05,115.4,2.51,0.05,0.74,2.17,1.66,12.76,13.83,-36.0,-189.22,86.88
16.51,128.9,0.58,0.25,1.96,2.22,1.6,12.5,15.33,-24.0,-190.71,117.09
18.36,135.7,0.6,0.83,2.19,2.64,1.92,10.04,11.18,-45.0,-138.14,99.85
21.92,111.4,3.61,0.28,0.5,2.21,1.71,11.34,13.24,-41.0,-163.87,97.89
19.74,129.5,0.95,0.38,2.18,2.06,1.55,10.7,11.87,-43.0,-150.04,95.44
24.22,119.8,0.5,0.67,3.2,2.46,1.77,11.42,12.7,-43.0,-158.93,101.12
22.01,131.9,0.83,0.08,2.32,2.59,1.92,12.76,14.66,-30.0,-198.56,94.23
20.03,129.5,0.95,0.03,1.73,2.2,1.7,11.78,16.04,-20.0,-198.06,115.39
16.0,127.0,2.93,0.01,2.27,2.11,1.61,13.86,15.47,-28.0,-224.03,69.08
16.73,121.2,2.54,0.07,2.56,2.1,1.6,12.86,16.74,-19.0,-215.9,93.07
24.44,129.5,0.95,0.38,2.21,2.04,1.52,11.59,12.85,-42.0,-167.21,96.33
24.52,110.6,0.67,0.65,1.39,2.76,1.85,11.85,15.22,-29.0,-191.48,110.12
17.52,131.8,0.86,0.64,1.4,2.15,1.65,10.2,15.74,-33.0,-152.06,148.95
16.73,121.2,2.51,0.07,2.56,2.1,1.6,12.86,15.2,-30.0,-206.83,85.23
17.29,129.5,1.04,0.38,2.8,2.15,1.65,11.73,12.84,-39.0,-162.66,93.91
24.94,71.9,2.22,0.62,0.78,2.06,1.56,13.16,16.09,-4.0,-216.72,87.2
20.15,127.1,2.48,0.02,1.75,2.33,1.65,13.86,15.47,-22.0,-222.53,79.98
21.54,121.8,2.23,0.63,0.8,2.06,1.55,14.6,15.75,-14.0,-232.4,67.97
24.23,95.1,0.56,0.91,0.78,2.22,1.53,11.3,12.58,-43.0,-158.29,97.96
20.06,118.8,0.77,0.03,2.24,2.38,1.67,13.85,15.45,-19.0,-221.29,84.97
21.97,106.6,1.81,0.18,2.01,2.42,1.92,12.09,17.13,-1.0,-208.69,101.77
19.58,131.3,0.57,0.61,2.04,2.74,1.9,14.3,17.08,5.0,-239.5,65.46
21.56,130.2,2.21,0.23,1.72,2.18,1.68,14.83,17.93,3.0,-247.61,45.16
20.36,130.1,2.09,0.63,1.67,2.06,1.55,12.24,17.19,1.0,-206.58,101.67
17.4,118.6,0.78,0.54,2.8,2.15,1.65,10.11,15.45,-32.0,-151.09,143.93
16.64,131.1,3.4,0.76,1.48,2.03,1.53,14.66,17.97,5.0,-243.2,61.55
22.92,129.5,1.09,0.62,2.31,2.08,1.56,12.37,17.14,-3.0,-208.44,100.27
24.65,89.2,0.96,0.9,2.49,2.34,1.52,10.16,16.32,-14.0,-171.89,141.24
20.36,128.7,0.95,0.03,1.69,2.32,1.52,13.86,16.35,-7.0,-227.67,80.08
15.86,130.9,2.74,0.06,2.5,2.02,1.51,14.95,17.92,-7.0,-248.23,48.31
23.88,138.1,1.27,0.26,2.27,2.35,1.56,11.12,14.76,-37.0,-172.54,114.85
15.98,124.4,2.74,0.22,2.26,2.06,1.56,12.02,13.94,-36.0,-181.06,92.14
22.15,118.1,2.38,0.54,1.5,2.55,1.65,11.28,15.45,-29.0,-179.92,120.0
16.73,131.8,2.56,0.25,2.56,2.31,1.81,12.77,15.77,-25.0,-210.34,95.3
16.73,128.7,1.64,0.28,1.54,2.24,1.6,10.19,16.95,1.0,-171.69,158.3
24.51,97.7,1.66,0.26,0.51,2.42,1.63,11.13,14.66,-36.0,-169.37,115.28
23.15,131.3,1.51,0.51,2.04,2.66,1.81,14.3,17.46,5.0,-239.56,59.03
21.54,130.2,2.25,0.23,1.72,2.2,1.7,14.82,17.37,-0.0,-248.01,47.27
20.13,132.6,1.0,0.04,2.27,2.63,1.95,12.35,14.74,-32.0,-192.78,101.29
17.26,113.1,0.91,0.25,2.49,2.02,1.52,12.85,16.48,-11.0,-212.92,104.32
24.88,91.4,2.53,0.83,0.73,2.51,1.67,12.87,16.1,-6.0,-214.48,94.03
17.38,131.8,0.86,0.61,0.5,2.4,1.9,14.35,15.74,-13.0,-230.99,86.01
17.49,127.8,1.08,0.24,2.82,2.15,1.65,13.89,17.71,-0.0,-235.4,75.1
24.78,133.8,0.5,0.05,3.12,2.3,1.66,12.29,17.64,10.0,-197.99,98.74
21.56,129.7,2.25,0.23,1.72,2.2,1.7,14.97,17.8,2.0,-250.96,43.21
24.7,96.4,0.5,0.93,3.05,2.14,1.56,11.3,15.3,-31.0,-175.67,120.06
22.47,93.7,0.64,0.18,2.25,2.23,1.71,13.17,14.18,-33.0,-193.05,87.9
21.5,107.6,1.07,0.06,3.11,2.46,1.79,11.44,15.38,-30.0,-181.61,114.57
24.86,129.0,0.9,0.38,1.32,2.04,1.52,10.49,12.81,-43.0,-157.17,105.3
20.13,130.9,0.89,0.23,2.27,2.33,1.65,14.46,17.74,3.0,-241.3,62.1
24.38,121.8,2.23,0.63,0.8,2.05,1.55,12.24,15.2,-28.0,-197.87,102.61
16.75,131.1,3.39,0.23,1.73,2.23,1.73,14.34,17.93,-0.0,-242.59,63.2
24.7,95.1,0.53,0.07,2.24,2.05,1.54,11.44,17.74,13.0,-181.98,112.97
24.03,107.9,1.5,0.87,0.61,2.7,1.92,11.12,13.83,-40.0,-166.39,106.85
15.16,129.6,0.95,0.38,2.24,2.04,1.51,11.73,15.41,-26.0,-175.3,127.56
20.11,111.0,2.81,0.3,1.45,2.03,1.53,11.15,16.96,-14.0,-189.89,126.69
24.51,97.6,1.62,0.78,1.4,2.22,1.67,12.6,17.2,7.0,-209.89,91.29
15.37,127.8,0.67,0.48,2.19,2.03,1.53,13.86,15.47,-17.0,-211.5,94.22
21.73,93.0,1.83,0.28,0.73,2.18,1.68,12.4,14.21,-35.0,-181.92,96.79
15.18,131.0,1.15,0.23,2.25,2.06,1.56,14.34,17.93,4.0,-240.39,65.9
24.4,130.2,2.25,0.23,1.19,2.2,1.7,12.35,17.93,9.0,-203.27,95.63
24.84,91.9,0.85,0.66,1.94,2.36,1.54,12.57,16.08,-7.0,-208.81,99.47
22.69,139.4,2.43,0.28,1.57,2.53,1.84,11.85,17.41,8.0,-198.22,105.87
16.23,128.5,0.95,0.38,2.18,2.04,1.52,11.59,12.8,-41.0,-148.41,100.62
16.12,131.0,1.45,0.51,1.72,2.2,1.7,14.77,17.94,4.0,-252.96,60.31
23.0,135.1,2.4,0.9,1.47,2.55,1.81,10.65,11.69,-44.0,-157.38,100.35
21.54,130.2,2.25,0.23,1.63,2.2,1.7,12.67,17.39,1.0,-212.76,89.51
24.53,133.4,0.5,0.9,3.16,2.59,1.91,11.23,12.58,-43.0,-161.05,103.87
24.69,121.7,2.58,0.25,0.76,2.24,1.6,12.86,15.83,-16.0,-214.63,94.71
24.9,71.9,2.24,0.53,0.75,2.02,1.52,11.61,17.22,14.0,-183.07,111.4
23.96,108.2,1.46,0.25,0.51,2.21,1.71,11.12,13.83,-40.0,-165.0,106.43
24.57,120.6,0.96,0.04,0.52,2.39,1.58,12.86,16.12,-11.0,-216.34,93.38
24.13,109.2,1.53,0.26,0.55,2.44,1.65,11.12,17.6,13.0,-179.67,121.92
21.56,130.2,2.25,0.23,1.72,2.22,1.72,14.71,17.93,1.0,-250.3,48.87
23.9,97.1,3.15,0.26,0.55,2.35,1.56,11.11,14.76,-36.0,-169.21,114.99
15.93,131.1,3.46,0.86,1.71,2.17,1.67,10.57,11.63,-43.0,-139.82,94.89
21.56,129.7,2.25,0.23,1.72,2.19,1.69,14.97,17.8,1.0,-252.99,44.2
21.38,130.2,2.25,0.22,1.75,2.22,1.72,14.71,17.93,2.0,-248.21,47.74
