X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
24,150,1,0.5,1,2.0,1.5,10,13,21.27
21,150,1,0.5,3,2.5,1.5,14,17,18.7
22,100,3,0.5,1,2.0,1.5,12,13,19.6
19,110,3,0.5,1,2.0,1.5,12,15,20.88
21,140,1,0.5,1,2.5,1.5,14,17,18.48
23,100,1,0.5,3,2.5,1.5,15,18,13.91
17,150,2,0.5,1,2.5,1.5,10,13,21.17
17,100,2,0.5,3,2.5,1.5,14,16,19.32
22,130,1,0.5,1,2.0,1.5,10,14,21.01
24,130,2,0.5,1,2.5,1.5,11,14,19.74
25,110,2,0.5,1,2.5,1.5,10,18,20.75
16,130,3,0.5,1,2.0,1.5,11,13,20.3
19,150,1,0.5,1,2.0,1.5,12,13,19.66
16,140,1,0.5,3,2.0,1.5,14,17,18.55
19,100,1,0.5,3,2.0,1.5,14,16,19.32
17,140,1,0.5,2,2.0,1.5,15,18,13.81
20,140,1,0.5,2,2.5,1.5,14,18,17.76
24,110,2,0.5,1,2.0,1.5,11,17,18.98
19,150,1,0.5,1,2.5,1.5,10,11,19.77
24,110,1,0.5,1,2.0,1.5,10,12,21.05
24,130,2,0.5,1,2.0,1.5,12,13,19.66
22,140,1,0.5,1,2.5,1.5,15,17,15.48
24,130,2,0.5,1,2.0,1.5,13,17,19.23
22,120,2,0.5,1,2.0,1.5,11,16,19.21
15,100,2,0.5,1,2.0,1.5,13,18,18.82
23,100,1,0.5,3,2.5,1.5,13,14,20.86
22,120,1,0.5,1,2.0,1.5,12,16,20.64
18,140,3,0.5,1,2.0,1.5,15,17,15.3
25,150,2,0.5,1,2.0,1.5,10,13,21.12
24,150,1,0.5,1,2.0,1.5,11,13,20.34
22,110,2,0.5,1,2.0,1.5,12,15,20.78
21,140,2,0.5,1,2.5,1.5,14,18,17.77
22,130,1,0.5,1,2.0,1.5,10,13,21.09
16,150,2,0.5,1,2.0,1.5,10,12,21.21
18,140,3,0.5,1,2.0,1.5,15,18,13.58
17,100,1,0.5,1,2.0,1.5,11,13,20.23
19,150,1,0.5,3,2.5,1.5,10,12,21.18
16,140,3,0.5,2,2.0,1.5,13,15,20.14
16,150,3,0.5,1,2.0,1.5,13,15,20.11
23,100,2,0.5,1,2.0,1.5,13,14,20.6
25,140,1,0.5,2,2.5,1.5,15,18,13.84
23,140,3,0.5,1,2.5,1.5,15,18,13.69
24,120,2,0.5,1,2.0,1.5,10,13,21.23
23,140,2,0.5,1,2.0,1.5,15,16,17.88
23,100,1,0.5,3,2.5,1.5,15,17,15.74
25,110,1,0.5,2,2.5,1.5,14,18,17.81
20,150,1,0.5,3,2.5,1.5,14,17,18.74
22,130,1,0.5,1,2.5,1.5,12,17,20.47
16,150,3,0.5,1,2.0,1.5,11,13,20.25
17,100,2,0.5,3,2.5,1.5,11,16,19.34
19,130,2,0.5,1,2.5,1.5,13,14,20.76
16,120,3,0.5,1,2.0,1.5,13,15,20.14
24,140,2,0.5,1,2.0,1.5,11,12,20.8
21,150,3,0.5,1,2.0,1.5,14,17,18.54
24,100,1,0.5,1,2.5,1.5,10,13,21.13
23,150,1,0.5,1,2.5,1.5,14,17,18.44
22,100,3,0.5,1,2.0,1.5,10,13,21.19
17,100,2,0.5,3,2.0,1.5,11,14,19.95
17,120,1,0.5,1,2.0,1.5,11,18,19.0
23,100,2,0.5,1,2.0,1.5,10,13,21.11
20,100,1,0.5,3,2.0,1.5,13,16,19.71
22,110,3,0.5,1,2.0,1.5,13,15,20.13
25,120,2,0.5,1,2.0,1.5,10,13,21.15
19,140,1,0.5,1,2.5,1.5,12,17,20.43
22,150,1,0.5,1,2.0,1.5,10,17,20.95
15,100,3,0.5,2,2.0,1.5,11,12,20.87
25,110,1,0.5,1,2.0,1.5,11,17,19.06
25,120,2,0.5,1,2.5,1.5,15,16,17.9
17,100,2,0.5,3,2.5,1.5,11,17,19.3
19,120,3,0.5,1,2.5,1.5,11,16,19.23
25,150,2,0.5,1,2.5,1.5,10,17,20.87
20,130,1,0.5,1,2.0,1.5,13,14,20.61
20,120,3,0.5,1,2.0,1.5,13,15,20.23
16,130,3,0.5,2,2.0,1.5,10,13,21.21
24,120,1,0.5,1,2.5,1.5,11,13,20.28
23,120,2,0.5,1,2.0,1.5,15,18,13.6
18,130,1,0.5,3,2.0,1.5,10,11,19.93
17,140,1,0.5,1,2.0,1.5,14,16,19.22
24,130,2,0.5,1,2.0,1.5,13,18,18.95
24,110,2,0.5,1,2.0,1.5,12,13,19.54
18,130,3,0.5,1,2.5,1.5,12,13,19.51
17,100,2,0.5,1,2.5,1.5,11,12,20.76
15,100,1,0.5,1,2.0,1.5,10,12,21.07
16,140,1,0.5,1,2.0,1.5,14,17,18.34
23,140,2,0.5,1,2.0,1.5,15,18,13.66
25,110,1,0.5,1,2.5,1.5,10,17,20.77
16,100,1,0.5,4,2.0,1.5,11,13,20.52
17,130,1,0.5,4,2.0,1.5,11,12,21.04
15,130,3,0.5,1,2.0,1.5,11,12,20.86
18,140,3,0.5,1,2.0,1.5,14,17,18.44
24,140,2,0.5,1,2.0,1.5,10,11,19.87
23,110,1,0.5,1,2.5,1.5,12,13,19.63
17,150,1,0.5,1,2.0,1.5,10,17,20.81
20,130,3,0.5,1,2.0,1.5,12,14,20.8
24,100,2,0.5,1,2.0,1.5,11,17,19.09
15,130,1,0.5,1,2.0,1.5,13,14,20.68
25,110,1,0.5,1,2.0,1.5,12,13,19.57
21,150,1,0.5,1,2.5,1.5,15,17,15.44
19,150,1,0.5,1,2.5,1.5,10,12,21.01
24,130,2,0.5,1,2.0,1.5,15,16,17.86
15,130,1,0.5,1,2.5,1.5,12,14,20.76
19,130,3,0.5,1,2.0,1.5,12,15,20.89
17,150,1,0.5,1,2.5,1.5,11,17,19.03
17,110,1,0.5,4,2.0,1.5,11,12,21.11
23,140,2,0.5,2,2.5,1.5,15,17,15.68
19,150,1,0.5,2,2.5,1.5,14,17,18.52
16,100,2,0.5,1,2.5,1.5,11,12,20.81
24,130,2,0.5,1,2.0,1.5,15,17,15.53
15,130,2,0.5,1,2.0,1.5,13,15,20.11
22,150,1,0.5,1,2.0,1.5,13,17,19.2
24,130,2,0.5,1,2.0,1.5,10,13,21.29
15,150,2,0.5,1,2.0,1.5,13,15,20.18
18,120,1,0.5,2,2.0,1.5,13,15,20.08
20,130,2,0.5,2,2.5,1.5,11,13,20.51
21,150,1,0.5,3,2.5,1.5,10,17,20.96
17,140,1,0.5,1,2.0,1.5,10,12,21.08
18,120,2,0.5,1,2.5,1.5,10,11,19.7
17,140,1,0.5,4,2.0,1.5,10,11,20.01
17,140,1,0.5,1,2.0,1.5,15,16,17.8
23,150,2,0.5,1,2.0,1.5,10,13,21.18
18,140,2,0.5,1,2.0,1.5,15,18,13.56
17,100,1,0.5,1,2.5,1.5,15,18,13.55
19,110,1,0.5,1,2.0,1.5,11,15,19.34
17,130,3,0.5,1,2.0,1.5,12,14,20.84
16,150,2,0.5,1,2.0,1.5,11,13,20.29
16,130,3,0.5,1,2.0,1.5,13,15,20.14
15,130,3,0.5,1,2.0,1.5,10,12,21.12
21,110,3,0.5,1,2.0,1.5,10,11,19.78
18,140,1,0.5,2,2.0,1.5,13,15,20.05
18,120,1,0.5,2,2.0,1.5,11,13,20.35
16,120,2,0.5,1,2.5,1.5,15,17,15.59
20,150,2,0.5,2,2.0,1.5,11,14,19.79
17,130,2,0.5,1,2.0,1.5,12,17,20.63
24,100,1,0.5,2,2.5,1.5,11,13,20.5
16,150,3,0.5,1,2.5,1.5,11,12,20.83
16,150,2,0.5,1,2.0,1.5,11,12,20.82
16,150,2,0.5,1,2.0,1.5,10,15,20.94
15,110,1,0.5,1,2.0,1.5,13,15,20.11
24,100,1,0.5,1,2.0,1.5,11,13,20.23
23,110,2,0.5,1,2.0,1.5,10,15,20.87
24,130,2,0.5,1,2.0,1.5,11,12,20.8
24,150,1,0.5,2,2.0,1.5,10,13,21.27
25,120,2,0.5,1,2.0,1.5,11,18,18.99
15,140,3,0.5,1,2.5,1.5,11,17,19.12
24,150,1,0.5,2,2.0,1.5,13,15,20.12
24,100,2,0.5,1,2.0,1.5,11,13,20.21
25,110,1,0.5,2,2.0,1.5,12,13,19.64
21,100,3,0.5,1,2.0,1.5,10,13,21.14
24,100,1,0.5,2,2.5,1.5,15,17,15.68
16,100,2,0.5,2,2.5,1.5,11,12,21.02
22,100,2,0.5,2,2.0,1.5,11,12,20.88
23,150,3,0.5,1,2.5,1.5,11,13,20.26
18,130,1,0.5,1,2.0,1.5,12,13,19.57
23,120,1,0.5,3,2.5,1.5,15,17,15.81
16,130,3,0.5,1,2.5,1.5,11,13,20.31
15,130,3,0.5,1,2.0,1.5,11,18,19.05
25,140,2,0.5,1,2.0,1.5,14,16,19.31
