X1,X2,X3,X4,X5,X6,X7,X8,COG
19,150,2,0.5,1,2.0,1.5,13,19.83
22,150,1,0.5,3,2.5,1.5,10,20.27
19,120,1,0.5,1,2.5,1.5,10,20.01
20,150,2,0.5,2,2.5,1.5,15,18.97
23,140,1,0.5,3,2.5,1.5,12,20.29
19,110,2,0.5,1,2.5,1.5,13,19.98
22,140,1,0.5,3,2.0,1.5,12,20.26
15,130,1,0.5,1,2.0,1.5,15,18.82
23,100,1,0.5,1,2.5,1.5,15,18.98
24,110,2,0.5,1,2.0,1.5,14,20.17
25,110,2,0.5,1,2.0,1.5,13,19.69
23,110,1,0.5,1,2.0,1.5,13,19.92
25,130,2,0.5,1,2.0,1.5,10,20.03
15,140,1,0.5,3,2.5,1.5,10,20.04
15,150,1,0.5,4,2.0,1.5,10,19.88
16,120,1,0.5,2,2.5,1.5,10,20.11
15,100,2,0.5,1,2.0,1.5,11,19.92
18,100,3,0.5,1,2.0,1.5,15,18.76
22,150,1,0.5,1,2.0,1.5,14,20.09
18,150,3,0.5,1,2.5,1.5,15,18.81
25,150,1,0.5,2,2.5,1.5,11,20.03
24,110,1,0.5,2,2.0,1.5,15,18.89
16,100,2,0.5,3,2.0,1.5,10,20.16
22,140,2,0.5,1,2.0,1.5,14,20.04
24,110,2,0.5,1,2.5,1.5,15,19.0
25,140,2,0.5,1,2.0,1.5,15,18.92
23,100,2,0.5,1,2.0,1.5,15,18.88
15,140,2,0.5,2,2.0,1.5,10,20.08
25,120,2,0.5,1,2.5,1.5,13,19.91
22,140,2,0.5,2,2.5,1.5,15,18.92
20,120,3,0.5,1,2.0,1.5,15,18.78
15,150,1,0.5,2,2.0,1.5,10,20.12
16,150,2,0.5,3,2.5,1.5,15,18.96
25,150,2,0.5,1,2.5,1.5,15,18.91
15,140,2,0.5,1,2.0,1.5,13,19.81
16,130,2,0.5,3,2.0,1.5,15,18.92
15,110,1,0.5,3,2.0,1.5,10,20.11
19,150,1,0.5,2,2.0,1.5,15,18.96
18,150,2,0.5,2,2.5,1.5,10,19.99
24,120,1,0.5,1,2.0,1.5,15,18.86
24,100,1,0.5,2,2.0,1.5,12,20.17
15,110,1,0.5,2,2.0,1.5,10,20.06
15,100,1,0.5,3,2.0,1.5,15,19.03
18,140,3,0.5,1,2.5,1.5,13,19.82
20,110,1,0.5,3,2.0,1.5,12,20.51
15,100,2,0.5,1,2.5,1.5,10,19.94
23,120,3,0.5,1,2.5,1.5,15,18.78
22,140,3,0.5,1,2.5,1.5,15,18.81
16,110,1,0.5,4,2.0,1.5,11,19.8
16,150,2,0.5,2,2.5,1.5,13,19.94
16,100,1,0.5,2,2.5,1.5,11,19.9
19,150,2,0.5,2,2.5,1.5,15,18.97
18,110,1,0.5,2,2.0,1.5,15,18.97
23,150,1,0.5,3,2.5,1.5,15,19.18
18,150,1,0.5,1,2.0,1.5,13,19.76
16,110,2,0.5,2,2.5,1.5,13,20.01
16,150,1,0.5,1,2.0,1.5,10,20.06
23,140,1,0.5,2,2.0,1.5,14,20.03
21,100,1,0.5,3,2.5,1.5,12,20.33
15,120,3,0.5,1,2.0,1.5,12,20.38
15,140,1,0.5,2,2.5,1.5,13,19.89
18,110,2,0.5,1,2.0,1.5,13,19.85
15,150,1,0.5,3,2.0,1.5,10,20.04
21,150,1,0.5,1,2.0,1.5,15,18.88
15,150,3,0.5,2,2.0,1.5,13,19.79
18,130,2,0.5,2,2.0,1.5,15,18.92
17,150,2,0.5,1,2.5,1.5,15,18.84
15,150,1,0.5,1,2.0,1.5,10,19.93
22,110,1,0.5,3,2.0,1.5,15,19.13
15,120,1,0.5,4,2.0,1.5,15,18.89
21,100,2,0.5,2,2.0,1.5,12,20.16
15,110,1,0.5,3,2.0,1.5,14,20.04
24,100,1,0.5,2,2.0,1.5,15,18.96
16,100,1,0.5,2,2.5,1.5,10,19.97
20,140,1,0.5,1,2.5,1.5,15,18.9
16,140,1,0.5,2,2.0,1.5,13,19.82
24,120,1,0.5,2,2.0,1.5,13,19.92
25,110,2,0.5,1,2.0,1.5,15,18.95
16,120,1,0.5,1,2.0,1.5,10,20.07
