X1,X2,X3,X4,X5,X6,X7,X8,ANG,AVG,RIP
20,150,1,0.5,1,2.0,1.5,11,-44.0,-1240.75,64.3
23,120,1,0.5,2,2.0,1.5,13,-44.0,-1616.04,46.2
16,140,1,0.5,4,2.0,1.5,15,-44.0,-1245.83,98.2
16,150,2,0.5,1,2.0,1.5,13,-44.0,-1042.35,34.77
23,140,1,0.5,2,2.0,1.5,11,-44.0,-1641.38,51.82
16,120,2,0.5,1,2.0,1.5,12,-44.0,-878.67,30.2
18,150,1,0.5,1,2.0,1.5,13,-44.0,-1039.69,42.15
15,150,2,0.5,2,2.0,1.5,12,-47.0,-1134.48,42.03
23,150,1,0.5,2,2.0,1.5,14,-43.0,-1750.2,41.78
21,150,1,0.5,2,2.0,1.5,13,-44.0,-1542.92,39.12
22,130,1,0.5,2,2.0,1.5,13,-44.0,-1569.31,42.35
17,150,1,0.5,2,2.5,1.5,15,-40.0,-1090.37,44.14
15,140,1,0.5,4,2.5,1.5,15,-41.0,-948.13,116.29
20,100,3,0.5,1,2.5,1.5,11,-43.0,-1191.26,67.11
21,140,1,0.5,3,2.0,1.5,13,-45.0,-1520.32,30.75
18,100,1,0.5,1,2.0,1.5,15,-38.0,-989.18,48.47
15,110,1,0.5,3,2.0,1.5,10,-48.0,-850.03,86.71
15,100,1,0.5,3,2.0,1.5,10,-48.0,-816.37,86.82
20,140,1,0.5,2,2.5,1.5,15,-40.0,-1347.09,44.3
20,130,3,0.5,1,2.0,1.5,15,-41.0,-1530.75,61.43
17,110,1,0.5,1,2.5,1.5,13,-44.0,-769.96,39.72
15,110,1,0.5,2,2.0,1.5,13,-45.0,-752.84,72.77
15,120,2,0.5,1,2.0,1.5,11,-45.0,-724.45,26.99
20,100,2,0.5,1,2.0,1.5,13,-44.0,-1289.04,58.85
22,120,1,0.5,3,2.0,1.5,15,-42.0,-1607.12,34.96
16,130,2,0.5,2,2.5,1.5,12,-44.0,-967.02,34.41
16,120,1,0.5,3,2.0,1.5,15,-43.0,-1223.56,81.01
20,140,2,0.5,2,2.5,1.5,15,-40.0,-1447.33,50.4
18,140,1,0.5,3,2.5,1.5,15,-41.0,-1194.7,45.46
25,130,1,0.5,2,2.0,1.5,13,-44.0,-1786.76,53.2
20,100,1,0.5,3,2.0,1.5,10,-46.0,-1255.87,41.6
22,150,1,0.5,2,2.0,1.5,11,-44.0,-1610.57,46.89
21,130,2,0.5,1,2.0,1.5,12,-44.0,-1488.89,65.11
25,150,1,0.5,1,2.0,1.5,14,-43.0,-1799.23,57.88
18,150,2,0.5,1,2.0,1.5,10,-44.0,-1155.85,49.04
16,110,1,0.5,1,2.0,1.5,13,-45.0,-695.11,29.82
15,120,1,0.5,3,2.0,1.5,12,-48.0,-969.17,82.56
15,150,2,0.5,1,2.0,1.5,15,-40.0,-1094.0,45.41
25,150,2,0.5,1,2.0,1.5,10,-44.0,-1868.56,77.32
16,100,1,0.5,3,2.0,1.5,13,-47.0,-1056.96,76.66
15,100,1,0.5,2,2.0,1.5,10,-50.0,-595.36,66.02
15,140,1,0.5,4,2.0,1.5,13,-48.0,-1107.68,105.59
15,150,2,0.5,2,2.0,1.5,14,-45.0,-1240.96,48.95
22,110,1,0.5,3,2.0,1.5,13,-45.0,-1498.88,33.41
22,110,1,0.5,2,2.5,1.5,15,-40.0,-1397.01,47.15
18,150,1,0.5,2,2.0,1.5,13,-45.0,-1245.87,30.23
25,140,1,0.5,2,2.0,1.5,12,-44.0,-1805.11,55.88
21,110,1,0.5,3,2.0,1.5,11,-46.0,-1382.81,33.44
22,130,1,0.5,2,2.0,1.5,12,-45.0,-1547.22,47.04
22,140,2,0.5,1,2.0,1.5,13,-44.0,-1620.05,66.07
15,150,1,0.5,2,2.0,1.5,15,-41.0,-1063.2,76.89
21,130,1,0.5,3,2.5,1.5,12,-44.0,-1310.2,38.92
23,130,1,0.5,2,2.0,1.5,15,-42.0,-1710.63,38.95
20,100,1,0.5,3,2.0,1.5,11,-46.0,-1285.89,35.72
16,100,1,0.5,2,2.0,1.5,13,-45.0,-830.16,56.13
23,130,1,0.5,2,2.0,1.5,15,-42.0,-1710.63,38.95
18,140,1,0.5,3,2.5,1.5,15,-41.0,-1194.7,45.46
16,150,2,0.5,1,2.0,1.5,13,-44.0,-1042.35,34.77
18,110,1,0.5,3,2.5,1.5,13,-44.0,-1038.75,42.55
15,140,2,0.5,2,2.5,1.5,10,-44.0,-831.1,36.16
15,150,3,0.5,1,2.0,1.5,11,-46.0,-1080.66,38.8
15,150,1,0.5,3,2.0,1.5,12,-48.0,-1054.66,82.19
24,120,1,0.5,2,2.5,1.5,10,-43.0,-1514.75,70.34
24,130,1,0.5,2,2.0,1.5,10,-44.0,-1663.31,54.84
22,140,1,0.5,2,2.0,1.5,13,-44.0,-1610.94,42.27
15,130,2,0.5,2,2.0,1.5,12,-47.0,-1092.93,43.77
25,130,2,0.5,1,2.0,1.5,12,-44.0,-1801.05,77.45
16,100,1,0.5,3,2.0,1.5,13,-47.0,-1056.96,76.66
22,150,2,0.5,2,2.0,1.5,12,-45.0,-1704.58,67.91
18,140,1,0.5,1,2.5,1.5,15,-39.0,-1085.59,46.2
20,150,2,0.5,2,2.0,1.5,12,-45.0,-1585.95,56.01
25,150,1,0.5,2,2.0,1.5,12,-44.0,-1817.25,55.78
15,120,2,0.5,1,2.0,1.5,15,-39.0,-990.37,47.59
25,130,1,0.5,2,2.0,1.5,15,-42.0,-1823.5,49.11
15,150,1,0.5,3,2.5,1.5,15,-41.0,-979.91,94.0
16,140,2,0.5,3,2.5,1.5,15,-40.0,-1171.62,49.33
17,150,3,0.5,1,2.0,1.5,11,-45.0,-1266.61,45.69
16,150,1,0.5,3,2.0,1.5,13,-47.0,-1194.46,73.05
21,110,1,0.5,3,2.0,1.5,13,-45.0,-1444.39,33.75
24,150,1,0.5,2,2.0,1.5,15,-42.0,-1823.73,42.36
22,100,1,0.5,3,2.0,1.5,12,-45.0,-1451.24,30.41
23,140,1,0.5,2,2.0,1.5,12,-44.0,-1678.63,50.45
25,110,2,0.5,1,2.0,1.5,12,-44.0,-1710.05,78.42
16,100,2,0.5,3,2.0,1.5,15,-43.0,-1391.44,60.93
20,100,2,0.5,1,2.0,1.5,11,-44.0,-1215.03,61.08
21,140,1,0.5,3,2.0,1.5,15,-42.0,-1597.57,33.93
20,140,1,0.5,2,2.0,1.5,15,-42.0,-1525.82,36.48
16,150,2,0.5,1,2.5,1.5,15,-38.0,-1043.33,46.36
18,150,1,0.5,3,2.0,1.5,13,-46.0,-1329.85,48.87
21,140,1,0.5,3,2.5,1.5,15,-41.0,-1393.45,31.26
18,140,2,0.5,2,2.0,1.5,11,-46.0,-1358.69,40.46
15,150,1,0.5,1,2.0,1.5,15,-38.0,-857.95,80.98
22,130,1,0.5,3,2.0,1.5,13,-45.0,-1537.25,32.01
16,150,2,0.5,2,2.0,1.5,13,-46.0,-1285.38,45.24
20,140,2,0.5,1,2.0,1.5,13,-44.0,-1438.31,61.72
18,150,2,0.5,2,2.0,1.5,10,-46.0,-1347.55,36.41
16,110,1,0.5,2,2.0,1.5,10,-48.0,-729.41,43.14
23,150,2,0.5,1,2.5,1.5,15,-40.0,-1629.27,56.9
23,150,2,0.5,1,2.0,1.5,10,-44.0,-1702.49,73.48
23,150,1,0.5,1,2.0,1.5,15,-41.0,-1684.46,50.03
20,150,1,0.5,2,2.5,1.5,13,-43.0,-1313.95,47.21
21,130,1,0.5,3,2.5,1.5,15,-41.0,-1398.59,31.38
15,110,2,0.5,1,2.0,1.5,15,-38.0,-976.56,46.94
18,150,1,0.5,2,2.0,1.5,15,-42.0,-1365.95,40.1
15,120,1,0.5,2,2.0,1.5,11,-47.0,-690.81,63.83
17,110,1,0.5,4,2.0,1.5,13,-47.0,-1124.97,88.38
15,140,2,0.5,3,2.0,1.5,12,-48.0,-1242.41,46.36
16,120,1,0.5,4,2.0,1.5,11,-48.0,-1055.25,98.32
16,110,1,0.5,2,2.0,1.5,13,-45.0,-871.26,54.71
16,150,2,0.5,2,2.5,1.5,15,-39.0,-1148.31,45.53
18,100,2,0.5,1,2.0,1.5,11,-44.0,-1000.9,46.28
24,150,1,0.5,2,2.0,1.5,13,-44.0,-1769.12,50.13
15,100,1,0.5,3,2.0,1.5,15,-43.0,-1099.36,102.57
15,130,1,0.5,1,2.0,1.5,11,-47.0,-631.47,42.27
23,140,1,0.5,2,2.0,1.5,11,-44.0,-1641.38,51.82
22,100,1,0.5,3,2.0,1.5,14,-44.0,-1497.81,36.37
16,140,1,0.5,3,2.0,1.5,13,-47.0,-1171.38,72.97
16,110,1,0.5,4,2.0,1.5,11,-48.0,-1047.03,96.11
21,150,1,0.5,1,2.0,1.5,15,-41.0,-1512.76,49.04
24,130,1,0.5,1,2.0,1.5,10,-44.0,-1562.79,76.78
22,130,1,0.5,2,2.0,1.5,15,-42.0,-1639.46,37.72
15,150,2,0.5,1,2.5,1.5,15,-37.0,-937.29,60.4
15,140,2,0.5,2,2.0,1.5,10,-47.0,-1012.65,30.58
15,150,2,0.5,3,2.0,1.5,11,-48.0,-1238.72,39.58
16,140,2,0.5,3,2.0,1.5,15,-43.0,-1457.35,56.59
16,150,2,0.5,1,2.5,1.5,13,-42.0,-926.8,28.6
24,150,2,0.5,1,2.0,1.5,15,-41.0,-1817.14,56.17
22,120,2,0.5,2,2.0,1.5,15,-42.0,-1740.33,62.44
22,140,2,0.5,2,2.0,1.5,14,-43.0,-1764.31,61.58
23,140,2,0.5,2,2.5,1.5,11,-43.0,-1590.39,73.32
18,150,2,0.5,2,2.0,1.5,15,-42.0,-1541.82,47.94
25,140,1,0.5,2,2.0,1.5,15,-42.0,-1823.97,48.84
25,130,1,0.5,1,2.0,1.5,11,-44.0,-1676.34,74.6
15,140,1,0.5,3,2.0,1.5,12,-48.0,-1038.19,80.93
17,130,2,0.5,1,2.0,1.5,15,-41.0,-1247.27,43.66
15,150,1,0.5,4,2.0,1.5,11,-48.0,-1061.68,111.14
16,150,1,0.5,1,2.0,1.5,10,-47.0,-782.99,36.42
16,140,1,0.5,2,2.5,1.5,15,-39.0,-974.76,60.91
15,150,2,0.5,1,2.0,1.5,15,-40.0,-1094.0,45.41
16,100,2,0.5,3,2.0,1.5,11,-48.0,-1199.43,43.08
15,150,1,0.5,4,2.0,1.5,15,-44.0,-1222.67,109.49
15,100,1,0.5,1,2.0,1.5,13,-44.0,-589.48,49.69
15,130,2,0.5,3,2.0,1.5,12,-48.0,-1218.72,46.62
22,130,1,0.5,3,2.0,1.5,11,-45.0,-1502.91,30.43
22,140,1,0.5,2,2.5,1.5,15,-40.0,-1524.39,47.74
22,130,2,0.5,2,2.0,1.5,15,-42.0,-1762.07,61.45
22,140,2,0.5,2,2.0,1.5,15,-42.0,-1797.26,59.55
18,100,1,0.5,3,2.0,1.5,15,-43.0,-1307.73,56.47
23,110,1,0.5,2,2.0,1.5,13,-44.0,-1586.16,45.81
15,130,1,0.5,4,2.0,1.5,13,-48.0,-1100.82,105.49
16,100,2,0.5,1,2.0,1.5,14,-42.0,-940.83,43.7
16,150,2,0.5,2,2.0,1.5,10,-46.0,-1170.8,28.68
22,150,2,0.5,1,2.0,1.5,15,-41.0,-1704.3,59.51
16,110,2,0.5,3,2.0,1.5,12,-48.0,-1246.33,49.83
17,150,1,0.5,2,2.0,1.5,13,-45.0,-1134.97,38.97
15,100,2,0.5,3,2.0,1.5,11,-48.0,-1135.16,41.03
16,130,2,0.5,1,2.5,1.5,15,-36.0,-984.14,54.32
25,140,2,0.5,1,2.0,1.5,11,-44.0,-1831.61,79.29
20,140,1,0.5,3,2.5,1.5,15,-41.0,-1339.4,29.75
15,150,3,0.5,2,2.0,1.5,15,-43.0,-1426.45,55.09
22,130,1,0.5,2,2.5,1.5,10,-44.0,-1370.21,65.5
15,140,1,0.5,3,2.0,1.5,13,-47.0,-1107.75,83.0
25,120,1,0.5,2,2.0,1.5,13,-44.0,-1748.41,53.04
18,150,2,0.5,2,2.0,1.5,15,-42.0,-1541.82,47.94
24,100,1,0.5,2,2.0,1.5,13,-44.0,-1591.88,48.74
24,140,1,0.5,2,2.0,1.5,12,-45.0,-1714.8,54.08
23,120,1,0.5,2,2.0,1.5,10,-44.0,-1553.67,51.32
15,130,1,0.5,3,2.0,1.5,11,-48.0,-968.16,83.59
16,110,1,0.5,1,2.0,1.5,11,-47.0,-678.49,34.3
25,120,1,0.5,2,2.0,1.5,15,-42.0,-1776.03,49.46
15,110,1,0.5,4,2.0,1.5,13,-48.0,-1061.85,105.82
15,140,1,0.5,3,2.0,1.5,15,-43.0,-1198.49,94.99
20,130,1,0.5,3,2.0,1.5,15,-43.0,-1508.17,37.52
22,120,1,0.5,3,2.0,1.5,11,-45.0,-1478.33,30.74
25,150,1,0.5,1,2.0,1.5,13,-44.0,-1783.42,63.15
22,140,2,0.5,1,2.0,1.5,12,-44.0,-1602.67,69.02
16,140,3,0.5,2,2.0,1.5,13,-46.0,-1396.47,49.35
22,150,3,0.5,1,2.0,1.5,11,-44.0,-1655.36,76.28
22,140,1,0.5,2,2.0,1.5,10,-44.0,-1547.6,46.78
23,110,1,0.5,2,2.0,1.5,15,-42.0,-1650.19,38.49
22,130,2,0.5,2,2.0,1.5,11,-45.0,-1667.29,65.28
22,150,1,0.5,3,2.5,1.5,15,-40.0,-1442.9,28.32
16,110,2,0.5,3,2.5,1.5,10,-45.0,-930.31,33.13
16,140,1,0.5,1,2.0,1.5,13,-44.0,-807.49,31.77
18,150,1,0.5,1,2.0,1.5,11,-46.0,-983.66,53.91
16,130,2,0.5,3,2.0,1.5,15,-43.0,-1448.28,56.86
20,150,2,0.5,1,2.0,1.5,12,-44.0,-1444.77,60.7
17,150,2,0.5,3,2.5,1.5,15,-40.0,-1257.96,45.91
22,150,2,0.5,2,2.0,1.5,15,-42.0,-1803.57,57.82
15,150,1,0.5,1,2.0,1.5,15,-38.0,-857.95,80.98
15,120,1,0.5,3,2.5,1.5,12,-46.0,-779.13,86.96
21,140,1,0.5,3,2.0,1.5,11,-45.0,-1474.09,28.7
20,150,1,0.5,2,2.0,1.5,15,-42.0,-1550.54,34.21
15,110,1,0.5,2,2.0,1.5,11,-48.0,-657.89,65.13
20,150,3,0.5,1,2.0,1.5,13,-44.0,-1526.54,64.81
15,150,1,0.5,4,2.0,1.5,12,-48.0,-1082.92,106.8
16,100,1,0.5,2,2.0,1.5,10,-48.0,-698.53,42.51
15,130,1,0.5,4,2.5,1.5,11,-46.0,-813.98,115.49
15,130,1,0.5,3,2.0,1.5,12,-48.0,-1005.03,81.61
22,150,2,0.5,2,2.0,1.5,14,-44.0,-1760.51,61.28
16,130,1,0.5,3,2.0,1.5,15,-43.0,-1258.65,77.87
15,140,1,0.5,2,2.5,1.5,15,-38.0,-878.13,84.77
16,150,2,0.5,2,2.0,1.5,15,-42.0,-1416.21,53.53
15,130,1,0.5,3,2.5,1.5,11,-46.0,-775.15,87.44
21,150,1,0.5,2,2.0,1.5,10,-45.0,-1459.62,44.16
25,140,1,0.5,2,2.0,1.5,11,-44.0,-1799.05,56.61
21,130,1,0.5,3,2.0,1.5,11,-45.0,-1449.12,29.03
24,130,1,0.5,2,2.5,1.5,11,-43.0,-1577.31,70.06
21,110,1,0.5,3,2.0,1.5,13,-45.0,-1444.39,33.75
17,110,1,0.5,3,2.0,1.5,11,-47.0,-1090.58,55.18
25,140,1,0.5,2,2.5,1.5,15,-41.0,-1690.98,49.99
15,100,1,0.5,3,2.5,1.5,15,-39.0,-859.95,95.1
16,150,1,0.5,4,2.5,1.5,11,-45.0,-863.15,116.12
16,140,3,0.5,2,2.0,1.5,15,-43.0,-1460.63,55.57
25,110,2,0.5,1,2.5,1.5,12,-43.0,-1566.63,83.24
15,150,2,0.5,1,2.0,1.5,15,-40.0,-1094.0,45.41
16,150,1,0.5,2,2.0,1.5,15,-42.0,-1164.42,62.11
15,140,1,0.5,4,2.5,1.5,15,-41.0,-948.13,116.29
15,110,1,0.5,3,2.0,1.5,11,-48.0,-895.16,84.47
18,150,2,0.5,2,2.0,1.5,13,-45.0,-1459.19,42.12
15,140,1,0.5,3,2.0,1.5,12,-48.0,-1038.19,80.93
16,130,2,0.5,1,2.0,1.5,12,-44.0,-922.89,28.74
22,130,1,0.5,3,2.0,1.5,13,-45.0,-1537.25,32.01
16,140,2,0.5,2,2.0,1.5,10,-47.0,-1115.7,32.22
20,130,2,0.5,2,2.0,1.5,15,-42.0,-1642.14,58.37
16,130,1,0.5,1,2.0,1.5,13,-45.0,-747.36,29.82
20,150,2,0.5,1,2.0,1.5,11,-45.0,-1422.92,63.53
16,130,2,0.5,3,2.0,1.5,10,-47.0,-1238.68,34.24
23,120,1,0.5,3,2.5,1.5,15,-41.0,-1465.56,32.95
25,150,1,0.5,2,2.0,1.5,11,-44.0,-1809.34,56.8
15,150,2,0.5,2,2.0,1.5,13,-46.0,-1208.39,43.5
20,140,2,0.5,2,2.0,1.5,12,-45.0,-1546.53,56.91
18,140,2,0.5,1,2.0,1.5,11,-45.0,-1163.94,49.63
24,150,2,0.5,1,2.0,1.5,15,-41.0,-1817.14,56.17
15,100,2,0.5,1,2.0,1.5,15,-38.0,-934.66,47.38
25,150,1,0.5,1,2.0,1.5,11,-44.0,-1765.64,71.94
21,110,1,0.5,3,2.0,1.5,14,-44.0,-1480.96,35.47
16,100,1,0.5,4,2.0,1.5,11,-48.0,-1021.88,95.73
24,120,1,0.5,2,2.0,1.5,13,-44.0,-1679.5,49.69
15,150,1,0.5,4,2.0,1.5,15,-44.0,-1222.67,109.49
21,150,2,0.5,2,2.0,1.5,15,-42.0,-1741.69,58.97
25,150,1,0.5,2,2.5,1.5,13,-43.0,-1719.51,63.03
16,100,1,0.5,2,2.0,1.5,11,-47.0,-734.54,45.63
16,150,2,0.5,1,2.5,1.5,15,-38.0,-1043.33,46.36
15,150,1,0.5,2,2.0,1.5,12,-46.0,-843.61,67.05
25,100,1,0.5,2,2.0,1.5,15,-42.0,-1707.48,48.06
16,130,1,0.5,3,2.0,1.5,12,-47.0,-1107.26,68.83
17,150,2,0.5,1,2.0,1.5,15,-41.0,-1295.4,42.1
18,140,2,0.5,2,2.0,1.5,13,-45.0,-1424.95,44.06
15,110,1,0.5,1,2.0,1.5,10,-47.0,-588.77,36.71
15,150,2,0.5,2,2.0,1.5,10,-47.0,-1060.09,30.94
15,150,2,0.5,2,2.0,1.5,15,-42.0,-1328.94,55.49
16,150,1,0.5,3,2.5,1.5,10,-45.0,-890.27,67.96
15,130,1,0.5,4,2.0,1.5,13,-48.0,-1100.82,105.49
15,110,1,0.5,4,2.0,1.5,15,-44.0,-1165.62,113.19
15,130,1,0.5,1,2.0,1.5,10,-47.0,-633.55,40.24
16,140,2,0.5,1,2.0,1.5,15,-40.0,-1167.49,44.32
15,150,1,0.5,2,2.0,1.5,10,-48.0,-758.03,67.43
16,150,2,0.5,2,2.0,1.5,15,-42.0,-1416.21,53.53
17,110,1,0.5,2,2.0,1.5,13,-45.0,-976.6,40.14
21,150,1,0.5,2,2.0,1.5,12,-45.0,-1510.37,42.62
16,150,2,0.5,1,2.0,1.5,11,-45.0,-931.28,26.17
18,110,1,0.5,2,2.0,1.5,10,-46.0,-957.92,31.72
23,100,1,0.5,2,2.0,1.5,15,-42.0,-1602.01,37.78
17,150,2,0.5,1,2.0,1.5,10,-44.0,-1029.4,36.61
18,130,2,0.5,2,2.0,1.5,13,-45.0,-1403.08,44.1
15,150,2,0.5,1,2.0,1.5,12,-44.0,-873.53,34.01
16,150,1,0.5,3,2.0,1.5,10,-47.0,-1068.65,75.82
16,150,1,0.5,4,2.5,1.5,10,-45.0,-841.28,124.12
16,140,2,0.5,2,2.0,1.5,10,-47.0,-1115.7,32.22
18,150,1,0.5,1,2.0,1.5,11,-46.0,-983.66,53.91
17,130,1,0.5,4,2.0,1.5,15,-43.0,-1260.19,88.09
15,150,2,0.5,3,2.0,1.5,14,-46.0,-1339.48,52.26
16,150,2,0.5,2,2.0,1.5,13,-46.0,-1285.38,45.24
15,140,1,0.5,3,2.0,1.5,10,-48.0,-939.52,88.92
15,100,1,0.5,4,2.0,1.5,12,-49.0,-999.84,102.93
20,150,2,0.5,2,2.0,1.5,10,-45.0,-1543.65,51.52
15,100,2,0.5,3,2.0,1.5,11,-48.0,-1135.16,41.03
16,110,2,0.5,2,2.0,1.5,13,-46.0,-1185.74,48.92
24,150,1,0.5,2,2.0,1.5,11,-44.0,-1745.62,54.59
22,140,2,0.5,2,2.0,1.5,10,-45.0,-1672.99,62.81
24,140,2,0.5,1,2.0,1.5,12,-44.0,-1743.33,76.3
15,120,2,0.5,1,2.0,1.5,15,-39.0,-990.37,47.59
16,140,2,0.5,3,2.0,1.5,11,-48.0,-1281.41,39.86
15,140,1,0.5,4,2.0,1.5,13,-48.0,-1107.68,105.59
15,150,2,0.5,1,2.5,1.5,15,-37.0,-937.29,60.4
15,140,2,0.5,2,2.0,1.5,15,-43.0,-1293.35,55.95
16,150,1,0.5,1,2.0,1.5,15,-39.0,-952.21,58.61
15,130,2,0.5,3,2.0,1.5,12,-48.0,-1218.72,46.62
15,120,2,0.5,2,2.0,1.5,12,-47.0,-1076.44,44.44
18,100,1,0.5,2,2.0,1.5,11,-46.0,-948.26,28.48
15,140,2,0.5,3,2.0,1.5,15,-44.0,-1391.31,57.4
25,130,1,0.5,1,2.0,1.5,13,-44.0,-1708.09,65.07
15,140,2,0.5,2,2.5,1.5,10,-44.0,-831.1,36.16
23,110,1,0.5,2,2.5,1.5,15,-40.0,-1480.55,47.58
15,140,1,0.5,4,2.0,1.5,15,-44.0,-1207.83,109.81
16,100,1,0.5,3,2.0,1.5,11,-48.0,-959.85,71.22
20,150,1,0.5,1,2.0,1.5,15,-40.0,-1417.03,48.71
23,140,2,0.5,1,2.0,1.5,15,-41.0,-1759.46,58.86
15,150,2,0.5,1,2.0,1.5,15,-40.0,-1094.0,45.41
15,110,1,0.5,2,2.0,1.5,13,-45.0,-752.84,72.77
23,130,1,0.5,2,2.5,1.5,15,-40.0,-1547.39,48.01
22,150,1,0.5,3,2.0,1.5,15,-42.0,-1586.64,34.54
15,150,1,0.5,2,2.0,1.5,11,-47.0,-803.91,65.87
25,130,2,0.5,1,2.0,1.5,12,-44.0,-1801.05,77.45
24,150,1,0.5,2,2.0,1.5,15,-42.0,-1823.73,42.36
21,140,1,0.5,2,2.0,1.5,15,-42.0,-1597.86,35.86
25,140,1,0.5,2,2.5,1.5,13,-43.0,-1675.74,64.69
15,120,1,0.5,4,2.0,1.5,15,-44.0,-1194.37,110.66
16,110,1,0.5,3,2.0,1.5,10,-47.0,-949.93,72.36
15,140,3,0.5,2,2.0,1.5,11,-47.0,-1269.59,47.07
16,130,1,0.5,3,2.5,1.5,10,-45.0,-857.6,65.72
18,110,1,0.5,3,2.5,1.5,11,-45.0,-969.66,38.33
16,140,1,0.5,4,2.0,1.5,10,-47.0,-1058.77,112.52
15,100,2,0.5,2,2.0,1.5,10,-47.0,-902.17,35.39
25,140,2,0.5,1,2.0,1.5,11,-44.0,-1831.61,79.29
23,120,1,0.5,2,2.0,1.5,15,-42.0,-1688.41,39.08
22,150,1,0.5,3,2.0,1.5,12,-44.0,-1493.64,30.58
24,150,1,0.5,2,2.0,1.5,12,-45.0,-1756.4,53.55
21,150,1,0.5,2,2.0,1.5,11,-45.0,-1475.8,45.13
16,150,2,0.5,3,2.0,1.5,13,-47.0,-1353.31,50.47
16,150,1,0.5,2,2.0,1.5,11,-46.0,-915.73,47.78
24,150,2,0.5,1,2.0,1.5,12,-44.0,-1792.72,74.38
21,100,1,0.5,3,2.0,1.5,15,-43.0,-1486.65,41.78
25,120,1,0.5,2,2.0,1.5,15,-42.0,-1776.03,49.46
17,140,2,0.5,1,2.0,1.5,15,-41.0,-1267.86,43.76
20,140,2,0.5,2,2.0,1.5,12,-45.0,-1546.53,56.91
22,150,1,0.5,2,2.0,1.5,10,-44.0,-1573.8,46.02
15,150,1,0.5,4,2.0,1.5,12,-48.0,-1082.92,106.8
16,150,1,0.5,2,2.0,1.5,13,-45.0,-1019.68,54.93
22,100,1,0.5,3,2.0,1.5,13,-45.0,-1467.6,35.01
15,150,1,0.5,3,2.5,1.5,15,-41.0,-979.91,94.0
16,150,2,0.5,2,2.5,1.5,15,-39.0,-1148.31,45.53
16,110,2,0.5,1,2.0,1.5,15,-39.0,-1076.89,46.75
25,150,1,0.5,2,2.5,1.5,12,-43.0,-1709.94,69.64
16,140,1,0.5,2,2.5,1.5,11,-45.0,-807.09,33.0
15,140,2,0.5,2,2.0,1.5,11,-47.0,-1077.58,35.77
24,140,1,0.5,2,2.0,1.5,13,-44.0,-1735.69,50.69
25,140,2,0.5,1,2.0,1.5,13,-44.0,-1808.32,73.12
18,100,2,0.5,2,2.0,1.5,15,-42.0,-1437.34,55.16
15,140,2,0.5,3,2.0,1.5,11,-48.0,-1218.78,37.93
16,150,2,0.5,3,2.5,1.5,10,-45.0,-1019.3,30.64
16,150,2,0.5,2,2.0,1.5,11,-47.0,-1202.89,36.73
16,110,1,0.5,1,2.0,1.5,13,-45.0,-695.11,29.82
22,110,1,0.5,3,2.0,1.5,13,-45.0,-1498.88,33.41
16,140,2,0.5,1,2.5,1.5,10,-45.0,-789.98,37.41
15,150,2,0.5,2,2.0,1.5,12,-47.0,-1134.48,42.03
17,130,1,0.5,4,2.0,1.5,13,-46.0,-1148.55,91.89
16,130,1,0.5,2,2.0,1.5,15,-41.0,-1087.67,63.7
20,150,2,0.5,1,2.5,1.5,15,-39.0,-1407.46,53.3
24,150,2,0.5,1,2.5,1.5,13,-43.0,-1660.09,70.02
18,150,1,0.5,3,2.0,1.5,15,-43.0,-1421.53,47.65
16,150,1,0.5,2,2.0,1.5,10,-47.0,-856.41,48.29
16,150,2,0.5,2,2.0,1.5,13,-46.0,-1285.38,45.24
25,130,1,0.5,1,2.5,1.5,15,-40.0,-1658.43,55.57
15,150,2,0.5,3,2.0,1.5,11,-48.0,-1238.72,39.58
22,130,2,0.5,1,2.0,1.5,15,-41.0,-1641.17,62.24
16,150,1,0.5,3,2.0,1.5,15,-43.0,-1306.43,76.1
18,110,1,0.5,2,2.0,1.5,11,-46.0,-997.62,28.5
16,130,1,0.5,1,2.0,1.5,15,-37.0,-893.47,65.33
24,140,1,0.5,2,2.0,1.5,11,-44.0,-1718.89,54.6
25,130,1,0.5,1,2.0,1.5,15,-41.0,-1753.34,52.51
16,140,1,0.5,2,2.0,1.5,15,-41.0,-1141.2,61.49
18,150,2,0.5,1,2.5,1.5,11,-43.0,-1068.92,53.43
15,150,1,0.5,2,2.0,1.5,15,-41.0,-1063.2,76.89
18,130,1,0.5,3,2.0,1.5,12,-46.0,-1263.44,47.02
24,150,2,0.5,1,2.0,1.5,11,-44.0,-1796.25,77.15
24,120,2,0.5,1,2.0,1.5,15,-41.0,-1743.99,60.41
16,110,2,0.5,2,2.5,1.5,10,-44.0,-848.46,22.67
17,100,2,0.5,3,2.0,1.5,15,-43.0,-1443.24,58.76
20,140,1,0.5,3,2.0,1.5,15,-42.0,-1546.49,37.05
22,150,1,0.5,1,2.0,1.5,15,-41.0,-1624.66,50.26
21,150,2,0.5,2,2.0,1.5,15,-42.0,-1741.69,58.97
17,150,3,0.5,1,2.0,1.5,12,-45.0,-1279.58,44.55
16,110,1,0.5,2,2.5,1.5,13,-44.0,-754.49,43.47
15,130,1,0.5,3,2.0,1.5,15,-43.0,-1192.69,95.99
15,140,2,0.5,2,2.0,1.5,11,-47.0,-1077.58,35.77
21,140,1,0.5,1,2.0,1.5,15,-41.0,-1459.42,49.94
15,130,1,0.5,3,2.5,1.5,15,-40.0,-945.34,94.91
