X1,X2,X3,X4,X5,X6,ANG,AVG,RIP
19.17,133.2,1.0,1.91,1.0,1.59,-44.0,-1106.8,73.979
16.86,110.7,2.19,2.62,1.0,2.18,-45.0,-792.284,50.435
17.04,142.7,1.08,3.01,1.0,2.06,-45.0,-914.885,59.286
16.4,101.9,3.4,3.9,1.0,2.19,-46.0,-732.967,43.792
23.76,143.7,1.26,1.12,1.0,2.38,-43.0,-1628.618,72.709
15.98,115.3,3.87,2.6,1.0,1.82,-45.0,-734.32,47.18
21.87,140.1,1.05,3.25,1.0,2.25,-44.0,-1424.301,74.123
17.8,137.4,1.31,2.34,1.0,1.8,-45.0,-961.14,65.432
17.88,97.8,1.06,3.04,1.0,1.76,-45.0,-841.131,54.453
19.92,93.2,2.72,1.44,1.0,2.2,-44.0,-1015.617,62.786
16.02,114.8,3.08,2.24,1.0,2.04,-45.0,-737.168,47.328
21.64,120.9,3.1,2.76,1.0,1.64,-44.0,-1332.792,68.526
16.39,138.4,2.19,1.5,1.0,1.85,-45.0,-837.935,54.328
22.51,133.6,2.99,2.87,1.0,1.85,-43.0,-1482.323,71.371
17.7,143.8,2.28,3.89,1.0,2.12,-45.0,-980.583,63.83
16.15,147.0,2.35,2.74,1.0,1.74,-45.0,-835.642,56.66
24.03,124.4,1.01,2.85,1.0,2.02,-44.0,-1574.095,67.87
23.86,111.4,2.87,2.87,1.0,2.43,-44.0,-1499.652,65.661
21.91,149.8,1.52,1.41,1.0,2.19,-43.0,-1468.475,75.392
15.66,135.3,3.26,3.77,1.0,1.62,-45.0,-775.868,51.116
15.2,91.6,1.08,1.74,1.0,2.04,-46.0,-590.734,53.188
20.53,140.5,1.37,1.84,1.0,2.47,-44.0,-1273.183,77.034
20.61,91.1,3.34,1.7,1.0,1.89,-44.0,-1077.237,61.477
23.64,134.8,2.67,1.41,1.0,1.62,-43.0,-1577.472,67.476
15.45,96.4,1.68,3.14,1.0,1.52,-45.0,-644.337,48.851
15.72,148.0,2.7,1.61,1.0,2.24,-45.0,-811.831,56.503
16.95,124.9,3.91,3.54,1.0,2.0,-45.0,-846.817,53.963
21.2,139.7,1.47,1.06,1.0,1.98,-44.0,-1353.341,74.163
21.06,124.1,1.95,3.97,1.0,1.88,-44.0,-1275.526,71.373
20.51,134.7,3.01,1.79,1.0,1.87,-44.0,-1258.765,72.424
21.3,102.6,3.26,1.2,1.0,2.31,-44.0,-1195.818,66.87
16.93,128.4,2.57,3.77,1.0,1.56,-45.0,-861.871,54.313
22.35,136.3,2.99,3.8,1.0,1.74,-44.0,-1452.517,71.987
21.17,146.9,3.29,2.67,1.0,2.14,-44.0,-1364.867,76.93
18.9,119.2,2.81,2.65,1.0,2.42,-44.0,-1032.748,69.19
18.95,147.8,1.52,1.38,1.0,2.0,-44.0,-1143.26,74.475
15.22,146.9,3.48,1.05,1.0,1.83,-44.0,-787.512,50.909
16.31,138.6,2.03,3.82,1.0,2.38,-45.0,-818.62,57.593
23.45,144.3,2.38,2.64,1.0,1.78,-43.0,-1613.037,72.13
19.9,125.9,1.05,2.78,1.0,2.31,-44.0,-1155.603,74.429
18.15,143.6,2.73,1.55,1.0,2.11,-44.0,-1031.684,67.285
15.54,115.2,3.04,3.76,1.0,2.48,-45.0,-698.17,53.365
18.77,148.4,2.81,3.49,1.0,2.13,-44.0,-1107.267,72.703
17.86,125.2,3.25,3.57,1.0,2.2,-45.0,-939.12,60.833
23.64,109.4,2.79,2.35,1.0,1.91,-44.0,-1450.772,64.573
19.01,109.0,2.87,2.29,1.0,2.18,-45.0,-984.916,64.383
16.99,115.6,2.03,3.39,1.0,2.4,-45.0,-823.855,53.699
21.63,106.2,1.76,3.56,1.0,2.3,-44.0,-1252.468,68.285
20.72,134.0,2.56,3.31,1.0,1.96,-44.0,-1290.44,74.011
18.43,94.1,2.13,1.24,1.0,1.68,-45.0,-901.204,53.083
23.12,142.5,2.91,2.71,1.0,1.96,-43.0,-1560.038,73.022
18.45,103.5,2.78,1.94,1.0,2.41,-45.0,-914.994,59.169
17.57,96.7,1.58,2.5,1.0,1.71,-45.0,-808.847,50.136
17.48,141.1,2.25,2.85,1.0,1.6,-45.0,-959.199,61.314
20.16,118.6,1.46,2.87,1.0,2.15,-44.0,-1159.996,73.077
16.45,135.1,1.67,2.56,1.0,1.52,-45.0,-848.208,52.507
18.24,142.4,3.53,2.62,1.0,2.45,-44.0,-1041.765,66.512
23.26,141.2,1.3,2.95,1.0,2.11,-44.0,-1583.342,71.701
23.0,92.1,2.88,3.2,1.0,1.76,-44.0,-1286.258,62.74
21.32,110.7,3.33,2.34,1.0,2.49,-44.0,-1238.295,69.34
18.0,98.6,3.7,2.62,1.0,2.13,-45.0,-852.798,52.756
24.94,122.8,2.47,1.41,1.0,1.52,-43.0,-1656.749,65.068
16.6,134.7,1.09,2.1,1.0,2.19,-45.0,-839.627,56.619
21.91,101.3,2.33,2.74,1.0,1.7,-44.0,-1250.527,64.922
17.48,105.7,3.25,2.37,1.0,2.01,-45.0,-841.534,49.359
17.12,137.9,1.89,1.08,1.0,2.35,-44.0,-922.846,56.598
18.81,135.0,2.53,2.62,1.0,2.31,-44.0,-1080.301,71.869
15.32,132.6,2.4,3.84,1.0,1.76,-45.0,-720.499,57.557
15.81,115.7,1.33,2.9,1.0,2.19,-45.0,-714.379,49.659
22.66,110.5,3.02,2.29,1.0,2.12,-44.0,-1355.234,67.723
16.43,94.7,1.05,1.2,1.0,1.62,-45.0,-735.637,38.063
15.28,135.3,2.18,3.24,1.0,1.95,-45.0,-725.223,57.106
19.78,118.4,3.41,2.21,1.0,1.54,-44.0,-1131.925,66.212
22.74,97.5,2.86,1.03,1.0,1.5,-43.0,-1335.208,58.706
24.51,144.3,2.58,3.75,1.0,1.66,-43.0,-1687.807,69.655
16.88,127.3,3.72,3.97,1.0,2.23,-45.0,-841.305,56.128
24.09,114.1,1.75,1.52,1.0,2.32,-44.0,-1526.591,65.039
16.47,105.9,3.46,1.93,1.0,1.76,-45.0,-758.179,41.694
20.34,108.9,3.41,2.1,1.0,2.01,-44.0,-1122.298,68.309
24.39,91.9,2.68,3.67,1.0,2.02,-44.0,-1432.689,61.671
18.26,141.6,2.68,3.07,1.0,2.13,-44.0,-1043.093,67.36
17.9,90.6,2.73,1.93,1.0,2.42,-45.0,-818.849,50.649
19.26,104.8,2.11,3.8,1.0,2.35,-45.0,-987.901,66.38
24.2,103.7,1.26,1.68,1.0,1.68,-44.0,-1484.347,61.699
21.07,114.8,3.23,1.56,1.0,1.74,-44.0,-1238.298,66.701
20.74,110.9,1.17,1.69,1.0,2.0,-44.0,-1168.509,70.7
20.19,100.5,2.71,3.99,1.0,2.1,-44.0,-1071.174,67.163
24.76,144.1,2.52,1.1,1.0,1.56,-43.0,-1728.255,68.724
19.52,112.5,3.61,1.5,1.0,2.26,-44.0,-1059.422,68.165
23.24,128.0,2.86,2.43,1.0,1.86,-44.0,-1513.588,68.131
19.92,133.8,2.41,2.37,1.0,1.51,-44.0,-1202.332,71.211
22.58,109.2,3.01,1.66,1.0,2.02,-44.0,-1370.102,66.637
22.55,117.8,1.37,1.94,1.0,2.17,-44.0,-1410.859,69.699
22.7,97.8,1.07,2.56,1.0,1.52,-44.0,-1301.383,65.221
21.72,131.2,2.35,3.74,1.0,1.5,-44.0,-1358.699,71.341
19.84,141.6,3.49,2.95,1.0,2.08,-44.0,-1213.143,74.488
17.74,123.6,3.02,2.06,1.0,1.7,-44.0,-946.868,55.442
22.47,107.4,3.0,2.28,1.0,1.86,-44.0,-1342.797,66.451
17.14,136.0,1.93,3.2,1.0,1.72,-45.0,-896.82,60.575
17.14,101.9,1.43,2.13,1.0,1.61,-45.0,-796.553,48.541
22.58,109.2,3.01,1.74,1.0,2.02,-44.0,-1378.014,66.207
23.64,135.8,2.67,1.41,1.0,2.35,-43.0,-1582.145,70.686
21.91,149.8,2.54,1.41,1.0,2.19,-43.0,-1455.866,76.425
18.34,121.9,3.25,3.57,1.0,2.2,-44.0,-975.567,64.215
22.35,136.3,2.99,3.8,1.0,1.96,-44.0,-1455.293,73.392
22.74,97.8,1.76,1.05,1.0,1.5,-44.0,-1340.537,60.632
19.13,147.0,2.35,1.25,1.0,2.18,-44.0,-1161.333,72.941
18.93,109.0,2.87,2.29,1.0,2.18,-44.0,-998.931,65.879
15.22,146.9,3.48,1.06,1.0,2.48,-45.0,-749.184,56.277
24.03,124.4,1.26,1.67,1.0,2.02,-44.0,-1558.991,68.524
24.94,122.8,2.47,3.23,1.0,1.53,-44.0,-1652.959,64.131
22.32,117.8,1.37,2.94,1.0,2.07,-44.0,-1369.155,70.502
20.6,112.8,1.86,3.28,1.0,1.96,-44.0,-1178.849,70.643
15.97,135.1,1.67,3.03,1.0,1.52,-45.0,-799.948,52.034
22.47,107.4,2.95,2.3,1.0,2.06,-44.0,-1341.692,67.118
19.79,144.2,3.41,2.21,1.0,2.12,-44.0,-1220.976,75.67
21.17,99.9,1.38,2.67,1.0,2.14,-44.0,-1158.514,67.457
15.37,91.6,1.47,1.74,1.0,2.16,-45.0,-608.723,50.075
16.43,94.7,1.05,1.2,1.0,1.77,-45.0,-727.597,38.992
16.97,101.9,3.4,3.9,1.0,1.68,-45.0,-779.151,47.441
24.98,145.1,2.47,2.34,1.0,1.53,-44.0,-1752.163,69.224
18.8,113.0,2.8,1.56,1.0,2.42,-44.0,-993.221,66.73
21.3,102.6,3.22,2.35,1.0,1.9,-44.0,-1193.576,66.344
20.26,100.5,2.2,2.68,1.0,2.18,-44.0,-1084.199,67.121
23.2,109.2,2.84,1.62,1.0,1.74,-43.0,-1427.109,63.945
20.74,110.9,3.06,1.7,1.0,1.83,-44.0,-1198.221,66.77
16.89,142.7,1.08,3.01,1.0,2.06,-45.0,-875.263,62.756
22.71,134.2,2.67,2.62,1.0,1.62,-43.0,-1475.66,70.702
23.49,144.3,2.38,2.64,1.0,1.78,-43.0,-1634.074,71.353
19.92,92.5,2.51,2.3,1.0,2.2,-45.0,-1003.589,62.836
15.4,106.7,3.46,3.14,1.0,1.76,-45.0,-669.931,50.209
22.97,91.3,2.86,2.77,1.0,1.64,-44.0,-1295.333,61.176
23.32,142.5,2.86,2.68,1.0,1.96,-43.0,-1587.623,71.425
17.12,137.7,1.89,1.05,1.0,1.56,-44.0,-943.076,55.866
18.21,92.8,2.72,3.67,1.0,2.02,-45.0,-847.582,55.023
20.51,134.7,3.01,1.79,1.0,1.72,-44.0,-1246.079,72.705
16.15,147.0,2.13,2.75,1.0,1.74,-45.0,-834.526,56.587
15.2,91.6,1.08,1.74,1.0,2.07,-46.0,-591.84,51.725
19.52,112.5,3.02,2.29,1.0,2.12,-44.0,-1062.169,67.997
24.86,119.0,2.5,1.1,1.0,1.56,-43.0,-1628.602,64.879
20.59,108.9,3.37,2.09,1.0,2.01,-44.0,-1155.526,68.255
16.55,146.9,3.48,1.05,1.0,1.83,-44.0,-915.496,52.577
24.57,144.3,2.57,3.75,1.0,1.66,-43.0,-1702.49,70.587
15.86,140.6,1.37,1.84,1.0,1.64,-45.0,-804.316,53.208
24.09,114.1,1.67,1.52,1.0,2.32,-44.0,-1521.834,65.813
17.86,125.2,3.25,3.57,1.0,2.21,-45.0,-935.607,60.93
15.45,96.4,1.68,3.06,1.0,1.52,-45.0,-644.612,48.913
15.81,115.7,1.33,2.9,1.0,1.57,-46.0,-718.78,48.759
24.51,144.3,1.56,3.75,1.0,1.66,-44.0,-1715.737,66.707
17.14,136.0,1.93,3.2,1.0,1.79,-45.0,-894.12,60.937
23.12,142.5,2.86,2.71,1.0,1.74,-43.0,-1559.563,71.801
21.63,105.9,2.86,3.58,1.0,2.3,-44.0,-1251.113,67.53
16.25,93.2,2.72,2.94,1.0,1.76,-45.0,-701.397,40.91
23.72,109.4,2.78,2.35,1.0,1.91,-44.0,-1469.336,64.345
20.53,140.5,1.37,1.84,1.0,1.82,-44.0,-1288.688,75.754
24.2,103.7,1.01,2.86,1.0,1.68,-44.0,-1479.838,62.413
21.87,140.1,1.05,1.43,1.0,2.25,-44.0,-1420.735,74.865
20.07,141.6,3.49,1.95,1.0,2.18,-44.0,-1222.015,75.481
24.21,135.3,2.56,1.55,1.0,2.32,-43.0,-1654.974,68.921
23.32,111.4,2.87,2.56,1.0,2.5,-44.0,-1445.661,66.186
17.04,142.7,1.21,2.99,1.0,1.86,-45.0,-904.136,61.117
17.69,118.7,2.28,3.89,1.0,1.54,-45.0,-897.845,57.99
17.14,148.3,3.35,2.13,1.0,1.61,-44.0,-981.644,56.377
20.01,115.8,1.36,2.87,1.0,2.04,-44.0,-1120.419,72.539
15.32,132.6,2.48,3.84,1.0,1.61,-46.0,-725.415,53.481
15.66,135.3,3.14,3.77,1.0,2.18,-45.0,-767.802,51.336
23.24,127.0,2.86,1.19,1.0,1.86,-43.0,-1503.634,68.702
21.17,114.6,3.21,2.65,1.0,1.74,-44.0,-1224.323,69.462
23.64,109.4,2.77,1.2,1.0,2.32,-44.0,-1459.163,64.417
16.79,110.7,2.71,3.91,1.0,2.1,-45.0,-780.488,49.993
21.93,128.0,2.86,2.47,1.0,2.02,-44.0,-1357.957,71.249
22.51,133.6,1.11,2.86,1.0,2.0,-44.0,-1478.67,72.73
22.06,149.8,1.52,1.41,1.0,2.19,-43.0,-1509.462,75.863
21.17,147.5,3.29,1.46,1.0,2.14,-43.0,-1369.342,76.889
22.51,117.8,1.37,1.94,1.0,2.17,-44.0,-1391.959,69.986
19.21,110.6,3.35,1.48,1.0,2.48,-44.0,-1019.369,67.308
16.52,94.5,1.68,1.93,1.0,1.52,-45.0,-730.563,39.214
21.67,121.9,3.12,3.19,1.0,1.76,-44.0,-1322.258,70.357
17.74,123.6,2.92,2.09,1.0,1.7,-44.0,-938.199,57.198
22.74,96.7,2.86,1.03,1.0,2.31,-44.0,-1301.424,64.01
24.41,141.7,2.77,2.62,1.0,2.45,-43.0,-1694.408,70.624
17.14,136.0,1.93,3.2,1.0,1.87,-45.0,-894.593,60.926
18.43,94.1,2.35,1.23,1.0,1.68,-45.0,-904.364,52.981
22.66,110.5,3.04,1.5,1.0,2.26,-44.0,-1367.182,66.722
19.61,143.5,3.41,2.21,1.0,1.54,-44.0,-1196.688,72.418
23.78,124.4,1.01,2.82,1.0,2.02,-44.0,-1557.786,68.321
15.28,94.7,1.05,1.2,1.0,1.62,-46.0,-620.362,50.629
20.33,135.2,3.26,3.77,1.0,2.44,-44.0,-1222.656,75.967
24.05,103.7,1.26,1.68,1.0,1.68,-44.0,-1478.434,61.948
15.13,133.6,1.26,1.68,1.0,1.68,-45.0,-708.233,58.512
20.6,93.5,2.53,1.7,1.0,1.89,-44.0,-1090.04,63.389
16.25,105.0,3.45,1.94,1.0,1.54,-44.0,-758.356,41.802
16.02,119.6,2.98,3.77,1.0,2.04,-45.0,-749.988,48.945
21.32,146.1,3.26,2.67,1.0,2.14,-44.0,-1372.405,77.033
16.45,135.1,1.53,2.56,1.0,1.51,-45.0,-833.557,55.997
24.57,102.7,2.4,3.84,1.0,1.76,-44.0,-1496.57,62.487
18.82,135.0,3.34,2.62,1.0,2.31,-44.0,-1071.474,71.647
21.94,132.1,2.36,3.76,1.0,1.73,-44.0,-1387.023,71.882
16.31,138.6,2.13,2.29,1.0,2.38,-45.0,-846.42,52.651
15.52,136.1,3.29,3.77,1.0,1.62,-45.0,-749.999,57.009
17.14,135.1,1.63,2.56,1.0,1.52,-45.0,-901.112,59.44
23.32,141.9,2.87,2.56,1.0,2.5,-43.0,-1577.057,73.18
15.39,126.7,1.47,1.85,1.0,2.19,-45.0,-716.151,54.221
22.09,101.3,2.55,2.74,1.0,1.7,-44.0,-1265.924,64.689
15.4,106.7,2.45,2.36,1.0,1.76,-45.0,-662.988,50.88
15.85,138.5,2.2,3.14,1.0,1.85,-45.0,-769.802,56.054
17.86,125.2,3.24,3.57,1.0,2.21,-45.0,-942.03,59.8
23.11,135.2,2.95,2.92,1.0,2.18,-43.0,-1528.0,72.102
17.69,92.3,2.28,3.89,1.0,1.54,-45.0,-800.434,48.929
