X1,X2,X3,X4,X5,X6,AVG,RIP
15.986655116431923,90.08,3.234141879678411,1.0001602271675263,1.0,1.5,-751.597,24.909
24.99021782129437,149.94,1.169019260760753,1.0009127078861577,1.0,1.51,-1823.851,65.697
18.214723157794335,134.12,3.459747936984868,1.0004596023329086,1.0,1.5,-1090.713,54.111
23.378261977483216,90.06,2.500894485614239,1.0001421408529196,1.0,1.5,-1354.464,54.261
17.423734868769472,148.13,3.5041875982042865,1.00052349922148,1.0,1.5,-1072.701,51.023
17.423427802455123,139.28,3.512294150485086,1.0010199746153965,1.0,1.5,-1055.174,47.603
17.119189256512797,125.79,3.3364118507784495,1.0001024612278537,1.0,1.5,-983.975,42.585
16.42402316997977,116.13,3.477200698996358,1.0006300340211818,1.0,1.5,-894.11,34.847
17.415794533803545,135.38,3.461686875132149,1.000117636936862,1.0,1.5,-1041.59,46.997
17.132893378191643,130.65,3.6063510524535185,1.006379516296033,1.0,1.5,-997.295,43.604
18.029073618682407,134.98,3.492086289638458,1.000377085357425,1.0,1.5,-1086.377,52.354
24.98903680472296,90.39,2.2868631640093935,1.0025827870393882,1.0,1.5,-1491.382,56.059
16.31858562789764,125.78,3.6108964645663506,1.0016318711726435,1.0,1.5,-894.638,36.85
16.420695741993914,95.01,3.4598595386494195,1.0001455200816605,1.0,1.5,-814.456,28.603
24.937485643849108,97.92,2.082962146279705,1.0025827870393882,1.0,1.5,-1535.736,57.179
18.03463072279241,135.38,3.461686875132149,1.0007299452912084,1.0,1.5,-1087.539,52.64
24.937206274736976,93.62,2.181164422994794,1.0025419677159766,1.0,1.5,-1522.253,56.407
16.42722507330296,102.86,3.2929600833002044,1.0006695045703877,1.0,1.5,-842.61,30.953
17.002955513016268,90.93,3.5030876547997805,1.0000304734790313,1.0,1.5,-844.66,32.299
16.0947458516142,90.13,3.238485955581114,1.0000853384151762,1.0,1.5,-757.011,25.881
24.98320308574666,98.27,2.074750481102953,1.0075436796786623,1.0,1.5,-1545.86,57.524
24.810042930484826,134.86,1.391359195362089,1.0007452328976874,1.0,1.5,-1739.52,62.557
17.40249698033497,124.34,3.3540052970846572,1.0003744664273704,1.0,1.5,-1009.882,44.514
16.432347640424908,98.59,3.3339047889316413,1.000976575080531,1.0,1.5,-838.215,29.495
17.002955513016268,125.03,3.473184148751537,1.0090567642821389,1.0,1.5,-965.802,41.948
24.926970169617224,120.82,1.8688970387316706,1.0538305357813669,1.0,1.5,-1674.312,60.596
16.443517054286463,90.68,3.3296240888679147,1.0025456080216328,1.0,1.5,-798.226,27.981
16.440284095582545,124.64,3.3412697935082574,1.001011533396412,1.0,1.5,-908.748,38.733
17.662182505581725,104.93,3.4809525459437025,1.006104049140828,1.0,1.5,-937.181,40.986
24.919699527249023,109.37,1.9471676078882778,1.0000584665115368,1.0,1.5,-1636.236,59.634
24.810042930484826,134.87,1.3913856334397428,1.15372653801418,1.0,1.5,-1731.858,62.23
24.969283425148053,137.77,1.8503854087009126,1.0055011886167184,1.0,1.5,-1771.845,63.746
16.445761469449998,123.49,3.3364118507784495,1.001011533396412,1.0,1.5,-904.319,37.798
23.916905061228675,92.59,2.430688282786756,1.0085176982068365,1.0,1.5,-1412.415,55.17
24.908090327595165,92.88,2.1572556729782564,1.0033379532126732,1.0,1.5,-1514.271,56.111
23.987268352570545,91.01,2.500894485614239,1.0000133561555848,1.0,1.5,-1429.251,55.236
24.917773505373322,147.24,1.8649236275053862,1.0001413363394767,1.0,1.5,-1799.288,64.755
24.9658033243203,100.19,2.124326831358218,1.000580318179389,1.0,1.5,-1553.628,58.278
24.9658033243203,124.0,1.8418643915832396,1.0889509870757577,1.0,1.5,-1686.802,61.475
24.76941792833659,130.72,1.3941381928834702,1.0049207344474351,1.0,1.5,-1707.981,62.181
24.99021782129437,147.1,1.586379590617706,1.0017324466173576,1.0,1.5,-1812.331,64.984
24.919699527249023,105.14,1.9671833445187379,1.0051082360617045,1.0,1.5,-1602.847,59.221
16.424742344549657,102.86,3.291508356299781,1.000735545342196,1.0,1.5,-843.152,31.157
24.97043741594875,116.31,1.8059230865594926,1.001516804450557,1.0,1.5,-1651.696,60.114
16.43953328635004,125.79,3.3364118507784495,1.0001024612278537,1.0,1.5,-919.44,39.748
17.40586154721728,128.73,3.1063828693488755,1.011523762746711,1.0,1.5,-1016.939,45.269
17.399687531404957,124.34,3.4602538255058,1.0009759501063709,1.0,1.5,-1002.813,44.102
17.40586154721728,128.73,3.3440217511318275,1.001011533396412,1.0,1.5,-1019.696,45.538
24.964802955017326,120.71,1.8661946217582757,1.0001421843058345,1.0,1.5,-1681.033,60.997
24.9658033243203,116.14,1.7408312912554493,1.0005660689804707,1.0,1.51,-1656.67,60.271
23.83088960162824,91.04,2.4437815469020183,1.0033762286657015,1.0,1.5,-1391.618,55.126
24.80997916766316,144.51,1.8195695758627033,1.0001179493374248,1.0,1.5,-1784.538,64.142
24.810042930484826,140.62,1.391359195362089,1.0005281457327813,1.0,1.51,-1760.525,63.49
17.15173038153952,139.26,3.511863013661881,1.0005262012069038,1.0,1.5,-1021.765,46.522
16.255687689238236,90.41,3.2954812274994674,1.0007295433262688,1.0,1.5,-780.336,27.128
24.616592127321827,90.08,2.1572556729782564,1.0032107314429186,1.0,1.5,-1459.885,56.039
23.854919516066243,90.09,2.5008069418168066,1.0007459771301896,1.0,1.5,-1386.528,54.814
17.42339298534784,90.0,3.429577698816675,1.0000871624458465,1.0,1.5,-858.329,33.521
16.431987642243175,116.13,3.477200698996358,1.0006300340211818,1.0,1.5,-886.09,34.625
24.919699527249023,101.83,1.8935974826059614,1.004756108567621,1.0,1.5,-1583.567,58.331
17.65241193817744,95.53,3.501831786642743,1.0015777872342482,1.0,1.5,-897.043,37.636
16.99774930057705,91.97,3.4582293533946373,1.0000073990231355,1.0,1.5,-845.427,32.889
24.919699527249023,104.22,1.9671833445187379,1.0051082360617045,1.0,1.5,-1593.969,58.935
24.9658033243203,101.65,2.124326831358218,1.0006544245708897,1.0,1.5,-1563.659,58.296
17.55968874635468,106.19,3.666472665168525,1.0000891969606465,1.0,1.5,-930.175,40.482
15.986655116431923,90.08,3.2408239562422816,1.0001602271675263,1.0,1.5,-753.393,24.932
24.705045326707886,149.89,1.1176843880322034,1.0009685898223362,1.0,1.5,-1791.777,64.308
23.987268352570545,92.55,2.431325816009272,1.0000133561555848,1.0,1.5,-1438.691,55.72
24.99021782129437,149.01,1.554650030514944,1.0003270312571262,1.0,1.51,-1821.839,65.326
24.90838219819358,108.01,2.0143562353800943,1.010113604117094,1.0,1.5,-1621.185,59.326
17.53388570665165,106.17,3.5774894174638305,1.0005709275233963,1.0,1.51,-928.456,40.128
16.413260441912794,90.17,3.3364118507784495,1.000209879077049,1.0,1.51,-792.563,27.316
24.616592127321827,90.08,2.1572556729782564,1.0032107314429186,1.0,1.5,-1459.751,55.989
16.39951194622002,108.01,3.424385794899539,1.000448926234064,1.0,1.5,-850.756,33.282
17.423427802455123,139.28,3.6004074580298817,1.0014702449844965,1.0,1.5,-1053.218,47.579
24.97924772135785,133.52,1.4125349993209597,1.0003422211283213,1.0,1.5,-1749.415,63.279
16.246358493828314,116.75,3.408219577841997,1.0001298548297903,1.0,1.5,-875.153,34.346
16.180851143790115,90.0,3.2386768266570187,1.0060051608564429,1.0,1.5,-763.535,26.36
17.15173038153952,139.26,3.512048810598156,1.0005262012069038,1.0,1.5,-1021.44,46.473
16.246358493828314,116.75,3.4092021716354304,1.0001298548297903,1.0,1.5,-868.475,33.857
16.299516666816803,90.56,3.306747416873662,1.0018565787586033,1.0,1.5,-774.679,26.706
24.741492115699455,129.37,1.4776032891977386,1.0009189971742953,1.0,1.5,-1701.314,61.661
17.664779035530564,110.12,3.4994296789923425,1.0004275311332904,1.0,1.5,-959.379,41.852
23.378261977483216,90.06,2.5712918574000065,1.0004045475689045,1.0,1.5,-1368.063,54.749
16.420695741993914,136.87,3.46219756412843,1.005105904865139,1.0,1.5,-947.298,41.449
23.378261977483216,90.09,2.500894485614239,1.00041386188195,1.0,1.5,-1367.44,54.511
24.925496532997496,101.88,1.889252670420793,1.0004115019597615,1.0,1.5,-1585.267,58.696
16.429305384454594,98.79,3.338613715488302,1.0007288599792685,1.0,1.5,-832.531,28.856
16.429305384454594,98.6,3.3368269003031994,1.0007288599792685,1.0,1.5,-831.441,28.793
16.440284095582545,124.64,3.3412697935082574,1.0000984315610228,1.0,1.5,-914.398,39.259
24.90838219819358,108.01,1.9469974312149463,1.010113604117094,1.0,1.5,-1622.36,59.625
16.246358493828314,93.78,3.4092021716354304,1.000136839226961,1.0,1.5,-793.695,27.748
16.31858562789764,125.78,3.6108964645663506,1.000018255703552,1.0,1.5,-895.293,36.921
16.420695741993914,136.92,3.4597998222866426,1.000184771543875,1.0,1.5,-949.888,41.521
23.984911250759403,92.59,2.430688282786756,1.0001904383820213,1.0,1.5,-1438.314,55.649
16.432348393116367,98.59,3.3339047889316413,1.000976575080531,1.0,1.5,-838.215,29.495
24.741492115699455,129.37,1.4776032891977386,1.0009189971742953,1.0,1.5,-1701.927,61.936
16.180851143790115,90.56,3.2386768266570187,1.0060051608564429,1.0,1.5,-764.104,26.685
16.246358493828314,115.92,3.468393598320187,1.0001298548297903,1.0,1.5,-872.062,34.061
16.443517054286463,124.2,3.3364118507784495,1.001011533396412,1.0,1.5,-912.744,39.118
