X1,X2,X3,X4,X5,X6,ANG,AVG,RIP
18.26,128.8,2.45,0.69,2.08,1.76,-43.0,-1050.284,57.686
17.9,60.7,2.52,0.31,1.75,1.2,-44.0,-1026.622,40.543
19.26,79.8,0.61,0.93,3.78,1.64,-42.0,-644.785,141.69
24.2,78.2,0.81,0.23,1.6,0.85,-45.0,-1631.099,48.23
21.07,93.1,3.36,0.19,0.62,0.98,-44.0,-1295.389,47.142
20.74,87.9,0.7,0.23,2.82,1.5,-47.0,-1187.564,57.528
20.19,74.0,2.5,1.0,1.66,1.63,-44.0,-981.939,46.938
24.76,132.1,2.58,0.03,0.83,0.63,-44.0,-1921.588,49.986
19.52,90.0,0.53,0.17,3.9,1.86,-42.0,-760.068,129.654
23.24,110.6,2.84,0.48,0.55,1.2,-43.0,-1501.271,59.275
19.92,118.4,2.14,0.46,0.98,0.52,-44.0,-1490.357,65.75
22.58,85.6,2.14,0.22,1.69,1.55,-43.0,-1346.332,50.372
22.55,97.1,0.94,0.31,2.27,1.85,-45.0,-1328.672,59.567
22.7,70.4,0.5,0.52,3.11,0.52,-42.0,-1124.469,54.68
21.72,114.9,1.15,0.91,2.76,0.51,-42.0,-1449.933,46.192
19.84,128.7,3.41,0.65,0.97,1.66,-43.0,-1214.247,66.253
17.74,104.8,1.14,0.35,3.5,0.89,-42.0,-1172.971,41.867
22.47,83.2,0.5,0.43,3.45,1.2,-42.0,-878.445,110.738
17.14,121.4,1.58,0.73,3.11,0.94,-42.0,-1126.058,47.8
17.14,75.9,1.0,0.38,0.59,0.72,-45.0,-879.307,54.211
23.76,65.1,2.47,0.04,1.09,1.8,-44.0,-1239.695,48.533
24.21,63.9,0.53,0.17,2.64,0.98,-44.0,-1319.415,61.373
19.09,120.1,0.55,0.3,1.01,0.68,-44.0,-1301.617,66.401
22.56,128.1,2.32,0.62,1.32,0.71,-44.0,-1690.46,55.443
16.01,87.6,1.89,0.51,1.9,1.44,-46.0,-854.204,36.122
21.2,104.6,1.05,0.03,3.35,1.49,-42.0,-1041.713,51.142
21.66,70.4,0.53,0.9,2.76,0.52,-45.0,-1286.667,41.554
16.02,127.8,2.08,0.41,2.98,1.54,-42.0,-952.953,45.49
17.0,65.8,1.53,0.31,1.74,1.2,-46.0,-982.785,51.07
21.64,101.2,1.98,0.59,0.5,1.7,-44.0,-1260.048,64.937
17.14,121.4,1.58,0.73,3.11,0.96,-42.0,-1117.003,47.09
17.7,70.4,3.41,0.68,1.23,1.03,-44.0,-952.273,25.133
16.33,75.8,3.3,0.93,1.71,1.3,-43.0,-801.805,18.248
16.56,128.7,3.8,0.86,1.33,1.5,-43.0,-909.62,39.385
18.0,137.4,2.52,0.23,1.41,1.32,-44.0,-1220.614,58.316
15.34,114.8,1.32,0.76,2.49,1.43,-47.0,-832.272,29.127
21.06,135.0,1.07,0.19,2.53,1.23,-45.0,-1486.411,48.429
23.64,86.8,2.48,0.14,0.97,0.76,-44.0,-1596.909,44.322
16.31,65.8,1.75,0.96,2.11,1.14,-47.0,-835.384,31.887
17.01,114.6,0.6,0.52,1.77,0.55,-46.0,-1319.802,56.308
22.94,61.5,2.66,0.76,0.5,1.06,-44.0,-1159.878,43.342
17.35,80.8,1.54,0.03,2.58,0.9,-45.0,-1389.969,59.701
16.98,131.7,1.56,0.98,2.82,1.74,-46.0,-892.18,44.747
24.02,128.7,2.53,0.65,1.09,1.58,-43.0,-1627.899,64.867
20.69,75.9,1.0,0.38,0.59,1.44,-45.0,-1037.554,60.579
19.9,106.9,0.52,0.59,2.02,0.68,-46.0,-1484.515,47.346
23.2,124.3,2.89,0.45,0.84,1.2,-43.0,-1579.299,58.965
21.37,103.4,3.6,0.54,0.72,1.26,-43.0,-1288.263,56.232
17.74,93.0,1.05,0.35,3.5,0.88,-43.0,-1148.503,37.838
20.51,106.1,2.45,0.61,0.74,1.24,-44.0,-1241.523,60.233
21.38,76.7,0.72,0.23,1.6,0.84,-46.0,-1453.438,53.689
15.22,137.4,0.56,0.07,2.11,0.72,-46.0,-1302.524,49.508
17.14,106.9,1.76,0.46,3.14,1.9,-43.0,-839.404,37.373
15.52,103.7,2.34,0.14,0.94,0.56,-44.0,-1215.376,67.179
21.72,114.9,2.52,0.9,1.39,0.51,-44.0,-1561.111,48.489
16.6,133.0,0.64,0.37,3.47,0.8,-47.0,-1351.921,32.699
19.92,80.0,1.93,0.45,1.57,0.51,-46.0,-1503.479,59.098
16.31,122.9,1.71,0.5,2.54,2.08,-45.0,-827.133,42.927
19.91,65.8,2.18,0.37,2.02,1.46,-43.0,-1036.133,47.462
23.0,62.8,3.09,0.72,0.5,1.01,-44.0,-1175.49,41.061
22.35,138.6,3.56,0.93,0.55,1.94,-43.0,-1477.656,72.045
16.93,132.0,2.33,0.92,1.42,0.57,-44.0,-1276.91,56.098
17.88,70.4,0.57,0.67,2.59,1.03,-47.0,-1038.469,22.268
16.86,110.0,3.67,0.94,0.98,1.92,-44.0,-835.53,44.545
17.02,106.8,2.42,0.85,1.34,1.76,-44.0,-854.091,44.882
16.86,87.6,2.63,0.54,1.97,1.54,-45.0,-889.808,35.615
19.74,131.0,0.84,0.15,1.54,1.42,-45.0,-1304.575,66.065
15.43,90.4,1.45,0.25,0.84,1.43,-45.0,-716.78,35.132
16.39,124.6,1.17,0.17,3.74,1.12,-42.0,-1082.192,38.492
18.04,85.8,2.14,0.22,1.69,1.48,-45.0,-1022.408,53.918
21.17,135.9,3.87,0.54,0.5,1.7,-43.0,-1344.573,71.615
19.9,107.9,0.55,0.59,2.01,2.12,-45.0,-1103.715,65.854
17.74,126.5,1.14,0.34,0.69,0.88,-44.0,-1087.981,67.288
22.75,114.9,0.61,0.53,3.11,0.51,-42.0,-1403.444,41.793
23.26,93.6,0.78,0.65,0.66,1.72,-44.0,-1347.747,64.39
24.03,105.9,1.02,0.62,1.64,1.56,-45.0,-1519.057,56.352
17.89,93.1,2.55,0.8,2.15,1.66,-43.0,-916.527,44.834
17.7,126.8,1.87,0.96,2.82,0.82,-42.0,-1162.955,51.179
23.69,88.6,0.86,0.62,0.56,2.31,-44.0,-1336.527,62.678
19.64,128.7,3.56,0.64,0.97,1.31,-43.0,-1236.51,59.406
18.31,106.6,2.45,0.68,2.15,1.76,-43.0,-988.971,51.786
15.52,71.0,3.62,0.54,0.69,1.16,-45.0,-751.168,19.452
20.95,93.6,2.88,0.93,0.5,1.49,-44.0,-1148.979,59.701
21.91,105.0,1.5,0.93,2.88,1.88,-42.0,-1115.349,56.198
23.64,118.8,1.73,0.45,0.76,1.3,-44.0,-1577.783,62.879
16.7,125.4,0.53,0.05,2.54,0.84,-47.0,-1426.135,36.382
17.04,129.9,1.28,0.67,3.44,1.62,-43.0,-863.717,48.136
16.04,93.7,2.0,0.5,2.92,1.13,-42.0,-1033.945,50.229
23.97,121.3,0.81,0.23,1.6,2.13,-44.0,-1587.936,66.945
17.71,94.1,2.0,0.8,2.73,1.58,-43.0,-887.562,42.035
19.58,137.0,0.8,0.04,0.97,2.26,-44.0,-1174.052,75.635
17.17,118.7,1.72,0.77,2.49,0.72,-45.0,-1322.733,54.507
19.17,117.9,0.5,0.3,1.01,2.12,-44.0,-1046.198,70.257
16.43,110.9,1.35,0.2,0.55,1.2,-44.0,-861.962,47.916
17.06,72.8,1.61,0.99,2.53,1.32,-47.0,-826.528,24.562
15.54,105.4,1.13,0.92,0.5,1.49,-45.0,-683.591,45.206
24.03,119.4,0.93,0.28,1.66,1.56,-44.0,-1611.003,60.354
24.12,78.3,3.09,0.05,0.6,1.81,-44.0,-1343.282,55.002
16.43,68.2,3.39,0.02,1.12,1.16,-46.0,-964.945,21.934
23.64,85.8,1.66,0.85,1.84,1.32,-44.0,-1364.221,43.949
24.97,93.1,2.93,0.41,0.67,1.52,-44.0,-1520.17,56.716
17.9,60.7,1.15,0.32,1.75,1.2,-46.0,-989.799,43.043
24.51,119.1,3.16,0.92,0.61,1.9,-43.0,-1590.532,67.07
16.4,120.6,3.3,0.97,1.01,1.3,-44.0,-919.681,36.177
16.45,120.1,1.28,0.95,3.21,0.55,-45.0,-1273.641,43.788
20.35,85.3,2.51,0.15,1.54,1.42,-44.0,-1211.583,50.097
22.74,66.3,2.66,0.03,0.62,0.5,-45.0,-1413.903,31.936
21.91,122.9,1.1,0.14,2.88,0.92,-42.0,-1476.831,42.856
24.76,111.3,2.59,0.03,0.83,0.66,-44.0,-1817.119,47.198
17.12,123.9,1.54,0.05,1.35,2.19,-45.0,-912.345,50.379
18.94,136.9,1.11,0.17,1.29,1.51,-44.0,-1220.281,67.455
18.19,128.5,2.58,0.69,2.08,1.49,-42.0,-1105.285,54.222
18.77,137.9,1.88,0.83,1.94,1.52,-45.0,-1135.567,58.945
21.3,85.3,2.02,0.07,2.13,1.8,-44.0,-1192.905,51.585
19.7,128.7,3.24,0.23,0.78,1.66,-43.0,-1226.758,64.92
20.72,67.6,0.56,0.07,2.11,0.72,-47.0,-1552.812,43.552
21.64,101.2,3.64,0.78,0.5,0.78,-43.0,-1347.236,51.9
20.34,76.7,2.18,0.37,1.3,1.52,-45.0,-1091.011,53.792
15.12,60.4,0.79,0.65,3.7,0.98,-47.0,-780.319,55.358
16.24,126.1,0.93,0.28,2.55,2.12,-46.0,-837.092,55.388
23.76,65.1,2.47,0.04,1.1,1.79,-44.0,-1241.238,48.1
16.9,73.1,3.28,0.48,0.63,1.3,-45.0,-803.025,22.786
19.9,93.6,2.9,0.59,1.46,1.52,-43.0,-1116.48,51.018
16.4,120.1,1.28,0.95,1.59,0.55,-46.0,-1207.375,54.07
23.89,78.3,3.09,0.05,0.69,1.81,-44.0,-1323.364,54.158
22.56,128.1,2.32,0.62,1.57,0.71,-43.0,-1673.135,57.828
17.74,93.0,1.05,0.35,1.64,0.77,-46.0,-1264.78,66.66
23.0,62.8,2.93,0.73,0.74,1.01,-43.0,-1202.024,38.124
23.31,93.4,1.98,0.03,0.8,1.65,-44.0,-1418.596,58.603
22.75,125.2,0.56,0.53,3.11,0.54,-42.0,-1412.578,48.542
17.06,72.8,1.87,0.96,2.53,1.19,-46.0,-868.311,31.275
19.68,125.4,0.6,0.01,2.54,0.84,-47.0,-1631.317,43.918
24.85,111.3,2.59,0.03,0.89,0.66,-44.0,-1826.339,46.809
20.72,118.7,1.72,0.76,2.49,1.43,-42.0,-1246.606,54.728
17.48,117.6,2.01,0.46,2.79,1.5,-42.0,-1017.955,50.436
22.02,132.4,3.18,0.92,0.5,0.5,-43.0,-1548.963,58.975
24.93,118.4,1.72,0.77,0.91,0.72,-44.0,-1772.513,57.115
15.27,135.7,3.27,0.02,0.83,0.7,-45.0,-1171.77,36.579
24.21,133.0,0.92,0.37,1.78,1.64,-44.0,-1659.849,59.633
16.51,87.6,2.63,0.54,1.61,1.5,-45.0,-868.322,35.086
24.6,68.2,2.97,0.06,0.5,1.16,-44.0,-1372.456,44.337
17.88,74.4,0.61,0.4,2.59,1.0,-47.0,-1151.214,25.849
16.12,70.4,3.41,0.92,1.23,1.03,-44.0,-834.178,13.274
23.07,122.6,3.09,0.76,0.51,1.01,-43.0,-1539.418,61.086
16.61,124.9,1.13,0.01,3.75,0.5,-42.0,-1545.635,64.413
18.46,71.4,3.65,0.54,0.72,0.76,-44.0,-1031.946,28.918
19.71,118.4,1.15,0.46,3.14,0.55,-42.0,-1469.549,55.262
22.94,124.7,2.66,0.18,1.09,1.05,-43.0,-1629.47,54.905
15.22,135.8,3.39,0.64,1.12,1.16,-44.0,-932.417,31.881
15.52,71.0,3.62,0.54,1.15,1.16,-45.0,-824.794,16.551
18.83,94.1,2.0,0.8,2.75,1.58,-42.0,-939.875,52.941
23.0,62.5,3.13,0.73,0.5,0.99,-44.0,-1173.946,40.3
19.99,80.0,0.5,0.79,3.68,0.51,-42.0,-882.026,82.489
24.2,77.9,0.81,0.4,0.84,0.85,-45.0,-1488.504,58.754
16.23,66.7,1.75,0.96,2.12,1.14,-47.0,-833.061,32.414
24.52,78.3,3.09,0.05,0.6,1.81,-44.0,-1376.059,54.897
16.86,85.9,2.63,0.54,1.91,0.84,-45.0,-1189.043,44.118
19.92,66.3,2.66,0.11,1.55,1.42,-44.0,-1084.881,41.267
17.79,115.2,3.44,0.68,1.23,0.52,-45.0,-1314.089,36.466
24.19,133.1,1.35,0.9,2.45,1.43,-42.0,-1402.924,63.241
17.22,60.9,3.09,0.72,0.5,1.01,-45.0,-771.197,20.834
21.55,114.9,1.36,0.9,2.76,0.51,-42.0,-1378.934,53.023
24.54,132.0,0.64,0.04,0.89,0.63,-44.0,-1907.512,65.342
24.03,103.7,0.52,0.62,1.12,1.54,-44.0,-1498.855,65.128
19.9,106.9,2.82,0.45,1.39,0.55,-45.0,-1526.22,48.282
16.43,93.1,1.07,0.41,0.67,1.52,-45.0,-728.522,40.206
16.02,86.9,2.93,0.4,0.66,1.44,-45.0,-773.872,28.715
16.86,88.3,1.89,0.55,1.97,1.54,-46.0,-879.809,40.091
15.2,62.3,0.6,0.97,3.51,1.0,-47.0,-750.528,69.146
23.76,131.6,0.68,0.04,1.2,2.26,-44.0,-1605.183,70.326
16.39,119.9,3.68,1.0,1.02,1.3,-43.0,-930.851,34.083
16.02,106.4,0.59,0.41,0.55,0.7,-45.0,-804.421,45.932
16.45,75.8,3.3,0.97,1.33,1.04,-44.0,-870.478,15.983
15.76,71.0,3.62,0.54,0.6,1.1,-45.0,-752.365,18.476
23.85,86.8,2.48,0.14,0.97,0.76,-44.0,-1598.258,43.754
24.03,105.9,0.5,0.62,3.47,1.67,-42.0,-758.622,130.152
16.39,124.6,1.21,0.17,3.96,1.2,-42.0,-875.765,41.931
17.33,67.0,0.63,0.92,3.59,0.53,-43.0,-953.103,64.454
23.2,114.0,3.1,0.45,0.77,1.18,-43.0,-1531.336,57.223
17.9,61.8,1.15,0.34,1.75,1.22,-47.0,-970.899,40.162
16.94,118.4,2.09,0.47,0.98,0.52,-44.0,-1263.109,64.925
23.54,119.8,2.45,0.14,0.82,0.74,-44.0,-1733.198,54.623
17.14,106.9,1.76,0.47,3.14,1.9,-43.0,-837.675,37.423
21.21,78.3,1.15,0.91,0.68,0.52,-45.0,-1251.446,61.67
24.21,114.9,2.52,0.93,1.22,0.82,-43.0,-1626.513,59.083
17.06,108.6,2.35,0.14,2.2,0.56,-45.0,-1619.266,64.126
24.79,135.6,2.51,0.03,1.12,1.09,-43.0,-1817.582,60.184
16.41,119.4,0.65,0.28,3.47,0.8,-47.0,-1373.886,30.761
24.51,82.4,0.68,0.23,1.96,0.8,-46.0,-1696.774,43.253
15.12,85.8,1.69,0.85,1.97,1.32,-46.0,-782.589,23.694
19.84,97.9,3.3,0.67,0.58,0.58,-44.0,-1253.716,48.604
17.91,75.8,2.79,0.69,1.71,1.3,-43.0,-966.398,37.204
21.84,63.3,1.64,0.1,1.87,0.92,-45.0,-1408.455,42.982
22.52,69.8,1.17,0.18,0.66,1.12,-45.0,-1266.589,59.104
21.18,101.2,3.64,0.79,0.51,1.4,-43.0,-1216.468,60.391
16.66,120.1,1.28,0.52,1.09,0.52,-44.0,-1191.849,72.566
16.79,62.0,1.21,0.75,0.55,1.12,-45.0,-667.716,30.144
24.02,128.7,2.53,0.04,1.09,1.58,-43.0,-1655.708,62.225
17.88,70.4,0.57,0.67,0.7,1.03,-45.0,-779.617,43.411
17.9,60.5,1.15,0.32,1.73,1.2,-46.0,-983.234,42.887
20.72,67.9,0.52,0.07,2.11,1.01,-47.0,-1367.803,42.448
16.99,94.1,1.56,0.45,1.54,1.66,-45.0,-862.562,39.853
19.78,97.9,3.31,0.23,1.12,0.57,-45.0,-1432.731,39.368
15.62,92.7,2.88,0.92,0.53,1.48,-45.0,-697.335,31.356
23.63,85.8,1.66,0.85,1.84,1.14,-43.0,-1395.071,42.772
16.7,127.1,0.53,0.05,2.6,1.54,-47.0,-1037.744,55.437
22.74,63.1,2.51,0.03,0.61,0.5,-45.0,-1395.584,33.716
22.66,70.1,0.61,0.53,3.11,1.18,-43.0,-968.831,80.073
15.68,114.9,3.15,0.78,0.5,0.82,-45.0,-891.363,28.909
22.95,122.1,1.72,0.77,2.25,0.72,-43.0,-1516.644,64.107
25.0,106.5,2.35,0.15,0.94,0.55,-44.0,-1847.833,46.624
16.79,133.1,2.59,0.36,2.27,0.8,-43.0,-1375.153,57.052
23.76,133.8,0.79,0.04,1.61,2.26,-44.0,-1602.501,69.185
23.2,124.3,0.62,0.59,0.84,1.2,-44.0,-1561.762,67.042
24.78,124.6,0.5,0.17,3.17,1.12,-42.0,-1072.881,84.358
24.76,111.3,2.59,0.05,0.5,0.66,-44.0,-1749.234,52.239
22.56,127.4,2.32,0.63,1.32,0.71,-43.0,-1686.254,55.205
21.66,70.2,0.53,0.19,2.76,0.52,-45.0,-1588.208,36.12
15.52,86.3,3.48,0.54,1.74,1.16,-44.0,-921.892,22.512
16.01,72.3,2.03,0.51,0.69,1.22,-44.0,-743.948,36.347
17.87,74.4,1.65,0.36,2.73,1.0,-42.0,-1164.845,52.917
16.47,84.6,3.66,0.98,1.02,1.26,-43.0,-822.278,24.74
16.86,85.9,2.51,0.55,1.9,0.84,-45.0,-1193.242,47.972
24.72,114.7,0.62,0.4,2.98,0.5,-42.0,-1336.655,49.623
17.06,72.8,2.59,0.95,0.84,1.19,-44.0,-813.66,31.635
18.81,70.3,3.82,0.24,0.5,0.76,-44.0,-1022.89,33.778
15.2,117.7,3.37,0.21,1.78,0.98,-45.0,-1156.994,33.819
24.68,71.0,1.74,0.54,0.68,1.22,-44.0,-1381.299,54.101
22.74,113.5,2.51,0.03,0.61,0.5,-44.0,-1671.007,54.272
24.67,75.8,3.15,0.92,0.54,1.34,-44.0,-1360.882,53.73
24.85,70.5,2.59,0.52,0.72,0.64,-44.0,-1469.743,38.503
19.92,63.5,2.66,0.91,1.55,1.42,-43.0,-942.101,38.413
16.13,68.2,1.04,0.01,1.1,1.16,-45.0,-814.485,42.206
23.21,125.0,0.61,0.18,1.09,1.05,-44.0,-1657.317,65.185
21.63,69.5,0.53,0.19,2.81,0.52,-44.0,-1573.744,36.765
16.56,85.4,1.76,0.44,1.84,1.32,-46.0,-939.752,45.234
22.6,62.8,2.93,0.6,0.79,1.01,-43.0,-1206.926,36.717
16.85,70.1,2.52,0.56,2.07,1.25,-43.0,-937.512,38.467
15.52,89.6,3.39,0.01,1.74,0.53,-47.0,-1399.836,42.701
16.79,62.0,1.21,0.75,2.51,1.12,-47.0,-906.739,25.172
16.64,70.4,3.41,0.68,1.08,1.03,-44.0,-889.497,17.168
24.91,72.5,2.59,0.05,0.5,0.66,-44.0,-1516.252,39.23
17.92,115.2,1.66,0.68,1.23,0.56,-44.0,-1325.723,68.481
24.77,124.8,2.48,0.14,0.9,0.76,-44.0,-1845.849,51.881
23.0,62.8,3.06,0.54,0.5,1.1,-44.0,-1184.09,41.829
23.0,61.2,2.98,0.06,0.5,1.01,-44.0,-1236.168,37.266
24.54,130.9,0.64,0.04,0.9,0.63,-44.0,-1898.326,65.521
16.97,119.9,3.68,1.0,1.15,1.3,-43.0,-950.902,39.48
23.54,132.6,2.45,0.14,0.82,0.74,-44.0,-1780.354,56.18
24.79,135.6,2.51,0.03,0.8,0.62,-44.0,-1930.292,51.499
24.85,110.9,2.59,0.03,0.73,1.38,-43.0,-1678.651,59.7
15.49,135.8,3.39,0.24,1.12,0.84,-45.0,-1154.16,34.518
24.94,118.4,1.72,0.77,0.96,0.72,-44.0,-1772.579,56.556
21.06,112.4,0.99,0.13,2.5,0.66,-46.0,-1746.884,51.015
22.74,69.6,2.66,0.01,0.55,1.12,-44.0,-1282.921,44.896
15.32,116.8,2.13,0.91,1.28,1.03,-45.0,-897.223,37.742
21.59,70.1,0.53,0.19,2.8,0.52,-45.0,-1578.592,36.591
15.22,139.8,3.39,0.64,1.08,1.16,-44.0,-941.199,32.514
15.28,110.6,1.75,0.76,2.08,1.28,-46.0,-875.23,31.928
17.79,74.2,0.61,0.52,2.56,0.95,-47.0,-1139.44,22.834
22.89,124.2,0.68,0.23,1.1,1.03,-44.0,-1626.384,65.338
22.79,129.1,3.07,0.78,0.7,1.01,-43.0,-1567.335,59.694
23.64,86.8,2.48,0.14,0.95,0.76,-44.0,-1593.14,45.031
15.52,70.4,0.58,0.54,0.69,1.14,-45.0,-584.623,37.636
23.0,86.9,3.09,0.62,0.5,1.08,-43.0,-1335.701,52.831
15.27,137.8,3.27,0.78,0.52,0.7,-45.0,-918.87,32.833
19.76,98.4,3.29,0.0,0.83,0.66,-45.0,-1387.773,43.804
20.94,67.9,0.59,0.07,2.11,1.01,-47.0,-1369.506,42.942
23.55,119.8,0.51,0.14,0.69,0.74,-44.0,-1672.629,68.492
24.2,122.4,0.83,0.23,1.6,0.89,-45.0,-1826.558,52.467
24.79,135.6,2.51,0.05,1.13,1.09,-43.0,-1811.401,60.999
23.39,132.3,2.84,0.03,1.04,0.64,-44.0,-1817.463,49.594
24.76,111.3,1.87,0.04,1.49,0.66,-45.0,-1891.371,48.648
24.16,80.6,0.71,0.55,0.75,0.8,-45.0,-1471.394,58.541
16.43,137.5,0.68,0.02,1.13,1.16,-45.0,-1002.672,54.274
15.54,118.4,3.6,0.77,0.95,0.72,-45.0,-1044.03,23.723
15.68,69.5,3.15,0.78,0.5,0.79,-45.0,-758.943,14.234
16.17,132.4,3.18,0.97,1.58,0.81,-44.0,-1121.915,35.095
15.52,111.8,3.62,0.05,1.15,1.18,-44.0,-1033.538,25.491
16.12,70.4,3.41,0.09,1.23,0.75,-47.0,-1127.388,25.266
