X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,COG
20,150,3,0.5,1,2.0,1.5,10,10,16,16,20.28
23,100,2,0.5,1,2.5,1.5,10,11,0,14,19.3
24,130,2,0.5,1,2.0,1.5,11,14,14,8,21.78
20,140,2,0.5,2,2.5,1.5,14,18,12,4,21.26
15,130,3,0.5,1,2.0,1.5,12,15,14,8,20.15
15,140,1,0.5,3,2.0,1.5,13,15,4,0,19.75
16,140,4,0.5,1,2.0,1.5,14,17,2,0,19.17
22,150,1,0.5,1,2.0,1.5,15,15,6,6,20.29
21,140,3,0.5,1,2.5,1.5,11,11,10,10,20.48
24,110,1,0.5,2,2.0,1.5,12,13,2,0,20.74
17,100,2,0.5,1,2.5,1.5,11,13,10,6,21.75
19,140,1,0.5,1,2.5,1.5,12,13,12,12,20.21
20,120,3,0.5,1,2.5,1.5,13,13,10,10,20.59
17,100,3,0.5,2,2.5,1.5,10,16,4,2,21.16
19,150,3,0.5,1,2.5,1.5,11,11,2,2,20.28
25,120,1,0.5,2,2.0,1.5,10,10,16,16,20.23
17,140,3,0.5,1,2.5,1.5,10,10,8,8,20.17
19,110,3,0.5,1,2.0,1.5,13,15,14,14,21.59
22,110,1,0.5,3,2.5,1.5,10,10,0,0,20.37
22,100,2,0.5,2,2.0,1.5,10,15,2,2,19.47
24,120,2,0.5,1,2.0,1.5,10,12,2,14,19.73
16,140,1,0.5,3,2.0,1.5,10,17,8,2,21.49
22,140,1,0.5,1,2.0,1.5,10,16,12,10,21.66
15,100,1,0.5,4,2.5,1.5,12,14,10,8,20.43
21,140,2,0.5,1,2.5,1.5,10,10,10,10,19.86
24,110,2,0.5,1,2.0,1.5,10,12,8,12,20.46
24,140,2,0.5,1,2.0,1.5,14,14,2,4,20.15
22,110,2,0.5,2,2.0,1.5,11,13,2,10,20.47
21,100,1,0.5,3,2.0,1.5,12,17,10,6,19.84
24,120,1,0.5,2,2.5,1.5,11,16,2,6,21.44
16,130,4,0.5,1,2.0,1.5,12,17,4,10,21.24
15,110,1,0.5,1,2.0,1.5,14,17,8,2,20.94
16,120,2,0.5,3,2.5,1.5,11,11,4,14,20.27
23,140,3,0.5,1,2.5,1.5,11,11,14,14,20.54
23,140,1,0.5,3,2.5,1.5,15,17,4,0,19.41
18,120,1,0.5,2,2.5,1.5,11,13,4,16,19.88
25,120,2,0.5,1,2.0,1.5,12,12,12,12,20.5
24,100,2,0.5,1,2.5,1.5,11,13,0,2,20.92
23,110,3,0.5,1,2.5,1.5,10,10,4,4,20.13
22,120,3,0.5,1,2.0,1.5,14,16,2,0,19.54
18,120,3,0.5,1,2.5,1.5,11,13,10,8,21.79
21,100,3,0.5,1,2.0,1.5,10,10,0,8,20.15
20,150,3,0.5,1,2.0,1.5,12,16,10,12,20.29
16,110,3,0.5,2,2.5,1.5,15,15,2,2,20.24
24,120,2,0.5,1,2.0,1.5,11,16,10,0,21.38
18,140,3,0.5,1,2.0,1.5,12,14,0,8,20.41
19,100,3,0.5,1,2.0,1.5,10,16,0,6,21.32
23,150,3,0.5,1,2.5,1.5,10,16,0,0,21.11
16,150,2,0.5,3,2.5,1.5,12,12,10,10,20.18
25,110,2,0.5,1,2.5,1.5,12,12,2,2,20.38
19,120,3,0.5,1,2.5,1.5,14,14,2,2,19.92
15,110,1,0.5,1,2.0,1.5,11,11,8,12,20.01
18,150,3,0.5,1,2.0,1.5,12,12,0,0,20.46
24,140,2,0.5,1,2.0,1.5,10,13,10,4,19.85
17,120,1,0.5,1,2.0,1.5,13,13,16,16,20.35
15,100,1,0.5,4,2.5,1.5,10,16,6,6,19.84
19,150,1,0.5,3,2.0,1.5,13,17,0,14,20.6
24,100,2,0.5,1,2.5,1.5,10,10,4,4,19.98
17,110,4,0.5,1,2.5,1.5,13,13,10,10,20.52
22,150,1,0.5,3,2.0,1.5,13,13,12,12,20.26
22,100,3,0.5,1,2.0,1.5,12,16,8,0,21.29
25,110,2,0.5,1,2.5,1.5,14,14,2,8,20.43
24,130,2,0.5,1,2.5,1.5,12,16,6,4,19.52
23,110,2,0.5,1,2.0,1.5,14,15,8,6,21.42
21,110,3,0.5,1,2.5,1.5,10,11,4,2,21.35
24,150,2,0.5,1,2.5,1.5,10,13,4,0,21.19
18,140,2,0.5,2,2.0,1.5,12,12,10,10,20.18
22,140,3,0.5,1,2.0,1.5,11,11,14,14,20.57
22,130,3,0.5,1,2.0,1.5,12,13,2,0,20.56
19,150,2,0.5,2,2.0,1.5,12,16,12,4,21.52
20,100,3,0.5,1,2.5,1.5,14,17,4,4,20.77
24,130,1,0.5,1,2.0,1.5,12,12,0,0,20.35
18,100,3,0.5,1,2.0,1.5,13,18,2,10,19.62
21,130,3,0.5,1,2.0,1.5,10,10,2,2,20.0
23,110,2,0.5,1,2.0,1.5,10,11,4,2,21.46
15,120,1,0.5,2,2.5,1.5,10,18,16,12,21.83
17,150,3,0.5,2,2.0,1.5,14,16,10,6,19.71
25,150,2,0.5,1,2.5,1.5,10,10,4,4,20.19
22,140,2,0.5,2,2.0,1.5,10,10,2,2,20.16
22,150,1,0.5,3,2.0,1.5,11,11,2,2,20.47
24,100,1,0.5,2,2.5,1.5,12,12,4,4,20.7
22,150,1,0.5,3,2.5,1.5,11,11,14,14,20.43
18,100,1,0.5,1,2.5,1.5,10,17,0,10,21.13
25,150,2,0.5,1,2.0,1.5,14,14,4,4,20.28
15,130,2,0.5,1,2.0,1.5,13,14,10,8,21.57
23,110,3,0.5,1,2.5,1.5,10,10,14,14,19.58
22,110,3,0.5,1,2.0,1.5,11,11,2,6,20.64
22,150,2,0.5,1,2.0,1.5,10,10,10,10,19.92
16,100,1,0.5,3,2.0,1.5,14,18,8,0,21.24
16,150,3,0.5,2,2.0,1.5,13,15,8,4,19.66
18,100,3,0.5,1,2.0,1.5,12,16,10,2,19.73
15,140,2,0.5,3,2.5,1.5,12,12,2,8,20.5
23,120,3,0.5,1,2.5,1.5,12,15,14,8,20.13
21,150,2,0.5,1,2.5,1.5,12,14,10,12,21.31
19,130,3,0.5,1,2.5,1.5,12,13,8,6,21.62
20,140,2,0.5,2,2.5,1.5,10,10,14,16,20.27
21,120,3,0.5,1,2.0,1.5,10,10,16,16,20.25
17,100,1,0.5,4,2.0,1.5,11,12,14,14,20.82
20,150,1,0.5,1,2.5,1.5,11,11,2,2,20.47
22,130,3,0.5,1,2.5,1.5,10,10,16,16,20.31
18,130,3,0.5,1,2.5,1.5,12,13,16,16,20.64
18,110,3,0.5,1,2.5,1.5,12,15,4,0,20.89
23,150,1,0.5,2,2.0,1.5,11,11,4,4,20.16
24,130,2,0.5,1,2.5,1.5,10,10,16,16,20.32
21,110,2,0.5,1,2.5,1.5,10,10,16,16,20.2
23,110,1,0.5,2,2.5,1.5,10,10,8,8,20.48
22,110,3,0.5,1,2.5,1.5,10,10,0,0,20.26
22,150,2,0.5,1,2.0,1.5,10,10,16,16,20.25
16,120,3,0.5,1,2.0,1.5,10,10,16,16,20.24
15,110,1,0.5,1,2.0,1.5,10,16,12,12,21.59
17,130,4,0.5,1,2.5,1.5,13,13,16,16,20.42
24,130,2,0.5,1,2.0,1.5,10,10,16,16,20.21
18,120,1,0.5,2,2.5,1.5,11,13,8,16,20.21
15,140,1,0.5,3,2.0,1.5,13,15,6,2,21.47
15,140,2,0.5,3,2.5,1.5,10,12,4,16,20.14
18,100,3,0.5,1,2.0,1.5,12,16,12,4,21.47
15,100,3,0.5,1,2.0,1.5,10,10,16,16,20.3
22,110,2,0.5,1,2.5,1.5,11,11,2,16,19.54
21,100,2,0.5,2,2.5,1.5,10,11,16,14,22.09
20,150,2,0.5,1,2.0,1.5,14,14,8,8,20.46
21,150,3,0.5,1,2.0,1.5,13,15,4,4,20.27
17,100,3,0.5,2,2.5,1.5,10,16,8,4,21.37
