X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,AVG,RIP,COG
21,150,1,0.5,1,2.0,1.5,15,16,4,2,1577.82,42.97,18.15
19,140,1,0.5,3,2.5,1.5,10,10,16,16,1264.76,49.31,19.99
18,150,1,0.5,1,2.5,1.5,15,16,14,16,1835.65,71.27,18.05
15,150,1,0.5,3,2.0,1.5,15,18,0,16,1094.0,72.97,19.72
21,140,2,0.5,2,2.0,1.5,15,18,8,2,1739.51,44.28,17.04
18,150,2,0.5,2,2.0,1.5,15,18,6,0,1607.58,34.45,16.84
21,150,1,0.5,2,2.0,1.5,12,12,12,12,1599.11,51.42,20.27
25,140,1,0.5,2,2.0,1.5,11,11,4,4,1792.03,54.95,19.94
16,140,1,0.5,1,2.0,1.5,15,18,8,2,1151.46,73.25,16.83
19,140,1,0.5,3,2.5,1.5,15,17,4,0,1333.6,40.15,17.6
17,150,1,0.5,1,2.0,1.5,15,18,0,16,1685.49,76.22,19.4
21,150,1,0.5,1,2.0,1.5,10,10,16,16,1763.71,61.9,20.12
25,150,2,0.5,1,2.0,1.5,11,11,4,8,1910.81,74.73,20.18
17,150,1,0.5,2,2.0,1.5,15,18,16,16,1701.26,40.67,13.95
21,150,2,0.5,2,2.0,1.5,10,10,16,16,1685.25,58.86,20.38
19,150,1,0.5,3,2.0,1.5,10,10,16,16,1338.71,28.17,20.03
17,150,1,0.5,3,2.0,1.5,15,17,16,16,1508.57,37.07,15.87
24,150,2,0.5,1,2.5,1.5,10,10,16,16,2034.69,47.59,20.18
19,150,2,0.5,2,2.0,1.5,15,16,16,16,1954.43,49.37,18.06
25,150,1,0.5,2,2.0,1.5,10,11,2,0,1787.57,56.44,20.35
19,140,1,0.5,1,2.0,1.5,15,18,0,12,1699.55,64.08,19.2
18,150,1,0.5,3,2.0,1.5,15,17,14,16,1626.69,41.63,15.79
16,140,1,0.5,3,2.0,1.5,14,18,16,16,1351.89,37.8,17.88
21,140,1,0.5,3,2.0,1.5,10,10,16,16,1442.74,19.19,20.16
15,150,2,0.5,1,2.0,1.5,10,10,16,16,1251.9,82.71,20.06
22,150,1,0.5,2,2.0,1.5,10,10,16,16,1753.83,42.91,20.27
17,140,1,0.5,3,2.0,1.5,15,18,12,16,1496.08,37.22,15.1
16,150,2,0.5,1,2.0,1.5,15,18,16,16,1702.63,55.07,13.62
17,150,1,0.5,1,2.0,1.5,15,17,0,16,1623.6,92.22,19.21
22,150,2,0.5,2,2.0,1.5,10,10,16,16,1787.61,56.36,20.28
25,150,2,0.5,1,2.0,1.5,13,13,8,8,2074.02,66.68,19.99
21,150,1,0.5,2,2.0,1.5,10,10,16,16,1650.49,46.74,20.32
17,140,1,0.5,2,2.0,1.5,10,10,16,16,1411.99,68.43,20.3
19,150,1,0.5,3,2.0,1.5,15,16,16,16,1737.95,42.99,18.12
25,150,2,0.5,1,2.0,1.5,10,10,12,16,2112.57,41.21,20.28
25,140,1,0.5,2,2.0,1.5,14,14,8,8,1969.81,46.87,20.29
22,150,1,0.5,3,2.0,1.5,10,10,16,16,1420.93,26.71,20.22
17,140,2,0.5,2,2.0,1.5,15,18,16,16,1698.48,37.61,13.61
15,140,1,0.5,3,2.0,1.5,15,17,16,16,1235.87,36.67,15.87
25,150,1,0.5,2,2.0,1.5,10,10,16,16,1993.44,32.65,20.11
21,140,2,0.5,1,2.0,1.5,15,17,0,4,1638.42,66.56,17.34
19,140,1,0.5,1,2.0,1.5,10,10,16,16,1555.36,76.78,20.04
19,150,2,0.5,2,2.0,1.5,10,10,16,16,1500.56,59.83,20.24
22,150,1,0.5,2,2.0,1.5,15,15,8,8,1784.89,47.91,19.03
25,140,2,0.5,1,2.0,1.5,10,10,16,16,2095.23,37.9,20.2
19,140,2,0.5,2,2.0,1.5,10,10,16,16,1494.8,58.85,20.31
19,140,1,0.5,2,2.0,1.5,10,10,16,16,1525.46,59.93,20.27
17,140,2,0.5,3,2.0,1.5,15,18,16,16,1635.96,45.45,13.76
18,150,1,0.5,3,2.0,1.5,10,10,16,16,1297.6,41.83,20.2
17,150,1,0.5,3,2.0,1.5,14,18,16,16,1498.37,37.84,17.84
22,150,1,0.5,2,2.0,1.5,14,14,8,8,1694.95,47.52,20.31
25,140,1,0.5,1,2.5,1.5,10,10,16,16,2077.02,38.52,20.18
25,140,2,0.5,1,2.0,1.5,15,16,0,4,1940.51,52.1,19.86
17,150,1,0.5,3,2.0,1.5,14,18,8,0,1387.89,40.0,20.25
22,150,2,0.5,1,2.0,1.5,11,11,14,14,1847.3,70.71,20.49
20,140,1,0.5,3,2.0,1.5,10,10,16,16,1390.95,24.6,20.11
16,140,2,0.5,1,2.5,1.5,15,18,6,0,1160.05,59.23,16.9
19,150,1,0.5,3,2.0,1.5,13,13,4,4,1390.5,24.87,20.05
25,140,1,0.5,2,2.0,1.5,10,10,16,16,1965.41,37.97,20.13
25,150,1,0.5,2,2.0,1.5,10,14,8,0,1697.64,42.55,20.89
21,150,1,0.5,2,2.0,1.5,15,18,6,0,1657.57,29.77,16.97
21,150,2,0.5,2,2.0,1.5,15,18,6,0,1717.63,44.68,16.94
18,140,1,0.5,1,2.0,1.5,15,18,6,0,1322.09,43.99,16.88
25,150,1,0.5,1,2.0,1.5,10,10,16,16,2145.46,36.42,20.25
22,150,2,0.5,1,2.0,1.5,10,10,16,16,1851.29,60.52,20.1
22,150,2,0.5,2,2.0,1.5,15,16,0,0,1808.96,55.91,18.11
22,140,2,0.5,2,2.0,1.5,10,10,16,16,1742.57,56.74,20.25
24,150,2,0.5,1,2.0,1.5,12,13,0,0,1777.46,71.31,19.65
16,150,1,0.5,3,2.0,1.5,15,18,12,16,1398.58,39.36,15.18
19,150,2,0.5,1,2.0,1.5,11,11,12,16,1568.8,79.04,20.04
18,150,2,0.5,1,2.0,1.5,13,13,16,16,1639.59,83.63,19.82
19,150,1,0.5,3,2.0,1.5,15,18,6,0,1549.31,24.42,17.1
25,140,2,0.5,1,2.0,1.5,11,11,4,8,1866.92,76.0,19.93
17,150,2,0.5,1,2.5,1.5,11,18,16,16,1674.39,81.12,19.22
17,150,1,0.5,3,2.0,1.5,15,18,6,0,1445.49,42.78,17.1
23,150,2,0.5,1,2.0,1.5,10,10,16,16,1923.68,54.34,20.24
21,150,2,0.5,2,2.0,1.5,15,16,10,8,1876.41,59.81,18.04
25,140,2,0.5,1,2.0,1.5,15,15,0,6,1967.66,62.91,19.56
19,150,1,0.5,3,2.0,1.5,10,18,16,12,1423.22,46.89,21.03
25,140,1,0.5,2,2.5,1.5,10,10,14,14,1885.96,46.45,19.84
19,150,2,0.5,1,2.5,1.5,10,10,16,16,1505.93,86.55,20.0
25,150,2,0.5,1,2.0,1.5,12,16,0,0,1701.83,64.72,20.7
16,140,1,0.5,1,2.0,1.5,15,18,0,0,1115.68,71.63,13.51
19,140,1,0.5,3,2.0,1.5,10,10,16,16,1329.65,31.84,20.06
22,140,1,0.5,3,2.0,1.5,15,18,6,0,1654.08,23.33,16.99
22,150,2,0.5,2,2.0,1.5,11,11,0,2,1703.18,71.73,20.42
25,140,2,0.5,1,2.0,1.5,13,13,0,0,1808.32,73.12,19.91
18,150,1,0.5,1,2.0,1.5,15,18,0,0,1324.82,52.27,13.54
20,140,2,0.5,2,2.0,1.5,14,18,0,0,1651.87,57.63,17.77
19,140,1,0.5,3,2.0,1.5,15,17,16,12,1583.41,31.17,17.74
25,150,1,0.5,1,2.0,1.5,11,11,12,12,2013.56,58.26,20.22
25,150,2,0.5,1,2.0,1.5,12,14,0,0,1791.75,71.23,20.77
24,140,2,0.5,1,2.0,1.5,10,10,16,16,1997.99,49.63,20.17
25,150,2,0.5,1,2.0,1.5,10,15,0,6,1844.82,70.3,21.01
25,140,2,0.5,1,2.0,1.5,11,11,8,8,1891.47,69.36,19.97
25,140,1,0.5,2,2.5,1.5,10,10,0,16,1733.06,58.79,18.15
19,150,2,0.5,2,2.0,1.5,10,11,16,14,1503.28,64.13,20.75
17,150,2,0.5,3,2.0,1.5,11,18,4,16,1408.04,95.43,20.09
16,140,1,0.5,1,2.0,1.5,15,18,16,16,1711.8,65.51,13.56
25,150,2,0.5,1,2.0,1.5,10,10,8,8,1930.15,70.29,20.19
21,150,1,0.5,1,2.0,1.5,15,15,0,0,1512.76,49.04,18.88
16,150,1,0.5,3,2.0,1.5,14,18,16,16,1392.69,39.89,17.9
24,150,2,0.5,1,2.0,1.5,10,10,16,16,2043.87,46.24,20.15
25,150,2,0.5,1,2.0,1.5,15,18,0,0,1776.87,60.39,13.67
19,140,2,0.5,2,2.0,1.5,15,18,16,10,1754.27,39.97,17.0
19,150,2,0.5,2,2.0,1.5,15,15,0,0,1614.82,51.27,18.99
25,150,1,0.5,2,2.0,1.5,10,10,10,10,1825.29,45.21,20.03
25,140,2,0.5,1,2.5,1.5,10,10,16,16,2063.83,39.74,20.17
17,150,2,0.5,2,2.0,1.5,10,18,16,16,1524.77,59.85,20.84
17,150,1,0.5,3,2.0,1.5,14,17,16,16,1477.67,44.08,18.76
16,150,1,0.5,1,2.0,1.5,10,10,16,16,1280.92,104.32,20.29
25,150,2,0.5,1,2.0,1.5,15,18,6,0,1800.77,56.42,16.96
25,140,2,0.5,1,2.0,1.5,12,13,2,0,1797.85,71.07,20.03
25,140,2,0.5,1,2.0,1.5,11,14,4,8,1934.84,76.89,20.05
22,150,1,0.5,3,2.0,1.5,14,17,6,0,1593.7,22.48,18.97
17,150,1,0.5,2,2.0,1.5,15,15,16,16,1660.06,70.8,19.0
22,150,1,0.5,2,2.0,1.5,10,14,8,0,1561.92,32.3,20.52
21,150,2,0.5,2,2.0,1.5,10,10,16,16,1685.25,58.86,20.38
25,150,1,0.5,1,2.0,1.5,10,10,16,16,2145.46,36.42,20.25
25,150,2,0.5,1,2.0,1.5,12,12,12,12,2180.58,49.43,20.4
19,150,1,0.5,1,2.0,1.5,10,10,16,16,1596.25,74.82,20.0
17,140,1,0.5,3,2.0,1.5,15,18,0,16,1313.38,71.08,19.99
16,150,1,0.5,2,2.0,1.5,10,10,16,16,1357.69,76.66,20.3
25,150,1,0.5,2,2.0,1.5,10,10,4,4,1804.58,53.87,19.94
17,150,1,0.5,3,2.0,1.5,15,18,16,16,1531.63,30.62,13.79
16,150,2,0.5,3,2.0,1.5,15,18,16,16,1571.16,44.58,13.88
21,150,1,0.5,1,2.0,1.5,10,10,16,16,1763.71,61.9,20.12
19,150,1,0.5,2,2.0,1.5,10,10,16,16,1535.65,60.29,20.3
22,150,2,0.5,2,2.0,1.5,13,13,6,6,1750.55,72.31,20.15
22,150,2,0.5,2,2.0,1.5,10,15,12,8,1669.32,68.82,21.07
19,150,2,0.5,1,2.0,1.5,10,10,16,16,1549.71,68.48,19.93
25,150,1,0.5,1,2.0,1.5,14,14,0,0,1799.23,57.88,20.15
19,150,2,0.5,2,2.0,1.5,13,13,16,16,1742.94,69.36,19.92
19,150,1,0.5,3,2.0,1.5,10,10,16,16,1338.71,28.17,20.03
19,150,2,0.5,2,2.0,1.5,10,10,16,16,1500.56,59.83,20.24
22,150,2,0.5,2,2.0,1.5,10,10,16,16,1787.61,56.36,20.28
25,150,2,0.5,1,2.0,1.5,11,11,8,8,1938.53,68.01,19.9
18,150,1,0.5,3,2.5,1.5,10,10,16,16,1183.94,62.6,20.18
17,150,1,0.5,2,2.0,1.5,15,18,16,16,1701.26,40.67,13.95
19,140,1,0.5,3,2.0,1.5,10,10,16,16,1329.65,31.84,20.06
25,150,2,0.5,1,2.0,1.5,10,10,0,16,1924.68,61.11,17.91
21,150,1,0.5,3,2.0,1.5,12,12,0,0,1477.62,28.19,20.18
22,150,1,0.5,2,2.0,1.5,10,10,16,16,1753.83,42.91,20.27
25,140,2,0.5,1,2.0,1.5,15,16,0,4,1940.51,52.1,19.86
25,140,1,0.5,2,2.0,1.5,10,10,16,16,1965.41,37.97,20.13
21,140,1,0.5,3,2.0,1.5,15,15,0,0,1597.57,33.93,19.21
21,140,2,0.5,2,2.0,1.5,13,14,2,0,1652.61,57.84,20.4
25,150,2,0.5,1,2.0,1.5,10,10,0,0,1868.56,77.32,20.05
24,140,1,0.5,1,2.5,1.5,10,10,16,16,1936.0,47.21,20.22
15,140,1,0.5,1,2.0,1.5,15,18,8,2,1060.05,88.74,17.11
16,140,2,0.5,1,2.5,1.5,15,18,6,0,1160.05,59.23,16.9
16,150,1,0.5,4,2.0,1.5,15,18,16,16,1270.18,35.65,14.02
25,140,1,0.5,2,2.5,1.5,10,10,8,16,1869.43,47.94,20.02
19,150,1,0.5,2,2.0,1.5,14,18,16,12,1702.81,31.54,18.11
17,140,1,0.5,1,2.0,1.5,15,18,16,16,1825.43,57.67,13.55
18,150,1,0.5,3,2.0,1.5,15,18,16,14,1597.16,25.19,14.38
25,150,2,0.5,1,2.0,1.5,10,11,2,0,1819.09,77.27,20.2
25,150,2,0.5,1,2.0,1.5,11,11,12,12,2103.41,61.48,20.18
16,140,2,0.5,2,2.5,1.5,15,18,16,16,1551.34,52.95,13.78
16,140,1,0.5,3,2.0,1.5,15,15,16,16,1301.35,44.05,18.83
21,150,1,0.5,2,2.0,1.5,10,10,16,16,1650.49,46.74,20.32
25,140,1,0.5,1,2.0,1.5,10,10,4,16,1899.11,61.37,19.16
15,150,2,0.5,1,2.0,1.5,14,18,16,16,1526.01,69.69,17.74
17,150,1,0.5,3,2.0,1.5,14,17,16,14,1370.52,28.2,18.62
22,150,2,0.5,1,2.0,1.5,15,17,0,4,1786.02,59.84,17.3
20,140,1,0.5,3,2.0,1.5,10,10,16,16,1390.95,24.6,20.11
19,140,1,0.5,3,2.0,1.5,13,13,16,16,1470.65,37.69,20.03
19,140,2,0.5,2,2.0,1.5,10,10,16,16,1494.8,58.85,20.31
21,150,2,0.5,1,2.0,1.5,10,10,14,16,1714.47,70.09,20.47
25,150,2,0.5,1,2.0,1.5,12,13,0,0,1838.8,72.99,19.62
21,140,1,0.5,2,2.0,1.5,10,10,16,16,1645.66,47.21,20.25
22,150,1,0.5,2,2.0,1.5,13,13,8,8,1662.3,48.72,19.97
16,150,2,0.5,1,2.0,1.5,15,15,0,0,1195.87,44.22,18.66
22,150,1,0.5,2,2.0,1.5,15,18,6,0,1714.2,34.01,16.92
22,150,2,0.5,2,2.0,1.5,10,11,0,0,1693.02,69.46,19.8
17,150,1,0.5,3,2.0,1.5,14,18,16,12,1380.18,21.89,18.26
16,140,2,0.5,3,2.0,1.5,15,18,16,16,1541.42,46.96,13.87
19,150,2,0.5,1,2.0,1.5,14,14,16,16,1830.86,75.35,20.19
25,140,2,0.5,1,2.0,1.5,10,10,16,16,2095.23,37.9,20.2
25,150,2,0.5,1,2.0,1.5,13,18,0,0,1650.46,76.02,18.95
25,150,1,0.5,2,2.0,1.5,11,11,2,2,1814.72,54.98,20.13
18,150,1,0.5,3,2.0,1.5,15,17,16,16,1642.68,37.56,15.66
20,140,2,0.5,2,2.0,1.5,10,10,16,16,1549.4,60.36,20.09
19,150,1,0.5,3,2.0,1.5,15,17,8,4,1495.46,27.26,17.59
22,150,2,0.5,2,2.0,1.5,15,16,0,8,1852.3,78.45,19.5
24,150,1,0.5,1,2.5,1.5,11,11,16,16,2144.66,38.86,19.97
21,140,1,0.5,3,2.0,1.5,14,14,0,0,1538.07,32.69,20.01
18,150,1,0.5,3,2.0,1.5,10,10,16,16,1297.6,41.83,20.2
16,140,1,0.5,1,2.0,1.5,15,17,16,16,1674.02,68.51,15.46
16,150,1,0.5,3,2.0,1.5,15,18,16,16,1430.85,32.3,13.94
25,140,1,0.5,1,2.0,1.5,10,10,16,16,2082.14,39.86,20.16
25,140,1,0.5,1,2.0,1.5,14,14,8,8,2032.22,55.09,20.18
22,150,1,0.5,2,2.0,1.5,15,15,0,0,1713.4,38.21,19.02
22,150,2,0.5,2,2.0,1.5,13,13,0,0,1742.6,65.38,19.81
16,150,1,0.5,1,2.0,1.5,15,15,16,16,1637.42,77.01,18.84
24,150,2,0.5,1,2.0,1.5,10,10,16,16,2043.87,46.24,20.15
16,150,2,0.5,3,2.0,1.5,11,11,16,16,1267.05,43.8,19.91
25,140,2,0.5,1,2.0,1.5,11,11,4,4,1830.33,80.89,19.82
17,140,1,0.5,1,2.0,1.5,13,18,0,8,1198.16,86.27,19.64
16,150,1,0.5,3,2.0,1.5,15,17,16,16,1393.98,38.47,15.65
25,140,2,0.5,1,2.0,1.5,15,18,0,0,1736.26,60.35,13.64
16,150,1,0.5,3,2.0,1.5,10,10,16,16,1209.78,78.59,20.19
21,140,2,0.5,1,2.0,1.5,15,17,0,4,1638.42,66.56,17.34
16,150,2,0.5,1,2.5,1.5,10,18,16,16,1501.67,97.32,20.87
25,140,1,0.5,2,2.0,1.5,13,17,8,0,1728.46,43.46,19.34
18,150,1,0.5,3,2.0,1.5,15,17,16,14,1573.87,32.57,16.29
17,150,1,0.5,3,2.0,1.5,14,17,16,16,1477.67,44.08,18.76
18,150,1,0.5,1,2.0,1.5,10,10,16,16,1478.57,86.97,20.26
21,140,1,0.5,3,2.0,1.5,14,18,8,0,1586.51,18.57,20.01
21,150,2,0.5,1,2.0,1.5,13,16,0,2,1562.88,73.02,19.62
22,140,1,0.5,3,2.0,1.5,13,16,6,0,1567.87,22.18,20.26
25,150,2,0.5,1,2.0,1.5,12,13,2,0,1824.15,69.46,20.03
24,150,2,0.5,1,2.5,1.5,10,10,16,16,2034.69,47.59,20.18
16,150,1,0.5,1,2.5,1.5,15,17,16,16,1655.93,75.21,15.53
19,150,1,0.5,3,2.0,1.5,10,10,16,16,1338.71,28.17,20.03
22,150,1,0.5,3,2.0,1.5,10,10,16,16,1420.93,26.71,20.22
22,150,2,0.5,2,2.0,1.5,11,11,14,14,1814.44,62.85,20.36
18,150,2,0.5,2,2.0,1.5,10,10,16,16,1425.95,56.36,20.16
25,150,2,0.5,1,2.0,1.5,11,11,12,12,2103.41,61.48,20.18
25,150,2,0.5,1,2.5,1.5,10,10,16,16,2158.1,38.06,20.15
18,150,1,0.5,3,2.0,1.5,10,10,16,16,1297.6,41.83,20.2
25,130,2,0.5,1,2.0,1.5,10,10,16,16,2042.78,43.07,20.14
19,150,2,0.5,1,2.0,1.5,15,16,2,0,1508.89,47.21,17.83
17,150,1,0.5,2,2.0,1.5,15,18,16,16,1701.26,40.67,13.95
25,140,1,0.5,2,2.0,1.5,10,10,16,16,1965.41,37.97,20.13
16,150,1,0.5,3,2.0,1.5,15,18,12,16,1398.58,39.36,15.18
21,150,1,0.5,3,2.0,1.5,13,17,8,0,1550.31,15.73,19.6
19,150,1,0.5,1,2.5,1.5,10,10,16,16,1507.47,90.7,20.09
17,150,1,0.5,3,2.0,1.5,15,18,6,0,1445.49,42.78,17.1
19,150,1,0.5,3,2.0,1.5,13,13,0,0,1413.69,38.59,20.26
19,150,1,0.5,3,2.0,1.5,15,16,10,16,1665.63,55.86,20.24
17,140,2,0.5,1,2.0,1.5,15,17,16,16,1744.73,58.26,15.5
25,140,1,0.5,2,2.0,1.5,10,10,12,16,1895.11,45.97,20.58
25,140,2,0.5,1,2.5,1.5,10,10,16,16,2063.83,39.74,20.17
17,150,2,0.5,3,2.0,1.5,15,18,0,16,1479.11,86.47,19.51
21,140,1,0.5,3,2.0,1.5,15,17,4,0,1628.3,27.61,17.35
18,150,1,0.5,3,2.0,1.5,14,14,12,12,1373.73,25.19,20.13
25,150,2,0.5,1,2.0,1.5,10,10,14,16,2131.86,37.94,20.1
19,140,2,0.5,2,2.0,1.5,11,11,16,16,1534.72,64.14,19.93
17,150,1,0.5,2,2.0,1.5,15,17,16,16,1673.74,49.21,15.51
22,140,1,0.5,3,2.0,1.5,10,10,16,16,1473.75,24.38,20.18
21,140,1,0.5,1,2.0,1.5,15,18,6,0,1543.21,38.45,16.97
23,150,2,0.5,1,2.0,1.5,13,13,0,0,1710.57,67.21,19.92
22,140,2,0.5,2,2.0,1.5,13,13,0,0,1719.62,65.67,19.82
22,150,2,0.5,2,2.0,1.5,10,10,16,16,1787.61,56.36,20.28
19,150,2,0.5,2,2.0,1.5,15,17,4,0,1656.73,42.71,17.37
22,150,1,0.5,2,2.0,1.5,10,10,16,16,1753.83,42.91,20.27
24,150,1,0.5,2,2.5,1.5,10,10,16,16,1892.15,37.14,20.2
22,140,2,0.5,1,2.0,1.5,14,17,0,4,1719.66,67.04,18.66
17,150,2,0.5,1,2.0,1.5,13,13,16,16,1565.56,85.49,19.94
16,150,1,0.5,2,2.0,1.5,10,14,16,16,1380.9,87.7,21.14
19,140,2,0.5,2,2.0,1.5,14,18,16,12,1775.51,41.75,18.07
18,140,1,0.5,3,2.0,1.5,13,16,6,0,1381.93,40.09,20.31
22,140,2,0.5,2,2.0,1.5,10,10,16,16,1742.57,56.74,20.25
21,150,1,0.5,2,2.0,1.5,10,10,16,16,1650.49,46.74,20.32
24,140,1,0.5,2,2.0,1.5,10,10,16,16,1866.05,41.77,20.18
25,150,1,0.5,1,2.0,1.5,10,10,16,16,2145.46,36.42,20.25
19,150,1,0.5,1,2.0,1.5,10,10,16,16,1596.25,74.82,20.0
15,140,1,0.5,3,2.0,1.5,10,10,16,16,1194.68,86.86,20.1
25,140,2,0.5,1,2.0,1.5,10,10,16,16,2095.23,37.9,20.2
25,140,2,0.5,1,2.5,1.5,10,11,4,8,1745.25,84.52,20.68
19,150,1,0.5,2,2.0,1.5,10,10,16,16,1535.65,60.29,20.3
25,140,1,0.5,1,2.0,1.5,15,16,0,4,1912.45,49.11,19.37
25,150,1,0.5,2,2.5,1.5,15,16,6,4,1948.06,29.92,17.92
16,150,2,0.5,1,2.0,1.5,10,10,16,16,1323.14,80.63,20.22
21,150,1,0.5,3,2.0,1.5,15,18,8,2,1654.36,20.64,17.23
19,150,2,0.5,1,2.0,1.5,15,18,12,12,1910.34,36.44,13.72
19,150,1,0.5,2,2.0,1.5,14,14,0,0,1396.25,31.15,20.15
25,150,1,0.5,1,2.0,1.5,15,15,0,0,1835.01,50.77,18.84
19,140,1,0.5,3,2.0,1.5,10,10,16,16,1329.65,31.84,20.06
25,150,2,0.5,1,2.0,1.5,11,14,4,8,1993.02,72.4,20.01
15,150,2,0.5,2,2.0,1.5,13,13,16,16,1327.43,57.58,19.98
17,150,1,0.5,2,2.0,1.5,15,18,0,16,1578.13,75.69,19.59
19,150,2,0.5,2,2.0,1.5,15,18,16,12,1877.45,32.64,15.05
18,150,1,0.5,1,2.0,1.5,12,12,16,16,1625.4,80.25,20.32
25,150,2,0.5,1,2.5,1.5,15,15,0,0,1763.43,55.03,18.91
19,140,1,0.5,2,2.0,1.5,13,13,16,16,1683.97,64.54,19.96
25,140,2,0.5,1,2.0,1.5,15,18,2,0,1737.61,60.9,13.88
19,150,2,0.5,1,2.0,1.5,12,13,0,4,1318.4,80.16,20.38
15,140,1,0.5,3,2.0,1.5,15,15,0,16,1036.07,92.64,19.41
23,150,1,0.5,2,2.0,1.5,14,17,6,0,1711.12,35.24,18.95
25,150,2,0.5,1,2.0,1.5,13,18,10,0,1695.85,63.28,20.3
25,140,1,0.5,1,2.0,1.5,11,11,4,8,1769.62,69.59,19.9
17,130,1,0.5,1,2.0,1.5,15,18,16,16,1773.07,59.67,13.71
16,150,1,0.5,3,2.0,1.5,15,18,6,0,1390.07,59.01,17.19
22,130,2,0.5,1,2.0,1.5,13,13,0,0,1584.63,66.44,19.85
19,150,1,0.5,1,2.0,1.5,14,18,16,12,1796.7,48.58,18.13
16,140,2,0.5,1,2.0,1.5,15,18,16,16,1640.32,54.65,13.61
22,150,2,0.5,2,2.0,1.5,15,18,0,0,1765.89,52.12,13.72
22,150,1,0.5,2,2.0,1.5,15,18,8,2,1775.22,34.07,17.09
17,150,2,0.5,2,2.0,1.5,13,13,16,16,1463.38,62.74,19.9
24,150,2,0.5,1,2.5,1.5,10,11,16,16,2089.0,43.19,19.92
25,140,2,0.5,1,2.0,1.5,10,10,2,2,1820.08,80.65,20.01
21,140,1,0.5,3,2.0,1.5,10,10,16,16,1442.74,19.19,20.16
19,150,1,0.5,1,2.0,1.5,14,14,16,16,1864.75,68.7,20.23
19,150,1,0.5,1,2.0,1.5,10,11,0,0,1101.25,65.78,19.87
25,150,2,0.5,1,2.0,1.5,10,10,0,0,1868.56,77.32,20.05
20,140,1,0.5,3,2.0,1.5,15,17,4,0,1588.13,32.14,17.37
25,150,1,0.5,2,2.0,1.5,15,16,6,4,1983.03,34.65,17.98
16,140,2,0.5,1,2.5,1.5,10,18,16,16,1428.85,101.96,20.86
24,150,2,0.5,1,2.0,1.5,10,10,16,16,2043.87,46.24,20.15
21,150,1,0.5,1,2.0,1.5,10,10,16,16,1763.71,61.9,20.12
16,140,1,0.5,3,2.0,1.5,13,18,16,16,1301.3,45.94,19.25
22,150,1,0.5,2,2.0,1.5,15,18,2,0,1713.34,37.6,14.1
17,150,1,0.5,3,2.0,1.5,15,17,16,16,1508.57,37.07,15.87
18,140,1,0.5,1,2.0,1.5,14,14,16,16,1712.85,75.7,20.18
25,140,2,0.5,1,2.0,1.5,10,10,4,4,1861.22,78.93,20.04
24,140,2,0.5,1,2.5,1.5,10,10,16,16,1946.9,49.79,20.19
24,140,1,0.5,1,2.0,1.5,10,10,0,16,1766.38,73.4,17.89
17,140,2,0.5,1,2.0,1.5,15,18,16,16,1762.37,47.23,13.71
22,150,1,0.5,3,2.0,1.5,11,11,14,14,1471.44,19.23,20.34
19,150,2,0.5,2,2.0,1.5,15,16,10,8,1592.01,58.58,18.14
19,150,1,0.5,3,2.0,1.5,14,18,16,12,1622.88,28.4,18.24
19,150,2,0.5,2,2.0,1.5,15,18,6,0,1652.71,38.04,16.87
25,140,1,0.5,2,2.0,1.5,14,17,6,0,1768.86,42.4,18.88
25,150,1,0.5,2,2.0,1.5,10,10,16,16,1993.44,32.65,20.11
19,140,1,0.5,3,2.0,1.5,10,10,16,16,1329.65,31.84,20.06
25,140,1,0.5,1,2.0,1.5,10,11,0,14,1818.58,71.92,19.14
19,150,2,0.5,2,2.0,1.5,10,10,16,16,1500.56,59.83,20.24
25,150,1,0.5,1,2.0,1.5,10,10,16,16,2145.46,36.42,20.25
17,150,1,0.5,2,2.0,1.5,15,18,16,16,1701.26,40.67,13.95
19,150,2,0.5,2,2.0,1.5,13,13,0,0,1525.25,48.61,19.93
22,150,2,0.5,2,2.0,1.5,11,11,16,16,1879.36,56.28,20.0
25,150,1,0.5,2,2.0,1.5,10,14,12,8,1895.09,41.38,21.11
22,150,2,0.5,2,2.0,1.5,10,10,16,16,1787.61,56.36,20.28
25,140,2,0.5,1,2.0,1.5,12,13,0,2,1809.69,79.81,20.47
18,150,1,0.5,3,2.0,1.5,10,10,16,16,1297.6,41.83,20.2
22,140,2,0.5,2,2.0,1.5,10,10,16,16,1742.57,56.74,20.25
19,150,1,0.5,3,2.0,1.5,15,18,14,8,1529.14,28.74,17.0
19,150,1,0.5,2,2.0,1.5,10,10,16,16,1535.65,60.29,20.3
17,150,1,0.5,3,2.0,1.5,14,18,14,16,1485.04,41.07,18.62
25,150,2,0.5,1,2.0,1.5,10,10,0,0,1868.56,77.32,20.05
19,150,1,0.5,3,2.5,1.5,10,10,16,16,1279.84,48.99,20.03
22,150,1,0.5,2,2.0,1.5,15,18,6,0,1714.2,34.01,16.92
16,150,2,0.5,1,2.0,1.5,15,18,16,16,1702.63,55.07,13.62
25,140,2,0.5,1,2.0,1.5,11,14,4,8,1934.84,76.89,20.05
19,150,1,0.5,3,2.0,1.5,10,10,16,16,1338.71,28.17,20.03
16,140,2,0.5,2,2.0,1.5,15,17,16,16,1522.62,50.59,15.77
17,140,1,0.5,2,2.0,1.5,14,14,16,16,1574.76,75.11,20.09
22,150,1,0.5,2,2.0,1.5,11,11,14,14,1732.09,47.99,20.38
