X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,AVG,RIP,COG
21,140,2,0.5,2,2.0,1.5,10,10,8,12,1593.7,72.98,20.42
16,150,3,0.5,2,2.0,1.5,13,17,16,16,1563.07,57.48,19.28
20,150,1,0.5,1,2.0,1.5,13,13,0,0,1300.01,55.21,19.87
21,150,1,0.5,2,2.0,1.5,10,10,16,16,1650.49,46.74,20.32
25,150,2,0.5,1,2.5,1.5,10,17,14,0,1452.16,67.99,19.45
25,140,1,0.5,2,2.0,1.5,10,10,16,16,1965.41,37.97,20.13
23,150,1,0.5,2,2.0,1.5,12,12,4,4,1712.43,46.73,20.21
22,140,1,0.5,2,2.0,1.5,11,11,16,16,1787.01,44.83,20.03
20,150,1,0.5,3,2.0,1.5,15,17,12,8,1572.61,35.69,17.53
21,150,1,0.5,2,2.0,1.5,15,15,10,10,1743.8,51.82,20.24
20,140,1,0.5,2,2.0,1.5,10,10,16,16,1576.32,54.33,20.23
17,150,1,0.5,2,2.5,1.5,10,17,16,16,1488.42,92.54,20.89
17,150,1,0.5,1,2.5,1.5,10,10,16,16,1288.07,113.77,20.04
16,140,2,0.5,2,2.0,1.5,15,18,16,16,1570.39,40.66,13.6
21,150,3,0.5,1,2.0,1.5,10,14,16,16,1957.81,66.65,21.1
19,100,1,0.5,3,2.5,1.5,11,12,16,16,1217.43,63.37,21.11
21,150,1,0.5,1,2.0,1.5,10,10,8,16,1651.67,76.19,19.93
25,150,1,0.5,2,2.0,1.5,13,14,6,4,1827.2,50.14,20.34
20,150,2,0.5,2,2.0,1.5,10,10,16,16,1573.09,60.82,20.24
21,150,1,0.5,2,2.0,1.5,11,12,16,16,1781.86,55.5,21.07
20,130,1,0.5,2,2.0,1.5,15,18,6,0,1562.68,23.6,16.96
20,140,1,0.5,3,2.0,1.5,10,10,16,16,1390.95,24.6,20.11
16,140,1,0.5,2,2.0,1.5,14,17,16,16,1507.36,64.49,18.53
21,150,1,0.5,2,2.0,1.5,14,17,0,8,1653.77,65.54,19.81
16,140,1,0.5,2,2.0,1.5,15,17,16,16,1557.65,58.75,15.66
17,140,1,0.5,1,2.0,1.5,15,17,16,16,1776.91,64.5,15.58
25,150,1,0.5,1,2.5,1.5,10,10,0,4,1707.25,89.16,20.27
17,100,1,0.5,1,2.0,1.5,10,17,16,16,1393.52,96.19,20.75
24,140,2,0.5,1,2.0,1.5,10,10,8,8,1817.76,71.39,20.02
17,150,2,0.5,3,2.0,1.5,11,12,16,16,1329.32,58.12,21.04
20,150,3,0.5,1,2.0,1.5,14,15,16,16,2063.85,49.65,18.83
16,150,1,0.5,2,2.0,1.5,15,17,16,16,1590.39,58.97,15.87
15,140,1,0.5,3,2.0,1.5,15,18,16,16,1262.91,30.97,13.78
19,150,1,0.5,2,2.0,1.5,12,12,16,16,1622.11,63.06,20.62
19,150,2,0.5,2,2.0,1.5,15,15,16,16,1898.02,63.88,19.22
22,140,1,0.5,2,2.0,1.5,14,17,14,8,1812.7,33.38,18.93
24,140,1,0.5,1,2.5,1.5,11,11,16,16,2071.63,42.47,19.97
22,140,1,0.5,2,2.0,1.5,10,10,16,16,1728.88,43.36,20.31
21,150,2,0.5,2,2.0,1.5,13,13,16,16,1981.19,60.53,20.15
23,140,1,0.5,2,2.0,1.5,10,10,16,16,1820.3,43.9,20.18
25,140,2,0.5,1,2.0,1.5,11,15,14,6,1920.3,37.13,20.63
15,140,2,0.5,2,2.0,1.5,14,18,16,16,1363.69,48.22,17.81
23,150,1,0.5,1,2.0,1.5,10,10,16,16,1924.89,51.85,20.18
16,140,1,0.5,2,2.0,1.5,15,18,16,16,1543.47,45.54,13.81
16,150,2,0.5,2,2.0,1.5,14,14,12,12,1309.95,52.98,20.36
16,150,1,0.5,3,2.0,1.5,15,18,16,16,1430.85,32.3,13.94
16,150,1,0.5,1,2.0,1.5,14,18,16,16,1718.17,70.43,17.68
23,150,2,0.5,1,2.0,1.5,10,10,16,16,1923.68,54.34,20.24
25,150,1,0.5,1,2.0,1.5,10,10,16,16,2145.46,36.42,20.25
16,140,1,0.5,3,2.0,1.5,14,17,16,16,1312.46,41.96,18.55
22,140,2,0.5,1,2.0,1.5,13,13,16,16,2041.08,53.33,19.98
25,150,2,0.5,1,2.0,1.5,10,10,8,8,1930.15,70.29,20.19
25,150,1,0.5,1,2.5,1.5,10,10,0,16,1879.3,58.0,17.88
22,140,2,0.5,2,2.0,1.5,10,10,16,16,1742.57,56.74,20.25
24,150,2,0.5,1,2.0,1.5,11,11,8,8,1854.65,71.65,19.96
21,130,1,0.5,3,2.0,1.5,10,14,16,16,1581.16,52.5,21.23
24,150,1,0.5,1,2.0,1.5,11,11,16,16,2137.82,38.59,19.96
21,150,1,0.5,2,2.0,1.5,11,11,8,8,1504.97,48.4,20.08
21,150,2,0.5,1,2.0,1.5,10,10,16,16,1740.4,66.72,20.15
25,140,1,0.5,1,2.5,1.5,10,10,16,16,2077.02,38.52,20.18
23,150,1,0.5,1,2.0,1.5,14,16,6,2,1704.36,44.56,19.19
21,100,1,0.5,3,2.0,1.5,10,10,16,16,1348.8,24.83,20.23
16,140,2,0.5,2,2.0,1.5,10,10,8,12,1208.2,55.8,20.35
21,150,3,0.5,1,2.0,1.5,11,14,16,16,2010.48,63.27,19.89
21,140,3,0.5,1,2.0,1.5,10,10,16,16,1686.47,68.2,20.17
22,140,2,0.5,2,2.0,1.5,10,13,16,16,1915.87,61.99,21.23
24,140,2,0.5,1,2.0,1.5,11,11,8,8,1824.05,71.42,19.92
16,140,1,0.5,3,2.0,1.5,15,17,12,16,1316.29,43.63,17.53
22,100,1,0.5,3,2.0,1.5,10,10,16,16,1407.02,23.72,20.23
22,140,1,0.5,2,2.5,1.5,10,10,16,16,1726.8,58.8,20.32
23,140,1,0.5,2,2.0,1.5,14,14,8,8,1776.59,49.84,20.29
23,150,2,0.5,1,2.0,1.5,11,11,14,14,1945.24,64.5,20.43
22,150,1,0.5,1,2.0,1.5,10,10,16,16,1846.95,53.83,20.17
19,100,1,0.5,3,2.0,1.5,12,12,16,16,1290.7,34.76,20.53
16,150,1,0.5,2,2.0,1.5,12,12,16,16,1431.33,67.23,20.43
22,140,2,0.5,2,2.0,1.5,13,13,16,16,2033.08,53.37,19.91
23,150,1,0.5,2,2.0,1.5,14,14,8,8,1810.36,49.57,20.28
17,140,1,0.5,2,2.0,1.5,15,18,16,16,1634.06,40.44,13.91
16,150,1,0.5,2,2.0,1.5,15,17,0,8,1073.87,61.92,18.69
24,150,2,0.5,1,2.0,1.5,10,10,16,16,2043.87,46.24,20.15
22,150,1,0.5,2,2.0,1.5,15,16,2,0,1726.41,35.41,17.79
22,150,1,0.5,1,2.5,1.5,10,10,16,16,1789.21,61.64,20.14
19,100,1,0.5,3,2.0,1.5,10,13,16,16,1236.76,45.89,21.32
22,150,1,0.5,1,2.0,1.5,13,13,16,16,2106.16,47.17,19.96
16,150,2,0.5,2,2.0,1.5,14,18,16,16,1581.91,44.17,17.64
21,140,2,0.5,2,2.0,1.5,11,12,16,16,1802.92,67.67,21.16
25,150,2,0.5,1,2.0,1.5,10,13,6,0,1725.57,65.02,19.5
21,140,1,0.5,3,2.0,1.5,12,12,16,16,1595.18,37.27,20.21
16,140,2,0.5,1,2.0,1.5,15,17,16,16,1620.2,65.64,15.49
21,150,3,0.5,1,2.0,1.5,14,14,14,16,2114.57,56.96,20.27
23,150,1,0.5,2,2.0,1.5,15,18,0,0,1757.41,43.34,13.82
16,140,2,0.5,2,2.0,1.5,14,17,14,8,1348.33,37.64,18.83
22,140,1,0.5,2,2.0,1.5,10,10,16,16,1728.88,43.36,20.31
24,150,1,0.5,1,2.0,1.5,10,10,16,16,2039.19,45.05,20.14
16,150,1,0.5,1,2.0,1.5,11,17,16,16,1525.56,94.64,19.29
22,150,1,0.5,2,2.0,1.5,10,10,16,16,1753.83,42.91,20.27
23,150,2,0.5,1,2.0,1.5,10,10,16,16,1923.68,54.34,20.24
24,150,2,0.5,1,2.0,1.5,10,10,16,16,2043.87,46.24,20.15
16,150,2,0.5,2,2.0,1.5,14,18,16,16,1581.91,44.17,17.64
21,140,1,0.5,3,2.0,1.5,10,10,16,16,1442.74,19.19,20.16
22,140,2,0.5,2,2.0,1.5,13,13,4,16,1851.03,77.39,19.54
23,150,1,0.5,2,2.0,1.5,10,10,0,0,1680.06,49.7,19.94
24,100,1,0.5,1,2.0,1.5,10,10,16,16,1780.28,48.41,20.25
24,150,1,0.5,1,2.5,1.5,10,10,16,16,2034.61,45.4,20.14
25,150,2,0.5,1,2.0,1.5,10,10,0,0,1868.56,77.32,20.05
23,150,1,0.5,1,2.0,1.5,12,12,16,16,2111.76,37.46,20.42
22,150,1,0.5,3,2.0,1.5,11,11,8,8,1457.66,24.9,20.01
16,140,1,0.5,2,2.0,1.5,15,17,16,16,1557.65,58.75,15.66
16,140,1,0.5,1,2.0,1.5,10,10,16,16,1242.26,107.21,20.27
16,140,1,0.5,3,2.0,1.5,11,11,16,16,1242.36,69.83,20.02
16,150,2,0.5,1,2.0,1.5,15,18,8,8,1292.45,35.7,13.78
22,150,2,0.5,1,2.0,1.5,11,11,16,16,1929.77,57.98,19.87
16,140,2,0.5,1,2.0,1.5,14,17,16,16,1582.57,72.7,18.49
25,150,1,0.5,1,2.0,1.5,10,10,16,16,2145.46,36.42,20.25
20,150,2,0.5,2,2.0,1.5,10,10,16,16,1573.09,60.82,20.24
20,150,2,0.5,1,2.0,1.5,15,17,0,2,1600.67,58.77,15.72
25,100,2,0.5,1,2.0,1.5,10,10,16,16,1843.5,48.77,20.17
17,150,1,0.5,3,2.0,1.5,14,17,16,16,1477.67,44.08,18.76
25,150,1,0.5,2,2.0,1.5,10,10,16,16,1993.44,32.65,20.11
24,140,2,0.5,1,2.0,1.5,10,10,16,16,1997.99,49.63,20.17
20,140,1,0.5,3,2.0,1.5,10,10,16,16,1390.95,24.6,20.11
21,140,2,0.5,2,2.0,1.5,11,11,16,16,1727.48,61.32,20.05
25,140,2,0.5,1,2.0,1.5,10,10,16,16,2095.23,37.9,20.2
23,150,1,0.5,2,2.0,1.5,15,17,8,4,1893.0,36.4,17.37
20,150,1,0.5,2,2.0,1.5,11,11,16,16,1654.3,55.21,19.95
16,140,2,0.5,3,2.0,1.5,14,18,16,16,1487.89,51.35,17.85
20,150,1,0.5,1,2.0,1.5,15,17,2,0,1500.3,36.5,15.31
20,150,1,0.5,3,2.0,1.5,12,12,16,16,1520.73,35.88,20.28
22,140,2,0.5,2,2.0,1.5,10,10,4,4,1695.53,65.77,19.88
22,150,2,0.5,2,2.0,1.5,10,10,16,16,1787.61,56.36,20.28
25,150,2,0.5,1,2.0,1.5,10,10,0,16,1924.68,61.11,17.91
19,140,2,0.5,2,2.0,1.5,10,12,16,16,1511.78,73.48,21.11
25,150,1,0.5,1,2.0,1.5,10,11,10,8,1849.31,59.21,20.18
17,150,1,0.5,1,2.0,1.5,11,11,16,16,1451.69,90.71,20.0
20,150,1,0.5,1,2.0,1.5,15,18,12,8,1755.71,39.22,15.05
25,150,1,0.5,2,2.0,1.5,14,14,8,8,2013.11,46.31,20.22
16,150,2,0.5,2,2.0,1.5,12,18,16,16,1481.35,55.9,20.52
25,140,1,0.5,2,2.0,1.5,10,10,16,16,1965.41,37.97,20.13
21,100,1,0.5,3,2.0,1.5,10,10,16,16,1348.8,24.83,20.23
22,140,2,0.5,2,2.0,1.5,10,10,16,16,1742.57,56.74,20.25
21,140,1,0.5,1,2.0,1.5,10,10,16,16,1727.83,62.32,20.12
24,140,2,0.5,1,2.0,1.5,10,10,4,4,1794.64,76.09,20.06
20,140,1,0.5,2,2.0,1.5,10,10,16,16,1576.32,54.33,20.23
16,140,2,0.5,3,2.0,1.5,15,18,16,16,1541.42,46.96,13.87
23,150,2,0.5,1,2.0,1.5,15,17,4,0,1762.76,50.32,17.34
16,140,1,0.5,3,2.0,1.5,14,18,16,16,1351.89,37.8,17.88
19,150,1,0.5,3,2.0,1.5,11,12,16,16,1401.99,31.07,21.22
19,140,1,0.5,3,2.0,1.5,10,10,16,16,1329.65,31.84,20.06
16,140,1,0.5,2,2.0,1.5,14,14,16,16,1503.97,71.09,20.27
24,150,1,0.5,1,2.5,1.5,11,11,16,16,2144.66,38.86,19.97
21,100,1,0.5,3,2.0,1.5,11,12,16,16,1407.75,30.12,21.08
21,140,1,0.5,3,2.0,1.5,12,12,16,16,1595.18,37.27,20.21
25,150,1,0.5,2,2.0,1.5,10,10,8,8,1802.57,51.61,19.92
16,150,3,0.5,2,2.0,1.5,13,17,16,16,1563.07,57.48,19.28
25,150,2,0.5,1,2.0,1.5,10,16,16,4,1806.04,29.31,20.59
16,140,3,0.5,1,2.0,1.5,15,15,16,16,1561.8,76.32,18.78
21,140,1,0.5,3,2.0,1.5,11,12,16,16,1559.8,34.03,21.23
21,150,2,0.5,2,2.0,1.5,11,11,16,16,1794.83,60.03,20.05
16,140,1,0.5,1,2.0,1.5,15,17,16,16,1674.02,68.51,15.46
17,150,1,0.5,2,2.0,1.5,11,18,0,0,1202.54,65.08,19.13
22,140,2,0.5,1,2.0,1.5,13,13,16,16,2041.08,53.33,19.98
23,150,1,0.5,2,2.0,1.5,14,14,8,8,1810.36,49.57,20.28
17,150,1,0.5,2,2.0,1.5,14,17,16,16,1632.45,55.39,18.46
16,140,1,0.5,3,2.0,1.5,10,18,16,16,1152.82,68.09,21.05
19,130,1,0.5,3,2.0,1.5,10,10,16,16,1312.1,35.42,20.07
23,140,1,0.5,2,2.0,1.5,10,10,16,16,1820.3,43.9,20.18
22,150,1,0.5,2,2.0,1.5,15,17,0,0,1710.25,37.72,15.6
20,150,2,0.5,1,2.0,1.5,10,10,16,16,1625.34,67.47,20.18
20,100,1,0.5,2,2.0,1.5,10,12,4,0,1188.39,36.23,20.71
17,150,1,0.5,2,2.0,1.5,15,17,16,16,1673.74,49.21,15.51
23,150,1,0.5,2,2.0,1.5,10,10,16,16,1845.51,43.23,20.29
21,150,1,0.5,3,2.0,1.5,10,10,14,16,1413.25,18.99,20.36
16,150,1,0.5,3,2.0,1.5,14,18,16,16,1392.69,39.89,17.9
24,140,2,0.5,1,2.0,1.5,11,11,16,16,2084.78,45.43,19.99
15,140,1,0.5,1,2.0,1.5,15,18,16,16,1585.11,70.87,13.58
20,150,1,0.5,3,2.0,1.5,10,10,16,16,1377.4,23.42,20.26
22,150,1,0.5,2,2.0,1.5,10,13,6,0,1566.05,40.49,19.64
19,150,2,0.5,2,2.0,1.5,11,12,16,16,1609.41,69.86,21.04
20,140,1,0.5,1,2.0,1.5,10,10,16,16,1633.09,69.13,20.16
22,150,2,0.5,2,2.0,1.5,13,13,16,16,2092.29,51.05,19.9
15,140,2,0.5,3,2.0,1.5,15,17,4,16,1281.68,100.46,19.33
23,150,1,0.5,1,2.0,1.5,10,11,6,4,1619.47,65.37,20.14
20,150,2,0.5,2,2.0,1.5,15,18,6,0,1680.53,41.74,16.9
25,100,1,0.5,1,2.0,1.5,10,10,8,8,1594.88,63.94,20.0
17,150,1,0.5,2,2.0,1.5,15,18,14,8,1310.3,20.34,17.05
23,150,1,0.5,1,2.0,1.5,15,18,6,0,1701.85,52.78,16.95
24,150,1,0.5,2,2.5,1.5,10,10,16,16,1892.15,37.14,20.2
21,150,1,0.5,3,2.0,1.5,10,14,16,16,1650.09,62.13,21.21
20,150,3,0.5,1,2.0,1.5,15,15,0,16,1880.47,79.79,19.42
20,150,1,0.5,2,2.0,1.5,15,17,4,0,1594.3,24.64,17.47
23,150,1,0.5,2,2.0,1.5,14,18,8,0,1709.93,46.03,19.99
25,150,2,0.5,1,2.0,1.5,10,14,14,8,2008.64,43.04,20.07
25,150,2,0.5,1,2.0,1.5,10,10,8,8,1930.15,70.29,20.19
25,140,2,0.5,1,2.0,1.5,10,10,16,16,2095.23,37.9,20.2
16,140,1,0.5,2,2.0,1.5,15,17,16,16,1557.65,58.75,15.66
25,150,1,0.5,2,2.0,1.5,10,10,16,16,1993.44,32.65,20.11
20,150,3,0.5,1,2.0,1.5,12,17,8,0,1418.28,52.61,19.92
22,140,1,0.5,2,2.0,1.5,10,10,16,16,1728.88,43.36,20.31
25,140,1,0.5,2,2.0,1.5,14,14,0,2,1820.46,54.28,19.7
20,140,1,0.5,2,2.0,1.5,10,10,16,16,1576.32,54.33,20.23
16,150,3,0.5,2,2.0,1.5,15,17,16,16,1655.62,46.83,15.73
23,150,1,0.5,1,2.0,1.5,11,14,8,8,1756.43,67.7,19.8
22,150,2,0.5,1,2.0,1.5,10,10,16,16,1851.29,60.52,20.1
19,150,1,0.5,3,2.0,1.5,10,12,16,16,1378.78,34.67,21.27
21,150,1,0.5,1,2.0,1.5,15,17,4,0,1589.73,36.87,17.35
20,150,1,0.5,1,2.0,1.5,10,10,16,16,1663.67,69.3,20.16
20,150,1,0.5,2,2.0,1.5,13,18,10,0,1516.44,25.24,20.4
21,150,2,0.5,2,2.0,1.5,10,10,16,16,1685.25,58.86,20.38
16,130,2,0.5,1,2.0,1.5,15,18,16,16,1598.74,55.48,13.58
16,150,2,0.5,2,2.0,1.5,14,18,16,16,1581.91,44.17,17.64
16,140,2,0.5,2,2.0,1.5,15,15,16,16,1436.9,62.14,19.03
25,150,1,0.5,2,2.0,1.5,14,14,8,8,2013.11,46.31,20.22
25,140,1,0.5,2,2.0,1.5,10,10,16,16,1965.41,37.97,20.13
21,150,1,0.5,2,2.0,1.5,10,10,16,16,1650.49,46.74,20.32
25,150,1,0.5,1,2.0,1.5,10,10,16,16,2145.46,36.42,20.25
20,150,1,0.5,1,2.0,1.5,15,17,4,0,1497.0,33.84,17.29
23,140,1,0.5,1,2.0,1.5,11,11,16,16,1963.65,47.72,19.87
24,140,2,0.5,1,2.0,1.5,10,10,16,16,1997.99,49.63,20.17
20,150,2,0.5,2,2.0,1.5,14,15,16,16,1993.58,58.72,19.01
23,150,1,0.5,1,2.0,1.5,14,14,8,8,1877.63,63.53,20.2
16,140,2,0.5,1,2.0,1.5,14,17,12,6,1185.77,29.53,20.05
17,150,1,0.5,1,2.0,1.5,15,18,16,16,1860.23,57.66,13.72
23,150,1,0.5,1,2.0,1.5,10,10,16,16,1924.89,51.85,20.18
16,140,2,0.5,3,2.0,1.5,14,18,16,16,1487.89,51.35,17.85
17,140,1,0.5,2,2.0,1.5,15,18,0,16,1541.64,80.19,19.63
16,150,1,0.5,2,2.0,1.5,13,18,16,16,1480.94,62.06,19.16
20,150,1,0.5,2,2.0,1.5,11,18,12,0,1424.21,30.69,20.32
22,140,2,0.5,2,2.0,1.5,10,13,16,16,1915.87,61.99,21.23
22,150,1,0.5,2,2.0,1.5,10,10,16,16,1753.83,42.91,20.27
16,140,2,0.5,1,2.0,1.5,14,18,16,16,1598.66,62.54,17.66
23,140,2,0.5,1,2.0,1.5,10,10,16,16,1886.28,58.78,20.24
21,130,1,0.5,3,2.0,1.5,10,12,16,16,1489.19,30.47,21.33
23,150,1,0.5,2,2.0,1.5,11,11,14,14,1847.49,45.92,20.41
20,150,2,0.5,2,2.0,1.5,10,10,16,16,1573.09,60.82,20.24
24,140,2,0.5,1,2.0,1.5,11,11,16,16,2084.78,45.43,19.99
21,100,1,0.5,3,2.0,1.5,10,10,16,16,1348.8,24.83,20.23
24,150,2,0.5,1,2.0,1.5,10,10,16,16,2043.87,46.24,20.15
21,100,1,0.5,3,2.0,1.5,10,13,16,16,1389.67,41.07,21.31
15,150,2,0.5,2,2.0,1.5,14,18,16,12,1315.92,35.25,18.25
16,150,2,0.5,1,2.0,1.5,10,17,16,16,1452.21,97.48,20.83
16,150,2,0.5,1,2.0,1.5,15,18,16,16,1702.63,55.07,13.62
16,140,1,0.5,2,2.0,1.5,14,14,14,16,1499.06,75.04,20.51
24,150,1,0.5,2,2.0,1.5,10,10,16,16,1921.14,39.79,20.18
23,150,2,0.5,1,2.0,1.5,10,10,16,16,1923.68,54.34,20.24
20,150,1,0.5,2,2.0,1.5,10,10,16,16,1588.38,52.98,20.28
16,150,2,0.5,1,2.0,1.5,10,10,16,16,1323.14,80.63,20.22
24,150,1,0.5,2,2.0,1.5,10,11,16,16,1975.4,33.07,19.94
25,150,2,0.5,1,2.0,1.5,10,10,8,16,2035.56,48.45,19.91
16,140,1,0.5,2,2.0,1.5,15,18,2,4,1259.03,42.76,13.74
23,150,1,0.5,2,2.0,1.5,15,17,4,0,1761.48,33.91,17.4
16,150,3,0.5,1,2.0,1.5,15,17,16,16,1662.59,52.72,15.47
21,140,1,0.5,3,2.0,1.5,12,12,16,16,1595.18,37.27,20.21
16,150,2,0.5,2,2.0,1.5,12,12,12,12,1265.71,50.02,20.32
23,150,1,0.5,2,2.0,1.5,10,10,16,16,1845.51,43.23,20.29
22,150,2,0.5,2,2.0,1.5,10,10,16,16,1787.61,56.36,20.28
23,150,1,0.5,2,2.0,1.5,10,17,16,4,1675.45,23.65,20.42
25,140,1,0.5,2,2.0,1.5,10,12,8,4,1762.42,50.27,20.6
24,140,2,0.5,1,2.0,1.5,11,13,4,0,1690.88,69.36,19.81
20,150,1,0.5,3,2.0,1.5,10,10,16,16,1377.4,23.42,20.26
15,140,1,0.5,1,2.0,1.5,15,18,16,16,1585.11,70.87,13.58
24,140,2,0.5,1,2.0,1.5,10,10,8,16,1864.94,65.58,19.88
17,150,1,0.5,2,2.0,1.5,15,18,16,16,1701.26,40.67,13.95
20,150,1,0.5,2,2.0,1.5,15,16,10,8,1570.82,41.8,18.08
20,150,1,0.5,1,2.0,1.5,14,14,16,16,1951.96,62.6,20.2
21,140,1,0.5,3,2.0,1.5,11,12,16,16,1559.8,34.03,21.23
16,140,2,0.5,2,2.0,1.5,14,17,16,16,1468.55,57.09,18.55
20,140,1,0.5,2,2.0,1.5,15,17,4,0,1582.46,27.68,17.53
25,150,2,0.5,1,2.0,1.5,11,11,8,8,1938.53,68.01,19.9
16,150,2,0.5,1,2.0,1.5,10,16,16,8,1021.83,43.19,21.05
17,150,1,0.5,2,2.0,1.5,15,17,0,8,1173.26,57.82,18.8
25,150,1,0.5,1,2.0,1.5,10,10,6,6,1793.97,70.36,20.04
16,150,3,0.5,2,2.0,1.5,13,17,16,16,1563.07,57.48,19.28
24,140,1,0.5,1,2.0,1.5,10,10,8,8,1714.8,67.0,20.01
20,150,1,0.5,1,2.0,1.5,15,18,6,0,1512.55,35.34,16.95
22,140,2,0.5,2,2.0,1.5,10,10,16,16,1742.57,56.74,20.25
22,140,1,0.5,2,2.0,1.5,15,17,4,0,1696.47,30.86,17.47
24,150,1,0.5,2,2.5,1.5,10,11,12,16,1920.93,45.86,20.61
21,150,1,0.5,2,2.0,1.5,12,12,16,16,1787.5,54.28,20.62
16,150,2,0.5,1,2.0,1.5,14,17,16,16,1630.01,71.07,18.49
20,150,1,0.5,3,2.0,1.5,15,17,12,8,1572.61,35.69,17.53
16,150,1,0.5,3,2.0,1.5,10,18,16,16,1184.42,66.92,21.05
20,150,1,0.5,1,2.0,1.5,15,15,16,16,2063.17,49.9,18.63
16,150,2,0.5,2,2.0,1.5,11,11,12,12,1253.84,48.17,20.13
16,140,1,0.5,1,2.0,1.5,15,17,16,16,1674.02,68.51,15.46
21,150,2,0.5,2,2.0,1.5,15,17,4,0,1754.97,46.84,17.39
24,150,1,0.5,1,2.0,1.5,10,10,16,16,2039.19,45.05,20.14
17,150,2,0.5,2,2.0,1.5,15,18,16,16,1767.99,34.26,13.89
16,150,1,0.5,1,2.5,1.5,15,18,16,16,1722.45,72.43,13.6
16,150,1,0.5,2,2.0,1.5,14,18,16,16,1537.98,53.98,17.74
21,140,1,0.5,1,2.0,1.5,10,10,16,16,1727.83,62.32,20.12
16,150,2,0.5,3,2.0,1.5,15,18,16,16,1571.16,44.58,13.88
15,140,1,0.5,3,2.0,1.5,10,18,16,16,1025.56,71.2,20.97
21,150,2,0.5,1,2.0,1.5,10,10,8,8,1548.51,76.79,19.95
25,150,1,0.5,1,2.0,1.5,10,10,0,16,1893.48,60.73,17.96
16,150,1,0.5,1,2.0,1.5,14,17,16,16,1670.39,75.29,18.49
23,150,2,0.5,1,2.0,1.5,10,16,12,0,1502.79,45.06,20.44
22,140,1,0.5,2,2.0,1.5,10,10,16,16,1728.88,43.36,20.31
16,150,1,0.5,3,2.0,1.5,13,14,16,16,1253.42,50.46,20.91
20,150,1,0.5,2,2.0,1.5,10,10,16,16,1588.38,52.98,20.28
16,140,2,0.5,2,2.0,1.5,11,17,8,16,1285.93,95.61,19.88
17,140,1,0.5,2,2.0,1.5,15,17,16,16,1657.97,51.37,15.68
25,150,1,0.5,1,2.0,1.5,10,10,16,16,2145.46,36.42,20.25
17,150,2,0.5,1,2.0,1.5,15,18,16,16,1821.25,46.82,13.64
25,140,1,0.5,2,2.0,1.5,10,10,16,16,1965.41,37.97,20.13
20,150,2,0.5,2,2.0,1.5,10,10,16,16,1573.09,60.82,20.24
16,140,2,0.5,1,2.0,1.5,10,18,16,16,1415.43,90.36,20.74
16,140,1,0.5,3,2.0,1.5,11,18,16,16,1212.14,60.89,19.32
22,150,2,0.5,2,2.0,1.5,10,10,16,16,1787.61,56.36,20.28
21,150,1,0.5,2,2.0,1.5,11,12,16,16,1781.86,55.5,21.07
16,150,1,0.5,2,2.0,1.5,15,18,4,8,1176.22,35.36,15.07
21,140,1,0.5,3,2.0,1.5,12,12,16,16,1595.18,37.27,20.21
17,140,2,0.5,3,2.0,1.5,15,17,16,16,1620.67,59.93,15.93
16,140,1,0.5,2,2.0,1.5,15,18,4,8,1150.36,36.02,14.87
22,150,2,0.5,1,2.0,1.5,10,11,0,16,1656.49,88.98,18.96
23,140,1,0.5,2,2.0,1.5,10,10,16,16,1820.3,43.9,20.18
17,150,1,0.5,2,2.0,1.5,14,18,16,16,1659.09,48.24,17.88
21,140,2,0.5,2,2.0,1.5,10,10,16,16,1644.09,58.16,20.26
19,100,1,0.5,3,2.0,1.5,11,12,16,16,1280.81,37.47,21.11
24,150,1,0.5,1,2.0,1.5,11,11,16,16,2137.82,38.59,19.96
25,150,1,0.5,1,2.0,1.5,13,13,0,0,1783.42,63.15,19.95
16,150,1,0.5,3,2.0,1.5,15,17,16,16,1393.98,38.47,15.65
23,150,2,0.5,1,2.0,1.5,10,10,16,16,1923.68,54.34,20.24
21,140,2,0.5,2,2.0,1.5,14,14,16,16,2008.45,59.74,20.24
25,150,2,0.5,1,2.0,1.5,14,14,8,8,2159.67,53.35,20.25
24,140,1,0.5,1,2.5,1.5,10,11,2,16,1799.87,62.07,18.22
17,150,1,0.5,3,2.0,1.5,15,17,16,16,1508.57,37.07,15.87
25,150,1,0.5,2,2.0,1.5,10,10,16,16,1993.44,32.65,20.11
22,140,2,0.5,1,2.0,1.5,12,12,16,16,1944.27,58.36,20.41
16,150,1,0.5,1,2.0,1.5,13,18,16,16,1674.3,77.41,19.13
25,130,1,0.5,2,2.0,1.5,10,10,16,16,1920.7,39.86,20.15
21,150,2,0.5,2,2.0,1.5,10,10,16,16,1685.25,58.86,20.38
24,140,2,0.5,1,2.5,1.5,10,11,16,16,2042.72,47.85,19.87
23,140,2,0.5,1,2.0,1.5,10,10,16,16,1886.28,58.78,20.24
25,140,2,0.5,1,2.0,1.5,10,10,16,16,2095.23,37.9,20.2
17,150,2,0.5,2,2.0,1.5,11,11,16,16,1390.23,56.17,20.05
22,140,1,0.5,3,2.0,1.5,14,17,14,8,1704.2,35.43,18.81
21,140,2,0.5,2,2.0,1.5,10,10,12,12,1618.61,64.44,20.0
25,150,1,0.5,2,2.0,1.5,10,12,8,4,1793.81,50.31,20.6
16,150,1,0.5,2,2.5,1.5,13,18,16,16,1533.75,77.76,19.11
20,150,1,0.5,3,2.0,1.5,10,10,16,16,1377.4,23.42,20.26
