X1,X2,X3,AVG,RIP
0.5000397201671126,5.9587782561703975,1.0236420122324144,-1377.0769567823445,0.26803693717050675
0.5012707457133613,14.839100980675969,1.0004417590425079,-1537.3769281894697,0.29447714204348213
0.5067728173515013,14.998539053567896,1.0422357394365847,-1535.1801022833138,0.2917559542487861
0.5000112696272353,5.3915270324569695,1.013632691784568,-1372.6813292723052,0.2321187351368124
0.5001787317156507,5.04379621956447,1.0010721484865213,-1357.6625819850422,0.19762556546139765
0.5082450510020555,5.967477683025721,1.0016643548897664,-1376.9611365190963,0.2658591094404552
0.5013086405142235,14.989170657216915,1.0238143482812798,-1534.9467786802793,0.29151602586751135
0.5013285472663231,14.989170657216915,1.000920867471642,-1527.8630124061879,0.2881970833952607
0.5052441925720301,5.022326608617575,1.0006309733801195,-1358.5619648983534,0.19851608878129431
0.5011160773716616,14.99675215410661,1.0009271470246581,-1527.1528652149423,0.28529904698110004
0.5069138095508389,5.001354592230159,1.0008354034802178,-1371.277103087429,0.20558977483344998
0.5007049419060605,5.039083215136149,1.0009271470246581,-1357.7883951095014,0.19796635799310855
0.5009872739515966,6.220245596384756,1.0007006979549207,-1384.4273821727536,0.27548184307607865
0.500475266460529,5.081327183098416,1.001575640986762,-1363.933431715974,0.20514148562749498
0.5007477195763796,6.018602654934592,1.0190274423767536,-1377.6616380508449,0.2722932187582437
0.5000397201671126,5.008697543987651,1.0236420122324144,-1372.297697084106,0.210936780893044
0.5009872739515966,6.073595452140705,1.0012141898301385,-1379.974810612783,0.2732398673689819
0.5013129072160358,5.358935077168616,1.0000938912815627,-1372.4743254284708,0.22837110096111282
0.500451265379917,5.04379621956447,1.003430009674415,-1363.002580268917,0.20123191295310736
0.5010543256508754,5.812951602774061,1.000699052661158,-1376.3296911600903,0.25438630126815
0.5001332503104033,14.839100980675969,1.0004417590425079,-1537.4474465984035,0.29499367560199363
0.5004275273192893,6.232815225849553,1.0013492560160855,-1385.0061822192083,0.28430213049598474
0.5052441925720301,5.022326608617575,1.0006249818232806,-1363.5064080607524,0.20510717724180028
0.5009963841616762,5.04379621956447,1.003430009674415,-1357.9304272337652,0.198114841193663
0.5013285472663231,14.989259814923964,1.0195557542198088,-1534.8839667745583,0.28953669499663404
