X1,X2,X3,X4,X5
6.437126845824037,6.041731032062844,4.4717984113082645,5.023329839832452,4.868070363056263
6.320062890479206,5.321189629592788,5.113726628111438,4.776126631221973,4.937945230929047
3.2079874391046235,4.335511377726763,5.22335105192249,4.722587260819683,4.675363278969253
3.8789364671186,4.132847255014847,3.7049315265166527,4.432696240978831,7.048183887982953
3.65224418625005,3.558149568009611,5.954987537522972,,3.9638086401011297
3.2291394067194132,2.483581464053233,2.2500560110063192,0.5906335988536213,3.084375247881823
