index, torque
671,-0.0020064717893911468
672,-0.0014712904566887676
673,-0.0007938716736533083
674,-0.0002097153971540801
675,0.0003746784160573494
676,0.0011614348093467507
677,0.0012350538261968276
678,0.0008079105102067974
679,0.0008221299050919907
680,0.00091321205468344
681,0.0002462820029274541
682,-0.00034216020611477563
683,-0.0007371145282676103
684,-0.0014662059192413657
685,-0.00164218433463273
686,-0.0016936747299251946
687,-0.002363427060489454
688,-0.002639441281583841
689,-0.0028249673483547464
690,-0.0028347552158370275
691,-0.0023718048389544536
692,-0.0025113661725201094
693,-0.002354189171236833
694,-0.002042398789697639
695,-0.0018924949823861457
696,-0.0014129777036770035
697,-0.000874096907836325
698,-0.0011842275490221144
699,-0.0012412445812847012
700,-0.000766147958567172
701,-0.00041181263470579867
702,-0.00024636356343048574
703,-9.675698365194888e-06
704,-0.0004267489930283798
705,-0.00023920840083343988
706,0.0005206961249108646
707,0.00044883963099995013
708,0.0005948471643329835
709,0.00022584377191244118
710,0.00014195450084365227
711,0.0005783043983343744
712,0.0009347685116943361
713,0.00086847188833479
714,0.0008555395757680819
715,0.0010738466216071816
716,0.0011995180735652562
717,0.0015185539794552046
718,0.0016678293871892158
719,0.0018684693447783146
720,0.002179723900331911
721,0.0018465931020573477
722,0.002478451998259444
723,0.002584300637340042
724,0.0018001390677975545
725,0.002309342338226501
726,0.0018911604973170573
727,0.0012037185938545915
728,0.0013248916767192136
729,0.0010376797948852988
730,4.3957997421048816e-05
731,-0.0001308986665119929
732,0.00021560985234061157
733,-0.00046689139667427013
734,-0.00023715236411781903
735,0.00047682699954029045
736,-0.00011920325607859129
737,0.0010256319187374437
738,0.002047832573790409
739,0.002299773758971931
740,0.0031960805242628033
741,0.0039152529197324995
742,0.0041490409955387015
743,0.004805194801926844
744,0.005341339389229624
745,0.005277224807866533
746,0.005467351108343384
747,0.005375968341251835
748,0.00539245155726891
749,0.005605050807156528
750,0.004931016141761014
751,0.004309847612012636
752,0.0042316702689251156
753,0.003221359163595141
754,0.002985414347201906
755,0.0030074608710066067
756,0.0025367487863519706
757,0.002510528144661778
758,0.0034135489974403592
759,0.0035698113962721323
760,0.0035040653928211023
761,0.004526311038830373
762,0.0043777983861216785
763,0.00442802748659487
764,0.004955998392227448
765,0.0039757111550740645
766,0.003611415827266025
767,0.0033053624610108177
768,0.0025910511085916023
769,0.001956731822366728
770,0.0013049046547692375
771,0.000550319658306375
772,-0.0003355231144409089
773,-0.00012837361081845353
774,-0.000516231778099382
775,-0.0010150975634845997
776,-0.0005519709141032841
777,-0.0008673517770133982
778,-0.0009019900992021717
779,-0.0005738858275866102
780,-0.0005680389090139942
781,-0.0007866992902623698
782,-0.0009578669180410702
783,-0.0005632917389911932
784,-0.0010024736996861196
785,-0.0009156627466320177
786,-0.0007176088262683283
787,-0.0009575618849682957
788,-0.0008652718690394469
789,-0.0007719887247241131
790,-0.0007182123981999381
791,-0.000831942835580366
792,-0.0005996799829151691
793,-0.0008064237861909456
794,-0.0006696741913316288
795,-0.0002801811441990041
796,-0.0006631945905932015
797,-0.0005357144762532236
798,-0.00021549074685744875
799,-0.00027677334802414305
800,1.943777468803331e-05
801,0.000652142675779498
802,0.00041609140980924985
803,0.0005752840313943467
804,0.0010228455952093923
805,0.001215776155986028
806,0.0013325757685124008
807,0.00140174448763267
808,0.0013396573682464747
809,0.0010691894653084158
810,0.0012353408338275577
811,0.0008707365288668819
812,0.0005042516055427976
813,-0.00022961388097539727
814,-0.000595109875466034
815,-0.0008896113226555776
816,-0.0016997431672191648
817,-0.001806005353781115
818,-0.002247147826915454
819,-0.002333045531146444
820,-0.0017404484109490841
821,-0.0012058564107496578
822,-0.0007665194749262416
823,-0.000291312547809235
824,0.0010000144263181247
825,0.0013917115032192212
826,0.0023097787387035503
827,0.0030533411886261874
828,0.002766023908887259
829,0.003048076955431429
830,0.0029095003842473507
831,0.0027261692513671568
832,0.0017029586128659343
833,0.0008306185248611749
834,0.0001286490435122756
835,-0.0008526997749800185
836,-0.0016388028743741171
837,-0.0020254101983881324
838,-0.0026172716907004088
839,-0.0031383872949500356
840,-0.0025942569547373973
841,-0.0019468806136246947
842,-0.0021008832151364776
843,-0.0013745147027601828
844,-0.0004445250199466516
845,-1.2914110110677133e-05
846,0.0007688180833684701
847,0.0011750466171465063
848,0.00142914654791361
849,0.0011452429323938692
850,0.0016235858273447674
851,0.0015301752895566386
852,0.00046438637585213317
853,0.0003514691430856914
854,-0.00018795135185700838
855,-0.001113500052059571
856,-0.0012269269005754186
857,-0.0016369818404283463
858,-0.0024746648146130312
859,-0.0024833507660955954
860,-0.00241866463781412
861,-0.002802731372679199
862,-0.002904675913574474
863,-0.0020452482033571596
864,-0.002628948184858598
865,-0.0020989008008847855
866,-0.001470480994216916
867,-0.001774813707611925
868,-0.001216648883803012
869,-0.001121736465500197
870,-0.0007252013953908507
871,-0.000777293616140239
872,-0.0004508880703920521
873,-0.00027098470076896395
874,-0.00047758344987315355
875,-0.00035643426028685423
876,7.49629254271052e-05
877,-1.0766835275231304e-05
878,-5.824848491950516e-05
879,0.0004640180339864308
880,0.00011315777895197206
881,-7.282919249679742e-05
882,0.0008285571771823799
883,0.000450316945547367
884,0.00029657517017110815
885,0.0010918319086410863
886,0.0009130872185587643
887,0.0010499661575390665
888,0.001679843783209817
889,0.001840220153211206
890,0.0014598453251952472
891,0.0018910943568252268
892,0.0023890923057751767
893,0.0019043392297293156
894,0.0019658351863815135
895,0.0018248302334347452
896,0.0016385744286005572
897,0.0013498178295985048
898,0.0011621854941556275
899,0.001038552480005896
900,0.00019604384488966975
901,1.034646553160854e-06
902,0.00017877494274787356
903,-0.00035311020876992356
904,-0.0003596207502397419
905,-1.8006623897433923e-05
906,0.00015110722802428981
907,0.0006324708632952896
908,0.001432459339687471
909,0.0022024477149742406
910,0.002573436046929944
911,0.003431299393329348
912,0.004106412811947076
913,0.004392651360557073
914,0.00467551509693206
915,0.005241129078842992
916,0.0050192433640585095
917,0.005129858010344399
918,0.0059997230754630475
919,0.005225588617172899
920,0.004996954693227912
