X1,X2,X3,X4,AVG,RIP,P2P,THD
1.0,1.0,1.0,1.1,-1221.5697785656164,0.6089377692724808,2.6025244642978134,110.18429680710118
9.1,8.9,9.2,9.3,-1585.4005060647867,0.16583969795470485,5.642740330026742,2.571084592878516
9.3,9.0,9.3,9.1,-1625.8871694142758,0.11795197230602404,5.181308122203177,287.86755178310534
9.8,8.3,10.0,8.3,-1722.0851992273142,0.23989002040909763,7.323216093327045,79.45157914975672
9.5,8.9,9.5,8.9,-1647.8746468934785,0.11318310555470672,5.51822142440927,153.955370285847
1.0,1.0,1.0,1.3,-1235.1805495904537,0.6115682712751633,3.1584049311959417,106.53487465328384
9.8,9.3,10.0,9.3,-1716.3758490170517,0.23204850726674842,10.577860513950093,238.62271617933752
1.0,1.0,1.0,1.0,-1243.0871723125263,0.5750305413922102,2.3459446519272333,111.1978749922184
1.0,1.0,1.0,1.5,-1258.5161968873117,0.5937716373398964,3.6446021345287685,33.14053002654465
8.5,8.2,9.1,9.8,-1511.2618573612447,0.38220348154441947,4.262177924217298,80.9874971973608
8.0,8.2,9.9,10.0,-1538.6061297627339,0.4209392961889108,4.785538330720871,73.702400881841
8.6,9.1,9.8,9.1,-1651.9001783933968,0.20597987063654297,4.948264405654774,272.46223232724316
1.0,1.0,1.5,1.0,-1246.026359242285,0.49022295431191076,3.6167573714798626,33.19208757581546
8.6,9.1,9.4,9.1,-1618.6761727045655,0.1735295530593186,4.083865167395388,200.09761649920213
1.0,1.0,1.4,1.0,-1226.2495270149948,0.5296043330249498,3.405346708529811,34.3716796625467
9.4,7.8,10.0,7.8,-1701.4617019592038,0.2309138919072529,9.35476198374995,72.42674878167705
10.0,7.4,10.0,7.4,-1712.5677795399772,0.28083328156122594,10.014232330263832,70.32633607216998
9.0,9.3,9.2,9.3,-1602.9918622084394,0.13936319524817903,6.116066402211225,27.230775758907573
9.8,7.2,9.8,7.2,-1680.165290215023,0.2416235069149494,10.53942854343069,67.0643137566085
9.7,9.0,9.8,9.2,-1677.758137062385,0.19511612024552974,8.331305501125048,101.66454642597883
1.1,1.0,1.2,1.0,-1246.511731699258,0.5554860441317278,2.943711472065365,107.79080350134747
9.1,8.6,9.2,9.6,-1572.41288288039,0.27017514017931177,5.2093924428198495,42.04133737695443
9.8,9.0,9.8,9.2,-1695.8325596061968,0.20284706939057137,8.874015660148865,110.81033352161961
9.6,9.0,9.6,9.0,-1674.9045643811564,0.14878110790978824,6.306654232400505,183.99253315243155
9.6,9.1,9.6,9.1,-1667.9402042872593,0.1491412400026458,6.94685863077072,17.764844805818967
8.2,9.2,9.9,9.2,-1639.2564798182016,0.29893265861820834,4.259881008943042,119.75437474793564
9.5,8.9,9.8,8.9,-1685.9225004825566,0.1735444365051975,6.773023919048076,161.47641596565194
8.6,8.5,9.4,9.9,-1546.2697982443074,0.3415794848745382,5.110650814626675,30.157963325977526
8.4,9.1,9.9,9.1,-1650.0903801734187,0.25796257884182,3.877912540297025,173.51628845438293
9.4,9.0,9.8,9.1,-1675.7582701513375,0.1680835490528586,8.069905025361233,131.99652686889723
8.8,9.0,9.7,9.0,-1660.334283673833,0.1775900742943946,5.376607951785757,8.037559413633522
8.5,8.2,9.9,9.7,-1576.5774572575106,0.36773450883112685,3.6490072500874087,116.27293416588827
8.3,8.2,9.9,10.0,-1559.1271418041406,0.4114040204444155,3.6040322646692458,97.7107434533747
8.5,8.2,9.1,9.6,-1515.5303182460202,0.33121666886978657,4.411175488363331,79.18692082540682
9.8,8.9,9.8,8.9,-1693.6205175177802,0.19103267325764509,6.517100773231025,146.8411523960403
8.4,9.0,9.9,9.1,-1644.5235685643431,0.2655016997338285,3.83187825717087,194.25744278270807
9.7,8.6,10.0,8.6,-1709.520000916115,0.21558016039245184,7.26210321293729,93.24157376740591
1.0,1.1,1.0,1.1,-1251.9197400456342,0.5700641340710734,2.7501029342989014,109.90557625803643
9.1,8.2,9.2,9.1,-1572.5384960604374,0.20204808772490152,4.631775420446851,88.42683324804497
8.0,8.2,9.7,10.0,-1525.2164944754545,0.4039968243192475,4.955026091034439,74.40971565834242
8.7,9.3,9.4,9.3,-1612.5105247196263,0.15114830449666414,6.03348314096219,28.654364285263682
9.8,8.1,10.0,8.1,-1700.5410881783832,0.2522315811010146,7.858174072300516,73.34496122687887
8.6,9.3,9.4,9.3,-1625.1396030512726,0.1648482957150897,5.747266163556641,40.34122607656806
8.5,8.2,9.9,9.5,-1583.2662838721214,0.3147607416286915,3.6544244804831463,105.52581423217639
8.5,8.1,9.9,9.7,-1572.8737472504217,0.3872111591189095,3.709214287205004,92.85264364423085
8.6,8.5,9.4,9.8,-1571.4211877421626,0.3243331312383667,4.973823096432359,31.23452585346538
8.6,8.9,9.9,8.9,-1658.801104106276,0.21938123169536883,4.2396507829883845,136.9110109296622
9.2,8.2,9.9,8.2,-1671.7581455046366,0.18589950216990606,7.599870086675799,75.26844599359879
9.2,9.0,9.2,9.0,-1632.7390715601146,0.12054516190331377,4.203332028379821,152.38819039670113
1.0,1.0,1.1,1.2,-1257.652664412102,0.5838969982396982,3.319679416740388,106.0419373389256
