AVG,RIP,RES
-1446.625,0.54,"[1159.032, 1150.317, 1144.027, 1140.109, 1138.067, 1136.425, 1137.007, 1137.497, 1138.485, 1142.595, 1151.202, 1164.338, 1183.478, 1209.985, 1244.15, 1285.927, 1338.886, 1402.083, 1471.249, 1543.669, 1614.352, 1680.477, 1739.246, 1789.594, 1831.645, 1863.792, 1888.413, 1905.696, 1915.547, 1918.018, 1914.169, 1903.77, 1886.874, 1863.928, 1836.145, 1802.968, 1764.33, 1722.234, 1676.95, 1630.555, 1584.327, 1538.111, 1494.832, 1453.237, 1413.569, 1378.007, 1344.967, 1315.461, 1291.913, 1273.409, 1263.577, 1260.341, 1260.32, 1262.052, 1252.517, 1236.017, 1219.425, 1201.521, 1185.434, 1173.072, 1160.166, 1152.922, 1146.892, 1143.386, 1143.132, 1142.36, 1144.173, 1145.324, 1147.033, 1154.434, 1164.864, 1181.125, 1204.004, 1230.887, 1264.447, 1305.148, 1353.16, 1412.671, 1479.553, 1548.836, 1617.288, 1681.029, 1737.242, 1785.75, 1826.167, 1857.165, 1881.285, 1898.504, 1908.297, 1911.865, 1906.913, 1896.257, 1880.14, 1856.589, 1827.684, 1792.931, 1753.817, 1711.119, 1665.216, 1617.546, 1570.946, 1525.188, 1481.593, 1440.224, 1401.366, 1366.005, 1334.139, 1306.912, 1286.143, 1270.445, 1261.539, 1258.742, 1258.63, 1259.181, 1250.22, 1233.668, 1217.193, 1199.059, 1183.706, 1170.901, 1159.181]"
