ANG,RES
40.0,"[-1.447, -11.58, -21.704, -31.838, -42.055, -52.387, -62.865, -73.555, -84.512, -95.749, -107.347, -119.421, -132.139, -145.795, -160.716, -177.248, -195.895, -217.168, -241.146, -268.121, -297.188, -327.695, -359.359, -392.329, -425.421, -456.95, -486.508, -514.153, -538.836, -564.206, -591.414, -620.206, -650.681, -682.878, -716.948, -751.52, -786.386, -819.933, -850.956, -878.654, -902.592, -921.693, -937.409, -952.141, -963.727, -972.162, -977.969, -981.371, -982.699, -982.264, -980.375, -977.108, -972.684, -967.213, -960.778, -953.486, -945.366, -936.458, -926.76, -916.31, -905.118, -893.209, -880.585, -867.238, -853.132, -838.237, -822.452, -805.623, -787.648, -768.487, -748.039, -726.055, -702.318, -676.454, -647.92, -616.043, -580.338, -539.771, -494.383, -444.871, -390.968, -332.776, -269.765, -202.298, -131.075, -56.957, 20.238, 99.358, 179.811, 261.257, 343.194, 424.981, 505.099, 582.989, 658.107, 729.194, 795.709, 857.39, 914.236, 966.585, 1013.774, 1055.247, 1092.318, 1125.483, 1155.562, 1183.076, 1208.492, 1232.137, 1254.215, 1274.845, 1294.208, 1312.413, 1329.68, 1346.132, 1361.818, 1376.689, 1390.772, 1404.113, 1416.74, 1428.676, 1439.934, 1450.465, 1460.246, 1469.222, 1477.343, 1484.517, 1490.681, 1495.742, 1499.531, 1501.877, 1502.518, 1501.143, 1497.377, 1490.915, 1481.369, 1468.416, 1452.592, 1436.214, 1414.115, 1387.268, 1356.13, 1320.868, 1281.592, 1238.603, 1192.882, 1145.193, 1096.391, 1047.602, 999.494, 952.793, 908.294, 866.695, 827.542, 789.473, 751.067, 712.447, 674.248, 636.483, 599.302, 562.842, 527.76, 494.717, 463.339, 433.555, 404.915, 377.29, 350.459, 324.207, 298.354, 272.942, 247.883, 223.079, 198.392, 173.795, 149.239, 124.698, 100.101, 75.411, 50.68, 25.931, 1.238]"
