"""Torque"""
0.002304
0.010452
0.006672
0.009288
0.007716
0.008232
0.00702
0.009
0.00768
0.005928
0.004932
0.006132
0.007308
0.006852
0.008208
0.006672
0.004944
0.008976
0.006636
0.007284
0.008292
0.003984
0.00726
0.00648
0.00882
0.006168
0.001128
0.00918
0.005424
0.004884
0.007728
0.001872
0.006204
0.005304
0.006084
0.006672
0.002364
0.0054
0.007128
0.005988
0.007044
0.00486
0.004512
0.00732
0.007968
0.003708
0.001488
0.00366
0.0048
0.001596
0.004428
0.003324
-0.002568
0.003156
0.005844
-0.0003
0.004212
0.00522
0.006132
0.01002
0.00612
0.008832
0.004932
0.007476
0.011736
0.00864
0.009636
0.012204
0.013632
0.017064
0.015444
0.014952
0.012648
0.013392
0.015528
0.015684
0.016056
0.016608
0.01716
0.024528
0.019452
0.021588
0.025848
0.020136
0.019716
0.024924
0.019548
0.017484
0.020016
0.018828
0.017808
0.016032
0.021588
0.014544
0.019896
0.020712
0.015504
0.020664
0.015948
0.015036
0.021912
0.013392
0.01854
0.014904
0.010476
0.018636
0.014172
0.01236
0.01494
0.011904
0.012888
0.015624
0.011796
0.009468
0.01026
0.010308
0.01212
0.007164
0.011568
0.010584
0.008628
0.017184
0.00876
0.00828
0.012756
0.006336
0.01512
0.010392
0.007152
0.009564
0.008592
0.010872
0.005988
0.00522
0.005808
0.00366
0.006156
0.005352
-0.000552
0.003576
0.006084
0.005808
0.006516
0.005928
0.008832
0.005796
0.00816
0.010512
0.004032
0.005304
0.007776
-0.0009
0.001332
0.003084
-0.005904
0.002208
0.005148
-0.001824
0.0045
0.003276
-0.001368
0.0042
0.006456
0.004344
0.005232
0.008592
0.006348
0.007188
0.00708
0.004116
0.00606
0.005268
0.009372
0.012612
0.01188
0.007104
0.011064
0.008268
0.008964
0.01236
0.00276
0.00912
0.01008
0.008556
0.0093
0.008268
0.007632
0.007776
0.011448
0.009528
0.00336
0.00924
0.00666
0.007428
0.011664
0.002868
0.006192
0.007764
0.005076
0.010248
0.001008
0.004188
0.009276
0.002136
0.008676
0.007656
0.0009
0.006648
0.00984
0.005064
0.002676
0.006276
0.004788
0.00468
0.00786
0.006
-0.002124
0.003852
0.006288
-0.00216
0.004692
-0.00114
-0.000012
0.004812
-0.000048
0.003684
0.000456
0.00348
0.007056
0.003912
0.008496
0.005016
0.00474
0.009504
0.003624
0.009552
0.005796
0.009468
0.012864
0.008916
0.014076
0.012804
0.008832
0.01296
0.011796
0.010476
0.013632
0.012
0.012384
0.015516
0.016404
0.016236
0.013404
0.016776
0.015312
0.012432
0.019464
0.011136
0.010068
0.016296
0.008652
0.0135
0.011832
0.008976
0.014844
0.010536
0.014112
0.014028
0.004464
0.014424
0.015456
0.010008
0.01416
0.009576
0.008676
0.017952
0.01176
0.006
0.012732
0.00978
0.008328
0.012564
0.00888
0.004404
0.009888
0.01098
0.006804
0.01212
0.005268
0.005652
0.012228
0.008784
0.010164
0.009288
0.006012
0.013644
0.007188
0.008688
0.010284
0.003636
0.010776
0.007476
0.005796
0.004656
0.000576
0.0072
0.00222
-0.00018
0.00498
0.001752
0.003336
0.005016
0.00606
0.003192
0.004908
0.00822
0.006456
0.006456
0.009264
0.00348
0.00198
