Torque,MaxAngle
1502.5175391047376,0
1444.4788960015774,1
1394.3619272845792,2
1355.816100327422,3
1330.0605321444207,4
1320.7491592341428,5
1323.596746375428,6
1333.0974969621861,7
1348.7214328614953,8
1362.30603396167,9
1365.5676561305568,10
1361.0701858014552,11
1345.6570970837804,12
1332.26334946332,13
1329.8898547121385,14
1335.11296745318,15
1345.9346958896317,16
1355.4413945377962,17
1358.390694266858,18
1360.128192502202,19
1360.5809174839246,20
1362.253826352624,21
1369.6069318902696,22
1380.8449125857496,23
1397.0683028720796,24
1418.5176827341597,25
1441.1932962154613,26
1465.8741756879667,27
1491.2449670569824,28
1515.2559261464164,29
1538.5651444816456,30
1560.0991967907166,31
1578.3508374418311,32
1595.8142319522663,33
1609.8648141655028,34
1620.5753982003464,35
1630.110391115634,36
1634.606997645984,37
1634.4107622641857,38
1629.5544077997558,39
1616.1104188765087,40
1599.147299448364,41
1576.044766929081,42
1547.956615182156,43
1520.3123174402933,44
1493.7241014450412,45
1472.7016014630221,46
1462.4124193049968,47
1463.9868283056787,48
1477.4179924830603,49
1501.2442536221488,50
1533.9812589165995,51
1567.159986961108,52
1599.7008984560912,53
1627.3207965946117,54
1641.9499780565604,55
1639.8145928982944,56
1619.4866981347152,57
1581.9027528995994,58
1532.4740520103771,59
1477.4356564142117,60
1421.3278885744146,61
1371.451085897181,62
1332.690970327855,63
1306.9541436798913,64
1296.008393911208,65
1297.4443578520568,66
1308.7109227583105,67
1323.615189045936,68
1337.6118252694132,69
1343.1165613874484,70
1339.134120850376,71
1325.3633202820056,72
1313.6294152283283,73
1312.9163442691731,74
1318.2192424032874,75
1329.0128233851049,76
1339.069552496699,77
1343.3698471412483,78
1346.4948938999169,79
1348.7052101506401,80
1352.6636192972358,81
1361.0086599862561,82
1374.23296168672,83
1392.037877668412,84
1413.3182747679048,85
1436.742447457248,86
1461.2144731368169,87
1486.4384117483705,88
1510.9223509860217,89
1534.1557434246388,90
1555.079352533061,91
1573.7974803189425,92
1590.355516329448,93
1604.6652795538646,94
1616.3295393640954,95
1625.2689949103142,96
1630.5956466730381,97
1631.2473395594345,98
1626.0867417362947,99
1616.0605286282148,100
1600.2914533905703,101
1579.4355456738076,102
1556.2284983855593,103
1531.9354337357952,104
1509.222881644756,105
1493.0320848921317,106
1483.830894654146,107
1486.425922682689,108
1501.0603804357193,109
1524.8076474563527,110
1557.4368284101715,111
1591.5069948085945,112
1623.1942248270327,113
1651.6145103660874,114
1667.0031620700322,115
1665.1705832643215,116
1645.5075953789908,117
1607.4266288250788,118
1557.2698808180705,119
1501.6967948351091,120
