Torque,MaxAngle
28.958567682414873,0
131.88196563568297,1
234.65810401814772,2
335.3235909264073,3
433.0510694555788,4
526.88039755461,5
615.144749153212,6
697.1230955994372,7
772.5813707147064,8
841.608650937886,9
904.3202232127112,10
958.7922395600676,11
1006.6555889940971,12
1048.921106517242,13
1086.6458838473472,14
1120.7271318914231,15
1151.794710512239,16
1180.343268539468,17
1206.7679308141123,18
1231.3270998802798,19
1254.2582749083633,20
1275.7129142396848,21
1295.950429837186,22
1315.1425273217071,23
1333.3274758641771,24
1350.5834727195552,25
1366.9220154498,26
1382.3854638220785,27
1396.9903402495227,28
1410.7413415378007,29
1423.6260670545953,30
1435.6275588009696,31
1446.7471042254224,32
1456.9742279963061,33
1466.3391441446029,34
1474.74008354095,35
1482.0757032272916,36
1488.248372444309,37
1493.212471113816,38
1496.8193139200532,39
1498.8594977214148,40
1499.1260242294384,41
1497.2244134105263,42
1492.8800927917216,43
1486.0516881789981,44
1476.3642760600276,45
1463.5905478523573,46
1447.605282499253,47
1427.990235900928,48
1404.1021541290245,49
1375.425576799564,50
1340.7258426547173,51
1298.645785087167,52
1247.446985276537,53
1186.153063710076,54
1118.3439355104892,55
1047.985437904729,56
977.1372583110244,57
908.3990276052308,58
843.2225031934204,59
782.8029801174372,60
728.8962060978832,61
679.5214811512495,62
635.102003731408,63
595.8129064026108,64
560.7423596462517,65
528.7363001959757,66
498.877589146096,67
470.6788584670416,68
444.07084969971237,69
419.5407465916996,70
396.5494760517371,71
374.4670424295462,72
353.09978881749015,73
332.1278045806661,74
311.2241866436729,75
290.5168959731334,76
270.0945741719497,77
249.70621157865742,78
229.39728732810724,79
209.34342727182903,80
189.53492958161118,81
169.75545236239594,82
150.0464736042368,83
130.41674946006523,84
110.85900321385787,85
91.36263247393008,86
71.89909485655845,87
52.42132192232972,88
32.92118209938655,89
13.410790292062972,90
-6.098059736043656,91
-25.59305064420064,92
-45.07706273404932,93
-64.55777865977583,94
-84.09707973202931,95
-103.65775998945632,96
-123.27089397573256,97
-142.93075826459724,98
-162.69756434917767,99
-182.47946762236748,100
-202.51539232897196,101
-222.7751182197474,102
-243.15088585417368,103
-263.60732317529084,104
-284.2427925594335,105
-305.0962048631824,106
-326.08275621948576,107
-347.5431295534778,108
-369.64277173315634,109
-392.5410168321136,110
-416.8663179299596,111
-443.302712200416,112
-471.366035145846,113
-500.98384476481283,114
-532.5103951467352,115
-566.92907179333,116
-605.5836522813987,117
-649.0077725458741,118
-697.1640221563116,119
-750.0179512508715,120
-809.3207542967136,121
-873.3034322074752,122
-940.9249730010993,123
-1011.0802839781927,124
-1081.4505486711796,125
-1149.3203115178096,126
-1210.694141368694,127
-1261.8357677182662,128
-1303.8987593693023,129
-1338.6994909289397,130
-1367.4600736151797,131
-1391.289220536,132
-1410.5059537432346,133
-1425.9922771519384,134
-1438.5822180475336,135
-1448.3752238015618,136
-1455.1621011340708,137
-1459.2321889744837,138
-1460.9998702218172,139
-1460.6369681559593,140
-1458.5446341160898,141
-1454.8140288073828,142
-1449.6600712363736,143
-1443.2808319014312,144
-1435.7694159006733,145
-1427.2166447919917,146
-1417.7254826884057,147
-1407.3157104385343,148
-1395.996122243497,149
-1383.821818903716,150
-1370.7819105353994,151
-1356.9281418252258,152
-1342.236393899206,153
-1326.7113284358466,154
-1310.3124575283146,155
-1293.0532249356652,156
-1274.8813492146267,157
-1255.6894881374387,158
-1235.4484942789848,159
-1213.976926473309,160
-1191.048970859292,161
-1166.4497238207541,162
-1139.9794699964227,163
-1111.4255555936788,164
-1080.4945558974819,165
-1046.5802074324072,166
-1008.9592253304364,167
-966.7572664405541,168
-919.0948057655004,169
-864.925465191674,170
-802.501498871798,171
-733.7369106332325,172
-658.573404009294,173
-577.0180339029553,174
-489.2669545831244,175
-395.9298348734074,176
-298.7460149201274,177
-198.61234577628792,178
-96.0917502309374,179
6.87195635592274,180
109.26338187331191,181
210.3106574953919,182
309.4423583668597,183
405.246301161664,184
497.0448733326408,185
584.1073420929016,186
665.1332131244656,187
739.5719932740819,188
807.082642995184,189
867.9251313797008,190
922.4725822419172,191
969.4168709764089,192
1010.1403017600985,193
1045.80528041964,194
1077.4200035112112,195
1105.772421161677,196
1131.5115004960967,197
1155.08769124131,198
1176.8302794051433,199
1196.971061371652,200
1215.7282701738748,201
1233.2468430847016,202
1249.7176920384022,203
1265.3367964843949,204
1280.1841960573256,205
1294.2707996895567,206
1307.6064554880552,207
1320.255249046746,208
1332.2969802075054,209
1343.6625235010572,210
1354.353156803893,211
1364.3911887568204,212
1373.8720931923287,213
1382.8881189656722,214
1391.3935942415596,215
1399.4035890488783,216
1406.6181322806192,217
1413.0686416293408,218
1418.7348032438492,219
1423.3849263801458,220
1426.825210907621,221
1428.8798115396976,222
1429.4311385755245,223
1428.0098673496009,224
1424.03320742303,225
1417.4013176579324,226
1407.7378531417428,227
1394.8494156864567,228
1377.7906970755791,229
1355.962274339628,230
1328.9527218624455,231
1295.32548851467,232
1253.0645019466933,233
1201.4188601978713,234
1142.8642800543043,235
1081.7487912627773,236
1020.2904837267278,237
958.745464410954,238
897.9428740580032,239
838.7125529286852,240
782.3469712038224,241
729.3189484481348,242
678.839003174268,243
631.7272795251891,244
587.8794048907876,245
547.005795675428,246
509.0142545113812,247
473.6791548516144,248
440.3387663983036,249
409.47417782791916,250
380.75473329951694,251
353.9194409900788,252
328.5907131365181,253
304.6475548674674,254
282.02288566058087,255
260.4480594440868,256
239.73872984214336,257
219.7729700038647,258
200.52021978749013,259
181.97427128731516,260
164.17638486741973,261
146.83331355833894,262
129.8052792996743,263
113.03458770167948,264
96.26409068279925,265
79.44881147330696,266
62.6144157864714,267
45.807840936607484,268
29.05117712883382,269
12.31596259794822,270
-4.395594483870476,271
-21.04771546234463,272
-37.70803238836582,273
-54.34879545033152,274
-70.96073043022159,275
-87.54726195009272,276
-104.22108797723271,277
-121.0976836856726,278
-138.32434013766965,279
-156.06139157805535,280
-174.44172136241173,281
-193.484204853501,282
-213.2426738142691,283
-233.88367524661757,284
-255.444186482827,285
-278.0904635988697,286
-302.058573878226,287
-327.3781606325631,288
-354.2198238151508,289
-382.8514432168335,290
-413.5329436524624,291
-446.5144835644644,292
-481.5841066326248,293
-518.9781566433232,294
-559.0594386360488,295
-602.2939389775283,296
-648.7789407481212,297
-698.5734673342804,298
-750.478888369324,299
-805.6403877094508,300
-863.5472244498203,301
-923.260795324926,302
-983.9949652111789,303
-1045.192990210664,304
-1106.3964070622142,305
-1165.0545106280329,306
-1216.6165949078752,307
-1258.933380043102,308
-1292.6124998200444,309
-1319.630913609923,310
-1341.4896136765792,311
-1358.5962095289642,312
-1371.3691353927252,313
-1380.7121951994422,314
-1387.2834353367325,315
-1391.1982408470217,316
-1392.321539374906,317
-1391.5645646657724,318
-1389.373630275415,319
-1385.9199320096557,320
-1381.401287313766,321
-1375.7876809472668,322
-1369.356579025202,323
-1362.0253044398507,324
-1353.9058286747768,325
-1345.2271334349973,326
-1335.9396382700063,327
-1326.215470423032,328
-1315.9209121688311,329
-1304.9833405577735,330
-1293.4148508279059,331
-1281.2673426516512,332
-1268.5178675088391,333
-1255.0859567438936,334
-1240.9671162204972,335
