X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,COG
21.79,124.3,1.83,0.07,1.51,2.56,1.61,12.26,17.45,0.4,0.4,20.58
21.01,136.0,0.5,0.55,3.82,2.33,1.76,13.75,15.35,6.64,6.64,21.26
24.55,114.6,0.69,0.31,2.57,2.6,1.98,14.73,16.79,1.66,1.66,17.87
16.69,130.1,3.68,0.2,1.19,2.27,1.77,10.84,15.32,10.99,10.99,21.58
24.73,136.4,1.99,0.59,0.64,2.9,1.91,13.18,16.09,2.18,2.18,20.23
23.47,93.7,3.27,0.84,0.5,2.4,1.66,13.77,14.34,5.19,5.19,20.97
24.38,97.6,0.52,1.0,0.67,2.46,1.77,14.46,16.58,2.03,2.03,18.96
18.99,126.8,3.54,0.87,0.9,2.2,1.65,12.43,14.04,9.97,9.97,21.61
17.38,113.2,1.81,0.78,1.19,2.04,1.54,11.06,17.48,5.06,5.06,20.87
24.53,98.9,2.73,0.74,0.88,2.66,1.96,10.78,14.37,4.1,4.1,21.26
16.61,118.7,3.33,0.7,1.54,2.04,1.54,10.74,14.32,6.39,6.39,20.21
20.01,117.2,1.98,0.71,1.46,2.48,1.77,11.21,13.5,9.49,9.49,21.45
20.7,124.2,2.64,0.99,1.48,2.34,1.74,12.79,15.25,1.72,1.72,20.88
19.59,136.4,2.62,0.35,1.81,2.86,1.91,10.69,11.99,5.95,5.95,22.09
22.25,101.2,3.54,0.11,0.5,2.42,1.57,12.48,15.04,5.4,5.4,20.5
24.65,98.8,2.18,0.9,0.56,2.5,1.56,11.9,13.91,4.45,4.45,20.6
22.03,112.3,2.74,0.07,1.13,2.64,1.95,10.39,16.19,0.25,0.25,21.56
19.31,101.0,1.37,0.38,0.86,2.05,1.55,10.81,13.98,3.33,3.33,20.72
16.32,123.2,3.51,0.31,1.42,2.08,1.58,14.36,15.59,11.09,11.09,19.96
19.5,101.5,1.18,0.31,3.05,2.09,1.58,10.25,10.54,6.97,6.97,20.77
20.98,136.2,1.23,0.07,2.85,2.54,1.92,10.16,12.59,9.43,9.43,21.41
19.49,128.4,0.5,0.99,2.48,2.49,1.9,10.38,13.28,9.17,9.17,20.69
17.47,130.8,2.94,0.16,1.03,2.32,1.79,10.94,14.34,11.18,11.18,21.68
15.59,129.4,1.04,0.55,2.28,2.09,1.59,10.71,13.06,0.77,0.77,20.8
18.01,110.4,0.7,0.99,2.38,2.07,1.57,10.69,12.58,12.41,12.41,21.02
17.4,118.6,0.78,0.53,2.8,2.15,1.65,12.75,14.72,2.47,2.47,20.76
19.11,140.0,1.63,0.79,1.21,2.49,1.76,12.98,15.74,8.15,8.15,20.64
22.0,124.6,3.65,0.33,0.5,2.39,1.63,10.87,16.12,4.88,4.88,21.19
22.97,88.8,0.5,0.72,3.24,2.23,1.73,11.59,11.75,4.71,4.71,20.13
21.72,110.9,0.5,0.46,3.66,2.57,1.94,12.05,15.6,3.15,3.15,20.45
15.83,134.5,1.8,0.05,2.66,2.22,1.72,14.94,17.48,7.29,7.29,15.08
19.59,127.6,1.19,0.67,1.33,2.64,1.94,12.12,17.15,6.26,6.26,21.79
20.81,133.6,1.39,0.54,1.43,2.6,1.73,11.89,15.25,6.95,6.95,20.6
24.82,127.8,2.9,0.37,0.72,2.52,1.87,12.11,16.42,1.76,1.76,21.69
23.24,128.8,2.37,0.2,1.28,2.06,1.53,13.7,13.93,5.83,5.83,20.06
18.51,137.5,1.66,0.06,2.88,2.44,1.94,12.98,15.05,0.26,0.26,20.96
20.7,136.2,1.27,0.99,2.86,2.34,1.74,12.79,15.25,1.95,1.95,20.95
20.98,102.9,3.21,0.97,0.7,2.0,1.5,11.8,17.92,3.64,3.64,20.16
23.09,89.6,2.95,0.47,0.5,2.0,1.5,10.73,12.06,7.84,7.84,21.23
16.1,134.5,1.71,0.07,1.11,2.26,1.72,14.73,16.09,7.29,7.29,18.41
22.97,88.8,0.5,0.8,3.22,2.23,1.73,11.59,11.75,4.71,4.71,20.1
24.38,97.6,0.52,1.0,0.74,2.46,1.77,14.46,16.41,2.03,2.03,19.17
24.74,137.1,1.99,0.59,0.64,2.9,1.9,13.2,16.09,2.14,2.14,20.04
20.84,101.0,1.37,0.52,0.86,2.05,1.55,10.81,13.98,3.33,3.33,20.79
15.34,127.8,2.9,0.37,0.65,2.0,1.5,14.25,17.8,1.76,1.76,17.18
21.44,136.8,1.45,0.42,1.69,2.31,1.81,10.53,12.19,7.69,7.69,21.72
24.21,113.2,1.81,0.78,1.19,2.44,1.94,11.06,17.41,1.38,1.38,21.61
20.99,128.4,0.5,1.0,2.48,2.33,1.76,10.38,13.28,8.73,8.73,20.82
22.37,130.8,2.94,0.16,1.03,2.65,1.79,11.01,15.03,5.6,5.6,20.97
16.32,125.7,3.4,0.31,1.42,2.08,1.58,13.35,15.59,10.71,10.71,20.87
19.7,123.5,1.98,0.9,0.56,2.49,1.56,11.9,13.92,4.79,4.79,20.69
19.48,125.6,1.2,0.4,0.97,2.0,1.5,14.65,17.94,3.87,3.87,15.63
24.55,136.4,0.78,0.31,2.63,2.6,1.98,10.57,12.13,1.54,1.54,21.94
24.73,136.4,2.04,0.3,1.42,2.9,1.91,13.18,16.1,2.17,2.17,20.17
