X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP,COG
22,130,1,3,0.5,15,17,6,4,-43.0,-1728.13,40.35,17.55
19,130,2,2,0.5,15,18,8,6,-42.0,-1740.1,38.8,15.11
19,150,1,3,0.5,15,18,9,6,-44.0,-1647.37,27.14,17.15
25,150,2,1,0.5,12,13,1,0,-44.0,-1824.15,69.46,20.03
22,150,1,1,0.5,15,18,6,3,-33.0,-1919.65,32.64,17.07
23,150,1,2,0.5,10,16,6,0,-41.0,-1564.92,21.56,20.82
22,150,3,1,0.5,15,17,6,4,-32.0,-2063.92,33.71,17.36
16,110,1,3,0.5,15,18,8,8,-47.0,-1270.97,26.99,14.05
21,100,2,2,0.5,15,16,7,6,-44.0,-1700.3,62.17,17.95
16,130,1,3,0.5,15,18,8,8,-45.0,-1362.32,31.2,13.9
22,140,3,1,0.5,15,18,4,3,-28.0,-1912.63,36.08,14.04
25,150,2,1,0.5,11,13,2,0,-44.0,-1787.73,67.51,19.64
25,150,1,2,0.5,12,13,1,0,-44.0,-1820.01,52.88,20.21
22,150,1,2,0.5,15,17,6,4,-40.0,-1911.1,31.94,17.42
22,150,3,1,0.5,15,17,4,4,-31.0,-2030.58,36.25,15.56
22,150,2,2,0.5,12,13,5,4,-45.0,-1747.2,71.58,20.28
23,100,1,2,0.5,10,17,7,0,-39.0,-1405.27,10.1,19.89
20,110,1,3,0.5,15,17,8,6,-47.0,-1517.26,42.92,17.76
23,150,1,2,0.5,15,17,5,3,-38.0,-1988.51,31.45,17.29
15,150,1,3,0.5,15,18,8,8,-46.0,-1313.77,31.49,13.77
22,100,2,2,0.5,15,16,6,5,-44.0,-1746.13,59.73,18.24
25,150,2,1,0.5,12,13,4,5,-32.0,-2127.71,61.4,20.62
22,110,1,3,0.5,15,16,2,3,-47.0,-1541.41,48.62,18.39
16,150,1,3,0.5,15,18,4,4,-48.0,-1301.02,31.68,13.96
22,150,2,2,0.5,15,16,6,5,-36.0,-2088.79,46.48,18.1
16,140,2,2,1.0,15,18,6,6,-43.0,-1262.83,45.35,13.63
22,140,1,3,0.5,10,17,7,0,-40.0,-1437.89,14.25,19.59
23,110,1,2,0.5,15,17,4,3,-43.0,-1714.76,42.61,16.06
22,150,1,1,0.5,15,17,6,4,-35.0,-1961.32,31.4,17.42
16,140,1,3,0.5,15,18,8,6,-48.0,-1330.96,20.15,15.43
21,150,2,2,0.5,15,16,7,6,-36.0,-2065.05,46.41,17.92
22,150,3,1,0.5,15,18,2,3,-26.0,-1952.55,35.7,14.1
21,150,1,3,0.5,15,17,7,5,-41.0,-1771.13,31.43,17.28
25,150,1,1,0.5,12,13,2,3,-43.0,-1836.65,64.03,20.62
16,150,1,3,0.5,15,18,8,6,-48.0,-1341.39,18.52,15.49
22,150,1,2,0.5,10,16,10,4,-41.0,-1642.59,25.4,20.7
20,100,2,2,0.5,15,17,8,6,-45.0,-1630.59,53.65,17.48
22,150,2,2,0.5,10,16,11,5,-36.0,-1889.0,28.43,19.4
23,100,1,2,0.5,10,16,6,0,-41.0,-1417.94,17.19,20.58
22,130,1,1,0.5,15,18,4,3,-34.0,-1799.78,40.32,14.09
22,150,1,3,0.5,12,16,4,0,-41.0,-1496.14,19.86,20.32
22,150,3,1,0.5,15,16,6,5,-33.0,-2123.23,38.2,18.15
21,150,1,2,0.5,10,16,10,4,-44.0,-1493.13,24.24,20.71
19,150,1,3,0.5,15,18,8,6,-44.0,-1662.58,28.14,15.27
25,150,2,1,0.5,12,13,2,2,-44.0,-1850.72,70.13,19.63
22,130,1,3,0.5,12,18,6,0,-38.0,-1508.35,15.32,20.84
19,150,2,2,0.5,15,18,8,6,-39.0,-1877.45,32.64,15.05
22,150,2,2,0.5,15,17,6,4,-36.0,-2046.89,36.67,17.38
22,130,1,2,0.5,12,17,9,4,-42.0,-1660.37,27.94,19.53
25,150,2,1,0.5,12,13,6,5,-32.0,-2154.96,51.16,20.67
22,140,1,2,0.5,10,17,7,0,-40.0,-1470.55,18.94,19.66
22,130,1,2,0.5,10,17,7,0,-40.0,-1453.53,14.39,19.56
25,140,2,1,0.5,12,13,4,4,-40.0,-1958.63,66.14,19.79
22,110,1,3,0.5,15,16,6,5,-46.0,-1624.26,46.99,18.42
22,150,2,2,0.5,15,18,6,3,-32.0,-1999.6,32.31,17.1
19,150,1,2,0.5,15,18,8,6,-40.0,-1750.83,24.61,14.98
23,130,1,2,0.5,12,16,8,4,-42.0,-1735.69,29.22,20.61
22,130,1,2,0.5,11,17,6,0,-39.0,-1505.79,19.33,19.8
20,140,1,3,0.5,15,17,8,6,-44.0,-1680.43,35.09,17.64
22,150,2,2,0.5,12,13,1,0,-45.0,-1722.91,64.99,20.22
20,150,2,2,0.5,15,18,8,5,-38.0,-1929.75,35.13,17.02
