X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,COG
20,150,3,0.5,1,2.0,1.5,10,10,16,16,20.17
23,100,2,0.5,1,2.5,1.5,10,11,0,14,19.13
24,130,2,0.5,1,2.0,1.5,11,14,14,8,20.66
20,140,2,0.5,2,2.5,1.5,14,18,12,4,20.09
15,130,3,0.5,1,2.0,1.5,12,15,14,8,19.61
15,140,1,0.5,3,2.0,1.5,13,15,4,0,19.56
16,140,4,0.5,1,2.0,1.5,14,17,2,0,19.02
22,150,1,0.5,1,2.0,1.5,15,15,6,6,20.1
21,140,3,0.5,1,2.5,1.5,11,11,10,10,20.17
24,110,1,0.5,2,2.0,1.5,12,13,2,0,20.24
17,100,2,0.5,1,2.5,1.5,11,13,10,6,20.55
19,140,1,0.5,1,2.5,1.5,12,13,12,12,19.59
20,120,3,0.5,1,2.5,1.5,13,13,10,10,20.27
17,100,3,0.5,2,2.5,1.5,10,16,4,2,20.98
19,150,3,0.5,1,2.5,1.5,11,11,2,2,20.33
25,120,1,0.5,2,2.0,1.5,10,10,16,16,20.11
17,140,3,0.5,1,2.5,1.5,10,10,8,8,19.9
19,110,3,0.5,1,2.0,1.5,13,15,14,14,20.68
22,110,1,0.5,3,2.5,1.5,10,10,0,0,20.32
22,100,2,0.5,2,2.0,1.5,10,15,2,2,19.36
24,120,2,0.5,1,2.0,1.5,10,12,2,14,18.86
16,140,1,0.5,3,2.0,1.5,10,17,8,2,21.05
22,140,1,0.5,1,2.0,1.5,10,16,12,10,20.96
15,100,1,0.5,4,2.5,1.5,12,14,10,8,20.48
21,140,2,0.5,1,2.5,1.5,10,10,10,10,19.9
24,110,2,0.5,1,2.0,1.5,10,12,8,12,20.59
24,140,2,0.5,1,2.0,1.5,14,14,2,4,20.01
22,110,2,0.5,2,2.0,1.5,11,13,2,10,20.39
21,100,1,0.5,3,2.0,1.5,12,17,10,6,19.65
24,120,1,0.5,2,2.5,1.5,11,16,2,6,20.91
16,130,4,0.5,1,2.0,1.5,12,17,4,10,20.61
15,110,1,0.5,1,2.0,1.5,14,17,8,2,20.08
16,120,2,0.5,3,2.5,1.5,11,11,4,14,19.36
23,140,3,0.5,1,2.5,1.5,11,11,14,14,20.47
23,140,1,0.5,3,2.5,1.5,15,17,4,0,17.67
18,120,1,0.5,2,2.5,1.5,11,13,4,16,19.2
25,120,2,0.5,1,2.0,1.5,12,12,12,12,20.36
24,100,2,0.5,1,2.5,1.5,11,13,0,2,20.22
23,110,3,0.5,1,2.5,1.5,10,10,4,4,19.9
22,120,3,0.5,1,2.0,1.5,14,16,2,0,19.75
18,120,3,0.5,1,2.5,1.5,11,13,10,8,20.51
21,100,3,0.5,1,2.0,1.5,10,10,0,8,19.76
20,150,3,0.5,1,2.0,1.5,12,16,10,12,19.48
16,110,3,0.5,2,2.5,1.5,15,15,2,2,20.0
24,120,2,0.5,1,2.0,1.5,11,16,10,0,20.42
18,140,3,0.5,1,2.0,1.5,12,14,0,8,20.35
19,100,3,0.5,1,2.0,1.5,10,16,0,6,20.93
23,150,3,0.5,1,2.5,1.5,10,16,0,0,20.99
16,150,2,0.5,3,2.5,1.5,12,12,10,10,20.08
25,110,2,0.5,1,2.5,1.5,12,12,2,2,20.2
19,120,3,0.5,1,2.5,1.5,14,14,2,2,19.99
15,110,1,0.5,1,2.0,1.5,11,11,8,12,19.81
18,150,3,0.5,1,2.0,1.5,12,12,0,0,20.17
24,140,2,0.5,1,2.0,1.5,10,13,10,4,19.56
17,120,1,0.5,1,2.0,1.5,13,13,16,16,19.99
15,100,1,0.5,4,2.5,1.5,10,16,6,6,19.58
19,150,1,0.5,3,2.0,1.5,13,17,0,14,19.93
24,100,2,0.5,1,2.5,1.5,10,10,4,4,20.15
17,110,4,0.5,1,2.5,1.5,13,13,10,10,20.24
22,150,1,0.5,3,2.0,1.5,13,13,12,12,19.96
22,100,3,0.5,1,2.0,1.5,12,16,8,0,20.27
25,110,2,0.5,1,2.5,1.5,14,14,2,8,20.22
