X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,ANG,AVG,RIP
21.79,124.3,1.83,0.07,1.51,2.56,1.61,12.26,17.45,0.4,0.4,-0.0,-210.46,100.37
21.01,136.0,0.5,0.55,3.82,2.33,1.76,13.75,15.35,6.64,6.64,-24.0,-258.27,91.7
24.55,114.6,0.69,0.31,2.57,2.6,1.98,14.73,16.79,1.66,1.66,-15.0,-263.29,51.89
16.69,130.1,3.68,0.2,1.19,2.27,1.77,10.84,15.32,10.99,10.99,-23.0,-247.76,130.55
24.73,136.4,1.99,0.59,0.64,2.9,1.91,13.18,16.09,2.18,2.18,-22.0,-239.76,79.42
23.47,93.7,3.27,0.84,0.5,2.4,1.66,13.77,14.34,5.19,5.19,-25.0,-248.26,84.01
24.38,97.6,0.52,1.0,0.67,2.46,1.77,14.46,16.58,2.03,2.03,-18.0,-255.15,57.97
18.99,126.8,3.54,0.87,0.9,2.2,1.65,12.43,14.04,9.97,9.97,-23.0,-262.65,107.05
17.38,113.2,1.81,0.78,1.19,2.04,1.54,11.06,17.48,5.06,5.06,-25.0,-209.67,139.13
24.53,98.9,2.73,0.74,0.88,2.66,1.96,10.78,14.37,4.1,4.1,-26.0,-210.02,106.44
16.61,118.7,3.33,0.7,1.54,2.04,1.54,10.74,14.32,6.39,6.39,-26.0,-209.37,136.47
20.01,117.2,1.98,0.71,1.46,2.48,1.77,11.21,13.5,9.49,9.49,-23.0,-247.73,123.21
20.7,124.2,2.64,0.99,1.48,2.34,1.74,12.79,15.25,1.72,1.72,-30.0,-208.61,101.05
19.59,136.4,2.62,0.35,1.81,2.86,1.91,10.69,11.99,5.95,5.95,-28.0,-203.59,133.08
22.25,101.2,3.54,0.11,0.5,2.42,1.57,12.48,15.04,5.4,5.4,-25.0,-242.54,97.99
24.65,98.8,2.18,0.9,0.56,2.5,1.56,11.9,13.91,4.45,4.45,-26.0,-222.75,94.58
22.03,112.3,2.74,0.07,1.13,2.64,1.95,10.39,16.19,0.25,0.25,-22.0,-179.38,132.93
19.31,101.0,1.37,0.38,0.86,2.05,1.55,10.81,13.98,3.33,3.33,-31.0,-184.85,127.34
16.32,123.2,3.51,0.31,1.42,2.08,1.58,14.36,15.59,11.09,11.09,-24.0,-285.83,76.91
19.5,101.5,1.18,0.31,3.05,2.09,1.58,10.25,10.54,6.97,6.97,-30.0,-187.19,136.1
20.98,136.2,1.23,0.07,2.85,2.54,1.92,10.16,12.59,9.43,9.43,-23.0,-232.08,128.19
