X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,COG
20.09,98.4,3.86,0.0,0.5,2.09,1.59,11.38,15.56,8.09,3.91,20.17
24.12,103.3,1.81,0.01,1.67,2.45,1.54,10.86,16.71,8.02,2.17,19.54
23.3,117.1,0.85,0.91,2.52,2.73,1.78,10.05,17.95,2.12,1.75,21.59
24.45,73.1,2.11,0.28,1.22,2.04,1.54,10.46,16.95,8.09,1.6,19.74
22.3,136.7,2.52,0.74,1.32,2.53,1.65,11.41,16.14,9.1,4.37,20.33
23.28,83.8,0.5,0.64,3.2,2.16,1.51,10.76,11.46,4.51,5.08,19.58
15.43,131.1,2.48,0.82,2.19,2.1,1.6,11.7,15.84,15.28,11.73,20.96
17.62,123.7,1.04,0.87,2.11,2.28,1.66,11.22,12.21,5.76,6.76,20.65
22.89,114.5,2.36,0.44,1.36,2.77,1.96,10.75,16.36,8.08,2.46,20.38
24.93,107.3,2.34,0.33,1.03,2.78,1.78,14.31,16.94,3.76,1.14,20.67
24.8,105.4,0.5,0.86,3.11,2.48,1.62,11.1,12.76,3.7,2.03,19.88
17.42,139.9,1.93,0.66,2.81,2.4,1.63,11.09,15.62,0.98,5.5,20.38
21.59,86.2,0.5,0.4,3.46,2.02,1.52,10.73,15.49,10.68,5.93,21.03
24.99,99.4,1.95,0.43,1.36,2.47,1.64,13.41,17.37,4.59,0.63,20.02
22.63,103.3,0.87,0.2,1.3,2.36,1.75,11.47,14.83,7.42,4.06,20.72
20.62,132.0,0.71,0.03,1.96,2.26,1.62,11.27,15.14,0.94,4.81,20.13
24.49,95.4,0.95,0.94,2.37,2.23,1.6,11.33,12.8,1.31,2.79,20.38
22.62,123.2,1.35,0.06,2.41,2.46,1.94,12.43,16.48,4.87,3.9,20.57
23.08,137.3,2.74,0.59,0.95,2.57,1.86,10.78,17.16,9.15,2.77,21.09
23.77,121.2,3.3,0.3,0.5,2.17,1.63,12.58,17.75,6.65,1.48,20.34
18.5,121.6,2.07,0.73,2.39,2.36,1.86,10.59,15.46,5.4,0.54,20.17
22.22,93.4,0.66,0.0,3.04,2.24,1.61,12.74,17.8,0.09,0.74,20.04
