X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,COG
23.71,115.2,0.97,0.34,2.6,2.29,1.77,11.17,15.95,5.51,3.34,21.26
24.54,101.3,0.96,0.43,2.06,2.38,1.76,12.27,16.75,6.19,1.71,20.53
24.46,85.8,2.99,1.0,0.5,2.22,1.72,14.38,17.32,4.12,1.22,19.67
19.17,125.3,1.58,0.91,2.93,2.54,1.8,10.3,15.91,7.17,1.58,20.36
18.09,130.8,1.33,0.45,2.52,2.31,1.51,12.69,17.01,5.87,1.55,19.06
18.57,127.3,0.54,0.52,2.93,2.19,1.63,12.47,17.06,6.53,3.45,20.93
23.68,75.7,3.02,0.98,0.5,2.02,1.52,14.33,17.45,4.99,1.87,18.15
18.87,126.9,1.0,0.91,1.92,2.52,1.79,11.03,15.93,6.48,1.58,21.31
24.98,89.8,1.03,0.4,2.21,2.37,1.59,10.27,14.91,6.1,3.11,21.29
24.7,128.7,2.53,0.92,0.85,2.15,1.63,13.46,16.77,4.84,1.53,20.0
19.74,123.4,1.58,0.87,2.93,2.06,1.54,10.88,15.91,6.61,4.78,20.43
24.28,89.9,0.93,0.98,1.11,2.36,1.59,10.22,13.59,6.14,2.77,19.93
23.72,84.3,1.16,0.58,2.06,2.21,1.68,11.08,16.57,7.75,2.71,20.63
22.05,95.7,0.5,0.67,3.16,2.19,1.63,11.58,16.84,6.11,3.88,20.55
24.52,116.5,0.92,0.51,1.37,2.24,1.72,10.31,16.68,6.2,1.8,21.7
24.84,92.2,0.93,0.38,2.55,2.14,1.64,12.02,14.99,5.07,3.17,20.38
18.39,127.5,0.94,0.66,2.6,2.41,1.79,11.17,15.91,5.51,2.22,21.56
19.55,120.9,1.17,0.43,2.1,2.39,1.89,10.89,16.97,7.98,1.9,20.23
24.19,97.8,0.92,0.43,2.63,2.01,1.51,10.12,17.33,4.58,0.93,20.25
23.72,96.0,0.86,0.58,2.66,2.48,1.98,12.23,13.41,5.89,5.52,20.99
24.88,70.5,1.89,0.43,1.35,2.02,1.52,12.67,16.59,5.45,1.53,19.27
23.82,114.8,0.96,0.69,2.52,2.27,1.77,12.42,14.85,6.0,4.11,20.75
22.12,120.5,1.29,0.67,1.95,2.54,1.76,12.46,17.26,6.1,2.87,21.45
16.78,117.9,1.96,0.18,2.79,2.05,1.55,10.06,11.66,4.19,2.6,20.25
21.93,130.0,0.5,0.17,3.65,2.08,1.56,12.32,16.28,4.15,4.79,20.74
24.57,134.6,1.23,0.39,1.67,2.48,1.68,10.27,16.75,5.47,1.68,20.88
22.08,120.9,1.17,0.6,1.92,2.08,1.54,12.3,17.06,7.49,3.86,19.27
22.53,124.2,1.19,0.93,1.92,2.23,1.72,10.88,15.91,6.57,1.54,21.21
22.72,124.6,1.27,0.57,1.95,2.31,1.65,10.08,15.89,7.21,2.73,20.23
22.08,134.6,1.17,0.51,1.43,2.26,1.76,12.46,17.06,8.46,3.86,20.49
22.0,120.4,1.66,0.48,2.47,2.28,1.75,10.21,11.32,3.83,4.94,20.55
23.82,122.2,0.53,0.87,2.13,2.67,1.77,11.1,17.09,2.0,1.9,19.41
24.88,89.9,2.96,0.4,0.5,2.12,1.59,10.12,16.59,6.1,1.53,21.46
19.58,112.9,1.54,0.69,2.76,2.33,1.77,12.41,17.29,1.3,0.92,20.19
20.0,123.6,0.95,0.8,1.91,2.32,1.76,12.46,14.96,6.36,3.86,20.54
23.66,135.1,0.5,0.15,2.58,2.41,1.79,11.07,13.53,7.79,5.81,20.6
22.07,138.9,2.1,0.96,2.02,2.2,1.7,11.91,14.58,5.15,2.48,20.31
24.91,116.2,1.99,0.43,1.35,2.14,1.64,12.66,16.12,4.99,1.53,20.6
23.73,91.6,1.18,0.38,2.21,2.08,1.58,10.46,15.01,6.1,4.26,20.99
24.93,133.5,0.72,0.4,2.62,2.05,1.55,10.26,11.69,4.03,2.6,19.96
22.02,134.5,0.5,0.17,3.63,2.06,1.53,12.14,16.3,8.16,4.69,20.08
18.42,126.9,2.59,0.92,2.19,2.32,1.8,12.55,15.85,5.52,2.22,20.08
22.76,96.0,1.19,0.93,1.92,2.14,1.55,10.93,15.9,6.57,4.27,20.52
23.13,98.2,1.7,0.69,1.4,2.2,1.68,10.96,11.17,6.08,6.3,20.41
23.42,85.1,1.43,0.92,1.95,2.2,1.7,14.33,17.45,5.18,2.13,19.18
23.72,92.2,0.95,0.38,2.63,2.14,1.64,12.02,17.25,5.19,2.03,19.98
22.04,129.8,0.5,0.75,3.63,2.2,1.57,10.61,16.3,7.47,4.66,20.2
24.88,70.1,1.89,0.43,1.35,2.01,1.51,10.22,13.58,4.9,1.54,19.85
21.92,116.3,0.5,0.33,3.63,2.22,1.7,10.98,16.36,6.46,1.08,21.14
19.97,119.5,1.71,0.68,2.79,2.38,1.77,12.38,12.71,1.3,0.98,20.93
23.96,116.4,0.94,0.69,2.61,2.31,1.79,12.59,17.13,6.0,1.82,20.46
22.9,85.5,0.5,0.65,3.23,2.15,1.65,11.58,16.84,6.09,3.26,20.61
18.87,126.9,2.53,0.91,2.19,2.52,1.79,10.14,15.91,7.35,1.58,20.6
23.74,122.2,0.97,0.87,2.23,2.28,1.77,11.24,17.35,2.45,1.84,20.75
22.7,131.6,1.99,0.99,1.95,2.18,1.68,10.28,16.84,5.78,2.85,21.27
24.27,116.2,1.5,0.51,1.39,2.34,1.72,10.31,16.68,6.13,1.82,21.76
21.46,89.5,1.33,0.62,1.67,2.07,1.57,11.85,16.83,8.14,4.71,20.68
21.57,130.8,1.33,0.45,2.52,2.31,1.51,12.69,15.86,4.72,1.55,20.59
24.59,121.0,1.17,0.67,1.92,2.04,1.54,12.3,17.06,6.04,1.35,19.83
19.17,115.7,1.55,0.91,2.91,2.31,1.8,10.3,15.91,5.55,1.58,20.95
22.09,101.8,0.5,0.67,3.54,2.24,1.71,12.47,16.37,7.44,3.83,20.24
24.01,111.5,1.33,0.91,2.19,2.5,1.78,10.08,15.95,6.68,1.57,21.04
22.72,94.4,1.27,0.6,1.95,2.33,1.67,10.08,16.66,7.21,2.73,19.94
23.91,116.4,1.35,0.71,2.1,2.16,1.57,10.93,17.06,8.01,2.02,19.87
24.17,116.2,1.18,0.69,1.87,2.28,1.78,12.83,17.01,6.0,1.82,19.78
24.18,134.5,0.57,0.51,1.08,2.04,1.54,12.53,16.82,5.69,1.74,19.18
23.66,120.2,0.5,0.14,2.55,2.32,1.79,11.07,16.71,7.79,2.63,20.76
19.48,125.3,1.58,0.91,2.93,2.54,1.8,10.16,15.91,6.77,1.02,20.56
21.77,92.4,1.02,0.98,1.07,2.09,1.59,12.28,17.65,8.46,3.58,20.63
