Column1,Column2,Column3
0,0.012656658,
0.011488403,0.01265738,
0.022976806,0.012658608,
0.034465209,0.012660046,
0.045953612,0.012661291,
0.057442015,0.012662536,
0.068930419,0.012677828,
0.080418822,0.012704173,
0.091907225,0.012730518,
0.103395628,0.012756863,
0.114884031,0.012783208,
0.126372434,0.012812347,
0.137860837,0.012862066,
0.14934924,0.012911785,
0.160837643,0.012961504,
0.172326046,0.013011223,
0.183814449,0.013060943,
0.195302852,0.013113731,
0.206791256,0.013167969,
0.218279659,0.013222206,
0.229768062,0.013276444,
0.241256465,0.013330682,
0.252744868,0.013386423,
0.264233271,0.013446958,
0.275721674,0.013507497,
0.287210077,0.013568038,
0.29869848,0.013628583,
0.310186883,0.013689131,
0.321675286,0.013749683,
0.33316369,0.013810237,
0.344652093,0.013870795,
0.356140496,0.013931355,
0.367628899,0.013991919,
0.379117302,0.014052485,
0.390605705,0.014112683,
0.402094108,0.014171126,
0.413582511,0.014229573,
0.425070914,0.014288022,
0.436559317,0.014346475,
0.44804772,0.014404931,
0.459536124,0.01446339,
0.471024527,0.014521853,
0.48251293,0.014580318,
0.494001333,0.014638787,
0.505489736,0.014697258,
0.516978139,0.014755733,
0.528466542,0.01481421,
0.539954945,0.014872691,
0.551443348,0.014931174,
0.562931751,0.01498966,
0.574420154,0.015048149,
0.585908557,0.015108355,
0.597396961,0.0151734,
0.608885364,0.015238448,
0.620373767,0.015303499,
0.63186217,0.015368553,
0.643350573,0.01543361,
0.654838976,0.01549867,
0.666327379,0.015563733,
0.677815782,0.015628798,
0.689304185,0.015693866,
0.700792588,0.015758937,
0.712280991,0.015824011,
0.723769395,0.015889087,
0.735257798,0.015954166,
0.746746201,0.016019248,
0.758234604,0.016084332,
0.769723007,0.016149419,
0.78121141,0.016215626,
0.792699813,0.016283921,
0.804188216,0.016352218,
0.815676619,0.016420517,
0.827165022,0.01648882,
0.838653425,0.016557125,
0.850141829,0.016625432,
0.861630232,0.016693742,
0.873118635,0.016762054,
0.884607038,0.016830369,
0.896095441,0.016898686,
0.907583844,0.016967005,
0.919072247,0.017035327,
