Column1,Column2,Column3
0,0.012647928,
0.013199072,0.01265741,
0.026398144,0.012658987,
0.039597216,0.012660537,
0.052796288,0.012661973,
0.065995359,0.012671045,
0.079194431,0.012701318,
0.092393503,0.012731591,
0.105592575,0.012761865,
0.118791647,0.012792138,
0.131990719,0.012836635,
0.145189791,0.012893761,
0.158388863,0.012950887,
0.171587934,0.013008014,
0.184787006,0.01306514,
0.197986078,0.01312639,
0.21118515,0.013188705,
0.224384222,0.013251021,
0.237583294,0.013313337,
0.250782366,0.013376081,
0.263981438,0.013445623,
0.277180509,0.013515165,
0.290379581,0.013584707,
0.303578653,0.013654249,
0.316777725,0.013723791,
0.329976797,0.013793333,
0.343175869,0.013862875,
0.356374941,0.013932417,
0.369574013,0.01400196,
0.382773085,0.014071502,
0.395972156,0.014139175,
0.409171228,0.014206401,
0.4223703,0.014273627,
0.435569372,0.014340853,
0.448768444,0.014408079,
0.461967516,0.014475305,
0.475166588,0.014542531,
0.48836566,0.014609757,
0.501564731,0.014676983,
0.514763803,0.014744209,
0.527962875,0.014811435,
0.541161947,0.014878661,
0.554361019,0.014945887,
0.567560091,0.015013113,
0.580759163,0.015080339,
0.593958235,0.01515387,
0.607157306,0.015228623,
0.620356378,0.015303376,
0.63355545,0.015378129,
0.646754522,0.015452882,
0.659953594,0.015527635,
0.673152666,0.015602388,
0.686351738,0.015677141,
0.69955081,0.015751893,
0.712749881,0.015826646,
0.725948953,0.015901399,
0.739148025,0.015976152,
0.752347097,0.016050905,
0.765546169,0.016125658,
0.778745241,0.01619952,
0.791944313,0.016278076,
0.805143385,0.016356631,
0.818342457,0.016435187,
0.831541528,0.016513743,
0.8447406,0.016592299,
0.857939672,0.016670854,
0.871138744,0.01674941,
0.884337816,0.016827966,
0.897536888,0.016906522,
0.91073596,0.016985077,
0.923935032,0.017063633,
0.937134103,0.017142189,
0.950333175,0.017220745,
0.963532247,0.0172993,
0.976731319,0.017379583,
0.989930391,0.017462497,
1.00312946,0.01754541,
1.01632853,0.017628323,
1.02952761,0.017711236,
1.04272668,0.017794149,
1.05592575,0.017877062,
1.06912482,0.017959975,
1.08232389,0.018042888,
1.09552297,0.018125802,
1.10872204,0.018208715,
1.12192111,0.018291628,
1.13512018,0.018374541,
1.14831925,0.018457454,
1.16151833,0.018540367,
1.1747174,0.018630885,
1.18791647,0.018729004,
1.20111554,0.018827122,
1.21431461,0.018925241,
1.22751368,0.01902336,
1.24071276,0.019121478,
1.25391183,0.019219597,
1.2671109,0.019317715,
1.28030997,0.019415834,
1.29350904,0.019513952,
1.30670812,0.019612071,
1.31990719,0.019710189,
1.33310626,0.019808308,
1.34630533,0.019906426,
1.3595044,0.020004545,
1.37270348,0.020103681,
1.38590255,0.020202867,
1.39910162,0.020302053,
1.41230069,0.020401239,
1.42549976,0.020500425,
1.43869883,0.020599611,
1.45189791,0.020698797,
1.46509698,0.020797984,
1.47829605,0.02089717,
1.49149512,0.020996356,
1.50469419,0.021095542,
1.51789327,0.021194728,
1.53109234,0.021293914,
1.54429141,0.0213931,
1.55749048,0.021488944,
1.57068955,0.021592012,
1.58388863,0.02169508,
1.5970877,0.021798149,
1.61028677,0.021901217,
1.62348584,0.022004285,
1.63668491,0.022107353,
1.64988398,0.022210421,
1.66308306,0.022313489,
1.67628213,0.022416557,
1.6894812,0.022519625,
1.70268027,0.022622693,
1.71587934,0.022725761,
1.72907842,0.022828829,
1.74227749,0.022931897,
1.75547656,0.023039759,
1.76867563,0.023152164,
1.7818747,0.023264568,
1.79507378,0.023376973,
1.80827285,0.023489377,
1.82147192,0.023601782,
1.83467099,0.023714186,
1.84787006,0.023826591,
1.86106914,0.023938995,
1.87426821,0.0240514,
1.88746728,0.024163804,
1.90066635,0.024276209,
1.91386542,0.024388613,
1.92706449,0.024501018,
1.94026357,0.024613422,
1.95346264,0.024730123,
1.96666171,0.024855851,
1.97986078,0.024981579,
1.99305985,0.025107308,
2.00625893,0.025233036,
2.019458,0.025358765,
2.03265707,0.025484493,
2.04585614,0.025610221,
2.05905521,0.02573595,
2.07225429,0.025861678,
2.08545336,0.025987406,
2.09865243,0.026113135,
2.1118515,0.026238863,
2.12505057,0.026364591,
2.13824964,0.02649211,
2.15144872,0.026642718,
2.16464779,0.026793326,
2.17784686,0.026943934,
2.19104593,0.027094542,
2.204245,0.02724515,
2.21744408,0.027395758,
2.23064315,0.027546366,
2.24384222,0.027696974,
2.25704129,0.027847582,
2.27024036,0.027998189,
2.28343944,0.028148797,
2.29663851,0.028299405,
2.30983758,0.028450013,
2.32303665,0.028600621,
2.33623572,0.028745485,
2.34943479,0.028905187,
2.36263387,0.02906489,
2.37583294,0.029224593,
2.38903201,0.029384296,
2.40223108,0.029543999,
2.41543015,0.029703701,
2.42862923,0.029863404,
2.4418283,0.030023107,
2.45502737,0.03018281,
2.46822644,0.030342512,
2.48142551,0.030502215,
2.49462459,0.030661918,
2.50782366,0.030821621,
2.52102273,0.030981324,
2.5342218,0.031142509,
2.54742087,0.031304564,
2.56061994,0.03146662,
2.57381902,0.031628675,
2.58701809,0.031790731,
2.60021716,0.031952786,
2.61341623,0.032114842,
2.6266153,0.032276897,
2.63981438,0.032438953,
2.65301345,0.032601008,
2.66621252,0.032763064,
2.67941159,0.032925119,
2.69261066,0.033087175,
2.70580974,0.03324923,
2.71900881,0.033411286,
2.73220788,0.03357685,
2.74540695,0.033757058,
2.75860602,0.033937267,
2.77180509,0.034117476,
2.78500417,0.034297684,
2.79820324,0.034477893,
2.81140231,0.034658102,
2.82460138,0.03483831,
2.83780045,0.035018519,
2.85099953,0.035198728,
2.8641986,0.035378936,
2.87739767,0.035559145,
2.89059674,0.035739354,
2.90379581,0.035919562,
2.91699489,0.036103244,
2.93019396,0.036301826,
2.94339303,0.036500408,
2.9565921,0.03669899,
2.96979117,0.036897572,
2.98299024,0.037096154,
2.99618932,0.037294736,
3.00938839,0.037493318,
3.02258746,0.0376919,
3.03578653,0.037890482,
3.0489856,0.038089064,
3.06218468,0.038287646,
3.07538375,0.038486228,
3.08858282,0.03868481,
3.10178189,0.038883392,
3.11498096,0.039075616,
3.12818004,0.03930325,
3.14137911,0.039530883,
3.15457818,0.039758516,
3.16777725,0.039986149,
3.18097632,0.040213782,
3.19417539,0.040441415,
3.20737447,0.040669049,
3.22057354,0.040896682,
3.23377261,0.041124315,
3.24697168,0.041351948,
3.26017075,0.041579581,
3.27336983,0.041807214,
3.2865689,0.042034847,
3.29976797,0.042262481,
3.31296704,0.042528926,
3.32616611,0.042808478,
3.33936519,0.043088029,
3.35256426,0.043367581,
3.36576333,0.043647132,
3.3789624,0.043926684,
3.39216147,0.044206236,
3.40536054,0.044485787,
3.41855962,0.044765339,
3.43175869,0.04504489,
3.44495776,0.045324442,
3.45815683,0.045603994,
3.4713559,0.045883545,
3.48455498,0.046163097,
3.49775405,0.046413798,
3.51095312,0.046720106,
3.52415219,0.047026414,
3.53735126,0.047332723,
3.55055034,0.047639031,
3.56374941,0.047945339,
3.57694848,0.048251648,
3.59014755,0.048557956,
3.60334662,0.048864264,
3.61654569,0.049170573,
3.62974477,0.049476881,
3.64294384,0.049783189,
3.65614291,0.050089498,
3.66934198,0.050395806,
3.68254105,0.050702114,
3.69574013,0.051025223,
3.7089392,0.051386414,
3.72213827,0.051747605,
3.73533734,0.052108795,
3.74853641,0.052469986,
3.76173549,0.052831177,
3.77493456,0.053192368,
3.78813363,0.053553558,
3.8013327,0.053914749,
3.81453177,0.05427594,
3.82773085,0.054637131,
3.84092992,0.054998321,
3.85412899,0.055359512,
3.86732806,0.055720703,
3.88052713,0.056081893,
3.8937262,0.056472459,
3.90692528,0.056943047,
3.92012435,0.057413636,
3.93332342,0.057884225,
3.94652249,0.058354813,
3.95972156,0.058825402,
3.97292064,0.059295991,
3.98611971,0.05976658,
3.99931878,0.060237168,
4.01251785,0.060707757,
4.02571692,0.061178346,
4.038916,0.061648934,
4.05211507,0.062119523,
4.06531414,0.062590112,
4.07851321,0.0630607,
4.09171228,0.063609799,
4.10491135,0.0641712,
4.11811043,0.064732602,
4.1313095,0.065294004,
4.14450857,0.065855405,
4.15770764,0.066416807,
4.17090671,0.066978208,
4.18410579,0.06753961,
4.19730486,0.068101012,
4.21050393,0.068662413,
4.223703,0.069223815,
4.23690207,0.069785216,
4.25010115,0.070346618,
4.26330022,0.07090802,
4.27649929,0.071471975,
4.28969836,0.072247469,
4.30289743,0.073022962,
4.3160965,0.073798456,
4.32929558,0.07457395,
4.34249465,0.075349443,
4.35569372,0.076124937,
4.36889279,0.07690043,
4.38209186,0.077675924,
4.39529094,0.078451417,
4.40849001,0.079226911,
4.42168908,0.080002404,
4.43488815,0.080777898,
4.44808722,0.081553391,
4.4612863,0.082328885,
4.47448537,0.083196626,
4.48768444,0.084190145,
4.50088351,0.085183664,
4.51408258,0.086177183,
4.52728165,0.087170702,
4.54048073,0.088164221,
4.5536798,0.08915774,
4.56687887,0.090151258,
4.58007794,0.091144777,
4.59327701,0.092138296,
4.60647609,0.093131815,
4.61967516,0.094125334,
4.63287423,0.095118853,
4.6460733,0.096112372,
4.65927237,0.097105891,
4.67247145,0.098255954,
4.68567052,0.099415614,
4.69886959,0.100575274,
4.71206866,0.101734933,
4.72526773,0.102894593,
4.7384668,0.104054253,
4.75166588,0.105213912,
4.76486495,0.106373572,
4.77806402,0.107533232,
4.79126309,0.108692892,
4.80446216,0.109852551,
4.81766124,0.111012211,
4.83086031,0.112171871,
4.84405938,0.11333153,
4.85725845,0.11449119,
4.87045752,0.115405136,
4.8836566,0.116314481,
4.89685567,0.117223827,
4.91005474,0.118133172,
4.92325381,0.119042517,
4.93645288,0.119951863,
4.94965195,0.120861208,
4.96285103,0.122669557,
4.9760501,0.125025811,
4.98924917,0.127382066,
5.00244824,0.12973832,
5.01564731,0.132094575,
5.02884639,0.13445083,
5.04204546,0.136807084,
5.05524453,0.139618755,
5.0684436,0.141719682,
5.08164267,0.14382061,
5.09484175,0.145921537,
5.10804082,0.148022465,
5.12123989,0.150120011,
5.13443896,0.151902167,
5.14763803,0.153684324,
5.1608371,0.155466481,
5.17403618,0.157248638,
5.18723525,0.159030795,
5.20043432,0.162076075,
5.21363339,0.165519756,
5.22683246,0.168963437,
5.24003154,0.172407117,
5.25323061,0.175873402,
5.26642968,0.180220585,
5.27962875,0.184567767,
5.29282782,0.18891495,
5.3060269,0.193262132,
5.31922597,0.198514962,
5.33242504,0.205986537,
5.34562411,0.213458111,
5.35882318,0.224796511,
5.37202225,0.236461476,
5.38522133,0.251964738,
5.3984204,0.270550279,
5.41161947,0.294948844,
5.42481854,0.344511854,
5.43801761,0.352363413,
5.45121669,0.221149121,
5.46441576,0.187632189,
5.47761483,0.14885673,
5.4908139,0.138167324,
5.50401297,0.127577639,
5.51721205,0.116827212,
5.53041112,0.111263656,
5.54361019,0.105048065,
5.55680926,0.098832474,
5.57000833,0.093659232,
5.58320741,0.089622679,
5.59640648,0.085731063,
5.60960555,0.082610236,
5.62280462,0.079476541,
5.63600369,0.076330618,
5.64920276,0.073184696,
5.66240184,0.070195727,
5.67560091,0.06730461,
5.68879998,0.064477773,
5.70199905,0.06168057,
5.71519812,0.058883367,
5.7283972,0.056086164,
5.74159627,0.053288961,
5.75479534,0.050494813,
5.76799441,0.047705397,
5.78119348,0.044915982,
5.79439256,0.042126566,
5.80759163,0.039091112,
5.8207907,0.035867062,
5.83398977,0.032646059,
5.84718884,0.029693996,
5.86038791,0.026741932,
5.87358699,0.023789869,
5.88678606,0.020837806,
5.89998513,0.017885743,
5.9131842,0.01493368,
5.92638327,0.011981616,
5.93958235,0.008144334,
5.95278142,0.00406601,
5.96598049,-1.23149E-05,
5.97917956,-0.00409064,
5.99237863,-0.008168964,
6.00557771,-0.012247289,
6.01877678,-0.016325614,
6.03197585,-0.020403938,
6.04517492,-0.024482263,
6.05837399,-0.028521602,
6.07157306,-0.032455739,
6.08477214,-0.036389877,
6.09797121,-0.040324014,
6.11117028,-0.045628136,
6.12436935,-0.05181088,
6.13756842,-0.05793392,
6.1507675,-0.063715116,
6.16396657,-0.069496311,
6.17716564,-0.075277507,
6.19036471,-0.081058702,
6.20356378,-0.086973625,
6.21676286,-0.098132553,
6.22996193,-0.10929148,
6.243161,-0.120450408,
6.25636007,-0.131609335,
6.26955914,-0.147639359,
6.28275821,-0.167764029,
6.29595729,-0.187877027,
6.30915636,-0.232464299,
6.32235543,-0.292025483,
6.3355545,-0.44061801,
6.34875357,-0.530299868,
6.36195265,-0.45455049,
6.37515172,-0.394620303,
6.38835079,-0.355778357,
6.40154986,-0.316936412,
6.41474893,-0.293818752,
6.42794801,-0.272490908,
6.44114708,-0.255868693,
6.45434615,-0.243415075,
6.46754522,-0.232125017,
6.48074429,-0.226828276,
6.49394336,-0.221531536,
6.50714244,-0.216234796,
6.52034151,-0.210938056,
6.53354058,-0.206993762,
6.54673965,-0.204861474,
6.55993872,-0.202729187,
6.5731378,-0.200596899,
6.58633687,-0.198464611,
6.59953594,-0.197583539,
6.61273501,-0.197258814,
6.62593408,-0.196934089,
6.63913316,-0.196609364,
6.65233223,-0.196284638,
6.6655313,-0.195959913,
6.67873037,-0.195635188,
6.69192944,-0.195310462,
6.70512851,-0.194985737,
6.71832759,-0.194661012,
6.73152666,-0.189795676,
6.74472573,-0.190359823,
6.7579248,-0.190923969,
6.77112387,-0.191488116,
6.78432295,-0.192052263,
6.79752202,-0.19261641,
6.81072109,-0.193180557,
6.82392016,-0.193744703,
6.83711923,-0.19461647,
6.85031831,-0.195550622,
6.86351738,-0.196484775,
6.87671645,-0.197418927,
6.88991552,-0.19835308,
6.90311459,-0.199287232,
6.91631366,-0.200221385,
6.92951274,-0.201163831,
6.94271181,-0.202115573,
6.95591088,-0.203067314,
6.96910995,-0.204019056,
6.98230902,-0.204970798,
6.9955081,-0.20592254,
7.00870717,-0.206874282,
7.02190624,-0.207826023,
7.03510531,-0.208777765,
7.04830438,-0.209729507,
7.06150346,-0.210681249,
7.07470253,-0.211632991,
7.0879016,-0.212584733,
7.10110067,-0.213536474,
7.11429974,-0.214488216,
7.12749881,-0.210623548,
7.14069789,-0.21153565,
7.15389696,-0.212447753,
7.16709603,-0.213359855,
7.1802951,-0.214271957,
7.19349417,-0.21518406,
7.20669325,-0.216096162,
7.21989232,-0.217008264,
7.23309139,-0.217920367,
7.24629046,-0.218832469,
7.25948953,-0.219744571,
7.27268861,-0.220656674,
7.28588768,-0.221568776,
7.29908675,-0.222480878,
7.31228582,-0.223389682,
7.32548489,-0.22419132,
7.33868396,-0.224992959,
7.35188304,-0.225794597,
7.36508211,-0.226596235,
7.37828118,-0.227397873,
