X1,X2,X3,X4
-23.19031239248425,-23.72856968550799,-23.498876208862676,-23.64801790464235
-23.378609745403423,-23.89212720080539,-23.552043399112883,-23.549403125246975
-23.573671614431625,-23.465794227832458,-23.598558898182297,-23.58083922661582
-23.72856968550799,-23.498876208862676,-23.64801790464235,-23.567355698990887
-23.89212720080539,-23.552043399112883,-23.549403125246975,-23.532666828689223
0.7018148083211422,0.4263329729729328,0.14914169577967584,0.11535107595312866
