ANG,RES
36.0,"[381.8, 379.663, 377.412, 375.06, 372.57, 369.92, 367.006, 363.831, 360.434, 356.773, 352.744, 348.222, 343.17, 337.441, 330.58, 322.137, 311.994, 299.707, 284.918, 268.3, 250.45, 231.146, 210.643, 189.162, 166.849, 143.469, 119.289, 94.355, 69.366, 44.804, 20.246, -5.565, -32.699, -60.393, -88.184, -115.557, -142.902, -168.293, -193.921, -218.279, -240.209, -258.842, -274.502, -287.562, -297.913, -305.751, -311.791, -316.245, -319.215, -320.833, -321.479, -321.297, -320.367, -318.637, -316.11, -312.988, -309.323, -305.202, -300.694, -295.73, -290.246, -284.167, -277.634, -270.558, -262.78, -254.757, -246.216, -237.08, -227.438, -216.976, -205.727, -193.546, -180.191, -165.342, -148.673, -129.621, -108.219, -83.715, -56.463, -26.817, 5.504, 40.923, 79.838, 121.797, 166.552, 213.885, 263.74, 315.635, 369.389, 424.728, 481.065, 537.97, 594.378, 649.323, 702.15, 751.575, 797.594, 840.07, 878.944, 914.316, 946.404, 974.603, 998.949, 1020.15, 1038.667, 1054.985, 1069.503, 1082.458, 1094.084, 1104.549, 1113.997, 1122.587, 1130.532, 1138.255, 1145.428, 1151.717, 1157.378, 1162.57, 1167.349, 1171.731, 1175.695, 1179.237, 1182.296, 1184.836, 1186.786, 1188.082, 1188.624, 1188.332, 1187.132, 1184.784, 1181.194, 1176.219, 1169.591, 1161.239, 1150.991, 1140.422, 1127.853, 1112.351, 1094.99, 1077.085, 1059.757, 1043.929, 1028.949, 1014.688, 1000.916, 987.104, 973.325, 959.712, 946.541, 933.864, 921.576, 909.461, 896.946, 883.408, 868.944, 853.347, 836.943, 820.0, 802.517, 784.729, 766.853, 749.397, 732.321, 715.569, 698.92, 682.442, 666.046, 649.536, 632.88, 616.097, 599.169, 582.071, 564.764, 547.25, 529.503, 511.523, 493.353, 474.968, 456.36, 437.545, 418.575]"
