X1,X2,X3,X4
-24.301983610887763,-23.315447626481184,-23.739165229723326,-23.497683131348346
-24.054981118356785,-22.94635831434302,-23.697013930844104,-23.601378765779877
-23.744179176661884,-23.840562766586736,-23.588524788228135,-23.596407677130337
-23.315447626481184,-23.739165229723326,-23.497683131348346,-23.669746857444984
-22.94635831434302,-23.697013930844104,-23.601378765779877,-23.74705500954957
1.3556252965447442,0.8942044522437165,0.24148209837498058,0.24937187820122375
