X1,X2,X3,X4
-39.985590980327586,-39.855900752616094,-39.84879052429632,-40.01651736154139
-39.94685472220165,-39.8163064438603,-39.90890645651272,-39.89924029321994
-39.897364614662514,-39.769456432738615,-39.958346738579095,-39.89916716683679
-39.855900752616094,-39.84879052429632,-40.01651736154139,-39.89450278156842
-39.8163064438603,-39.90890645651272,-39.89924029321994,-39.91296935931905
0.1692845364672877,0.13945002377410276,0.16772683724506976,0.12201457997296927
