res
-205.06699443868638
-132.91368657153598
-59.38280603049296
14.164338708870979
86.99926779445444
157.70457190470296
224.545053357661
286.9755343662481
344.4720080697375
396.8745035657688
442.125288936144
481.6031688799192
516.210216957246
546.9916399872624
575.3340565151487
601.37316571712
625.6385124236688
648.528128015082
669.734361087716
689.1924774078908
707.1797158362311
723.9470272996213
739.6726212666213
754.4436306516176
768.3072764837576
781.3067787740861
793.4978549594452
804.9270487767895
815.6543697602108
825.7836330131444
835.4996808094008
844.6998683616872
852.5656575471588
859.6182734711289
866.0723204217696
871.9627030658772
877.3171382065384
882.0758990270983
886.1963342019333
889.6698896849988
892.4877933939956
894.6097344918585
895.9481730994684
896.2699066746416
895.3691370831556
892.9839442325024
888.6017066296488
881.7827884188324
872.1885299572708
859.1259911202048
839.872173851066
815.9583420751017
784.789451607148
745.7175097376099
698.6290802620821
644.7358236987471
587.0318002793656
529.8328659405372
475.2762373404276
425.3173727120428
380.2819943557536
340.98033204447285
307.21111590646734
276.581248959953
247.1131193475982
216.92705260636782
185.81978619216721
154.4706678928346
122.99850145250001
92.69135919857332
64.59351107477536
38.64555212523568
14.532517998366437
-7.846482550404809
-28.774379659121422
-48.458180533326356
-67.06856322267309
-84.75915424626932
-101.64589234766775
-117.80018505050519
-133.2847145494658
-148.1588794025299
-162.49956584305852
-176.40255831256385
-189.9201652499612
-203.0951354807397
-215.91478589952496
-228.4056872226797
-240.5872291723223
-252.46346168940804
-264.0346879601394
-275.3133885464148
-286.287195928869
-297.0173761710241
-307.54762397287317
-317.8041925073989
-327.77063109215686
-337.4294588142186
-346.8689579104894
-356.12341709479006
-365.1956035545984
-374.07303294172476
-382.768466406916
-391.3061463941696
-399.7270757521076
-408.1003994091644
-416.4690054347608
-424.8671293887492
-433.3553628336284
-442.03099529759123
-451.04088182601845
-460.5610068404044
-470.8947615761468
-482.5067435420284
-495.6092441149544
-510.6658680672188
-528.2910613447032
-549.3306194516659
-574.5604489194708
-603.9793347614903
-638.2522685656871
-677.3669398021392
-721.1143771341024
-769.2911463176488
-820.832471016776
-874.5056555674577
-927.2015411590752
-975.8562313275124
-1018.0944563556789
-1053.9919195738337
-1083.67134599944
-1107.781626222994
-1126.8412907244447
-1141.5251212037626
-1152.249683023167
-1159.3470439956113
-1163.4218117443515
-1165.0871359725484
-1164.8022174875016
-1163.0180722362568
-1159.9862560786116
-1155.8613015603032
-1150.853642454062
-1145.058125308947
-1138.5811363733999
-1131.4670281113758
-1123.8117858697844
-1115.693797986444
-1107.1465972709404
-1098.1808076115651
-1088.828914546086
-1079.0791092032937
-1068.9449198633731
-1058.3941243989636
-1047.4477294680676
-1036.1125065958986
-1024.3832324406903
-1012.2362986336535
-999.619477153754
-986.4959230433604
-972.7578271959092
-958.2644737727172
-942.8706856500628
-926.4444800909348
-908.868590876836
-889.9062442304277
-869.2300997990055
-846.4732507136127
-821.0303326069856
-792.3791972976924
-759.7543193821133
-721.8711174260009
-680.0097634340035
-634.4391434145324
-584.7248587828808
-530.8593295913297
-472.5712586890752
-410.5627710264872
-344.74270017044273
-275.8683517318238
-205.06699443850565
-132.91368657245096
-59.38280603054892
14.164338708890716
86.99926779433056
157.70457190471248
224.54505335767647
286.97553436621365
344.4720080696401
396.87450356191
442.1252889365748
481.60316887993235
516.2102169573288
546.991639989506
575.3340565153487
601.3731657180325
625.6385124236588
648.5281280151532
669.7343610877804
689.1924774079652
707.1797158361672
723.9470272996216
739.672621283142
754.4436306515656
768.3072764836012
781.3067787889723
793.4978549588276
804.9270487767363
815.6543697590436
825.7836330131628
835.4996808094116
844.6998683615932
852.5656575469644
859.6182734711624
866.0723204216621
871.9627030658568
877.3171382045448
882.0758990273005
886.1963342018731
889.6698896855984
892.4877933941028
894.6097344918971
895.9481730994307
896.2699066746784
895.3691370831705
892.9839442325513
888.6017066296799
881.7827884187503
872.1885299572556
859.1259911199908
839.8721738479001
815.9583420755664
784.7894516071365
745.7175097376896
698.6290802623408
644.7358236987031
587.0318002791244
529.832865940752
475.2762373403908
425.3173727120424
380.2819943557389
340.98033204438843
307.2111159062142
276.58124896006586
247.11311934774105
216.92705261426508
185.81978619215633
154.47066789294624
122.99850145246728
92.69135919857601
64.59351107481575
38.64555212535877
14.532517998174285
-7.846482550329032
-28.774379659192146
-48.45818053302172
-67.0685632225902
-84.75915424619912
-101.64589234774492
-117.80018505050715
-133.28471454953277
-148.15887940248106
-162.49956584319344
-176.402558312543
-189.92016524990197
-203.09513548066133
-215.9147858995338
-228.40568722270015
-240.58722917251868
-252.46346168937106
-264.03468796015693
-275.3133885463905
-286.2871959288912
-297.01737617092294
-307.5476239729243
-317.80419250739544
-327.7706310921873
-337.4294588142406
-346.8689579104854
-356.1234170947824
-365.1956035546229
-374.07303294171203
-382.76846640688535
-391.306146394163
-399.72707575220073
-408.10039940914277
-416.4690054349236
-424.8671293887592
-433.35536283363604
-442.0309952974032
-451.0408818260288
-460.56100684042724
-470.8947615758932
-482.5067435421188
-495.60924411535603
-510.6658680672268
-528.2910613449424
-549.3306194518948
-574.5604489192068
-603.979334761462
-638.2522685656517
-677.3669398021076
-721.1143771325704
-769.2911463176308
-820.8324710169612
-874.5056555671512
-927.2015411600104
-975.8562313275488
-1018.0944563554149
-1053.9919195738476
-1083.6713459968762
-1107.7816262230356
-1126.841290720293
-1141.5251212037322
-1152.2496830236998
-1159.3470439955913
-1163.4218117449705
-1165.0871359724479
-1164.8022174874284
-1163.018072236225
-1159.9862560784848
-1155.8613015602944
-1150.8536424539836
-1145.058125308926
-1138.5811363753603
-1131.4670281112271
-1123.8117858699723
-1115.69379798598
-1107.1465972714784
-1098.1808076114587
-1088.8289145457334
-1079.079109203151
-1068.944919863227
-1058.3941243988345
-1047.4477294707308
-1036.1125065958236
-1024.3832324406144
-1012.2362986336833
-999.6194771533968
-986.495923040892
-972.7578271964215
-958.2644737726607
-942.8706856464656
-926.4444800910217
-908.8685908767355
-889.9062442285436
-869.230099799068
-846.4732507129355
-821.0303326072044
-792.3791972975156
-759.754319382168
-721.8711174259844
-680.0097634352061
-634.4391434145572
-584.7248587818492
-530.8593295916536
-472.5712586884304
-410.56277102672163
-344.7427001713451
-275.86835168317333
-205.0669944385317
