X1,X2,X3,X4,Tavg,SNavg,Trip,SNrip,Tcog,SNcog,Tthd,SNthd
15.0,18.0,7.9,8.0,-1760.8222894727205,64.91431054244761,0.3702000227680446,8.631271177462628,14.23092203029626,-23.064660784113503,107.74430067887475,-40.64788613365238
15.0,17.95,7.95,7.95,-1759.876778286151,64.90964521555799,0.35483467913087424,8.999478835477353,14.381219419195872,-23.15591425024849,107.72610243509733,-40.6464189443294
15.0,17.9,8.0,7.9,-1743.6845403392344,64.82935834149384,0.35533362557155224,8.987273857014056,14.474757077249205,-23.212225678185714,108.27678365093362,-40.69070693247589
15.0,17.85,8.05,7.85,-1743.4843158363128,64.82836089743027,0.35451973102677214,9.007191777314414,14.519932706095812,-23.239292071855907,107.98536043854766,-40.66729764460838
15.0,17.8,8.1,7.8,-1726.910309143782,64.74539564242677,0.3506355744772248,9.102880474748487,14.58725110280564,-23.27946917801762,108.25655173769863,-40.68908379056361
14.95,18.0,7.95,7.9,-1760.2314912463194,64.91139572855346,0.35690327469302263,8.948989344916763,14.641851086730869,-23.311919711951923,109.11798733020993,-40.75792693740553
14.95,17.95,8.0,7.85,-1749.6175036808597,64.85886229718494,0.3550334012207537,8.994615739828443,14.726427036365456,-23.36194779955967,108.80502002104011,-40.732978664070785
14.95,17.9,8.05,7.8,-1745.989759632871,64.84083384411521,0.3619869373851916,8.82614202159565,14.73636398910422,-23.367806801717723,108.68105360335558,-40.72307680027323
14.95,17.85,8.1,8.0,-1738.725248291249,64.8046192124732,0.3594138977438836,8.888102673823916,14.769896559051972,-23.387549074837175,108.41564576426865,-40.701839219466216
14.95,17.8,7.9,7.95,-1732.1508445355016,64.77171419816231,0.3539603122391333,9.02090860930399,14.900171493323196,-23.463825338950635,108.79307175028593,-40.73202478290027
14.9,18.0,8.0,7.8,-1742.8837979023353,64.82536865313384,0.3545378296719982,9.00674836384905,14.975544337848392,-23.507652345604086,109.45743852098371,-40.78490561480713
14.9,17.95,8.05,8.0,-1758.2920426430546,64.90182021310187,0.35941261628079835,8.888133642762087,14.940457024165806,-23.487277652449055,108.69594383194487,-40.72426675950481
14.9,17.9,8.1,7.95,-1749.5800280200667,64.85867624912632,0.3557660382207047,8.976710249118211,15.024028029386237,-23.535727703175027,108.8744576901978,-40.73852009551693
14.9,17.85,7.9,7.9,-1723.5040196501056,64.72824601260865,0.3542381668779529,9.01409296390737,15.212256210361312,-23.64387262694063,109.71221029307675,-40.8050992912949
14.9,17.8,7.95,7.85,-1715.3912066311589,64.68726358969154,0.35344136871516246,9.033652392949218,15.299998463352797,-23.693827743989317,109.83934827197129,-40.815158947296794
14.85,18.0,8.05,7.95,-1752.7334546771149,64.87431752365063,0.3661570781860104,8.726651321903297,15.165962044100993,-23.61739929483585,108.97779692223806,-40.746760480577024
14.85,17.95,8.1,7.9,-1746.3686002370455,64.84271828285378,0.35755305564310846,8.933190122661074,15.196801537411588,-23.63504383676208,108.80427475779854,-40.73291916960596
14.85,17.9,7.9,7.85,-1740.5450803002745,64.81370552077284,0.36505557408012573,8.752820317494496,15.346981462852565,-23.720459370936005,108.92192439093874,-40.74230611369324
14.85,17.85,7.95,7.8,-1717.2452160586938,64.69664630365156,0.355978763029541,8.971518207631986,15.521255544495364,-23.81853698533941,110.24911153125788,-40.84750196576771
14.85,17.8,8.0,8.0,-1722.8269907811846,64.72483334093255,0.3554731833523493,8.983863131392146,15.580107395280372,-23.851408939666598,110.31274239524227,-40.852513627282505
14.8,18.0,8.1,7.85,-1752.960708442725,64.875443635079,0.3641585039836971,8.774190875250344,15.536992286686374,-23.82733900265693,109.75753509564151,-40.80868690413734
14.8,17.95,7.9,7.8,-1738.6623616017087,64.80430505316374,0.37129979552869696,8.605505798713185,15.585110121380717,-23.8541975052941,109.20820293141543,-40.76510521317137
14.8,17.9,7.95,8.0,-1731.659212610472,64.76924855449157,0.3678249261418157,8.687176871233294,15.710856869067587,-23.92399744154996,110.03036446583388,-40.830251030474
14.8,17.85,8.0,7.95,-1736.5181785934146,64.79358668091126,0.36766555302490234,8.690941154703065,15.673904149299592,-23.903543731938367,109.34620995161761,-40.776074691117515
14.8,17.8,8.05,7.9,-1721.7806064114914,64.71955623509261,0.3642071303025127,8.773031120260589,15.76078759334974,-23.95155832258759,109.68437341283392,-40.802895172462506
