X1,X2,X3,X4,X5,X6,Tavg,SNavg,Trip,SNrip
16.0,120.0,1.0,0.6,2.0,1.5,1339.9137977916635,62.541537185988304,0.5535623193427189,5.136669594236953
16.0,130.0,1.25,0.7,2.25,1.75,1316.2591405332983,62.38682800173433,0.5563527791405485,5.092994763713828
16.0,140.0,1.5,0.8,2.5,2.0,1262.6026415467377,62.02533387197896,0.614164548199512,4.234305124374412
16.0,150.0,1.75,0.9,2.75,2.25,1253.6270820791094,61.963367312326056,0.6307403717220241,4.002987405661911
16.0,160.0,2.0,1.0,3.0,2.5,1179.2026659344797,61.431769047330135,0.6498728246976097,3.743432465170921
16.5,120.0,1.25,0.8,2.75,2.5,1197.3228597410769,61.56422548594833,0.6151790391208647,4.219969411766716
16.5,130.0,1.5,0.9,3.0,1.5,1366.166398705852,62.71007199040334,0.45516368293940596,6.836647943165957
16.5,140.0,1.75,1.0,2.0,1.75,1373.072741418964,62.75387091021277,0.6148634547831976,4.2244263810213685
16.5,150.0,2.0,0.6,2.25,2.0,1407.7585697996215,62.970563596202794,0.642747191161849,3.8391962514017623
16.5,160.0,1.0,0.7,2.5,2.25,1350.0887883995695,62.607246614996505,0.7287928940258946,2.7479174106130086
17.0,120.0,1.5,1.0,2.25,2.25,1298.0413708262042,62.26577068804214,0.6198267570467425,4.15459359623837
17.0,130.0,1.75,0.6,2.5,2.5,1317.277401822815,62.39354482945398,0.6330817109343296,3.9708046521745537
17.0,140.0,2.0,0.7,2.75,1.5,1478.1932604937824,63.39462435748338,0.4757065072335872,6.453218155696549
17.0,150.0,1.0,0.8,3.0,1.75,1401.5832199407268,62.93237778774193,0.6520115447549654,3.714894288460129
17.0,160.0,1.25,0.9,2.0,2.0,1449.3929920571336,63.22372314270474,0.7021767210313199,3.071071452275938
17.5,120.0,1.75,0.7,3.0,2.0,1324.447138051059,62.44069258432419,0.48072680248647787,6.362033270034553
17.5,130.0,2.0,0.8,2.0,2.25,1412.0466940646052,62.996981167166915,0.6399126930316941,3.8775855053554453
17.5,140.0,1.0,0.9,2.25,2.5,1408.437863466157,62.97475383653128,0.7060453363492161,3.0233482255888995
17.5,150.0,1.25,1.0,2.5,1.5,1542.2554132160722,63.76312606528087,0.5596853491190283,5.041121229385137
17.5,160.0,1.5,0.6,2.75,1.75,1534.9854038337426,63.722085002588514,0.5408802290771711,5.337977862732578
18.0,120.0,2.0,0.9,2.5,1.75,1460.7409430391856,63.291464045115234,0.5131471428420614,5.795161697316318
18.0,130.0,1.0,1.0,2.75,2.0,1427.0831673444686,63.088985672051656,0.6555903684375478,3.667348709265413
18.0,140.0,1.25,0.6,3.0,2.25,1427.9377663751359,63.094185601060374,0.6175405837533485,4.186689920200958
18.0,150.0,1.5,0.7,2.0,2.5,1536.4271937722333,63.73023970587822,0.7264430854096503,2.7759681135072483
18.0,160.0,1.75,0.8,2.25,1.5,1680.5491375631873,64.50902430648256,0.5721596108906354,4.849656051426672
