X1,X2,X3,X4,X5,X6,Tavg,SNavg,Trip,SNrip
16.0,120.0,1.0,0.6,2.0,1.5,1430.538098764228,63.109988572608756,0.5770110156912637,4.776317913375362
16.0,130.0,1.25,0.7,2.25,1.75,1412.0346248158144,62.99690692556324,0.5643091596690205,4.969658007130565
16.0,140.0,1.5,0.8,2.5,2.0,1349.3861497522976,62.60272496391746,0.6294024331323038,4.021431650639293
16.0,150.0,1.75,0.9,2.75,2.25,1338.169033444351,62.530219513112336,0.6471701579099254,3.7796303394686093
16.0,160.0,2.0,1.0,3.0,2.5,1255.7064207721276,61.97776229850148,0.6622975869940662,3.5789365450556203
16.5,120.0,1.25,0.8,2.75,2.5,1273.4200204339038,62.09943346930659,0.6365239131806818,3.9237055191591717
16.5,130.0,1.5,0.9,3.0,1.5,1461.569379412267,63.29638871519303,0.46184964226315073,6.70998776868643
16.5,140.0,1.75,1.0,2.0,1.75,1467.302607441596,63.330393785924066,0.634970640339368,3.944927101511091
16.5,150.0,2.0,0.6,2.25,2.0,1508.4572000378926,63.5706598460562,0.6511239380001489,3.72672675808226
16.5,160.0,1.0,0.7,2.5,2.25,1437.558002212449,63.152507530295864,0.7380832355109437,2.6378931785870496
17.0,120.0,1.5,1.0,2.25,2.25,1380.625792956313,62.8015196530139,0.6427670573244011,3.838927790284857
17.0,130.0,1.75,0.6,2.5,2.5,1404.6371470581528,62.951282991829615,0.6582804871669794,3.6317803625759923
17.0,140.0,2.0,0.7,2.75,1.5,1583.947852750304,63.994817590074724,0.4892502729900914,6.209378466876702
17.0,150.0,1.0,0.8,3.0,1.75,1497.951955216618,63.50995768357174,0.6511146503340065,3.7268506549531284
17.0,160.0,1.25,0.9,2.0,2.0,1543.8545794228069,63.77212780693037,0.7205503541565578,2.8467132805335567
17.5,120.0,1.75,0.7,3.0,2.0,1411.6104012930346,62.99429699499875,0.4877541147188101,6.235981163747875
17.5,130.0,2.0,0.8,2.0,2.25,1506.756681608467,63.560862519862255,0.6619100615578257,3.5840203448220684
17.5,140.0,1.0,0.9,2.25,2.5,1495.792180604139,63.49742517155299,0.7272123123882331,2.7667755341980755
17.5,150.0,1.25,1.0,2.5,1.5,1647.1181646442683,64.33449513351198,0.5574801133537697,5.075412406484454
17.5,160.0,1.5,0.6,2.75,1.75,1633.1404175080847,64.26047054013699,0.5279978522218344,5.54735688152462
18.0,120.0,2.0,0.9,2.5,1.75,1559.7044689579636,63.86084633042783,0.513592626935202,5.787624391320694
18.0,130.0,1.0,1.0,2.75,2.0,1512.0768553233474,63.591477317940814,0.6646255014865952,3.548459979700755
18.0,140.0,1.25,0.6,3.0,2.25,1522.771227196166,63.652693244275696,0.6199337498000955,4.153094391763197
18.0,150.0,1.5,0.7,2.0,2.5,1638.6992096817426,64.28998488515384,0.724551280292329,2.798617436158093
18.0,160.0,1.75,0.8,2.25,1.5,1794.3343957201166,65.07806764465037,0.5689064504304351,4.8991828408877645
