
 Nodal results 
Node x:0.0, y:0.0, Vector potential = 0
Node x:3.5, y:5.0, Bx = 0.0005574154549604614
Node x:3.5, y:5.0, By = 0.0002920628323026075
Node x:3.5, y:5.0, Sigma = 0
Node x:3.5, y:5.0, E = 0.157568441833511
Node x:3.5, y:5.0, Hx = 443.5771250638759
Node x:3.5, y:5.0, Hy = 232.4162172718963
Node x:3.5, y:5.0, Je = 0
Node x:3.5, y:5.0, Js = 0
Node x:3.5, y:5.0, Mux = 1
Node x:3.5, y:5.0, Muy = 1
Node x:3.5, y:5.0, Pe = 0
Node x:3.5, y:5.0, Ph = 0

 Nodal results 
Node x:4.0, y:0.0, Vector potential = 9.017900435433581e-006
Node x:4.0, y:0.0, Bx = 6.521715894269274e-005
Node x:4.0, y:0.0, By = 0.002037454583866607
Node x:4.0, y:0.0, Sigma = 0
Node x:4.0, y:0.0, E = 1.653410752660471
Node x:4.0, y:0.0, Hx = 51.89816610069678
Node x:4.0, y:0.0, Hy = 1621.354841738056
Node x:4.0, y:0.0, Je = 0
Node x:4.0, y:0.0, Js = 0
Node x:4.0, y:0.0, Mux = 1
Node x:4.0, y:0.0, Muy = 1
Node x:4.0, y:0.0, Pe = 0
Node x:4.0, y:0.0, Ph = 0

 Nodal results 
Node x:4.0, y:0.5, Vector potential = 8.825428176282136e-006
Node x:4.0, y:0.5, Bx = 0.0002299198052511533
Node x:4.0, y:0.5, By = 0.002054695495939927
Node x:4.0, y:0.5, Sigma = 0
Node x:4.0, y:0.5, E = 1.700823900975062
Node x:4.0, y:0.5, Hx = 182.9643676022348
Node x:4.0, y:0.5, Hy = 1635.074723637464
Node x:4.0, y:0.5, Je = 0
Node x:4.0, y:0.5, Js = 0
Node x:4.0, y:0.5, Mux = 1
Node x:4.0, y:0.5, Muy = 1
Node x:4.0, y:0.5, Pe = 0
Node x:4.0, y:0.5, Ph = 0

 Nodal results 
Node x:4.0, y:1.0, Vector potential = 8.51767383179986e-006
Node x:4.0, y:1.0, Bx = 0.0003898980209881722
Node x:4.0, y:1.0, By = 0.002010392434899144
Node x:4.0, y:1.0, Sigma = 0
Node x:4.0, y:1.0, E = 1.668619499522878
Node x:4.0, y:1.0, Hx = 310.2709867100758
Node x:4.0, y:1.0, Hy = 1599.819467843751
Node x:4.0, y:1.0, Je = 0
Node x:4.0, y:1.0, Js = 0
Node x:4.0, y:1.0, Mux = 1
Node x:4.0, y:1.0, Muy = 1
Node x:4.0, y:1.0, Pe = 0
Node x:4.0, y:1.0, Ph = 0

 Nodal results 
Node x:4.0, y:1.5, Vector potential = 7.81971610391277e-006
Node x:4.0, y:1.5, Bx = 0.0006273468222341581
Node x:4.0, y:1.5, By = 0.001824920054680622
Node x:4.0, y:1.5, Sigma = 0
Node x:4.0, y:1.5, E = 1.481691633814956
Node x:4.0, y:1.5, Hx = 499.2267389577941
Node x:4.0, y:1.5, Hy = 1452.225237249764
Node x:4.0, y:1.5, Je = 0
Node x:4.0, y:1.5, Js = 0
Node x:4.0, y:1.5, Mux = 1
Node x:4.0, y:1.5, Muy = 1
Node x:4.0, y:1.5, Pe = 0
Node x:4.0, y:1.5, Ph = 0

 Nodal results 
Node x:4.0, y:2.0, Vector potential = 7.001395744412029e-006
Node x:4.0, y:2.0, Bx = 0.0007646928515408463
Node x:4.0, y:2.0, By = 0.001569463513707107
Node x:4.0, y:2.0, Sigma = 0
Node x:4.0, y:2.0, E = 1.212749079106704
Node x:4.0, y:2.0, Hx = 608.5232363488128
Node x:4.0, y:2.0, Hy = 1248.939381044303
Node x:4.0, y:2.0, Je = 0
Node x:4.0, y:2.0, Js = 0
Node x:4.0, y:2.0, Mux = 1
Node x:4.0, y:2.0, Muy = 1
Node x:4.0, y:2.0, Pe = 0
Node x:4.0, y:2.0, Ph = 0

 Nodal results 
Node x:4.0, y:2.5, Vector potential = 6.029431738585689e-006
Node x:4.0, y:2.5, Bx = 0.0008236857612937691
Node x:4.0, y:2.5, By = 0.001260166698060966
Node x:4.0, y:2.5, Sigma = 0
Node x:4.0, y:2.5, E = 0.9018030781577235
Node x:4.0, y:2.5, Hx = 655.4683023215715
Node x:4.0, y:2.5, Hy = 1002.808795580973
Node x:4.0, y:2.5, Je = 0
Node x:4.0, y:2.5, Js = 0
Node x:4.0, y:2.5, Mux = 1
Node x:4.0, y:2.5, Muy = 1
Node x:4.0, y:2.5, Pe = 0
Node x:4.0, y:2.5, Ph = 0

 Nodal results 
Node x:4.0, y:3.0, Vector potential = 5.093318269163508e-006
Node x:4.0, y:3.0, Bx = 0.0008112506938025568
Node x:4.0, y:3.0, By = 0.001003560961447731
Node x:4.0, y:3.0, Sigma = 0
Node x:4.0, y:3.0, E = 0.6625868131066359
Node x:4.0, y:3.0, Hx = 645.5727900270326
Node x:4.0, y:3.0, Hy = 798.6084385423072
Node x:4.0, y:3.0, Je = 0
Node x:4.0, y:3.0, Js = 0
Node x:4.0, y:3.0, Mux = 1
Node x:4.0, y:3.0, Muy = 1
Node x:4.0, y:3.0, Pe = 0
Node x:4.0, y:3.0, Ph = 0

 Nodal results 
Node x:4.0, y:3.5, Vector potential = 4.127485040330808e-006
Node x:4.0, y:3.5, Bx = 0.0007621189680845411
Node x:4.0, y:3.5, By = 0.000768013470252879
Node x:4.0, y:3.5, Sigma = 0
Node x:4.0, y:3.5, E = 0.4657947978497586
Node x:4.0, y:3.5, Hx = 606.4750049737457
Node x:4.0, y:3.5, Hy = 611.1657007595301
Node x:4.0, y:3.5, Je = 0
Node x:4.0, y:3.5, Js = 0
Node x:4.0, y:3.5, Mux = 1
Node x:4.0, y:3.5, Muy = 1
Node x:4.0, y:3.5, Pe = 0
Node x:4.0, y:3.5, Ph = 0

 Nodal results 
Node x:4.0, y:4.0, Vector potential = 3.160519362215979e-006
Node x:4.0, y:4.0, Bx = 0.0006936715990422144
Node x:4.0, y:4.0, By = 0.0005733799330794462
Node x:4.0, y:4.0, Sigma = 0
Node x:4.0, y:4.0, E = 0.3222668102954388
Node x:4.0, y:4.0, Hx = 552.0063193501384
Node x:4.0, y:4.0, Hy = 456.2812530964701
Node x:4.0, y:4.0, Je = 0
Node x:4.0, y:4.0, Js = 0
Node x:4.0, y:4.0, Mux = 1
Node x:4.0, y:4.0, Muy = 1
Node x:4.0, y:4.0, Pe = 0
Node x:4.0, y:4.0, Ph = 0

 Nodal results 
Node x:4.0, y:4.5, Vector potential = 2.341170494499959e-006
Node x:4.0, y:4.5, Bx = 0.0006576441207851793
Node x:4.0, y:4.5, By = 0.0004046756575318627
Node x:4.0, y:4.5, Sigma = 0
Node x:4.0, y:4.5, E = 0.2372435907312938
Node x:4.0, y:4.5, Hx = 523.3365630914237
Node x:4.0, y:4.5, Hy = 322.0306562257947
Node x:4.0, y:4.5, Je = 0
Node x:4.0, y:4.5, Js = 0
Node x:4.0, y:4.5, Mux = 1
Node x:4.0, y:4.5, Muy = 1
Node x:4.0, y:4.5, Pe = 0
Node x:4.0, y:4.5, Ph = 0

 Nodal results 
Node x:4.0, y:5.0, Vector potential = 1.522899544121881e-006
Node x:4.0, y:5.0, Bx = 0.0006260712964067492
Node x:4.0, y:5.0, By = 0.0002663954177988317
Node x:4.0, y:5.0, Sigma = 0
Node x:4.0, y:5.0, E = 0.184194705462397
Node x:4.0, y:5.0, Hx = 498.2117077554265
Node x:4.0, y:5.0, Hy = 211.9907377985737
Node x:4.0, y:5.0, Je = 0
Node x:4.0, y:5.0, Js = 0
Node x:4.0, y:5.0, Mux = 1
Node x:4.0, y:5.0, Muy = 1
Node x:4.0, y:5.0, Pe = 0
Node x:4.0, y:5.0, Ph = 0

 Nodal results 
Node x:4.5, y:0.0, Vector potential = 1.183473175024914e-005
Node x:4.5, y:0.0, Bx = -2.280751355906464e-005
Node x:4.5, y:0.0, By = 0.002158433001668679
Node x:4.5, y:0.0, Sigma = 0
Node x:4.5, y:0.0, E = 1.853897735613147
Node x:4.5, y:0.0, Hx = -18.14964261280282
Node x:4.5, y:0.0, Hy = 1717.626407741237
Node x:4.5, y:0.0, Je = 0
Node x:4.5, y:0.0, Js = 0
Node x:4.5, y:0.0, Mux = 1
Node x:4.5, y:0.0, Muy = 1
Node x:4.5, y:0.0, Pe = 0
Node x:4.5, y:0.0, Ph = 0

 Nodal results 
Node x:4.5, y:0.5, Vector potential = 1.175335733797022e-005
Node x:4.5, y:0.5, Bx = 0.0001734517134844286
Node x:4.5, y:0.5, By = 0.00229777068711811
Node x:4.5, y:0.5, Sigma = 0
Node x:4.5, y:0.5, E = 2.11271646780119
Node x:4.5, y:0.5, Hx = 138.0284879440298
Node x:4.5, y:0.5, Hy = 1828.50781473254
Node x:4.5, y:0.5, Je = 0
Node x:4.5, y:0.5, Js = 0
Node x:4.5, y:0.5, Mux = 1
Node x:4.5, y:0.5, Muy = 1
Node x:4.5, y:0.5, Pe = 0
Node x:4.5, y:0.5, Ph = 0

 Nodal results 
Node x:4.5, y:1.0, Vector potential = 1.125196531711178e-005
Node x:4.5, y:1.0, Bx = 0.0004580813367467428
Node x:4.5, y:1.0, By = 0.002243387866383396
Node x:4.5, y:1.0, Sigma = 0
Node x:4.5, y:1.0, E = 2.085975255306155
Node x:4.5, y:1.0, Hx = 364.529545406936
Node x:4.5, y:1.0, Hy = 1785.231341036489
Node x:4.5, y:1.0, Je = 0
Node x:4.5, y:1.0, Js = 0
Node x:4.5, y:1.0, Mux = 1
Node x:4.5, y:1.0, Muy = 1
Node x:4.5, y:1.0, Pe = 0
Node x:4.5, y:1.0, Ph = 0

 Nodal results 
Node x:4.5, y:1.5, Vector potential = 1.04380738551254e-005
Node x:4.5, y:1.5, Bx = 0.0007945221474180424
Node x:4.5, y:1.5, By = 0.002065092774945455
Node x:4.5, y:1.5, Sigma = 0
Node x:4.5, y:1.5, E = 1.948006215205584
Node x:4.5, y:1.5, Hx = 632.2606357878451
Node x:4.5, y:1.5, Hy = 1643.34861537964
Node x:4.5, y:1.5, Je = 0
Node x:4.5, y:1.5, Js = 0
Node x:4.5, y:1.5, Mux = 1
Node x:4.5, y:1.5, Muy = 1
Node x:4.5, y:1.5, Pe = 0
Node x:4.5, y:1.5, Ph = 0

 Nodal results 
Node x:4.5, y:2.0, Vector potential = 9.15649605038006e-006
Node x:4.5, y:2.0, Bx = 0.001028606075588917
Node x:4.5, y:2.0, By = 0.001672720533886658
Node x:4.5, y:2.0, Sigma = 0
Node x:4.5, y:2.0, E = 1.534263377055882
Node x:4.5, y:2.0, Hx = 818.5387071216595
Node x:4.5, y:2.0, Hy = 1331.108706896879
Node x:4.5, y:2.0, Je = 0
Node x:4.5, y:2.0, Js = 0
Node x:4.5, y:2.0, Mux = 1
Node x:4.5, y:2.0, Muy = 1
Node x:4.5, y:2.0, Pe = 0
Node x:4.5, y:2.0, Ph = 0

 Nodal results 
Node x:4.5, y:2.5, Vector potential = 7.675575707365383e-006
Node x:4.5, y:2.5, Bx = 0.00105092162198157
Node x:4.5, y:2.5, By = 0.001250191652685685
Node x:4.5, y:2.5, Sigma = 0
Node x:4.5, y:2.5, E = 1.061330875020259
Node x:4.5, y:2.5, Hx = 836.2968547025957
Node x:4.5, y:2.5, Hy = 994.8709066857637
Node x:4.5, y:2.5, Je = 0
Node x:4.5, y:2.5, Js = 0
Node x:4.5, y:2.5, Mux = 1
Node x:4.5, y:2.5, Muy = 1
Node x:4.5, y:2.5, Pe = 0
Node x:4.5, y:2.5, Ph = 0

 Nodal results 
Node x:4.5, y:3.0, Vector potential = 6.3769101959639e-006
Node x:4.5, y:3.0, Bx = 0.0009692848297788264
Node x:4.5, y:3.0, By = 0.0009314585526985162
Node x:4.5, y:3.0, Sigma = 0
Node x:4.5, y:3.0, E = 0.7190334314068527
Node x:4.5, y:3.0, Hx = 771.3323596164329
Node x:4.5, y:3.0, Hy = 741.2311647359577
Node x:4.5, y:3.0, Je = 0
Node x:4.5, y:3.0, Js = 0
Node x:4.5, y:3.0, Mux = 1
Node x:4.5, y:3.0, Muy = 1
Node x:4.5, y:3.0, Pe = 0
Node x:4.5, y:3.0, Ph = 0

 Nodal results 
Node x:4.5, y:3.5, Vector potential = 5.05147274882834e-006
Node x:4.5, y:3.5, Bx = 0.0008558301551283313
Node x:4.5, y:3.5, By = 0.0006823669958499448
Node x:4.5, y:3.5, Sigma = 0
Node x:4.5, y:3.5, E = 0.4766968953164836
Node x:4.5, y:3.5, Hx = 681.0479981788876
Node x:4.5, y:3.5, Hy = 543.0104019614278
Node x:4.5, y:3.5, Je = 0
Node x:4.5, y:3.5, Js = 0
Node x:4.5, y:3.5, Mux = 1
Node x:4.5, y:3.5, Muy = 1
Node x:4.5, y:3.5, Pe = 0
Node x:4.5, y:3.5, Ph = 0

 Nodal results 
Node x:4.5, y:4.0, Vector potential = 3.904003656251756e-006
Node x:4.5, y:4.0, Bx = 0.0007719558035371276
Node x:4.5, y:4.0, By = 0.0005041703908499096
Node x:4.5, y:4.0, Sigma = 0
Node x:4.5, y:4.0, E = 0.3382454535651758
Node x:4.5, y:4.0, Hx = 614.3029099070494
Node x:4.5, y:4.0, Hy = 401.2060493216799
Node x:4.5, y:4.0, Je = 0
Node x:4.5, y:4.0, Js = 0
Node x:4.5, y:4.0, Mux = 1
Node x:4.5, y:4.0, Muy = 1
Node x:4.5, y:4.0, Pe = 0
Node x:4.5, y:4.0, Ph = 0

 Nodal results 
Node x:4.5, y:4.5, Vector potential = 2.844724614188186e-006
Node x:4.5, y:4.5, Bx = 0.0007122048865183163
Node x:4.5, y:4.5, By = 0.0003569650460790058
Node x:4.5, y:4.5, Sigma = 0
Node x:4.5, y:4.5, E = 0.2525231285863676
Node x:4.5, y:4.5, Hx = 566.754640917962
Node x:4.5, y:4.5, Hy = 284.0637579724998
Node x:4.5, y:4.5, Je = 0
Node x:4.5, y:4.5, Js = 0
Node x:4.5, y:4.5, Mux = 1
Node x:4.5, y:4.5, Muy = 1
Node x:4.5, y:4.5, Pe = 0
Node x:4.5, y:4.5, Ph = 0

 Nodal results 
Node x:4.5, y:5.0, Vector potential = 1.865752700054162e-006
Node x:4.5, y:5.0, Bx = 0.0006739583793750139
Node x:4.5, y:5.0, By = 0.0002403066164971893
Node x:4.5, y:5.0, Sigma = 0
Node x:4.5, y:5.0, E = 0.2037052633467275
Node x:4.5, y:5.0, Hx = 536.3190375786818
Node x:4.5, y:5.0, Hy = 191.2299293660804
Node x:4.5, y:5.0, Je = 0
Node x:4.5, y:5.0, Js = 0
Node x:4.5, y:5.0, Mux = 1
Node x:4.5, y:5.0, Muy = 1
Node x:4.5, y:5.0, Pe = 0
Node x:4.5, y:5.0, Ph = 0

 Nodal results 
Node x:5.0, y:0.0, Vector potential = 1.510384545634219e-005
Node x:5.0, y:0.0, Bx = -0.000359299919087355
Node x:5.0, y:0.0, By = 0.00219668945782523
Node x:5.0, y:0.0, Sigma = 58
Node x:5.0, y:0.0, E = 1.971349229631703
Node x:5.0, y:0.0, Hx = -285.9217908763529
Node x:5.0, y:0.0, Hy = 1748.069928253705
Node x:5.0, y:0.0, Je = 0
Node x:5.0, y:0.0, Js = 0.25
Node x:5.0, y:0.0, Mux = 1
Node x:5.0, y:0.0, Muy = 1
Node x:5.0, y:0.0, Pe = 0
Node x:5.0, y:0.0, Ph = 0

 Nodal results 
Node x:5.0, y:0.5, Vector potential = 1.542627322729089e-005
Node x:5.0, y:0.5, Bx = 1.579479481869984e-005
Node x:5.0, y:0.5, By = 0.002350357959414534
Node x:5.0, y:0.5, Sigma = 58
Node x:5.0, y:0.5, E = 2.198101656580951
Node x:5.0, y:0.5, Hx = 12.56909835259168
Node x:5.0, y:0.5, Hy = 1870.355436381017
Node x:5.0, y:0.5, Je = 0
Node x:5.0, y:0.5, Js = 0.25
Node x:5.0, y:0.5, Mux = 1
Node x:5.0, y:0.5, Muy = 1
Node x:5.0, y:0.5, Pe = 0
Node x:5.0, y:0.5, Ph = 0

 Nodal results 
Node x:5.0, y:1.0, Vector potential = 1.493937259890304e-005
Node x:5.0, y:1.0, Bx = 0.0005075016829175162
Node x:5.0, y:1.0, By = 0.00233120042993507
Node x:5.0, y:1.0, Sigma = 58
Node x:5.0, y:1.0, E = 2.26479608845431
Node x:5.0, y:1.0, Hx = 403.857007318892
Node x:5.0, y:1.0, Hy = 1855.11035881059
Node x:5.0, y:1.0, Je = 0
Node x:5.0, y:1.0, Js = 0.25
Node x:5.0, y:1.0, Mux = 1
Node x:5.0, y:1.0, Muy = 1
Node x:5.0, y:1.0, Pe = 0
Node x:5.0, y:1.0, Ph = 0

 Nodal results 
Node x:5.0, y:1.5, Vector potential = 1.377049943673097e-005
Node x:5.0, y:1.5, Bx = 0.001071703907500012
Node x:5.0, y:1.5, By = 0.00215913316346957
Node x:5.0, y:1.5, Sigma = 58
Node x:5.0, y:1.5, E = 2.311886805369861
Node x:5.0, y:1.5, Hx = 852.8348720476311
Node x:5.0, y:1.5, Hy = 1718.183578799117
Node x:5.0, y:1.5, Je = 0
Node x:5.0, y:1.5, Js = 0.25
Node x:5.0, y:1.5, Mux = 1
Node x:5.0, y:1.5, Muy = 1
Node x:5.0, y:1.5, Pe = 0
Node x:5.0, y:1.5, Ph = 0

 Nodal results 
Node x:5.0, y:2.0, Vector potential = 1.169788543028269e-005
Node x:5.0, y:2.0, Bx = 0.001512845458070165
Node x:5.0, y:2.0, By = 0.001760040647822115
Node x:5.0, y:2.0, Sigma = 0
Node x:5.0, y:2.0, E = 2.143198154539031
Node x:5.0, y:2.0, Hx = 1203.884163929947
Node x:5.0, y:2.0, Hy = 1400.595845717757
Node x:5.0, y:2.0, Je = 0
Node x:5.0, y:2.0, Js = 0
Node x:5.0, y:2.0, Mux = 1
Node x:5.0, y:2.0, Muy = 1
Node x:5.0, y:2.0, Pe = 0
Node x:5.0, y:2.0, Ph = 0

 Nodal results 
Node x:5.0, y:2.5, Vector potential = 9.46282782926963e-006
Node x:5.0, y:2.5, Bx = 0.001301683740545136
Node x:5.0, y:2.5, By = 0.001142416045552443
Node x:5.0, y:2.5, Sigma = 0
Node x:5.0, y:2.5, E = 1.193461132726675
Node x:5.0, y:2.5, Hx = 1035.847008250533
Node x:5.0, y:2.5, Hy = 909.105803585836
Node x:5.0, y:2.5, Je = 0
Node x:5.0, y:2.5, Js = 0
Node x:5.0, y:2.5, Mux = 1
Node x:5.0, y:2.5, Muy = 1
Node x:5.0, y:2.5, Pe = 0
Node x:5.0, y:2.5, Ph = 0

 Nodal results 
Node x:5.0, y:3.0, Vector potential = 7.580799985442741e-006
Node x:5.0, y:3.0, Bx = 0.001095451467616215
Node x:5.0, y:3.0, By = 0.0008264234049270064
Node x:5.0, y:3.0, Sigma = 0
Node x:5.0, y:3.0, E = 0.7492177415020835
Node x:5.0, y:3.0, Hx = 871.7325799419596
Node x:5.0, y:3.0, Hy = 657.6468499048403
Node x:5.0, y:3.0, Je = 0
Node x:5.0, y:3.0, Js = 0
Node x:5.0, y:3.0, Mux = 1
Node x:5.0, y:3.0, Muy = 1
Node x:5.0, y:3.0, Pe = 0
Node x:5.0, y:3.0, Ph = 0

 Nodal results 
Node x:5.0, y:3.5, Vector potential = 6.013598675526947e-006
Node x:5.0, y:3.5, Bx = 0.0009457136229801987
Node x:5.0, y:3.5, By = 0.0005886910874148997
Node x:5.0, y:3.5, Sigma = 0
Node x:5.0, y:3.5, E = 0.4937509369945287
Node x:5.0, y:3.5, Hx = 752.5749892332185
Node x:5.0, y:3.5, Hy = 468.4654825811217
Node x:5.0, y:3.5, Je = 0
Node x:5.0, y:3.5, Js = 0
Node x:5.0, y:3.5, Mux = 1
Node x:5.0, y:3.5, Muy = 1
Node x:5.0, y:3.5, Pe = 0
Node x:5.0, y:3.5, Ph = 0

 Nodal results 
Node x:5.0, y:4.0, Vector potential = 4.623221160038139e-006
Node x:5.0, y:4.0, Bx = 0.0008549590648654786
Node x:5.0, y:4.0, By = 0.0004505391395873014
Node x:5.0, y:4.0, Sigma = 0
Node x:5.0, y:4.0, E = 0.3716031253401586
Node x:5.0, y:4.0, Hx = 680.3548065728265
Node x:5.0, y:4.0, Hy = 358.5276556084422
Node x:5.0, y:4.0, Je = 0
Node x:5.0, y:4.0, Js = 0
Node x:5.0, y:4.0, Mux = 1
Node x:5.0, y:4.0, Muy = 1
Node x:5.0, y:4.0, Pe = 0
Node x:5.0, y:4.0, Ph = 0

 Nodal results 
Node x:5.0, y:4.5, Vector potential = 3.348915498381759e-006
Node x:5.0, y:4.5, Bx = 0.000776854500666933
Node x:5.0, y:4.5, By = 0.0003085245743814377
Node x:5.0, y:4.5, Sigma = 0
Node x:5.0, y:4.5, E = 0.2780000485603006
Node x:5.0, y:4.5, Hx = 618.2011692216424
Node x:5.0, y:4.5, Hy = 245.5160553906447
Node x:5.0, y:4.5, Je = 0
Node x:5.0, y:4.5, Js = 0
Node x:5.0, y:4.5, Mux = 1
Node x:5.0, y:4.5, Muy = 1
Node x:5.0, y:4.5, Pe = 0
Node x:5.0, y:4.5, Ph = 0

 Nodal results 
Node x:5.0, y:5.0, Vector potential = 2.166998521012893e-006
N
