X1,X2,X3,X4,X5,X6,Tavg,SNavg,Trip,SNrip
16.0,120.0,1.0,0.6,2.0,1.5,971.7084689212609,59.75071975676296,0.44255584658087616,7.080638348745337
16.0,130.0,1.25,0.7,2.25,1.75,954.8092007273383,59.598331906021116,0.45428544200603177,6.853423606553676
16.0,140.0,1.5,0.8,2.5,2.0,911.3588826334388,59.193788616413656,0.5305309186707864,5.505786017841883
16.0,150.0,1.75,0.9,2.75,2.25,909.4266835449848,59.175353854349744,0.5515047206436737,5.16901531667076
16.0,160.0,2.0,1.0,3.0,2.5,861.5693087587571,58.705804398321284,0.559534285696624,5.043465934896912
16.5,120.0,1.25,0.8,2.75,2.5,879.9367076510517,58.88902870422073,0.510767743799001,5.835530745495579
16.5,130.0,1.5,0.9,3.0,1.5,998.3275530284238,59.98546114905906,0.41741673610763086,7.588602842187562
16.5,140.0,1.75,1.0,2.0,1.75,991.0339237841342,59.92177041886984,0.5082483804326606,5.878479931920629
16.5,150.0,2.0,0.6,2.25,2.0,1010.0091105036863,60.086505824635694,0.520736425117431,5.667640853852445
16.5,160.0,1.0,0.7,2.5,2.25,985.5841417951716,59.87387414019238,0.64796013059681,3.769034314516982
17.0,120.0,1.5,1.0,2.25,2.25,955.3906788121146,59.60361999621672,0.5173460335925526,5.724377524578892
17.0,130.0,1.75,0.6,2.5,2.5,958.9807420599868,59.63619771794804,0.5348274735256129,5.435725831712286
17.0,140.0,2.0,0.7,2.75,1.5,1069.0449099151,60.57991900068869,0.42680593622876833,7.395390976447663
17.0,150.0,1.0,0.8,3.0,1.75,1029.9964871741481,60.256714870734804,0.6579251774731425,3.6364698741711465
17.0,160.0,1.25,0.9,2.0,2.0,1056.7970254347026,60.47983164400086,0.6182464112319405,4.176767918635806
17.5,120.0,1.75,0.7,3.0,2.0,965.9988135885776,59.699531860561414,0.41163623250229625,7.709728106604901
17.5,130.0,2.0,0.8,2.0,2.25,1027.9021035943374,60.23903509681746,0.5753008320007417,4.802099957937093
17.5,140.0,1.0,0.9,2.25,2.5,1032.4098968089547,60.27704318184802,0.6327343801085084,3.975571343509961
17.5,150.0,1.25,1.0,2.5,1.5,1145.0277158809868,61.17631998170143,0.5222668426660556,5.642150909806838
17.5,160.0,1.5,0.6,2.75,1.75,1120.595366153199,60.988976445117935,0.48835244778950737,6.225332622145109
18.0,120.0,2.0,0.9,2.5,1.75,1066.4040173966441,60.55843544998229,0.4722426940817565,6.516695043750818
18.0,130.0,1.0,1.0,2.75,2.0,1062.1185638052934,60.52345999088439,0.6123210517863192,4.26041618259134
18.0,140.0,1.25,0.6,3.0,2.25,1044.535091314268,60.37846069500347,0.5793796233260196,4.740735658402291
18.0,150.0,1.5,0.7,2.0,2.5,1126.5004089642352,61.03462707451929,0.6551328165099213,3.6734129122246983
18.0,160.0,1.75,0.8,2.25,1.5,1224.833194613684,61.76153895619143,0.5403567435010544,5.3463884857724135
