X1,X2,X3,X4,X5,X6,Tavg,SNavg,Trip,SNrip
16.0,120.0,1.0,0.6,2.0,1.5,161.38874783791053,44.15746504114665,0.8758097794286374,1.1518041943375341
16.0,130.0,1.25,0.7,2.25,1.75,165.1943539305332,44.359903995435815,0.8790430851374654,1.1197967606660257
16.0,140.0,1.5,0.8,2.5,2.0,160.15750800185174,44.090946054170345,0.9485320706719425,0.45895961326299506
16.0,150.0,1.75,0.9,2.75,2.25,169.34659869202045,44.57552956621811,0.9627039595386762,0.33014483912491077
16.0,160.0,2.0,1.0,3.0,2.5,165.20611254870107,44.36052223947665,0.9950979523092026,0.042683348832398715
16.5,120.0,1.25,0.8,2.75,2.5,164.51729002803393,44.32423094166808,0.8306690321550763,1.611439599888958
16.5,130.0,1.5,0.9,3.0,1.5,164.33009292586434,44.314342016714285,0.9035885013532581,0.8805860869193625
16.5,140.0,1.75,1.0,2.0,1.75,169.75891573949528,44.596651854017836,0.8781834684994743,1.1282948519665226
16.5,150.0,2.0,0.6,2.25,2.0,172.79586796579795,44.750667061340266,0.8890066113511026,1.0219001852610754
16.5,160.0,1.0,0.7,2.5,2.25,166.00578495811249,44.40246445135656,0.9734349695324173,0.23386112564373104
17.0,120.0,1.5,1.0,2.25,2.25,175.17777385947466,44.86958006146847,0.7973086087802338,1.9674709334704406
17.0,130.0,1.75,0.6,2.5,2.5,172.81896023399375,44.75182775745036,0.8502611480564238,1.408953303573158
17.0,140.0,2.0,0.7,2.75,1.5,182.404764268823,45.220723551409165,0.8054851699520674,1.8788490221459933
17.0,150.0,1.0,0.8,3.0,1.75,168.50380146967876,44.53219406126068,0.9609321950480026,0.34614511562803574
17.0,160.0,1.25,0.9,2.0,2.0,174.0594177617442,44.81395052899967,0.9517390250534498,0.42964245073856816
17.5,120.0,1.75,0.7,3.0,2.0,174.68098142977422,44.844912466032305,0.7807723533543128,2.149511463134639
17.5,130.0,2.0,0.8,2.0,2.25,180.76828447879979,45.142444730300156,0.8391794385427486,1.5229033141360335
17.5,140.0,1.0,0.9,2.25,2.5,178.5909658696372,45.037189721263395,0.9040691795781115,0.8759667188222419
17.5,150.0,1.25,1.0,2.5,1.5,179.79667159053037,45.09563295559205,0.9227532307855881,0.6982885111609392
17.5,160.0,1.5,0.6,2.75,1.75,180.8283059846982,45.14532827618903,0.9299733017911791,0.6305903848611328
18.0,120.0,2.0,0.9,2.5,1.75,180.23761635566223,45.1169087040949,0.8511225663579867,1.4001578920789344
18.0,130.0,1.0,1.0,2.75,2.0,177.96157703253056,45.00652491314198,0.8906311975634044,1.0060419242186986
18.0,140.0,1.25,0.6,3.0,2.25,174.3230139015085,44.827094517948815,0.9896975164929293,0.08995039069401024
18.0,150.0,1.5,0.7,2.0,2.5,187.15428998928917,45.44399573104698,0.9591520127059174,0.36225115069355524
18.0,160.0,1.75,0.8,2.25,1.5,183.55361685491837,45.275258930671754,0.9843473623236259,0.13703236227785787
