X1,X2,X3,X4,X5,X6,Tavg,SNavg,Trip,SNrip
16.0,120.0,1.0,0.6,2.0,1.5,1153.196186362254,61.238063949998605,0.5155985065393248,5.753766985514256
16.0,130.0,1.25,0.7,2.25,1.75,1135.6343488963048,61.10477039829022,0.5097393094375494,5.853037474840166
16.0,140.0,1.5,0.8,2.5,2.0,1086.7920568501715,60.722929111686554,0.5833430532244461,4.681519391756285
16.0,150.0,1.75,0.9,2.75,2.25,1083.7913796142936,60.69891384696474,0.5975263049779389,4.4728594191345925
16.0,160.0,2.0,1.0,3.0,2.5,-7.2768802738816305,17.238904591131266,-153.92736623342535,-43.746316769288036
16.5,120.0,1.25,0.8,2.75,2.5,1039.891105838771,60.339757274256584,0.5684859735643203,4.905604926605522
16.5,130.0,1.5,0.9,3.0,1.5,1180.2295375596686,61.43932959020888,0.43707228278119264,7.188934673998048
16.5,140.0,1.75,1.0,2.0,1.75,1181.6521436174833,61.44979294305959,0.5656218478183298,4.949476474898891
16.5,150.0,2.0,0.6,2.25,2.0,1210.924705037194,61.66234279343933,0.5902772962788533,4.578878412839661
16.5,160.0,1.0,0.7,2.5,2.25,1168.8125035228834,61.3548969774493,0.7031871998066844,3.0585808674433683
17.0,120.0,1.5,1.0,2.25,2.25,1127.9109366975333,61.04549615557245,0.5654988649441547,4.951365248863709
17.0,130.0,1.75,0.6,2.5,2.5,1140.6466126616933,61.14302230216437,0.5873245052293945,4.6224375699319395
17.0,140.0,2.0,0.7,2.75,1.5,1277.6555132146689,62.1282754664757,0.45379235578037525,6.862856483273002
17.0,150.0,1.0,0.8,3.0,1.75,1216.9665861280732,61.705573082113,0.659708477741881,3.612958697567519
17.0,160.0,1.25,0.9,2.0,2.0,1254.4898813257337,61.969343253194,0.6595624809991898,3.6148811405521197
17.5,120.0,1.75,0.7,3.0,2.0,1147.5943964757464,61.19576837973987,0.4475431218150597,6.9833022610807625
17.5,130.0,2.0,0.8,2.0,2.25,1222.4124666350212,61.74435540714521,0.6196032874233213,4.157725733491603
17.5,140.0,1.0,0.9,2.25,2.5,1225.272005118633,61.7646502182378,0.6708949897564003,3.4669090284618425
17.5,150.0,1.25,1.0,2.5,1.5,1346.8549808067382,62.586416733673616,0.5401331489547467,5.349983369156672
17.5,160.0,1.5,0.6,2.75,1.75,1330.5181888912002,62.480416319290214,0.5205878601458632,5.670119272869724
18.0,120.0,2.0,0.9,2.5,1.75,1264.4516626034554,62.03804463618915,0.49678919473602856,6.076557174405336
18.0,130.0,1.0,1.0,2.75,2.0,1246.5083062567019,61.91390353644978,0.6374954591673566,3.9104580866043377
18.0,140.0,1.25,0.6,3.0,2.25,1241.1131567208147,61.87622758966977,0.5964404461620979,4.488658271871894
18.0,150.0,1.5,0.7,2.0,2.5,1336.5265508348082,62.519551813538556,0.6948928836693653,3.1616427173089874
18.0,160.0,1.75,0.8,2.25,1.5,1454.608399937828,63.254921823323926,0.5509225934943104,5.178188334392278
