X1,X2,X3,X4,X5,X6,Tavg,SNavg,Trip,SNrip
16.0,120.0,1.0,0.6,2.0,1.5,524.8810824003135,54.40121840688849,0.526003756180546,5.580223090968579
16.0,130.0,1.25,0.7,2.25,1.75,522.68896599039,54.36486664400336,0.5671771484619649,4.9256255034953424
16.0,140.0,1.5,0.8,2.5,2.0,503.28078875735514,54.03620705634691,0.6413164964544655,3.8585517734000674
16.0,150.0,1.75,0.9,2.75,2.25,501.9809226854873,54.01374425007746,0.6754862341031166,3.407669942875212
16.0,160.0,2.0,1.0,3.0,2.5,464.75641869156385,53.34450792941999,0.7330452124952764,2.6973847655222594
16.5,120.0,1.25,0.8,2.75,2.5,498.7922682445032,53.95839425760674,0.5681803545027249,4.910275731816741
16.5,130.0,1.5,0.9,3.0,1.5,564.8460242250287,55.038601524777846,0.5753791862667195,4.800917046098524
16.5,140.0,1.75,1.0,2.0,1.75,535.3451253841696,54.57267705071922,0.6362234073573476,3.92780713528275
16.5,150.0,2.0,0.6,2.25,2.0,547.1672033486464,54.76240116636228,0.6587330526912673,3.625810895697005
16.5,160.0,1.0,0.7,2.5,2.25,533.122619016692,54.53654217819553,0.7493632931860704,2.5061516840697267
17.0,120.0,1.5,1.0,2.25,2.25,533.4836186617192,54.54242176727921,0.6193468672544915,4.161321095759925
17.0,130.0,1.75,0.6,2.5,2.5,532.3586373581961,54.52408609514623,0.6599982737756225,3.6091440070626897
17.0,140.0,2.0,0.7,2.75,1.5,578.2186740609568,55.241842269372356,0.6544607469432047,3.682327926410739
17.0,150.0,1.0,0.8,3.0,1.75,575.6684682829238,55.203448840422325,0.8058241320809888,1.8751946180126469
17.0,160.0,1.25,0.9,2.0,2.0,571.7541509172406,55.14418652509154,0.7829749386560584,2.1250427710395443
17.5,120.0,1.75,0.7,3.0,2.0,533.4345850678999,54.541623392327345,0.5766283451976182,4.782080258021601
17.5,130.0,2.0,0.8,2.0,2.25,570.7308631001557,55.12862716577412,0.7214673286242776,2.8356666197384794
17.5,140.0,1.0,0.9,2.25,2.5,572.1613058881703,55.150369680099004,0.7771795289571611,2.1895729462631883
17.5,150.0,1.25,1.0,2.5,1.5,639.6020615857626,56.118197098165545,0.7332739281997059,2.694675124315043
17.5,160.0,1.5,0.6,2.75,1.75,596.0731912555965,55.50599179234932,0.7286021576842081,2.750190939429196
18.0,120.0,2.0,0.9,2.5,1.75,582.0748738330805,55.29957705385905,0.6993589253624335,3.1059975638490265
18.0,130.0,1.0,1.0,2.75,2.0,595.9791458485456,55.50462126858474,0.7042828598087295,3.0450576188087233
18.0,140.0,1.25,0.6,3.0,2.25,559.396498667077,54.95439487480646,0.777956750291194,2.1808909299229966
18.0,150.0,1.5,0.7,2.0,2.5,620.6981853247355,55.85760951364943,0.8751681337710955,1.1581700811663838
18.0,160.0,1.75,0.8,2.25,1.5,649.4837563689094,56.25136587623128,0.7971485002292868,1.9692153331165039
