X1,X2,X3,X4,X5,X6,Tavg,SNavg,Trip,SNrip
16.0,120.0,1.0,0.6,2.0,1.5,403.01515512186415,52.10642755617428,0.6626961948671913,3.5737104615121735
16.0,130.0,1.25,0.7,2.25,1.75,406.7305886501993,52.18613670515791,0.7053725946826552,3.0316283532317683
16.0,140.0,1.5,0.8,2.5,2.0,386.6141119910411,51.745554047548666,0.7945167631967976,1.9979387070283932
16.0,150.0,1.75,0.9,2.75,2.25,396.8024648130104,51.971487223844676,0.8204683083866295,1.7187637890763106
16.0,160.0,2.0,1.0,3.0,2.5,377.37026686014724,51.53535357915048,0.8760134394683872,1.1497846199674284
16.5,120.0,1.25,0.8,2.75,2.5,388.4113723756815,51.78583874437432,0.6937858073770937,3.1754917733861565
16.5,130.0,1.5,0.9,3.0,1.5,417.1626090380953,52.4061074995886,0.7671791942215718,2.3020636735071673
16.5,140.0,1.75,1.0,2.0,1.75,416.5890907437459,52.394157857034,0.7221452734854088,2.8275085381745466
16.5,150.0,2.0,0.6,2.25,2.0,1.0340601056646719,0.2909156649038732,248.17891272360572,-47.895297551567054
16.5,160.0,1.0,0.7,2.5,2.25,419.34893246864647,52.45151083553665,0.8434142470278492,1.4791813423700118
17.0,120.0,1.5,1.0,2.25,2.25,421.1576248963406,52.48889335665606,0.6962486586605098,3.144712569919772
17.0,130.0,1.75,0.6,2.5,2.5,418.01664340375567,52.423871472558815,0.7416699990586544,2.5957857614600695
17.0,140.0,2.0,0.7,2.75,1.5,452.20314627664084,53.10667159388121,0.6418189432836341,3.851749377027782
17.0,150.0,1.0,0.8,3.0,1.75,431.65538065895714,52.70274317673455,0.9098400177815134,0.8206993074859767
17.0,160.0,1.25,0.9,2.0,2.0,439.4805455097963,52.85879309833249,0.8570888887826154,1.3394827002544498
17.5,120.0,1.75,0.7,3.0,2.0,417.6660597904154,52.416583704746,0.6667347802436822,3.5209377859263826
17.5,130.0,2.0,0.8,2.0,2.25,437.580291565491,52.821155066457024,0.7574429808830415,2.413001092022002
17.5,140.0,1.0,0.9,2.25,2.5,444.13911646811925,52.950380485682146,0.8207398510810366,1.7158895773152256
17.5,150.0,1.25,1.0,2.5,1.5,474.7649869263094,53.52957366035235,0.8439540503958461,1.4736239632871109
17.5,160.0,1.5,0.6,2.75,1.75,453.37742386562024,53.12919780876567,0.8226976264018852,1.6951951138506003
18.0,120.0,2.0,0.9,2.5,1.75,0.4618868226257704,-6.7092885551361,385.6060928418629,-51.72287774873905
18.0,130.0,1.0,1.0,2.75,2.0,449.5594383589861,53.05574239946136,0.7889719432228919,2.0587688108465816
18.0,140.0,1.25,0.6,3.0,2.25,422.10343751734194,52.508377779346596,0.8947545980002917,0.9659212232515089
18.0,150.0,1.5,0.7,2.0,2.5,476.11914230417136,53.55431285150033,0.8831140543418071,1.0796640717660202
18.0,160.0,1.75,0.8,2.25,1.5,485.90822499299964,53.73108500899591,0.8119123441483445,1.80981711240762
