AVG,RIP,RES
-1418.899,0.305,"[1188.624, 1180.291, 1189.237, 1213.523, 1249.386, 1300.383, 1356.917, 1405.301, 1451.374, 1485.018, 1505.398, 1522.011, 1524.506, 1516.161, 1504.516, 1492.556, 1493.004, 1501.698, 1506.583, 1511.055, 1506.643, 1497.315, 1492.664, 1485.894, 1481.687, 1484.712, 1489.508, 1499.332, 1512.397, 1524.706, 1538.843, 1551.933, 1562.828, 1573.859, 1581.673, 1586.537, 1589.547, 1586.05, 1578.287, 1564.516, 1541.626, 1512.187, 1475.829, 1433.497, 1390.174, 1348.189, 1311.391, 1284.697, 1270.182, 1267.114, 1272.123, 1281.787, 1291.969, 1298.224, 1297.263, 1284.85, 1262.714, 1235.476, 1205.872, 1179.757, 1162.828, 1156.707, 1165.721, 1190.32, 1228.6, 1279.196, 1336.281, 1387.298, 1432.306, 1466.251, 1487.862, 1502.434, 1508.422, 1502.478, 1491.252, 1479.494, 1479.088, 1487.537, 1493.176, 1497.741, 1495.673, 1489.181, 1484.937, 1479.319, 1476.947, 1480.177, 1485.899, 1496.138, 1509.25, 1522.652, 1536.211, 1548.92, 1560.271, 1570.139, 1577.736, 1583.252, 1584.999, 1583.276, 1575.955, 1563.266, 1543.636, 1515.727, 1481.9, 1445.485, 1405.85, 1368.292, 1338.827, 1314.0, 1300.653, 1299.622, 1303.837, 1313.37, 1325.195, 1330.239, 1329.69, 1316.271, 1291.995, 1264.387, 1232.94, 1205.671, 1188.588]"
