P2P,THD,RES,FFT
17.758,8148.167,"[0.659, 3.453, 5.642, 7.041, 7.731, 7.718, 7.276, 6.626, 5.769, 4.954, 4.202, 3.464, 2.88, 2.36, 1.887, 1.543, 1.203, 0.906, 0.696, 0.453, 0.263, 0.134, -0.028, -0.118, -0.187, -0.299, -0.354, -0.432, -0.531, -0.558, -0.623, -0.679, -0.696, -0.791, -0.874, -0.941, -1.073, -1.155, -1.246, -1.4, -1.528, -1.726, -1.986, -2.229, -2.567, -2.949, -3.36, -3.915, -4.522, -5.231, -6.118, -7.054, -8.043, -8.999, -9.614, -9.684, -8.993, -7.388, -5.075, -2.214, 0.836, 3.609, 5.845, 7.308, 7.9, 7.877, 7.417, 6.675, 5.906, 5.084, 4.296, 3.625, 2.978, 2.445, 2.025, 1.607, 1.276, 0.978, 0.655, 0.429, 0.241, 0.082, 0.013, -0.099, -0.224, -0.311, -0.453, -0.541, -0.564, -0.625, -0.642, -0.682, -0.799, -0.873, -0.966, -1.063, -1.092, -1.183, -1.305, -1.428, -1.653, -1.871, -2.079, -2.368, -2.649, -3.011, -3.498, -3.997, -4.619, -5.364, -6.186, -7.175, -8.21, -9.124, -9.789, -9.858, -9.105, -7.563, -5.223, -2.393, 0.583]","[0.0, 0.075, 4.049, 0.018, 3.679, 0.002, 2.308, 0.005, 1.267, 0.003, 0.629, 0.008, 0.276, 0.008, 0.097, 0.005, 0.043, 0.012, 0.004, 0.006, 0.006, 0.004, 0.004, 0.002, 0.004, 0.002, 0.003, 0.002, 0.002, 0.001, 0.002, 0.001, 0.001, 0.001, 0.002, 0.002, 0.001, 0.002, 0.001, 0.001, 0.001, 0.001, 0.0, 0.018, 0.0, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
