13,18,16,8,-1681.172028582895,0.5386953169780282,20.634154910941064,84.8991434975662
14,18,-12,-8,-1269.4787581617388,0.5311870079262853,18.898397763524642,112.34056731983873
15,18,4,8,-1736.844600170819,0.3497262792732746,15.940136549688553,118.26974804200717
15,17,10,8,-1680.5877811588339,0.328717039087984,16.694650348182364,119.5148930536254
15,17,6,2,-1499.255453734708,0.2098009476994603,18.258822530833157,115.05349349092215
10,18,16,8,-1593.5559716026855,0.645153325042086,21.21384965798212,38.59468149606628
11,18,16,8,-1598.1857452342078,0.6422270512803989,20.93706909551424,50.497294792469425
13,17,12,8,-1586.595227940111,0.44584897507737303,20.44583878091126,90.52594773084478
14,14,12,12,-1641.3624890153887,0.46195153720643756,20.22135116696484,76.65824988931244
14,18,0,-8,-1260.7638250965283,0.472237656530357,19.74479582072358,96.79472701765107
