11,17,-4,8,-1427.3874672508805,0.6654787308170484,20.69309515550212,39.51512425739301
10,10,14,14,-1371.9962471446725,0.11497277787297028,19.954232184445893,41.11894262001801
10,18,16,8,-1593.5559716026855,0.645153325042086,21.21384965798212,38.59468149606628
11,11,-6,-6,-1376.9248554081064,0.40247795537975484,20.127475156773933,33.72741409900329
11,18,16,8,-1598.1857452342078,0.6422270512803989,20.93706909551424,50.497294792469425
13,13,6,6,-1415.8113205770173,0.2629978949327115,20.270527653191465,54.827119545485395
11,14,16,12,-1547.3596277733066,0.4788776084423467,21.019324151973215,44.65966713075
10,18,16,6,-1477.2009090523302,0.6011595952687984,21.09297865327118,38.394408874852225
14,14,12,12,-1641.3624890153887,0.46195153720643756,20.22135116696484,76.65824988931244
13,18,16,8,-1681.172028582895,0.5386953169780282,20.634154910941064,84.8991434975662
