X1,X2,X3,X4,X5,X6,X7,X8,ANG,AVG,RIP
24.49,139.3,1.32,0.08,2.09,2.01,1.51,14.95,-26.0,-224.4,67.55
21.31,139.8,1.65,0.13,2.49,2.02,1.52,14.99,-28.0,-224.42,62.81
23.88,139.7,1.72,0.05,1.59,2.0,1.5,14.9,-27.0,-223.25,67.79
19.88,139.5,1.56,0.08,2.97,2.01,1.51,14.68,-31.0,-214.92,66.46
24.19,139.8,1.32,0.47,0.55,2.34,1.5,14.91,-25.0,-218.79,74.28
19.14,139.3,1.2,0.02,2.73,2.0,1.5,14.68,-30.0,-215.87,68.34
19.81,133.9,1.83,0.03,1.05,2.02,1.52,14.66,-28.0,-211.52,75.88
22.12,134.4,1.53,0.02,2.59,2.07,1.5,14.68,-30.0,-217.47,67.97
23.79,137.1,1.72,0.07,1.79,2.01,1.5,14.69,-30.0,-220.49,69.07
22.65,139.8,1.73,0.11,2.0,2.03,1.53,14.91,-28.0,-223.67,64.93
22.29,138.6,1.68,0.02,2.03,2.02,1.52,15.0,-27.0,-226.4,62.94
21.98,139.8,1.51,0.06,2.63,2.3,1.8,14.87,-28.0,-226.68,63.0
23.24,139.9,1.83,0.01,1.74,2.0,1.5,14.77,-30.0,-219.65,67.5
19.0,139.3,1.57,0.02,2.73,2.23,1.73,14.71,-31.0,-220.25,66.02
23.67,139.1,1.56,0.09,0.97,2.0,1.5,14.77,-28.0,-218.21,71.77
19.73,133.9,1.31,0.08,2.89,2.08,1.58,14.77,-29.0,-217.42,67.62
23.62,132.0,1.2,0.14,2.13,2.01,1.51,15.0,-26.0,-223.5,66.4
23.88,139.9,1.75,0.08,1.79,2.01,1.5,14.67,-30.0,-216.91,70.6
19.01,133.4,1.62,0.02,2.9,2.31,1.8,14.68,-31.0,-220.85,65.69
24.07,135.9,1.55,0.08,2.15,2.22,1.72,14.94,-27.0,-227.69,66.14
19.35,134.2,1.82,0.04,2.78,2.1,1.58,14.77,-30.0,-221.03,64.39
22.12,133.9,1.54,0.03,2.58,2.07,1.5,14.68,-30.0,-214.85,69.16
23.48,139.6,1.72,0.06,1.41,2.05,1.55,14.7,-29.0,-218.12,71.08
20.37,131.9,1.71,0.07,2.17,2.33,1.83,14.88,-28.0,-224.37,66.91
19.44,137.0,1.73,0.1,2.02,2.07,1.5,14.68,-29.0,-212.98,73.68
19.89,136.6,1.8,0.08,2.73,2.01,1.51,14.68,-32.0,-217.37,64.5
22.06,133.7,1.65,0.13,2.48,2.02,1.52,14.99,-28.0,-223.88,62.45
22.76,139.3,1.95,0.02,1.78,2.01,1.51,14.68,-30.0,-217.92,67.57
22.06,115.0,0.77,0.03,3.07,2.02,1.52,14.98,-27.0,-219.95,64.51
23.84,140.0,1.45,0.16,1.72,2.01,1.51,14.91,-27.0,-222.91,68.84
22.59,134.2,0.98,0.11,2.79,2.04,1.54,14.61,-30.0,-211.58,70.67
23.59,139.7,0.96,0.02,2.62,2.0,1.5,14.31,-33.0,-208.14,74.43
22.6,136.8,1.84,0.02,2.04,2.24,1.73,14.99,-28.0,-228.1,62.48
23.9,140.0,1.75,0.07,1.79,2.24,1.73,14.69,-29.0,-222.16,70.42
19.28,138.7,1.73,0.05,2.74,2.0,1.5,14.9,-29.0,-222.68,63.77
21.74,138.7,1.68,0.17,2.44,2.01,1.51,14.79,-29.0,-219.94,66.17
19.9,139.2,1.39,0.11,2.89,2.02,1.5,14.91,-28.0,-222.14,65.98
19.35,134.2,1.85,0.06,1.01,2.04,1.5,14.77,-28.0,-213.7,76.15
19.1,139.7,1.74,0.02,2.73,2.0,1.5,14.68,-32.0,-218.18,64.14
22.75,134.9,1.49,0.02,2.07,2.0,1.5,14.68,-30.0,-218.16,68.47
24.07,139.3,1.6,0.27,2.14,2.19,1.69,14.98,-26.0,-224.58,67.24
21.31,139.8,1.77,0.08,2.47,2.03,1.52,15.0,-28.0,-224.12,61.02
23.66,138.7,1.42,0.24,2.36,2.08,1.51,14.91,-27.0,-221.2,68.89
24.05,134.8,1.9,0.12,1.59,2.21,1.71,14.96,-26.0,-224.09,68.54
22.45,139.2,1.48,0.06,2.57,2.17,1.67,14.87,-29.0,-223.22,64.66
19.44,133.9,1.79,0.08,2.74,2.08,1.58,14.77,-30.0,-219.76,64.78
19.35,134.2,1.84,0.07,2.79,2.3,1.8,14.91,-29.0,-225.54,63.2
20.31,136.8,1.45,0.06,2.39,2.02,1.52,14.88,-28.0,-222.15,66.01
20.02,139.7,1.9,0.08,2.61,2.34,1.84,14.93,-29.0,-226.78,63.41
19.52,139.5,1.81,0.45,0.55,2.34,1.5,14.98,-24.0,-214.4,80.44
21.41,136.8,1.73,0.02,1.65,2.0,1.5,14.7,-29.0,-217.43,68.38
22.07,138.7,1.65,0.06,2.47,2.02,1.52,14.87,-29.0,-222.0,63.25
19.84,140.0,1.91,0.13,2.63,2.0,1.5,14.68,-31.0,-217.34,65.92
22.73,134.1,1.18,0.02,2.78,2.19,1.69,14.72,-30.0,-220.72,66.59
22.87,139.7,1.2,0.02,2.6,2.19,1.69,14.77,-30.0,-224.67,66.44
19.39,139.9,1.73,0.1,2.88,2.07,1.5,14.68,-30.0,-213.84,69.15
19.44,136.0,1.74,0.1,2.87,2.07,1.5,14.98,-28.0,-220.02,66.18
22.14,136.8,1.75,0.02,1.65,2.0,1.5,14.7,-30.0,-217.49,67.92
24.28,139.8,1.33,0.46,0.5,2.32,1.5,14.91,-25.0,-223.79,72.36
22.12,136.8,1.47,0.17,2.44,2.23,1.72,14.56,-31.0,-216.64,71.02
19.67,139.3,1.45,0.06,2.69,2.02,1.52,14.87,-29.0,-221.78,65.91
24.16,139.1,0.7,0.16,2.78,2.08,1.58,14.69,-29.0,-211.91,74.75
18.97,134.2,1.84,0.07,1.8,2.0,1.5,14.91,-27.0,-220.91,68.95
21.26,139.7,1.64,0.11,2.63,2.02,1.52,14.67,-30.0,-216.77,66.9
23.64,139.9,1.35,0.46,0.51,2.02,1.5,14.91,-25.0,-218.68,74.13
19.45,139.8,1.92,0.11,2.63,2.01,1.51,14.72,-31.0,-217.22,64.9
23.44,134.5,0.81,0.07,2.81,2.01,1.51,14.66,-30.0,-212.32,71.85
23.86,137.1,1.75,0.16,1.79,2.0,1.5,14.88,-27.0,-222.68,68.37
24.05,139.3,1.89,0.12,1.59,2.15,1.65,14.7,-28.0,-220.53,71.01
22.14,139.7,1.73,0.02,2.13,2.0,1.5,14.93,-29.0,-224.53,62.61
22.87,133.5,1.2,0.02,1.01,2.19,1.69,14.77,-27.0,-223.32,72.95
21.29,139.8,1.73,0.44,0.52,2.01,1.51,15.0,-25.0,-218.7,73.72
24.06,140.0,1.75,0.16,1.79,2.01,1.51,14.91,-27.0,-223.02,67.85
23.62,138.5,1.71,0.07,2.12,2.0,1.5,14.99,-27.0,-225.28,64.55
18.96,133.4,1.74,0.02,2.97,2.01,1.5,14.69,-31.0,-215.58,64.24
23.45,139.3,2.35,0.02,1.26,2.0,1.5,14.68,-29.0,-216.53,71.81
21.31,134.8,1.65,0.13,2.49,2.02,1.52,14.99,-28.0,-222.87,63.95
24.4,139.9,1.81,0.25,1.08,2.34,1.5,14.69,-27.0,-214.43,77.17
22.04,139.7,1.23,0.11,2.65,2.08,1.58,14.69,-30.0,-218.8,68.97
19.4,133.8,1.82,0.04,2.78,2.06,1.54,14.99,-29.0,-223.91,61.41
22.03,114.0,1.41,0.07,2.32,2.25,1.75,14.86,-28.0,-223.81,66.69
23.25,139.9,1.83,0.01,1.01,2.0,1.5,14.77,-28.0,-217.61,70.66
23.4,139.8,1.74,0.01,1.6,2.19,1.69,14.68,-30.0,-220.9,69.83
19.44,133.9,1.79,0.05,2.83,2.08,1.58,14.73,-31.0,-217.88,63.63
22.59,136.8,1.64,0.02,2.03,2.22,1.71,14.71,-30.0,-221.02,67.94
24.07,134.1,1.59,0.02,2.02,2.19,1.69,14.98,-27.0,-229.2,63.86
23.67,140.0,1.49,0.25,1.06,2.0,1.5,14.69,-29.0,-218.17,74.63
19.35,135.2,1.85,0.08,2.78,2.08,1.58,14.73,-31.0,-216.83,64.27
23.5,137.3,1.72,0.02,1.79,2.0,1.5,14.98,-28.0,-226.03,63.77
22.21,139.8,1.66,0.12,2.44,2.21,1.71,14.96,-28.0,-226.61,64.85
21.93,139.8,1.73,0.17,2.28,2.01,1.51,14.9,-28.0,-219.9,65.88
22.09,139.3,1.33,0.45,0.89,2.31,1.5,14.98,-25.0,-215.83,73.95
22.07,137.4,1.72,0.48,0.57,2.33,1.5,14.7,-27.0,-213.52,76.93
22.05,136.8,1.47,0.08,2.03,2.02,1.51,14.98,-27.0,-222.78,65.33
19.91,139.7,1.9,0.11,2.45,2.08,1.58,14.68,-31.0,-218.75,67.38
19.8,139.9,1.47,0.11,2.63,2.23,1.73,14.99,-28.0,-224.93,66.07
22.06,115.0,1.47,0.03,2.5,2.26,1.76,14.99,-27.0,-228.54,62.98
23.86,137.1,1.92,0.11,1.79,2.0,1.5,14.69,-30.0,-217.32,70.18
22.64,139.7,1.84,0.02,2.04,2.01,1.5,14.69,-31.0,-218.44,65.87
23.58,114.5,1.42,0.08,2.08,2.25,1.75,14.99,-26.0,-227.46,66.19
24.04,139.3,1.9,0.02,1.59,2.21,1.71,14.96,-27.0,-228.32,66.09
19.35,134.2,1.84,0.07,2.79,2.28,1.78,14.91,-29.0,-225.44,63.01
23.67,139.8,1.83,0.06,0.97,2.33,1.5,14.76,-28.0,-215.37,74.4
22.57,139.8,1.73,0.11,2.15,2.03,1.53,14.91,-28.0,-223.68,64.71
19.44,133.9,1.78,0.08,2.83,2.08,1.58,14.69,-31.0,-218.46,64.31
19.35,132.0,1.82,0.04,2.11,2.02,1.5,14.99,-28.0,-224.19,65.83
22.01,138.6,1.58,0.07,2.55,2.02,1.52,14.91,-29.0,-223.1,63.07
19.44,139.8,1.62,0.07,2.73,2.0,1.5,14.68,-31.0,-216.82,65.59
22.34,138.6,1.48,0.02,2.5,2.0,1.5,14.99,-28.0,-225.79,61.77
21.19,136.7,2.17,0.02,0.51,2.01,1.51,14.86,-27.0,-217.21,71.41
20.27,139.8,1.9,0.08,2.47,2.01,1.5,15.0,-29.0,-224.09,61.67
19.84,134.1,1.31,0.1,2.99,2.4,1.58,14.77,-28.0,-211.14,78.11
23.5,139.1,1.79,0.02,1.81,2.16,1.66,14.98,-27.0,-228.56,64.45
19.88,138.4,1.42,0.1,3.11,2.0,1.5,14.68,-31.0,-216.32,66.22
19.4,138.9,1.83,0.02,2.0,2.29,1.79,14.99,-28.0,-227.42,66.11
22.06,138.7,1.69,0.17,2.43,2.01,1.51,14.99,-28.0,-223.67,62.51
20.31,140.0,1.61,0.06,2.84,2.33,1.83,14.88,-29.0,-226.85,62.82
22.12,136.8,1.47,0.09,0.91,2.24,1.73,14.99,-24.0,-223.74,70.48
19.44,140.0,1.8,0.17,2.7,2.0,1.5,14.55,-32.0,-211.77,68.91
24.13,139.8,1.33,0.19,2.4,2.33,1.5,14.91,-26.0,-220.07,72.87
23.86,137.1,1.45,0.07,1.72,2.01,1.5,14.69,-29.0,-217.41,71.62
22.29,132.0,1.68,0.02,2.03,2.02,1.52,15.0,-27.0,-226.02,62.47
23.87,137.1,1.72,0.07,1.7,2.0,1.5,14.68,-29.0,-218.33,70.64
22.79,136.6,1.51,0.02,0.51,2.01,1.51,14.86,-25.0,-219.24,71.35
19.35,139.2,1.85,0.08,2.78,2.08,1.58,14.77,-31.0,-219.84,63.54
24.12,139.2,1.34,0.11,0.59,2.0,1.5,14.91,-26.0,-221.45,72.0
19.91,138.7,1.35,0.11,2.63,2.0,1.5,14.68,-30.0,-213.93,70.56
22.05,137.2,1.47,0.08,2.03,2.24,1.73,14.81,-28.0,-222.77,68.99
23.61,134.4,1.68,0.08,2.16,2.02,1.52,14.99,-28.0,-226.87,64.36
23.66,139.1,1.83,0.05,1.7,2.04,1.5,14.77,-30.0,-219.85,70.29
23.6,140.0,1.59,0.02,2.0,2.01,1.51,14.76,-30.0,-219.94,67.73
22.82,139.8,1.9,0.11,2.0,2.01,1.51,14.91,-28.0,-224.15,64.84
22.06,136.2,1.72,0.02,1.92,2.0,1.5,14.98,-28.0,-225.78,62.92
23.5,135.9,1.53,0.08,2.15,2.32,1.72,14.94,-26.0,-224.46,69.59
23.79,137.1,1.79,0.07,1.81,2.22,1.71,14.69,-30.0,-223.46,69.33
23.84,139.3,1.77,0.17,1.64,2.02,1.52,15.0,-25.0,-223.48,68.31
23.88,139.7,1.72,0.05,1.59,2.0,1.5,15.0,-26.0,-226.82,65.5
24.18,139.7,2.96,0.09,0.53,2.02,1.5,14.93,-26.0,-221.06,72.14
24.13,139.8,1.33,0.01,1.63,2.01,1.5,14.91,-27.0,-223.41,69.39
23.86,137.1,1.75,0.07,1.79,2.24,1.73,14.86,-28.0,-224.16,68.66
23.6,138.8,1.74,0.01,1.76,2.0,1.5,14.68,-30.0,-219.82,68.41
22.15,139.7,1.22,0.08,2.64,2.01,1.5,14.68,-30.0,-216.31,68.36
22.12,136.8,1.49,0.02,2.03,2.24,1.73,14.98,-27.0,-228.24,64.52
24.13,139.2,1.33,0.16,0.5,2.33,1.5,14.91,-25.0,-222.98,71.99
19.43,136.9,1.8,0.1,2.82,2.23,1.73,14.99,-29.0,-225.55,62.54
20.48,139.8,1.62,0.06,2.63,2.24,1.74,14.87,-29.0,-222.81,64.18
23.49,135.5,1.83,0.02,2.02,2.01,1.51,14.99,-28.0,-225.97,63.0
19.0,139.3,1.47,0.12,2.73,2.05,1.5,14.68,-29.0,-213.86,72.09
24.13,139.1,1.33,0.46,0.5,2.04,1.5,14.92,-24.0,-224.66,71.18
23.92,139.1,1.83,0.06,1.75,2.0,1.5,14.77,-29.0,-220.39,68.83
18.86,133.9,1.79,0.08,2.83,2.14,1.58,14.73,-30.0,-216.15,68.0
23.49,134.2,1.01,0.02,2.6,2.08,1.58,14.77,-29.0,-221.42,68.03
23.5,134.1,1.47,0.02,2.05,2.19,1.69,15.0,-27.0,-228.07,64.82
23.62,131.9,1.71,0.1,2.12,2.01,1.51,14.99,-27.0,-224.75,63.97
22.7,139.5,1.69,0.02,2.03,2.02,1.52,14.68,-30.0,-220.29,66.83
23.5,139.7,1.65,0.06,1.95,2.0,1.5,14.87,-28.0,-222.53,66.25
19.1,139.5,1.74,0.02,1.81,2.0,1.5,14.69,-30.0,-216.36,70.12
22.07,135.8,1.71,0.02,1.65,2.0,1.5,14.7,-30.0,-219.3,68.91
23.88,139.8,0.9,0.06,2.63,2.0,1.5,14.87,-27.0,-219.37,68.06
23.86,137.3,0.8,0.16,2.73,2.0,1.5,14.68,-29.0,-215.12,72.6
22.14,139.7,2.96,0.09,0.9,2.0,1.5,14.76,-28.0,-217.15,71.49
22.15,132.1,1.68,0.02,1.65,2.0,1.5,14.7,-29.0,-219.89,68.53
21.18,130.3,1.75,0.07,1.79,2.01,1.5,14.69,-29.0,-216.67,69.46
19.1,134.7,1.9,0.02,2.73,2.0,1.5,14.67,-32.0,-218.8,63.37
23.5,137.3,1.16,0.02,1.8,2.0,1.5,14.91,-26.0,-225.12,67.66
24.07,137.0,1.73,0.02,2.02,2.19,1.69,14.98,-27.0,-227.53,63.57
20.27,139.8,1.9,0.08,2.49,2.29,1.78,15.0,-28.0,-228.09,62.71
22.12,136.8,1.47,0.16,2.03,2.22,1.72,14.89,-27.0,-222.31,68.33
23.49,139.1,1.35,0.02,0.5,2.34,1.51,14.91,-25.0,-220.55,72.79
23.86,137.1,1.72,0.07,1.52,2.01,1.5,14.7,-29.0,-219.26,70.16
19.34,133.8,1.82,0.04,2.78,2.06,1.54,14.99,-29.0,-226.12,61.66
23.99,139.3,1.91,0.02,1.59,2.21,1.71,14.96,-26.0,-226.25,66.81
19.9,139.7,1.91,0.11,2.58,2.0,1.5,14.3,-33.0,-208.7,68.91
24.13,139.2,1.54,0.11,0.5,2.44,1.73,14.91,-24.0,-224.59,72.63
22.05,139.9,1.46,0.02,2.65,2.0,1.5,14.69,-31.0,-219.36,64.34
19.44,137.4,1.72,0.08,2.71,2.08,1.58,14.73,-30.0,-219.57,65.79
22.87,139.7,1.2,0.02,2.47,2.2,1.69,14.77,-29.0,-225.36,67.65
19.43,139.8,1.68,0.1,2.81,2.0,1.5,14.8,-30.0,-219.51,64.9
22.07,136.0,1.34,0.46,1.75,2.33,1.5,14.91,-26.0,-218.2,73.81
23.86,139.9,1.75,0.16,1.78,2.01,1.51,14.72,-29.0,-219.02,70.57
23.47,136.8,1.79,0.02,1.81,2.05,1.55,14.72,-30.0,-220.5,67.43
22.05,139.9,1.41,0.08,2.64,2.26,1.75,14.72,-30.0,-220.01,67.07
22.2,139.8,1.45,0.12,2.6,2.21,1.71,14.96,-28.0,-226.99,65.4
19.44,139.7,1.8,0.1,2.73,2.0,1.5,14.68,-31.0,-215.42,65.31
20.48,140.0,1.58,0.06,2.84,2.33,1.83,14.88,-29.0,-223.75,63.59
19.49,137.0,1.45,0.03,2.71,2.26,1.76,14.99,-28.0,-226.9,64.07
19.4,133.8,1.82,0.05,2.78,2.06,1.54,14.99,-29.0,-223.5,61.66
22.83,139.8,1.22,0.1,2.76,2.01,1.51,14.75,-31.0,-217.5,67.7
21.38,139.9,1.77,0.08,2.47,2.03,1.52,15.0,-28.0,-223.43,61.83
22.06,137.1,1.72,0.02,1.92,2.0,1.5,14.69,-30.0,-218.04,68.06
20.04,139.7,1.72,0.06,2.77,2.01,1.51,14.98,-30.0,-223.97,61.03
23.86,139.9,1.75,0.16,1.81,2.02,1.51,14.69,-29.0,-218.09,71.28
18.96,133.4,1.74,0.02,2.96,2.01,1.5,14.69,-31.0,-216.19,63.92
19.1,139.7,1.61,0.02,3.07,2.0,1.5,14.68,-32.0,-218.11,63.11
23.93,137.2,1.75,0.13,2.03,2.01,1.51,14.97,-27.0,-222.97,65.52
23.24,140.0,1.83,0.01,1.79,2.0,1.5,14.68,-30.0,-218.8,68.52
22.29,138.6,1.07,0.08,2.76,2.08,1.58,14.96,-28.0,-222.48,65.49
22.05,139.7,1.9,0.11,1.98,2.0,1.5,14.86,-29.0,-222.05,65.69
22.33,138.7,1.63,0.17,2.44,2.01,1.51,14.72,-30.0,-215.95,68.26
24.41,134.1,1.47,0.02,2.04,2.19,1.69,14.98,-27.0,-226.29,66.06
22.05,136.7,1.73,0.02,1.64,2.0,1.5,14.7,-29.0,-217.85,68.5
19.44,139.8,1.84,0.1,2.01,2.0,1.5,14.68,-30.0,-215.93,69.19
23.68,140.0,1.74,0.11,1.08,2.02,1.52,14.72,-28.0,-217.73,72.72
19.85,115.3,1.87,0.11,2.63,2.08,1.58,14.71,-30.0,-217.07,67.4
22.16,139.6,1.33,0.06,0.55,2.52,1.73,14.99,-25.0,-224.13,71.29
22.73,139.5,1.56,0.02,2.44,2.02,1.52,14.96,-29.0,-226.14,61.39
19.33,139.5,1.8,0.08,2.72,2.0,1.5,14.84,-30.0,-221.69,63.67
22.34,138.2,1.48,0.07,2.55,2.02,1.52,14.91,-28.0,-221.9,63.98
22.06,136.1,1.64,0.03,2.48,2.06,1.52,14.69,-31.0,-218.68,66.92
20.01,139.7,1.74,0.01,2.61,2.36,1.85,14.88,-29.0,-226.38,63.83
23.86,134.2,1.59,0.16,1.79,2.0,1.5,14.76,-28.0,-217.21,70.71
22.06,139.7,1.5,0.09,2.62,2.01,1.5,14.85,-30.0,-220.71,64.13
24.06,140.0,1.75,0.02,1.79,2.03,1.52,14.89,-28.0,-223.42,66.44
24.14,139.2,1.77,0.16,1.93,2.2,1.7,14.98,-26.0,-225.63,67.73
23.88,139.5,1.75,0.05,1.78,2.0,1.5,14.99,-27.0,-224.91,65.83
22.13,136.8,1.72,0.02,1.65,2.0,1.5,14.7,-30.0,-216.24,68.92
19.38,139.5,1.78,0.08,2.73,2.01,1.51,14.84,-30.0,-222.11,64.0
19.35,134.2,1.9,0.09,2.74,2.1,1.58,14.77,-30.0,-219.51,65.25
24.07,127.9,1.34,0.08,2.31,2.0,1.5,14.79,-29.0,-218.42,69.47
18.96,133.1,1.75,0.02,2.96,2.02,1.51,14.86,-30.0,-220.83,61.67
23.79,133.6,1.79,0.07,1.91,2.01,1.5,14.82,-30.0,-220.93,67.1
21.31,139.8,1.66,0.08,2.6,2.02,1.52,15.0,-29.0,-224.79,60.52
22.06,139.9,1.68,0.17,2.44,2.01,1.51,14.72,-31.0,-218.65,67.17
24.12,139.8,1.76,0.03,0.57,2.02,1.52,14.69,-28.0,-216.14,74.37
19.9,139.3,1.9,0.11,2.63,2.02,1.51,14.69,-31.0,-216.1,65.79
22.04,139.1,1.6,0.05,2.53,2.15,1.65,14.98,-28.0,-225.75,61.56
22.82,140.0,1.74,0.11,2.0,2.01,1.51,14.99,-28.0,-224.61,64.35
22.64,138.7,1.66,0.16,2.35,2.02,1.52,14.87,-29.0,-220.4,65.56
19.91,139.8,1.9,0.11,2.45,2.1,1.59,14.68,-31.0,-219.14,67.32
21.89,115.0,1.49,0.03,2.5,2.27,1.77,14.98,-28.0,-227.32,63.17
22.06,114.9,1.02,0.14,2.82,2.21,1.71,14.99,-26.0,-223.47,66.48
22.01,136.8,1.6,0.04,2.53,2.04,1.54,14.72,-31.0,-218.43,65.01
19.91,140.0,1.9,0.11,2.45,2.08,1.58,14.68,-31.0,-218.29,67.19
19.47,135.7,1.78,0.02,2.61,2.18,1.68,14.77,-30.0,-222.68,64.17
21.98,137.9,1.47,0.08,2.64,2.24,1.73,14.78,-30.0,-222.14,66.14
23.86,136.2,1.75,0.07,1.79,2.04,1.53,14.98,-27.0,-224.82,65.9
22.04,139.7,1.38,0.1,2.51,2.0,1.5,14.94,-28.0,-223.34,63.94
22.15,132.1,1.68,0.02,1.66,2.0,1.5,14.7,-30.0,-217.61,68.55
23.5,139.1,1.79,0.02,1.81,2.24,1.69,14.77,-29.0,-220.02,70.81
21.99,133.6,1.65,0.24,1.79,2.0,1.5,14.9,-27.0,-222.81,68.68
23.79,136.9,1.72,0.07,1.74,2.0,1.5,14.78,-29.0,-219.5,69.33
19.35,134.2,1.85,0.03,2.05,2.02,1.52,15.0,-28.0,-225.26,64.44
19.91,139.7,1.5,0.09,2.41,2.26,1.76,14.68,-30.0,-219.46,70.41
19.0,139.3,1.59,0.02,2.71,2.0,1.5,14.68,-31.0,-216.23,65.9
20.27,139.8,1.89,0.08,2.48,2.01,1.5,15.0,-29.0,-224.1,61.66
22.6,136.8,1.8,0.02,1.97,2.24,1.73,14.99,-27.0,-228.31,63.44
22.81,140.0,1.82,0.25,1.98,2.0,1.5,14.69,-29.0,-216.28,70.49
22.06,138.3,1.47,0.03,2.38,2.26,1.76,14.99,-27.0,-226.98,63.05
24.09,137.0,1.47,0.44,2.03,2.02,1.51,14.91,-26.0,-222.56,70.44
23.07,139.8,1.69,0.12,2.03,2.21,1.71,14.68,-29.0,-221.72,69.22
19.82,139.7,1.89,0.02,2.05,2.01,1.51,14.68,-31.0,-218.88,66.64
22.01,138.6,1.59,0.02,2.5,2.0,1.5,14.99,-28.0,-227.12,60.07
22.06,115.0,1.58,0.03,1.79,2.27,1.77,14.98,-26.0,-225.42,66.19
18.61,136.5,1.77,0.02,2.9,2.01,1.5,14.68,-32.0,-217.07,63.63
22.12,136.8,1.03,0.04,2.83,2.02,1.51,14.99,-27.0,-221.07,65.37
22.05,139.9,1.47,0.08,2.64,2.2,1.69,14.99,-28.0,-226.77,62.34
22.79,139.3,2.22,0.05,1.72,2.04,1.5,14.77,-30.0,-217.78,68.74
22.6,139.2,1.78,0.02,0.56,2.06,1.55,14.91,-26.0,-222.94,69.76
21.31,139.8,1.74,0.08,2.47,2.02,1.52,15.0,-28.0,-223.83,61.41
19.43,139.8,1.44,0.1,2.02,2.22,1.72,14.56,-29.0,-212.93,74.69
22.06,115.0,1.47,0.03,2.5,2.25,1.75,14.99,-27.0,-227.32,62.46
23.62,139.3,1.35,0.02,2.48,2.05,1.55,14.68,-30.0,-218.46,67.32
24.13,136.6,1.39,0.11,2.02,2.55,1.73,14.99,-24.0,-224.39,72.33
23.92,137.0,1.7,0.0,1.78,2.01,1.5,14.69,-30.0,-216.08,70.1
22.7,139.6,1.69,0.16,2.03,2.02,1.52,14.68,-30.0,-217.68,69.33
19.38,140.0,1.78,0.08,1.88,2.01,1.51,14.84,-29.0,-220.24,68.47
23.85,139.8,1.72,0.06,1.78,2.0,1.5,14.69,-30.0,-219.0,69.53
22.01,136.8,1.8,0.1,2.08,2.0,1.5,14.68,-30.0,-218.18,68.0
23.62,139.6,1.6,0.07,2.02,2.01,1.51,14.99,-27.0,-225.92,64.03
22.01,138.6,1.58,0.07,2.28,2.02,1.52,14.91,-29.0,-223.69,63.93
23.86,137.4,1.75,0.16,1.8,2.0,1.5,14.69,-29.0,-217.87,71.35
23.49,138.8,1.79,0.02,1.81,2.2,1.7,14.98,-27.0,-228.93,64.69
19.73,136.5,1.66,0.02,2.9,2.01,1.5,14.68,-31.0,-218.2,64.12
23.66,140.0,1.82,0.25,1.06,2.0,1.5,14.68,-28.0,-217.04,75.48
21.2,133.8,1.48,0.04,2.8,2.06,1.54,14.99,-28.0,-224.96,62.13
24.13,139.8,1.33,0.11,0.5,2.33,1.5,14.91,-24.0,-220.98,73.47
23.88,139.7,1.72,0.06,1.88,2.0,1.5,15.0,-27.0,-225.79,64.26
22.02,139.9,1.42,0.02,2.65,2.0,1.5,14.69,-31.0,-219.75,65.57
22.27,136.8,1.59,0.02,1.98,2.26,1.75,14.99,-27.0,-228.43,64.83
23.24,139.9,1.83,0.01,1.74,2.0,1.5,14.79,-29.0,-221.52,66.65
22.04,134.9,1.15,0.01,2.73,2.01,1.51,14.66,-30.0,-218.69,66.14
22.45,138.7,1.3,0.07,2.6,2.07,1.51,14.97,-27.0,-222.42,65.5
19.44,139.2,1.79,0.06,2.82,2.08,1.58,14.67,-31.0,-217.08,64.5
19.0,140.0,1.47,0.02,2.01,2.0,1.5,14.68,-29.0,-216.42,71.77
19.35,134.5,1.84,0.08,2.77,2.08,1.58,14.77,-30.0,-221.36,63.94
18.84,139.7,1.74,0.02,2.73,2.0,1.5,14.69,-31.0,-218.88,64.34
22.06,113.3,1.47,0.03,2.62,2.25,1.75,14.99,-27.0,-227.54,62.19
22.33,138.3,1.48,0.03,2.5,2.26,1.75,14.99,-28.0,-227.63,62.5
22.33,139.6,1.8,0.02,2.03,2.0,1.5,15.0,-28.0,-225.57,62.46
18.64,136.5,1.82,0.02,2.95,2.01,1.5,14.68,-32.0,-217.55,62.77
22.06,136.8,0.93,0.17,2.95,2.02,1.51,14.72,-30.0,-215.16,70.51
24.13,136.9,1.33,0.16,0.5,2.33,1.5,14.91,-24.0,-220.78,73.24
22.12,136.8,2.2,0.02,1.92,2.01,1.5,14.86,-30.0,-222.31,62.95
23.85,137.1,1.82,0.16,1.79,2.0,1.5,14.98,-26.0,-222.88,66.59
19.01,139.8,1.47,0.02,2.75,2.0,1.5,14.68,-30.0,-217.13,67.27
22.64,138.6,1.6,0.02,2.0,2.02,1.52,15.0,-27.0,-225.26,62.49
19.08,139.7,1.85,0.08,2.78,2.2,1.7,14.77,-31.0,-221.87,64.28
22.83,139.1,1.6,0.04,2.05,2.04,1.53,14.72,-30.0,-220.76,69.04
22.57,139.1,1.83,0.01,1.75,2.0,1.5,14.83,-29.0,-222.33,65.26
19.15,139.8,1.6,0.02,3.07,2.0,1.5,14.68,-32.0,-217.75,62.61
24.04,139.3,1.9,0.01,1.42,2.21,1.71,14.96,-26.0,-228.69,67.01
19.1,134.7,1.93,0.02,2.5,2.0,1.5,14.67,-32.0,-218.56,63.86
23.79,139.8,1.72,0.07,1.74,2.0,1.5,14.69,-30.0,-218.47,69.86
