X1,X2,X3,X4,X5,X6,X7,X8,COG
17.95,134.3,0.79,0.33,2.34,2.08,1.58,10.47,19.07
19.37,128.1,1.42,0.03,2.97,2.06,1.56,11.96,20.57
15.87,134.7,1.66,0.19,2.58,2.05,1.55,10.62,18.81
22.99,130.7,1.1,0.01,2.48,2.18,1.68,10.81,19.8
15.56,128.0,0.97,0.01,2.06,2.06,1.55,10.61,18.89
24.27,137.0,0.93,0.35,2.58,2.06,1.51,14.66,18.32
15.86,134.7,1.81,0.08,2.87,2.13,1.63,10.28,19.9
15.46,134.7,1.68,0.04,1.72,2.08,1.57,10.6,19.11
24.43,128.5,0.5,0.03,3.18,2.17,1.66,13.76,21.11
24.47,127.6,0.81,0.02,2.86,2.2,1.69,12.66,19.31
24.53,127.6,0.72,0.02,2.94,2.02,1.51,12.73,19.19
23.8,134.2,0.87,0.15,2.68,2.09,1.59,11.86,20.57
24.43,133.6,1.66,0.03,1.99,2.07,1.57,14.66,18.64
24.68,134.9,1.11,0.02,2.27,2.09,1.59,10.85,19.93
17.9,126.6,1.42,0.02,2.77,2.01,1.51,10.8,19.23
23.74,128.6,1.23,0.02,2.33,2.01,1.51,10.38,19.11
15.78,134.7,1.48,0.04,3.19,2.21,1.71,10.55,19.18
24.15,134.4,0.5,0.03,3.23,2.04,1.52,14.69,18.53
23.45,104.5,0.97,0.12,2.59,2.01,1.51,13.61,20.17
15.52,136.8,1.4,0.19,1.69,2.03,1.53,10.65,18.71
19.17,136.3,1.63,0.02,2.99,2.09,1.59,12.58,19.12
19.36,135.4,1.1,0.07,2.74,2.01,1.51,10.81,19.28
24.15,134.3,0.5,0.03,3.23,2.05,1.55,10.8,19.52
19.36,135.4,1.09,0.07,2.73,2.01,1.51,10.81,19.29
24.82,133.9,1.58,0.03,2.03,2.05,1.55,12.68,18.82
24.5,128.8,0.53,0.02,2.74,2.01,1.51,14.73,18.35
15.54,130.9,0.55,0.01,3.24,2.01,1.51,10.81,19.56
23.61,132.0,0.5,0.04,3.33,2.06,1.56,10.28,19.72
17.83,133.5,1.66,0.03,2.66,2.23,1.57,14.66,18.57
15.85,134.8,1.4,0.02,3.17,2.04,1.54,10.76,19.55
23.15,137.9,0.5,0.13,3.13,2.1,1.6,14.65,18.81
24.93,134.7,1.87,0.01,1.46,2.07,1.57,10.29,19.76
16.79,138.6,1.02,0.13,2.89,2.1,1.59,11.75,20.98
24.44,125.4,1.64,0.03,2.03,2.06,1.56,14.79,18.86
23.5,134.7,1.68,0.04,1.57,2.08,1.57,10.58,19.03
23.8,138.1,0.89,0.03,2.38,2.08,1.58,11.91,20.72
24.47,134.4,1.62,0.07,1.81,2.12,1.6,10.63,19.17
16.49,138.5,1.66,0.19,1.7,2.08,1.58,10.63,18.71
24.5,132.8,1.16,0.03,2.16,2.06,1.56,10.1,20.26
25.0,138.7,0.5,0.0,1.7,2.11,1.61,14.73,18.59
24.92,135.1,1.68,0.12,1.69,2.02,1.51,10.66,18.59
24.42,127.6,0.72,0.02,2.93,2.02,1.51,12.73,18.99
15.8,140.0,1.17,0.1,2.33,2.1,1.58,10.1,20.3
20.28,109.3,1.35,0.0,2.68,2.02,1.52,14.33,19.64
19.34,126.7,1.11,0.04,3.52,2.01,1.51,14.67,18.36
17.46,134.7,1.68,0.05,3.29,2.1,1.59,10.6,18.88
21.28,127.8,0.9,0.12,2.93,2.1,1.6,11.92,20.84
15.57,130.6,1.63,0.03,2.58,2.05,1.55,12.59,18.76
24.46,118.7,1.26,0.03,2.27,2.02,1.52,11.73,21.07
15.87,134.7,1.64,0.03,3.19,2.03,1.53,10.56,18.83
23.17,139.5,1.02,0.02,2.69,2.1,1.59,11.78,20.75
24.28,133.9,1.62,0.04,2.09,2.07,1.57,10.25,19.89
23.45,104.5,0.94,0.07,2.59,2.01,1.51,14.36,19.2
15.87,134.7,1.26,0.01,3.27,2.02,1.52,14.67,18.53
17.59,134.6,1.1,0.07,2.73,2.01,1.51,10.81,19.4
24.7,136.9,1.4,0.35,2.23,2.15,1.58,10.37,19.69
17.5,138.5,1.4,0.08,1.73,2.04,1.54,10.76,19.4
21.82,119.8,0.51,0.03,3.23,2.05,1.55,11.98,20.7
23.97,121.6,2.07,0.03,1.69,2.07,1.56,13.71,20.37
19.28,138.1,1.41,0.02,2.37,2.08,1.58,10.37,19.46
24.57,127.9,1.69,0.02,1.71,2.06,1.56,14.79,18.63
24.16,134.4,0.5,0.03,3.23,2.02,1.52,10.63,18.87
18.21,138.5,0.51,0.03,2.96,2.1,1.6,14.37,19.88
15.62,134.7,1.77,0.02,1.75,2.06,1.56,14.25,19.94
19.57,119.2,1.89,0.03,2.59,2.05,1.55,11.71,21.04
24.02,94.2,0.53,0.01,3.11,2.07,1.57,14.61,18.58
24.53,133.6,1.66,0.03,2.0,2.03,1.53,12.72,19.22
24.68,128.1,1.09,0.03,1.99,2.06,1.56,14.65,18.7
15.87,134.7,1.67,0.03,2.58,2.02,1.52,14.58,18.62
16.19,135.5,1.69,0.12,1.75,2.09,1.59,10.6,19.08
24.48,128.5,1.31,0.08,2.06,2.12,1.62,10.21,19.9
23.54,95.2,0.5,0.07,3.22,2.01,1.51,10.81,19.55
24.15,134.8,1.09,0.01,2.62,2.18,1.68,14.84,19.02
24.58,132.1,1.28,0.0,2.36,2.06,1.56,10.43,18.96
17.52,138.4,1.64,0.19,1.69,2.03,1.53,10.52,18.76
24.74,134.2,0.5,0.03,3.12,2.1,1.59,12.16,20.45
15.6,137.0,1.37,0.03,2.23,2.06,1.56,10.76,19.52
24.23,139.0,1.28,0.0,2.37,2.22,1.56,10.46,19.08
20.03,119.2,1.7,0.03,2.55,2.05,1.55,11.71,20.73
16.59,137.7,1.27,0.01,2.12,2.07,1.57,14.18,20.08
17.7,134.1,1.38,0.02,2.64,2.1,1.58,10.37,19.27
19.24,132.6,0.52,0.02,2.96,2.06,1.56,14.65,18.71
22.2,102.9,0.5,0.0,2.32,2.01,1.51,14.62,18.49
17.95,138.0,1.4,0.35,2.35,2.03,1.53,10.37,19.19
24.58,127.9,1.69,0.02,1.68,2.06,1.56,14.79,18.7
23.93,94.2,1.36,0.03,2.03,2.01,1.51,14.66,18.4
23.45,127.5,0.98,0.12,2.64,2.02,1.52,12.97,19.68
19.68,118.6,1.26,0.03,3.28,2.01,1.51,11.73,20.99
24.15,134.2,1.63,0.03,1.86,2.03,1.53,10.62,18.97
23.24,138.7,1.36,0.08,2.34,2.01,1.51,10.8,19.42
24.12,134.3,0.5,0.03,3.24,2.06,1.55,12.23,19.97
23.45,104.5,0.95,0.01,2.58,2.01,1.51,12.6,18.77
23.85,137.8,0.9,0.13,2.89,2.08,1.57,12.16,19.85
24.79,129.2,0.51,0.02,3.11,2.01,1.51,14.33,19.81
23.6,108.9,1.02,0.03,2.59,2.01,1.51,12.97,19.71
19.47,136.3,1.62,0.02,2.99,2.09,1.59,10.61,19.01
19.54,128.4,1.69,0.03,2.9,2.05,1.55,13.76,20.58
24.91,101.7,1.28,0.03,1.98,2.04,1.54,12.29,19.86
17.69,131.7,1.26,0.13,2.37,2.22,1.56,10.43,19.13
24.64,128.3,1.29,0.03,2.03,2.12,1.62,12.68,19.05
23.37,129.7,1.1,0.01,2.48,2.16,1.66,10.66,19.15
23.74,128.6,0.52,0.02,2.3,2.03,1.53,10.38,19.2
19.46,135.4,1.28,0.0,2.38,2.22,1.56,10.43,19.29
17.85,138.0,1.27,0.01,2.12,2.07,1.57,14.16,20.11
24.51,135.1,0.5,0.02,3.16,2.03,1.52,10.6,18.9
20.76,109.2,1.37,0.02,2.69,2.1,1.57,14.6,18.54
24.92,135.6,1.6,0.08,1.99,2.02,1.52,10.69,18.99
18.01,126.6,1.11,0.04,3.05,2.01,1.51,12.61,18.84
24.92,113.1,1.53,0.03,1.8,2.05,1.55,10.63,18.92
16.18,137.1,1.68,0.12,1.74,2.07,1.57,14.62,18.99
24.3,134.3,0.5,0.02,3.2,2.03,1.53,11.04,20.26
24.89,134.7,0.5,0.01,3.09,2.02,1.52,10.25,19.22
23.24,95.3,1.33,0.16,2.34,2.01,1.51,14.48,18.77
15.86,138.4,1.85,0.0,2.7,2.01,1.51,10.4,19.17
24.43,126.1,1.01,0.02,2.42,2.02,1.51,14.67,18.56
24.44,132.6,1.16,0.02,2.27,2.09,1.59,10.98,20.31
24.97,128.5,0.89,0.03,2.49,2.1,1.56,13.79,20.46
24.48,135.1,1.69,0.08,1.74,2.02,1.52,10.66,18.65
24.02,129.0,0.5,0.0,2.44,2.01,1.51,14.75,18.52
24.38,94.2,1.36,0.03,2.03,2.01,1.51,14.57,18.63
24.12,137.7,0.5,0.02,3.23,2.07,1.57,14.67,18.49
15.53,127.0,1.65,0.06,1.62,2.01,1.51,12.62,18.61
15.87,134.7,1.64,0.03,2.57,2.05,1.55,10.62,18.82
24.57,127.9,1.6,0.02,1.71,2.05,1.55,14.75,18.64
24.39,139.2,0.56,0.19,1.73,2.03,1.53,10.43,18.77
24.15,134.7,0.5,0.06,3.23,2.01,1.51,14.64,18.32
24.44,133.9,1.69,0.03,1.44,2.06,1.56,13.77,20.46
24.67,101.7,1.29,0.03,2.28,2.09,1.59,12.6,19.39
24.9,132.4,1.53,0.03,1.79,2.03,1.53,10.75,19.58
24.51,95.4,0.56,0.02,2.73,2.01,1.51,14.73,18.65
19.46,119.2,1.64,0.03,2.65,2.05,1.55,11.86,20.45
24.71,126.6,0.5,0.04,3.05,2.07,1.57,12.61,19.31
17.69,132.5,1.66,0.0,1.73,2.06,1.56,10.62,18.71
24.15,134.4,0.5,0.03,2.62,2.02,1.52,14.65,18.53
23.09,134.9,1.69,0.03,1.99,2.06,1.56,13.72,20.74
15.98,134.4,1.26,0.01,2.56,2.02,1.52,14.67,18.52
24.43,135.4,1.28,0.03,2.06,2.09,1.59,14.88,19.15
24.57,132.1,0.88,0.0,2.49,2.06,1.56,13.75,20.55
24.9,109.1,0.62,0.03,2.68,2.05,1.55,11.92,20.55
24.62,135.1,1.69,0.07,1.74,2.02,1.52,10.54,18.89
23.17,139.1,1.01,0.02,2.9,2.1,1.59,11.78,20.78
24.93,134.3,1.35,0.03,2.23,2.06,1.56,10.77,19.33
23.45,104.5,0.86,0.0,2.59,2.01,1.51,14.66,18.42
24.81,128.6,0.63,0.07,2.73,2.05,1.55,10.8,19.42
15.9,138.9,0.87,0.03,2.7,2.01,1.51,10.4,19.0
24.19,125.7,1.0,0.13,2.48,2.08,1.51,10.66,18.78
24.33,95.3,0.5,0.0,3.09,2.06,1.56,13.96,20.25
24.83,119.7,1.09,0.02,2.26,2.01,1.51,14.87,18.93
19.25,134.7,1.81,0.03,2.7,2.07,1.57,11.61,20.73
24.44,127.9,1.73,0.03,1.95,2.06,1.56,14.79,18.86
23.24,94.7,1.36,0.08,2.15,2.03,1.53,14.73,18.62
21.44,134.9,1.11,0.02,2.81,2.09,1.59,10.85,19.65
24.02,96.8,0.5,0.0,3.11,2.06,1.56,14.73,18.41
15.46,134.7,1.68,0.04,1.73,2.07,1.57,10.6,19.1
17.72,132.0,1.28,0.02,2.37,2.18,1.68,10.85,19.87
23.45,127.5,0.5,0.12,3.36,2.01,1.51,12.97,19.69
24.21,128.5,1.33,0.1,2.06,2.12,1.58,10.54,19.23
17.67,128.8,1.64,0.01,1.69,2.03,1.53,10.65,18.74
15.97,134.7,1.64,0.03,1.99,2.07,1.57,10.65,18.93
24.08,138.9,1.16,0.02,1.78,2.07,1.55,10.71,19.41
24.12,122.3,0.5,0.02,3.23,2.07,1.57,14.67,18.56
24.18,134.3,1.65,0.03,1.82,2.02,1.52,14.76,18.67
24.39,93.7,0.5,0.03,3.06,2.06,1.56,13.69,20.94
15.73,135.5,1.68,0.12,1.74,2.07,1.57,10.68,19.35
17.95,120.1,1.33,0.02,2.29,2.08,1.58,10.37,19.37
19.21,139.8,1.57,0.04,3.09,2.08,1.57,10.6,18.8
15.87,134.7,1.64,0.19,1.7,2.05,1.55,10.65,18.75
23.53,128.6,1.1,0.07,2.74,2.02,1.52,10.84,19.55
24.33,101.4,1.14,0.0,2.23,2.06,1.56,13.96,20.36
24.19,93.8,0.5,0.0,3.11,2.02,1.52,14.73,18.4
24.16,136.6,1.69,0.01,1.79,2.16,1.66,14.78,19.3
21.28,127.8,0.9,0.12,2.93,2.11,1.61,11.92,20.84
24.92,134.9,1.1,0.02,1.97,2.04,1.54,10.85,19.72
17.7,113.1,1.4,0.01,3.17,2.05,1.55,10.59,18.97
19.24,102.2,1.65,0.36,2.62,2.04,1.53,12.61,18.63
15.86,138.4,0.52,0.0,3.03,2.01,1.51,10.4,19.24
15.7,134.7,1.88,0.04,3.13,2.03,1.53,10.62,18.94
17.8,119.7,1.13,0.07,3.12,2.01,1.51,14.73,18.63
16.49,138.0,1.28,0.19,2.34,2.25,1.58,10.44,19.39
23.45,104.5,0.5,0.01,3.3,2.05,1.55,14.66,18.59
24.47,127.1,1.69,0.08,1.74,2.01,1.51,10.7,19.17
23.69,131.3,0.5,0.01,3.32,2.17,1.67,10.81,19.78
23.65,134.7,1.62,0.03,1.69,2.03,1.53,10.73,19.18
22.55,125.5,1.31,0.03,1.75,2.06,1.56,10.06,19.86
23.45,127.5,1.02,0.12,2.68,2.01,1.51,13.24,20.5
20.76,109.2,1.35,0.03,2.69,2.06,1.55,11.43,20.81
24.97,128.5,1.22,0.03,2.36,2.08,1.54,10.48,18.86
21.41,104.3,1.4,0.03,2.22,2.04,1.54,12.6,18.83
20.76,109.2,1.35,0.03,2.83,2.06,1.55,11.91,20.72
22.83,139.5,1.02,0.07,2.68,2.1,1.59,11.78,20.65
24.15,139.9,0.5,0.03,3.23,2.05,1.55,14.65,18.59
24.19,94.2,0.5,0.01,3.11,2.01,1.51,14.73,18.67
23.54,133.9,1.09,0.03,2.04,2.01,1.51,12.69,18.99
24.34,128.0,1.88,0.0,1.56,2.08,1.58,13.79,20.72
24.43,135.5,1.04,0.02,1.63,2.02,1.51,14.67,18.54
19.37,128.1,1.42,0.03,2.97,2.06,1.56,11.69,21.03
17.58,126.6,0.54,0.22,3.05,2.07,1.57,12.45,19.44
17.82,138.5,1.4,0.03,2.31,2.04,1.54,10.76,19.43
24.66,109.2,0.9,0.03,2.3,2.1,1.6,11.92,20.74
17.69,129.1,1.26,0.13,2.37,2.17,1.51,10.43,19.07
24.5,132.8,1.4,0.03,2.26,2.07,1.56,10.1,20.24
23.77,131.0,1.1,0.01,2.62,2.25,1.56,10.39,19.52
15.87,134.4,1.81,0.01,2.62,2.08,1.58,10.28,19.55
24.77,140.0,1.14,0.04,2.33,2.06,1.56,10.2,20.1
15.89,132.0,1.28,0.19,2.37,2.19,1.59,10.43,19.21
24.38,133.6,1.88,0.03,1.69,2.03,1.53,14.66,18.38
24.92,113.6,1.53,0.1,1.78,2.08,1.58,10.63,19.04
23.97,126.9,1.75,0.03,1.99,2.06,1.56,13.76,20.63
15.84,134.7,0.53,0.03,3.19,2.03,1.53,10.69,19.21
23.8,131.0,1.1,0.01,2.62,2.07,1.57,10.81,19.39
19.57,118.6,0.99,0.03,3.19,2.01,1.51,11.66,20.54
17.69,135.2,1.31,0.13,2.37,2.22,1.56,10.42,19.24
15.46,134.7,1.68,0.04,1.62,2.17,1.67,10.6,18.92
15.87,134.7,1.64,0.03,3.16,2.03,1.53,10.69,19.09
24.92,131.6,1.68,0.12,1.69,2.02,1.51,10.67,18.69
24.5,132.8,1.16,0.03,2.35,2.01,1.51,10.25,19.8
15.98,135.1,1.28,0.01,2.56,2.01,1.51,14.78,18.64
23.17,139.1,1.01,0.02,2.91,2.1,1.59,11.69,21.24
15.45,134.7,1.81,0.01,2.7,2.05,1.55,10.64,18.74
24.02,94.2,0.5,0.01,2.95,2.07,1.56,14.73,18.85
17.72,114.4,1.26,0.03,3.16,2.07,1.56,11.73,20.86
15.7,134.7,1.88,0.04,3.13,2.03,1.53,10.51,18.95
17.7,134.7,1.26,0.01,3.27,2.2,1.52,14.23,19.97
24.43,109.0,1.61,0.03,2.01,2.1,1.6,11.92,20.71
21.47,127.9,0.88,0.12,2.93,2.06,1.56,13.96,20.68
23.95,104.5,1.68,0.01,1.77,2.01,1.51,14.66,18.5
16.48,130.6,1.73,0.01,3.21,2.05,1.55,10.28,19.74
17.82,138.5,0.6,0.03,3.11,2.04,1.54,14.65,18.61
19.46,119.2,1.64,0.03,2.65,2.05,1.55,11.75,20.68
24.38,133.6,1.98,0.03,1.71,2.02,1.52,14.69,18.34
24.92,136.0,1.1,0.03,1.63,2.04,1.54,10.85,19.54
24.77,120.3,0.5,0.02,3.11,2.07,1.57,14.67,18.55
19.24,102.2,1.65,0.36,2.7,2.04,1.53,12.6,18.66
19.27,134.7,1.66,0.03,2.99,2.02,1.52,12.83,19.37
15.87,134.8,1.64,0.19,2.45,2.09,1.53,10.65,18.82
24.88,134.9,1.29,0.02,2.31,2.09,1.59,10.85,19.75
23.53,128.6,0.5,0.07,3.35,2.02,1.52,14.44,19.05
19.21,134.7,1.68,0.02,1.62,2.16,1.66,12.38,19.66
19.34,101.2,1.65,0.01,2.58,2.06,1.52,10.1,19.71
21.44,103.2,1.11,0.34,2.78,2.1,1.59,12.69,19.46
21.43,134.9,1.4,0.06,2.67,2.05,1.55,11.92,20.39
15.86,138.9,1.29,0.05,2.7,2.01,1.51,10.4,19.01
16.41,137.0,1.88,0.04,3.13,2.06,1.56,10.62,18.98
24.77,134.9,1.23,0.02,2.27,2.06,1.56,10.85,19.87
24.93,115.4,0.5,0.03,3.07,2.06,1.56,13.96,20.37
15.87,135.0,1.26,0.01,2.36,2.16,1.51,14.67,18.43
24.19,94.2,0.5,0.0,2.58,2.01,1.51,12.61,18.97
24.15,135.6,0.5,0.06,3.23,2.02,1.52,14.64,18.4
24.97,128.5,0.89,0.03,2.49,2.06,1.56,13.79,20.46
17.59,134.9,1.12,0.02,1.97,2.05,1.55,10.85,19.73
24.4,127.9,1.0,0.03,1.45,2.06,1.56,13.79,20.55
23.72,132.8,1.43,0.03,2.38,2.06,1.56,10.14,20.08
23.6,119.2,1.01,0.03,2.59,2.01,1.51,14.69,18.52
24.38,133.6,1.75,0.03,1.69,2.03,1.53,14.66,18.34
17.82,138.5,1.65,0.03,2.42,2.07,1.57,10.69,18.97
23.97,126.9,1.41,0.03,2.1,2.06,1.56,13.76,20.72
17.69,130.7,1.28,0.02,2.17,2.21,1.56,10.39,19.47
17.7,113.1,1.4,0.01,3.14,2.05,1.55,10.59,18.98
24.02,132.1,0.72,0.08,2.5,2.02,1.52,13.35,20.35
24.15,134.7,0.5,0.06,3.23,2.06,1.56,14.19,20.45
24.12,122.4,0.5,0.02,3.23,2.01,1.51,14.67,18.38
19.37,128.1,1.42,0.03,2.9,2.06,1.56,11.78,21.06
15.87,134.7,1.64,0.03,2.58,2.07,1.57,10.26,19.8
19.37,128.1,1.42,0.03,2.56,2.02,1.52,11.96,20.23
23.58,132.0,1.28,0.0,2.37,2.16,1.51,10.43,18.99
15.86,129.1,1.26,0.13,2.37,2.01,1.51,10.72,19.24
21.43,133.8,0.57,0.0,2.91,2.07,1.57,14.66,18.66
24.45,101.3,0.5,0.0,3.1,2.11,1.61,11.92,20.69
23.47,126.9,1.01,0.03,1.97,2.06,1.56,13.76,20.43
15.59,134.7,1.63,0.03,2.58,2.13,1.63,12.59,18.96
24.19,94.2,1.3,0.01,2.31,2.01,1.51,10.84,19.38
24.02,138.5,1.66,0.19,1.84,2.08,1.58,14.48,19.49
20.44,134.7,1.64,0.03,2.58,2.03,1.53,10.62,18.8
24.44,127.9,1.69,0.03,1.99,2.06,1.56,14.87,19.14
24.02,132.1,0.73,0.11,2.48,2.04,1.53,13.34,20.5
15.86,138.3,1.65,0.02,2.66,2.01,1.51,10.4,19.06
24.12,139.1,1.57,0.04,2.16,2.06,1.56,10.2,19.44
19.25,134.7,1.63,0.03,2.62,2.07,1.57,11.62,20.86
24.06,127.7,1.25,0.02,2.06,2.08,1.58,14.91,19.05
24.39,128.4,0.9,0.03,1.73,2.06,1.56,13.79,20.85
17.45,138.5,1.4,0.03,3.12,2.03,1.53,10.76,19.45
24.15,134.3,0.5,0.03,2.74,2.02,1.52,11.03,19.87
21.15,111.8,1.1,0.01,3.15,2.06,1.56,10.59,18.69
19.24,123.4,1.65,0.04,2.62,2.03,1.53,10.77,19.25
24.97,128.5,0.6,0.03,2.73,2.12,1.57,10.67,19.16
23.85,132.0,1.28,0.0,2.36,2.04,1.53,10.43,19.36
24.68,139.9,1.14,0.04,2.33,2.1,1.59,10.2,20.0
24.19,129.6,0.5,0.03,3.11,2.03,1.53,14.99,19.28
24.44,102.2,1.42,0.0,2.06,2.06,1.56,10.21,20.07
17.69,128.8,1.26,0.13,3.28,2.03,1.52,10.35,19.53
15.4,130.6,1.63,0.03,3.11,2.05,1.55,14.71,18.65
24.15,134.7,0.5,0.03,3.23,2.01,1.51,14.64,18.33
23.97,126.9,1.69,0.03,1.99,2.1,1.56,13.76,20.64
24.96,138.0,1.38,0.02,2.19,2.08,1.58,10.37,19.71
24.43,128.5,0.94,0.03,2.49,2.06,1.56,14.79,18.66
19.37,128.1,1.15,0.03,2.97,2.06,1.56,11.96,20.58
21.41,104.3,1.4,0.03,1.96,2.04,1.54,12.6,18.74
24.12,109.5,0.52,0.02,3.18,2.07,1.57,12.95,20.23
19.14,127.0,1.65,0.02,2.99,2.01,1.51,12.62,18.99
24.02,94.2,0.5,0.0,3.11,2.01,1.51,14.5,19.07
24.43,133.6,1.41,0.02,1.99,2.04,1.54,14.72,18.75
19.37,128.1,1.76,0.03,1.96,2.06,1.56,11.69,20.91
15.46,134.7,1.68,0.04,1.74,2.08,1.57,10.64,19.18
23.53,128.6,1.1,0.1,2.74,2.02,1.52,10.87,19.65
19.37,128.1,1.42,0.03,2.96,2.06,1.56,11.69,21.03
23.51,116.0,0.88,0.01,2.7,2.03,1.53,10.59,18.79
19.37,128.1,1.42,0.03,2.97,2.06,1.56,12.05,20.65
17.72,128.6,1.1,0.07,3.16,2.02,1.52,10.88,19.93
15.52,135.2,1.68,0.12,2.37,2.19,1.56,10.07,20.08
21.78,109.1,1.15,0.03,2.48,2.1,1.6,11.92,20.66
15.8,127.0,1.68,0.06,1.39,2.01,1.51,12.62,18.74
24.12,117.4,0.5,0.02,3.22,2.01,1.51,14.67,18.46
15.96,137.5,1.64,0.03,2.58,2.05,1.55,11.7,20.61
23.43,104.5,0.94,0.01,2.59,2.01,1.51,14.66,18.46
16.49,127.2,1.66,0.19,1.88,2.08,1.58,10.4,19.29
16.2,134.7,1.64,0.03,1.69,2.03,1.53,11.72,20.52
24.37,139.1,0.54,0.02,2.9,2.09,1.59,11.69,21.25
24.68,139.6,1.14,0.04,2.33,2.09,1.59,10.2,20.01
23.35,116.0,0.91,0.01,2.7,2.03,1.53,10.59,18.5
17.69,129.3,1.26,0.01,2.37,2.17,1.51,14.6,18.64
18.73,128.1,1.42,0.03,2.9,2.06,1.56,11.78,20.85
24.68,133.6,1.1,0.02,2.3,2.16,1.66,10.85,20.05
24.15,134.9,0.5,0.0,3.23,2.01,1.51,14.64,18.23
24.34,135.4,1.28,0.03,2.06,2.09,1.59,11.64,20.96
24.12,119.8,0.5,0.0,3.11,2.01,1.51,14.67,18.38
21.44,134.9,1.11,0.04,2.81,2.03,1.53,10.85,19.49
19.37,128.1,1.66,0.03,2.96,2.06,1.56,11.61,20.87
21.15,110.2,0.5,0.01,3.74,2.06,1.56,10.59,18.61
23.53,128.6,1.1,0.07,2.73,2.02,1.52,10.56,18.54
24.06,127.9,1.25,0.02,2.06,2.08,1.58,14.99,19.17
15.51,130.1,1.62,0.03,2.58,2.05,1.55,12.59,18.79
24.15,133.9,0.52,0.06,3.22,2.06,1.56,14.64,18.51
19.46,119.2,1.64,0.03,2.65,2.05,1.55,12.43,19.17
15.87,134.7,1.64,0.03,3.21,2.03,1.53,10.62,18.85
24.39,139.5,1.18,0.19,1.73,2.03,1.53,10.43,18.76
23.79,94.2,0.5,0.0,3.11,2.01,1.51,14.5,19.01
24.02,132.1,0.72,0.08,1.59,2.02,1.51,13.35,20.45
24.5,124.9,0.53,0.03,2.74,2.01,1.51,14.73,18.41
24.06,119.8,0.5,0.03,3.23,2.06,1.56,14.67,18.46
19.22,127.0,1.65,0.02,2.69,2.01,1.51,12.62,18.65
24.2,101.0,0.9,0.07,2.75,2.22,1.66,14.71,18.95
15.86,138.0,1.72,0.01,2.66,2.01,1.51,13.61,20.3
23.46,104.5,0.91,0.01,2.55,2.01,1.51,14.66,18.49
23.97,127.7,1.01,0.03,1.99,2.02,1.52,13.72,20.63
24.77,140.0,1.14,0.04,2.33,2.06,1.56,14.91,19.11
19.34,128.0,0.5,0.01,2.97,2.03,1.52,14.73,18.74
17.69,131.9,1.28,0.0,1.62,2.22,1.56,10.43,19.32
24.43,133.6,1.32,0.01,1.99,2.04,1.54,14.72,18.75
19.37,128.1,1.62,0.03,2.96,2.09,1.56,12.24,20.15
24.04,102.2,1.65,0.36,1.78,2.02,1.51,12.61,19.12
24.14,138.1,0.5,0.0,3.16,2.02,1.52,14.73,18.47
24.75,120.3,1.24,0.02,2.37,2.08,1.57,14.67,18.7
23.35,134.7,1.78,0.03,1.86,2.07,1.57,11.61,21.34
15.46,128.3,1.43,0.04,1.69,2.05,1.55,10.64,19.09
17.63,134.7,1.31,0.05,1.62,2.17,1.67,10.6,18.84
24.43,122.0,0.9,0.03,2.78,2.08,1.56,14.79,18.91
23.7,104.5,1.65,0.01,1.6,2.01,1.51,14.66,18.2
17.69,122.4,1.26,0.19,2.37,2.22,1.56,10.43,19.14
19.16,134.7,1.63,0.03,2.62,2.03,1.53,10.54,18.68
16.59,134.7,1.67,0.03,2.58,2.02,1.52,14.58,18.35
24.44,139.1,1.68,0.03,1.99,2.06,1.56,14.96,19.19
24.97,128.5,1.04,0.03,2.36,2.05,1.54,10.48,19.33
19.74,128.1,1.42,0.03,2.97,2.08,1.56,10.71,19.43
23.24,127.9,1.64,0.03,2.0,2.06,1.56,14.79,18.73
15.87,134.7,1.64,0.03,3.19,2.03,1.53,10.92,19.94
24.32,133.1,1.16,0.03,2.38,2.06,1.56,10.1,20.23
15.87,134.5,1.26,0.13,3.27,2.02,1.52,10.5,19.22
15.86,138.3,1.65,0.02,2.66,2.02,1.51,10.4,19.06
24.43,134.9,1.42,0.02,2.0,2.04,1.54,14.72,18.75
15.86,138.2,1.85,0.03,2.7,2.01,1.51,10.27,19.47
19.86,135.1,1.42,0.03,2.97,2.06,1.56,14.9,19.15
24.19,94.2,0.5,0.02,3.11,2.07,1.57,14.73,18.62
15.7,134.7,1.88,0.02,3.2,2.09,1.59,10.38,19.45
19.25,134.7,1.43,0.03,2.7,2.07,1.57,11.69,20.6
15.86,136.3,1.81,0.01,2.7,2.08,1.58,10.28,19.54
24.02,94.2,0.5,0.0,3.12,2.01,1.51,14.8,18.44
24.92,135.4,1.6,0.08,1.99,2.02,1.52,10.35,19.15
16.04,138.4,1.26,0.01,2.56,2.02,1.52,14.67,18.5
21.15,111.8,1.1,0.01,3.15,2.01,1.51,10.59,18.62
15.96,134.7,1.81,0.01,2.7,2.1,1.6,10.28,19.64
24.68,139.9,1.14,0.01,2.31,2.1,1.59,10.2,20.01
24.13,116.0,0.89,0.01,2.7,2.03,1.53,10.59,18.68
16.37,134.7,1.88,0.04,3.06,2.03,1.53,10.26,19.75
15.46,134.7,1.68,0.06,2.53,2.17,1.67,11.08,20.52
22.37,134.7,0.5,0.02,3.23,2.04,1.51,14.64,18.38
24.12,127.7,1.24,0.02,2.06,2.07,1.57,14.91,19.02
15.3,138.4,1.85,0.0,2.7,2.01,1.51,10.4,19.12
20.61,137.3,1.69,0.01,1.79,2.06,1.56,11.94,20.67
