X1,X2,X3,X4,X5,X6,X7,X8,COG
19.8,134.8,1.91,0.02,2.64,2.0,1.5,14.99,18.93
23.66,134.0,2.05,0.01,1.52,2.0,1.5,15.0,19.05
23.51,139.2,1.55,0.01,2.27,2.0,1.5,15.0,19.11
23.5,139.6,1.85,0.02,1.96,2.0,1.5,14.99,19.38
22.05,139.4,0.66,0.02,3.22,2.0,1.5,14.68,18.6
19.44,139.9,1.91,0.02,2.71,2.0,1.5,14.99,18.93
19.07,133.9,1.48,0.02,2.78,2.0,1.5,14.99,18.82
19.01,133.9,1.82,0.02,1.63,2.23,1.73,14.99,19.39
23.5,127.5,1.82,0.01,1.59,2.21,1.71,14.99,19.35
19.43,139.8,1.74,0.02,1.75,2.0,1.5,14.79,18.53
22.05,138.1,0.9,0.01,2.98,2.0,1.5,15.0,19.06
24.05,139.1,1.66,0.01,1.76,2.14,1.64,15.0,19.48
23.24,139.9,1.83,0.0,1.78,2.02,1.5,14.8,18.57
22.56,136.9,1.91,0.02,1.87,2.0,1.5,15.0,19.2
23.7,139.1,1.78,0.01,1.73,2.01,1.51,14.84,18.84
23.72,139.1,0.92,0.08,2.64,2.0,1.5,14.99,19.0
19.19,134.8,1.9,0.01,2.72,2.03,1.51,14.99,18.81
23.93,135.7,1.72,0.02,1.48,2.23,1.73,15.0,19.49
23.67,133.9,1.76,0.01,1.77,2.0,1.5,14.77,18.44
18.41,135.6,1.67,0.03,2.94,2.27,1.77,14.68,19.08
22.89,139.2,1.35,0.17,0.51,2.06,1.51,14.77,18.49
22.01,138.6,1.6,0.0,2.5,2.0,1.5,14.98,18.82
19.16,139.0,1.9,0.01,1.78,2.21,1.71,14.69,19.2
24.14,139.2,1.34,0.18,1.79,2.07,1.51,14.36,19.78
19.11,134.4,1.68,0.08,2.75,2.02,1.52,14.99,18.87
21.1,139.8,1.35,0.17,0.51,2.06,1.51,15.0,18.99
19.1,139.7,1.82,0.01,2.86,2.0,1.5,14.6,18.26
19.19,134.0,1.79,0.03,2.87,2.24,1.74,14.99,19.38
22.5,139.0,1.55,0.01,2.41,2.17,1.67,14.99,19.17
19.19,130.0,1.83,0.02,2.83,2.24,1.74,14.99,19.4
22.76,139.7,1.39,0.01,2.6,2.02,1.51,14.99,18.88
24.04,135.3,1.8,0.01,1.72,2.24,1.74,14.67,19.02
24.03,139.6,1.73,0.13,1.73,2.0,1.5,14.68,18.32
19.01,133.9,1.92,0.02,2.77,2.23,1.73,14.99,19.4
19.12,139.2,1.9,0.02,2.72,2.04,1.54,14.68,18.23
20.16,137.0,1.85,0.02,2.63,2.01,1.5,14.77,18.57
19.29,139.8,1.8,0.02,2.82,2.26,1.76,14.97,19.37
23.41,139.7,1.82,0.02,1.8,2.15,1.64,14.99,19.78
24.05,139.8,1.85,0.0,1.75,2.0,1.5,14.91,18.84
23.71,139.1,1.83,0.0,1.75,2.0,1.5,14.79,18.69
24.17,139.3,1.39,0.02,1.45,2.21,1.71,14.68,18.82
22.57,139.1,1.83,0.01,1.7,2.0,1.5,14.83,18.61
23.49,139.0,1.55,0.02,1.95,2.22,1.71,14.99,19.59
19.44,139.8,1.88,0.02,1.57,2.0,1.5,15.0,18.92
23.09,133.9,1.82,0.02,1.74,2.0,1.5,14.77,18.65
21.2,139.2,1.71,0.01,2.27,2.0,1.5,14.99,19.1
19.48,139.5,1.79,0.1,2.81,2.0,1.5,14.84,18.59
23.5,139.8,1.51,0.02,1.78,2.0,1.5,14.64,18.27
19.44,139.6,1.91,0.02,2.71,2.0,1.5,14.99,18.89
22.01,138.6,1.48,0.02,2.47,2.0,1.5,14.69,18.43
21.68,139.7,1.69,0.02,2.5,2.0,1.5,14.99,18.83
22.01,134.8,1.85,0.02,2.03,2.0,1.5,14.9,18.78
19.29,139.9,1.79,0.02,2.85,2.0,1.5,14.9,18.74
19.48,139.8,1.59,0.1,2.82,2.01,1.5,14.68,18.38
23.12,139.9,0.89,0.0,2.79,2.04,1.5,14.89,18.75
24.15,134.8,1.72,0.02,1.34,2.0,1.5,14.68,18.34
24.03,137.9,1.49,0.06,2.01,2.0,1.5,14.68,18.53
19.19,133.9,1.82,0.02,2.84,2.02,1.51,15.0,18.82
23.97,139.2,1.66,0.17,0.5,2.01,1.51,15.0,18.97
24.72,133.9,0.68,0.01,2.7,2.0,1.5,14.7,18.41
22.05,139.6,1.06,0.02,2.5,2.0,1.5,14.98,18.75
23.47,139.0,1.55,0.01,1.95,2.21,1.71,15.0,19.25
19.29,139.2,1.34,0.18,2.9,2.04,1.51,14.91,18.75
23.5,130.0,1.93,0.01,1.79,2.21,1.71,14.99,19.82
19.08,139.7,1.8,0.1,2.86,2.0,1.5,14.68,18.07
24.04,134.0,2.04,0.02,1.56,2.03,1.52,14.77,18.54
22.12,136.8,1.79,0.01,2.07,2.0,1.5,14.68,18.24
23.61,133.9,1.98,0.06,1.73,2.02,1.52,14.81,18.54
22.05,139.4,1.46,0.02,2.66,2.01,1.51,14.86,18.65
23.17,139.7,1.06,0.01,2.6,2.01,1.51,14.77,18.52
19.53,139.5,1.65,0.02,2.72,2.0,1.5,14.99,18.8
23.67,137.0,0.93,0.05,2.64,2.01,1.5,14.77,18.48
24.04,135.7,1.66,0.0,1.75,2.27,1.77,15.0,19.55
21.96,134.6,1.84,0.01,2.27,2.0,1.5,14.99,19.03
23.85,139.8,0.81,0.02,1.78,2.0,1.5,14.63,18.62
19.38,139.7,1.78,0.08,2.8,2.01,1.51,14.85,18.63
22.56,139.1,1.61,0.02,1.78,2.0,1.5,14.64,18.22
19.2,139.9,1.79,0.04,2.82,2.0,1.5,14.68,18.02
23.5,139.0,1.55,0.01,1.78,2.0,1.5,14.64,18.22
18.75,139.6,1.98,0.04,2.76,2.0,1.5,14.99,18.75
18.11,134.9,1.9,0.02,2.43,2.0,1.5,14.98,18.94
24.04,135.6,1.66,0.01,1.77,2.22,1.72,15.0,19.51
19.29,139.6,1.85,0.04,2.76,2.08,1.5,14.77,18.33
24.03,134.5,1.85,0.06,1.78,2.0,1.5,14.63,18.24
23.77,139.7,1.84,0.02,1.76,2.0,1.5,14.98,19.07
23.24,137.1,1.72,0.04,1.93,2.0,1.5,14.68,18.67
19.1,139.7,1.82,0.01,2.86,2.07,1.57,14.6,18.5
23.75,133.9,1.83,0.06,1.75,2.0,1.5,14.77,18.3
19.29,139.9,1.8,0.02,2.79,2.0,1.5,14.68,18.08
18.55,134.4,1.79,0.01,1.81,2.0,1.5,14.51,18.83
24.02,135.7,1.68,0.01,1.74,2.3,1.79,15.0,19.78
19.9,139.9,1.84,0.04,2.69,2.0,1.5,14.99,18.87
22.05,139.9,1.46,0.02,2.5,2.0,1.5,14.96,18.86
19.14,139.2,1.34,0.18,0.51,2.06,1.5,14.91,18.75
22.57,139.1,1.61,0.01,2.42,2.21,1.71,14.99,19.3
23.46,139.0,1.75,0.01,1.97,2.21,1.71,14.99,19.55
24.08,139.4,1.29,0.17,0.51,2.06,1.5,14.99,18.91
18.96,139.7,1.13,0.02,2.71,2.0,1.5,14.99,18.89
23.85,139.0,1.51,0.03,1.78,2.0,1.5,14.63,18.22
22.14,139.8,1.97,0.02,1.89,2.0,1.5,14.91,19.19
19.19,132.1,1.82,0.01,2.78,2.23,1.73,14.99,19.24
19.29,136.7,1.7,0.02,1.74,2.01,1.5,14.77,18.42
19.0,137.1,1.9,0.06,2.8,2.0,1.5,14.69,18.15
22.02,139.8,1.71,0.02,1.76,2.0,1.5,14.69,18.24
22.05,139.1,1.84,0.01,2.26,2.23,1.73,14.99,19.47
23.04,135.7,1.35,0.01,1.85,2.22,1.67,15.0,19.39
19.67,139.9,1.82,0.02,1.77,2.01,1.51,15.0,18.93
22.01,139.9,1.85,0.02,2.04,2.0,1.5,14.99,19.01
24.07,139.9,1.49,0.01,1.76,2.01,1.51,15.0,18.86
24.28,140.0,1.82,0.02,0.54,2.02,1.51,14.68,18.42
23.5,139.0,1.54,0.01,1.94,2.17,1.67,14.99,19.53
19.44,133.8,1.8,0.02,2.82,2.23,1.73,14.99,19.36
23.67,139.2,1.9,0.06,1.74,2.2,1.7,14.96,19.78
19.46,139.9,1.9,0.03,1.96,2.0,1.5,14.97,19.04
22.75,134.4,1.83,0.08,1.74,2.0,1.5,14.77,18.34
19.17,133.9,1.74,0.02,2.78,2.23,1.73,14.99,19.27
19.29,132.5,1.33,0.02,3.07,2.01,1.51,14.98,19.13
23.58,133.9,1.76,0.01,1.76,2.0,1.5,14.77,18.42
20.16,133.9,1.85,0.01,1.65,2.06,1.56,14.77,18.57
23.24,139.9,1.83,0.01,1.76,2.02,1.5,14.79,18.41
19.49,139.1,1.91,0.02,2.7,2.0,1.5,14.99,18.93
22.81,139.8,1.54,0.0,2.44,2.0,1.5,14.77,18.31
19.1,139.5,1.82,0.01,2.86,2.0,1.5,14.6,18.26
23.86,139.8,1.45,0.02,2.33,2.21,1.71,14.99,19.39
19.45,133.9,1.82,0.01,2.64,2.31,1.81,14.99,19.54
23.86,139.8,1.37,0.01,1.95,2.18,1.68,14.99,19.33
22.69,134.8,1.74,0.02,2.05,2.04,1.51,14.68,18.51
19.12,139.5,1.91,0.02,2.71,2.0,1.5,14.69,18.25
23.67,134.0,2.4,0.01,1.17,2.0,1.5,14.72,18.38
19.1,136.9,1.82,0.02,2.86,2.0,1.5,14.68,18.17
22.05,137.0,1.71,0.01,2.27,2.0,1.5,14.99,19.05
21.55,139.2,1.85,0.01,2.04,2.0,1.5,14.64,18.54
23.95,139.7,1.2,0.05,1.85,2.01,1.51,14.78,18.78
20.16,137.0,1.85,0.02,2.63,2.01,1.5,14.97,18.84
19.11,133.9,1.82,0.02,2.72,2.01,1.5,14.7,18.31
19.43,139.8,1.74,0.05,2.88,2.0,1.5,14.68,18.12
23.58,139.8,1.98,0.08,1.6,2.02,1.52,14.81,18.65
23.74,133.9,2.02,0.06,1.76,2.13,1.62,14.75,18.91
23.54,134.4,1.79,0.08,1.71,2.0,1.5,14.68,18.27
24.04,139.3,1.9,0.02,1.59,2.21,1.71,14.98,19.24
24.19,134.4,0.55,0.01,2.92,2.25,1.75,14.99,19.73
19.38,139.5,1.76,0.08,2.8,2.01,1.51,14.84,18.65
19.23,133.9,1.54,0.08,2.76,2.23,1.73,14.99,19.26
21.9,139.2,1.75,0.01,2.4,2.02,1.51,15.0,18.93
22.81,135.0,1.98,0.02,1.75,2.0,1.5,14.63,18.16
19.19,134.0,1.79,0.02,2.87,2.24,1.74,14.98,19.6
23.5,130.0,1.82,0.01,1.78,2.21,1.71,15.0,19.66
19.06,133.9,1.83,0.0,1.76,2.24,1.74,14.99,19.4
24.04,140.0,1.49,0.04,1.76,2.01,1.51,15.0,18.81
23.62,134.2,1.35,0.17,0.51,2.06,1.51,15.0,18.98
22.02,139.9,1.71,0.02,2.42,2.0,1.5,14.69,18.37
23.85,139.9,1.51,0.02,1.78,2.04,1.51,14.99,19.13
23.96,138.2,1.98,0.08,1.73,2.02,1.52,14.82,18.61
22.01,139.6,1.85,0.02,2.04,2.0,1.5,14.99,19.02
22.03,139.4,1.2,0.01,2.68,2.01,1.51,14.59,18.52
21.1,139.8,1.64,0.03,2.67,2.02,1.5,14.96,18.92
19.03,139.5,1.78,0.08,2.8,2.0,1.5,14.84,18.63
24.03,137.9,1.8,0.06,1.7,2.0,1.5,14.68,18.18
18.83,139.9,1.8,0.02,2.82,2.0,1.5,14.68,18.18
19.33,136.8,1.87,0.02,2.51,2.0,1.5,14.98,18.83
19.29,137.0,1.85,0.01,2.76,2.0,1.5,14.68,18.06
23.85,127.1,1.51,0.06,1.74,2.0,1.5,14.64,18.15
19.43,133.9,1.91,0.06,1.78,2.02,1.52,14.81,19.02
24.0,139.7,1.51,0.01,1.77,2.0,1.5,14.68,18.35
18.77,133.7,1.82,0.1,2.78,2.23,1.73,14.68,18.7
23.72,133.9,2.04,0.04,1.74,2.01,1.51,14.77,18.39
23.6,129.6,2.05,0.08,1.79,2.02,1.52,14.81,18.9
19.19,133.9,1.74,0.02,2.73,2.0,1.5,14.99,18.78
19.01,133.9,1.89,0.02,2.51,2.23,1.73,14.99,19.41
23.87,139.8,1.46,0.01,2.32,2.0,1.5,14.83,18.76
19.71,139.8,1.79,0.01,2.78,2.0,1.5,14.68,18.22
19.2,137.1,1.74,0.02,2.77,2.0,1.5,14.68,18.08
23.54,139.0,1.89,0.01,1.95,2.0,1.5,14.69,18.71
19.15,133.9,1.66,0.05,1.77,2.22,1.72,14.99,19.77
22.0,139.0,1.67,0.01,2.23,2.05,1.55,14.99,19.1
23.86,139.8,1.84,0.01,1.76,2.01,1.5,14.99,18.89
24.02,140.0,1.9,0.02,1.77,2.02,1.5,14.79,18.54
19.29,138.3,1.85,0.01,2.7,2.01,1.5,14.77,18.43
22.03,139.9,1.57,0.02,2.04,2.0,1.5,14.99,18.96
21.21,139.8,1.19,0.1,2.84,2.0,1.5,14.68,18.25
23.9,138.1,0.77,0.06,2.75,2.0,1.5,14.7,18.26
23.6,133.6,1.1,0.08,2.48,2.02,1.52,14.81,18.6
19.15,139.7,1.81,0.01,2.86,2.01,1.51,14.6,18.32
24.82,139.3,1.83,0.01,1.75,2.0,1.5,15.0,18.87
23.22,140.0,1.82,0.01,1.76,2.28,1.74,14.99,19.88
19.2,136.9,1.79,0.04,2.82,2.0,1.5,14.68,18.05
24.13,139.8,1.83,0.01,1.75,2.0,1.5,15.0,18.7
22.62,139.8,1.83,0.01,1.75,2.05,1.55,14.83,18.74
19.19,133.9,1.82,0.1,2.83,2.23,1.73,14.99,19.29
24.26,137.4,1.76,0.01,1.77,2.0,1.5,14.77,18.32
23.72,139.1,1.84,0.01,1.76,2.0,1.5,14.53,18.92
23.5,130.3,1.98,0.06,1.78,2.02,1.52,14.81,18.93
23.79,134.8,0.8,0.02,2.75,2.0,1.5,14.99,18.94
19.29,139.9,1.8,0.02,2.79,2.01,1.5,14.68,18.08
24.03,140.0,1.79,0.07,1.78,2.0,1.5,14.69,18.21
22.07,137.0,1.83,0.08,1.7,2.0,1.5,14.83,18.58
21.5,136.9,1.45,0.02,2.78,2.0,1.5,14.85,18.61
23.19,131.4,1.86,0.01,1.95,2.0,1.5,14.99,19.13
19.29,139.9,1.8,0.02,2.07,2.0,1.5,14.99,19.0
23.58,137.1,1.76,0.02,1.83,2.0,1.5,14.68,18.43
22.87,136.7,1.22,0.02,2.6,2.01,1.51,14.77,18.55
19.05,140.0,1.44,0.02,2.9,2.0,1.5,14.87,18.75
22.02,139.8,1.71,0.02,1.75,2.0,1.5,14.69,18.24
21.68,139.7,1.59,0.02,2.5,2.0,1.5,15.0,18.92
23.67,133.9,1.76,0.05,1.74,2.01,1.51,14.77,18.4
19.29,139.9,1.72,0.02,2.13,2.0,1.5,14.69,18.38
24.86,139.9,1.72,0.01,1.74,2.0,1.5,15.0,18.92
21.43,139.9,1.46,0.02,2.77,2.0,1.5,14.77,18.31
23.72,138.9,1.84,0.02,1.77,2.01,1.5,14.77,18.58
23.67,139.6,1.83,0.02,1.78,2.0,1.5,14.76,18.64
23.76,129.8,0.89,0.02,2.66,2.0,1.5,14.76,18.56
18.94,139.8,1.8,0.11,2.83,2.0,1.5,14.64,18.28
19.23,139.9,1.79,0.04,2.82,2.0,1.5,14.99,18.78
19.46,139.9,1.79,0.06,2.82,2.01,1.5,14.28,19.29
23.51,134.8,1.81,0.01,1.72,2.24,1.71,14.99,19.64
19.19,134.4,1.82,0.02,2.84,2.25,1.75,14.7,18.95
24.03,137.0,1.72,0.08,1.78,2.01,1.51,14.68,18.36
22.05,131.2,1.83,0.02,1.77,2.0,1.5,14.89,18.69
23.25,139.1,1.69,0.01,2.2,2.17,1.67,14.99,19.46
19.43,139.9,1.79,0.04,2.82,2.02,1.5,14.68,18.05
21.98,139.9,1.5,0.02,2.64,2.26,1.73,14.99,19.21
24.08,135.6,1.74,0.0,1.75,2.24,1.73,15.0,19.51
24.05,135.2,1.83,0.01,1.8,2.22,1.72,15.0,19.54
22.05,139.6,1.66,0.02,2.04,2.0,1.5,15.0,18.86
23.26,139.3,1.83,0.01,1.58,2.21,1.71,14.96,19.19
23.5,136.8,1.54,0.02,1.94,2.21,1.71,14.99,19.61
19.17,133.8,1.82,0.02,2.78,2.19,1.69,14.99,19.14
19.39,139.8,1.54,0.02,1.74,2.04,1.54,14.69,18.32
19.52,133.9,1.72,0.02,1.76,2.0,1.5,14.68,18.21
22.02,138.6,1.59,0.02,1.75,2.0,1.5,14.99,18.8
22.0,139.4,1.39,0.02,2.66,2.0,1.5,14.86,18.64
22.01,135.5,1.67,0.0,2.29,2.22,1.72,14.99,19.33
19.21,133.9,1.75,0.04,2.78,2.01,1.51,14.79,18.55
19.6,139.8,1.81,0.02,2.78,2.0,1.5,14.77,18.3
21.1,139.8,1.63,0.03,2.67,2.0,1.5,14.91,18.78
21.97,139.1,1.85,0.01,2.04,2.0,1.5,14.99,18.96
20.61,136.8,1.37,0.02,2.78,2.0,1.5,14.77,18.46
18.49,139.6,1.8,0.12,2.79,2.0,1.5,14.68,18.12
23.61,133.6,1.82,0.01,2.0,2.21,1.71,14.99,19.51
24.04,139.3,1.9,0.02,1.59,2.21,1.71,14.9,19.12
19.5,139.8,1.51,0.02,1.74,2.0,1.5,14.63,18.4
23.91,135.7,1.66,0.01,1.76,2.22,1.72,15.0,19.62
19.46,137.0,1.72,0.01,2.82,2.0,1.5,14.68,18.1
23.96,139.8,1.85,0.0,1.75,2.0,1.5,14.91,18.83
19.29,135.5,1.86,0.02,2.5,2.01,1.5,14.77,18.46
22.07,139.6,1.54,0.02,2.04,2.22,1.71,14.99,19.32
22.31,139.8,1.31,0.02,2.52,2.0,1.5,14.69,18.21
19.43,133.9,1.74,0.01,1.82,2.05,1.5,14.77,18.86
19.12,139.8,1.88,0.02,2.72,2.0,1.5,14.68,18.13
22.56,139.1,0.94,0.02,2.84,2.21,1.71,14.99,19.61
19.19,134.3,1.82,0.1,2.82,2.01,1.51,14.99,18.78
22.0,139.9,1.83,0.0,1.76,2.0,1.5,14.99,18.9
19.08,139.9,1.8,0.02,2.78,2.13,1.63,14.68,18.58
23.25,139.2,1.84,0.01,2.06,2.02,1.5,14.79,18.73
19.48,140.0,1.72,0.1,1.73,2.0,1.5,14.68,18.12
23.77,139.8,1.84,0.02,1.75,2.0,1.5,14.91,18.84
22.01,139.9,1.52,0.01,2.51,2.0,1.5,14.98,18.77
22.87,139.7,1.2,0.0,2.77,2.01,1.51,14.77,18.45
21.98,136.9,1.48,0.01,2.59,2.26,1.73,14.99,19.19
21.48,139.8,1.56,0.03,2.67,2.0,1.5,15.0,18.92
23.72,139.9,1.79,0.01,1.75,2.0,1.5,14.87,18.6
19.19,133.9,1.82,0.02,2.82,2.0,1.5,14.68,18.35
19.19,134.0,1.85,0.01,2.81,2.23,1.73,14.99,19.25
23.98,137.2,0.68,0.06,2.83,2.0,1.5,14.7,18.33
22.31,139.8,1.9,0.02,2.03,2.0,1.5,15.0,18.87
22.01,139.2,1.85,0.01,2.06,2.0,1.5,15.0,18.89
19.19,133.9,1.82,0.03,2.84,2.27,1.77,14.99,19.39
23.58,138.5,0.74,0.02,2.84,2.0,1.5,14.68,18.34
22.05,138.6,1.08,0.02,2.79,2.0,1.5,14.93,18.7
19.08,139.8,1.8,0.09,2.82,2.0,1.5,14.68,18.02
19.23,139.9,1.76,0.04,2.82,2.0,1.5,14.99,18.77
23.51,139.0,1.56,0.01,1.94,2.0,1.5,14.99,19.2
20.17,139.1,1.98,0.02,2.5,2.02,1.52,15.0,18.89
19.26,136.8,1.71,0.02,2.94,2.0,1.5,14.14,19.68
24.08,139.9,1.9,0.02,1.59,2.2,1.7,14.96,19.51
22.87,139.9,1.8,0.02,1.92,2.0,1.5,14.77,18.9
23.87,139.6,2.04,0.06,1.74,2.01,1.5,14.77,18.36
19.19,133.9,1.31,0.04,2.73,2.0,1.5,14.99,18.82
22.19,139.2,1.83,0.01,2.27,2.0,1.5,14.97,19.02
23.36,134.1,1.76,0.05,1.74,2.01,1.51,14.77,18.45
23.24,139.9,1.83,0.0,1.76,2.02,1.5,14.79,18.52
23.72,138.1,1.51,0.02,1.83,2.0,1.5,14.63,18.54
19.36,138.4,1.47,0.02,2.5,2.0,1.5,14.91,18.84
24.13,139.8,0.66,0.01,2.83,2.0,1.5,14.91,18.72
24.11,139.3,1.9,0.02,1.59,2.22,1.71,14.96,19.17
23.5,139.8,1.85,0.0,1.75,2.2,1.7,14.73,18.81
19.19,134.0,1.79,0.04,2.74,2.0,1.5,14.68,18.27
22.57,130.8,1.83,0.01,1.75,2.0,1.5,14.83,18.6
19.44,136.2,1.8,0.17,2.8,2.0,1.5,14.99,18.8
21.1,139.9,1.74,0.03,2.57,2.0,1.5,14.97,18.86
24.01,135.6,1.3,0.02,1.75,2.24,1.72,14.99,19.58
23.5,139.0,1.46,0.01,1.7,2.17,1.67,14.99,19.5
19.46,136.8,1.8,0.02,2.82,2.0,1.5,14.77,18.39
24.04,135.6,1.74,0.0,1.76,2.23,1.73,15.0,19.45
23.67,133.9,1.82,0.01,1.74,2.0,1.5,14.77,18.39
23.97,139.2,1.24,0.01,2.27,2.0,1.5,14.99,18.97
19.19,134.0,1.79,0.14,2.87,2.24,1.74,14.99,19.36
23.61,133.5,1.82,0.06,2.0,2.22,1.72,15.0,19.4
22.87,136.5,1.2,0.02,2.6,2.01,1.51,14.77,18.56
23.86,139.8,1.61,0.02,1.78,2.0,1.5,14.64,18.2
24.02,137.0,1.83,0.01,1.7,2.02,1.51,14.83,18.62
24.52,139.9,1.79,0.02,1.61,2.0,1.5,15.0,19.06
19.81,136.8,1.82,0.01,2.73,2.0,1.5,14.92,18.65
21.5,139.2,1.84,0.02,2.26,2.01,1.5,14.99,19.06
19.2,139.9,1.79,0.04,2.6,2.0,1.5,14.68,18.13
24.02,140.0,1.81,0.01,1.75,2.0,1.5,14.83,18.65
23.61,133.6,1.31,0.01,2.28,2.21,1.71,15.0,19.4
22.05,131.2,1.39,0.02,1.77,2.0,1.5,14.89,18.97
21.12,136.9,1.45,0.02,2.78,2.0,1.5,14.85,18.67
19.46,139.1,1.78,0.01,2.83,2.0,1.5,14.68,18.15
19.29,139.9,1.8,0.02,2.73,2.0,1.5,14.7,18.29
19.29,137.0,1.79,0.03,2.76,2.02,1.52,14.68,18.14
19.23,139.9,1.83,0.02,1.78,2.26,1.74,14.98,19.76
22.02,139.6,1.85,0.01,2.25,2.05,1.55,14.99,19.14
19.19,133.9,1.92,0.02,2.72,2.23,1.73,14.99,19.23
19.38,133.9,1.95,0.01,1.8,2.0,1.5,14.77,18.58
23.5,139.0,1.55,0.01,2.06,2.21,1.71,14.97,19.47
24.02,136.9,1.88,0.02,1.7,2.0,1.5,14.81,18.56
23.61,133.7,1.98,0.06,1.73,2.02,1.52,14.81,18.56
23.66,133.9,1.74,0.01,2.07,2.18,1.68,14.74,18.96
23.85,134.1,1.35,0.17,0.56,2.28,1.72,14.99,19.48
19.12,139.5,1.78,0.08,2.8,2.01,1.51,14.84,18.64
24.04,135.6,1.74,0.0,1.75,2.23,1.73,15.0,19.55
19.13,136.7,1.22,0.02,2.6,2.01,1.51,14.68,18.31
18.89,129.8,1.78,0.08,2.8,2.01,1.51,14.84,18.62
19.03,139.9,1.74,0.02,2.82,2.01,1.51,14.99,18.78
23.75,139.1,1.84,0.01,1.76,2.0,1.5,14.7,18.27
19.39,139.5,1.8,0.1,2.82,2.0,1.5,14.68,18.14
19.39,139.8,1.64,0.09,2.82,2.0,1.5,14.68,18.1
18.94,139.8,1.78,0.08,2.8,2.0,1.5,14.84,18.66
21.94,132.3,1.13,0.01,2.77,2.0,1.5,14.83,18.5
19.2,137.1,1.74,0.02,1.76,2.0,1.5,14.99,18.75
23.5,130.0,1.72,0.01,1.82,2.21,1.71,14.99,19.89
22.01,139.0,1.55,0.01,1.95,2.02,1.51,14.91,19.17
19.2,139.7,1.83,0.02,2.83,2.24,1.74,14.99,19.4
23.82,139.2,1.35,0.02,0.73,2.06,1.51,14.69,18.54
19.29,139.8,1.8,0.02,2.79,2.0,1.5,14.68,18.09
22.54,139.8,1.37,0.01,2.66,2.23,1.73,15.0,19.3
21.5,139.9,1.54,0.02,2.5,2.0,1.5,14.98,18.73
19.84,139.9,1.78,0.01,2.76,2.0,1.5,14.68,18.12
22.06,139.7,1.71,0.02,1.75,2.01,1.5,14.69,18.24
19.19,133.9,1.76,0.02,2.78,2.23,1.73,15.0,19.21
22.06,136.9,1.84,0.01,1.7,2.03,1.5,14.82,18.44
19.19,133.9,1.79,0.03,2.78,2.27,1.77,14.99,19.36
24.03,137.2,1.72,0.01,1.78,2.0,1.5,14.49,18.6
23.61,133.9,1.98,0.03,1.73,2.02,1.52,14.64,18.2
19.43,139.2,1.74,0.05,2.88,2.03,1.5,14.68,18.13
23.72,133.9,2.04,0.06,1.74,2.0,1.5,14.77,18.36
19.19,135.0,1.79,0.1,2.62,2.24,1.74,14.99,19.33
19.2,139.9,1.8,0.04,2.79,2.0,1.5,14.68,18.08
19.19,133.9,1.82,0.03,2.59,2.27,1.77,14.99,19.35
19.29,133.9,1.85,0.01,2.75,2.0,1.5,14.68,18.21
19.29,139.9,1.79,0.02,2.6,2.0,1.5,14.68,18.15
23.67,133.9,1.76,0.05,1.74,2.0,1.5,14.77,18.37
20.84,133.7,1.64,0.01,2.66,2.02,1.52,14.99,18.96
19.61,133.3,1.74,0.05,1.74,2.02,1.52,14.77,18.46
23.81,139.7,0.72,0.01,2.82,2.0,1.5,14.68,18.26
23.0,139.0,1.55,0.01,2.14,2.26,1.71,14.98,19.58
19.36,134.0,1.79,0.03,2.84,2.24,1.74,14.99,19.59
23.77,136.8,1.72,0.06,1.78,2.0,1.5,14.69,18.18
23.67,133.9,1.76,0.02,1.79,2.0,1.5,14.77,18.67
22.16,139.9,1.48,0.02,2.62,2.17,1.67,14.69,18.6
22.01,139.7,1.63,0.02,2.5,2.0,1.5,14.66,18.34
21.12,139.5,1.51,0.02,2.5,2.0,1.5,14.98,18.83
19.19,133.9,1.74,0.03,2.59,2.27,1.77,15.0,19.3
19.33,139.9,1.82,0.03,2.56,2.27,1.77,14.91,19.19
19.19,133.9,1.83,0.02,2.75,2.26,1.74,14.98,19.26
23.92,139.9,1.48,0.02,2.03,2.01,1.51,15.0,18.92
19.84,139.9,1.7,0.01,2.76,2.0,1.5,14.68,18.09
23.5,130.0,1.16,0.01,1.78,2.21,1.71,15.0,19.63
23.45,133.9,0.78,0.01,2.84,2.0,1.5,14.77,18.45
19.44,134.0,1.91,0.02,2.71,2.0,1.5,14.99,18.76
19.17,132.1,1.82,0.02,2.78,2.23,1.73,14.99,19.26
22.71,135.6,1.73,0.03,1.75,2.24,1.73,14.75,19.31
22.39,138.6,1.48,0.02,2.5,2.0,1.5,14.77,18.35
22.55,136.8,1.87,0.03,1.91,2.0,1.5,14.77,18.83
23.72,133.9,1.35,0.07,0.53,2.02,1.51,15.0,19.05
22.05,138.6,1.8,0.05,2.08,2.0,1.5,14.97,18.96
23.85,139.8,1.72,0.02,1.78,2.0,1.5,14.63,18.29
19.08,139.8,1.8,0.07,2.6,2.0,1.5,14.68,18.13
19.19,139.9,1.29,0.01,3.13,2.03,1.53,14.68,18.53
22.56,133.5,1.99,0.01,1.73,2.0,1.5,14.88,18.83
21.1,139.8,1.64,0.02,2.64,2.26,1.73,14.95,19.21
23.5,139.0,1.83,0.08,1.96,2.21,1.71,14.99,19.55
22.05,136.4,1.83,0.02,1.77,2.0,1.5,14.9,18.7
23.72,134.1,1.76,0.08,1.74,2.0,1.5,14.85,18.63
24.49,139.2,1.8,0.17,0.51,2.06,1.51,15.0,19.09
24.26,130.2,2.02,0.06,1.69,2.02,1.51,14.77,18.39
