X1,X2,X3,X4,X5,X6,Tavg,SNavg,Trip,SNrip
16.0,120.0,1.0,0.6,2.0,1.5,770.1307793840655,57.731289618829265,0.39166642280268,8.141673170347937
16.0,130.0,1.25,0.7,2.25,1.75,755.5089883286252,57.56479271058368,0.43394905198303246,7.251225121338054
16.0,140.0,1.5,0.8,2.5,2.0,724.2602375566252,57.19789285509077,0.519856284116225,5.682334036607971
16.0,150.0,1.75,0.9,2.75,2.25,722.5482083267332,57.1773365693834,0.5354380677693106,5.425815104728818
16.0,160.0,2.0,1.0,3.0,2.5,678.6843800162094,56.633357079576186,0.5470253806220309,5.239850460227941
16.5,120.0,1.25,0.8,2.75,2.5,42.03696481280615,32.472627024081135,20.283224821741836,-26.142740089111037
16.5,130.0,1.5,0.9,3.0,1.5,801.777906396764,58.08108169525763,0.4081456980811772,7.783695533429768
16.5,140.0,1.75,1.0,2.0,1.75,786.9340841998653,57.918767123238,0.4727641589275349,6.50710910996449
16.5,150.0,2.0,0.6,2.25,2.0,797.3931174628852,58.033449656354705,0.4972113476147578,6.069179364476134
16.5,160.0,1.0,0.7,2.5,2.25,785.2107171257034,57.89972437069365,0.6000269177262076,4.436585327069236
17.0,120.0,1.5,1.0,2.25,2.25,45.7568817500795,33.20912840797335,18.50894304193024,-25.347632379203308
17.0,130.0,1.75,0.6,2.5,2.5,764.2087731768125,57.664240382316265,0.5113493107316103,5.825646502362134
17.0,140.0,2.0,0.7,2.75,1.5,846.1232271634885,58.54867234304774,0.4668082202812235,6.617230096606114
17.0,150.0,1.0,0.8,3.0,1.75,830.8907439473518,58.3908784198396,0.6702255416269427,3.4755805131162996
17.0,160.0,1.25,0.9,2.0,2.0,833.0223351744917,58.41313291920401,0.6062901176725288,4.3463902112619675
17.5,120.0,1.75,0.7,3.0,2.0,775.0750181037886,57.78687478230144,0.4017628661670568,7.920604127464905
17.5,130.0,2.0,0.8,2.0,2.25,819.841759327247,58.27460071394733,0.5580683535598873,5.066252087347963
17.5,140.0,1.0,0.9,2.25,2.5,823.5283025530031,58.31357058696731,0.6168303863394171,4.196684803730758
17.5,150.0,1.25,1.0,2.5,1.5,915.2018056289477,59.2303373656467,0.549897485017727,5.194365331600497
17.5,160.0,1.5,0.6,2.75,1.75,885.7093564278618,58.94582464976074,0.5016360367756675,5.992225439932454
18.0,120.0,2.0,0.9,2.5,1.75,847.8709886199799,58.56659550756616,0.4918819875113173,6.162781616212063
18.0,130.0,1.0,1.0,2.75,2.0,855.3843201559321,58.64322570092301,0.5969620581898935,4.481065419034216
18.0,140.0,1.25,0.6,3.0,2.25,827.0421615012626,58.35055299735363,0.581071826992597,4.715403612486365
18.0,150.0,1.5,0.7,2.0,2.5,898.5457115072472,59.07080351538575,0.6656769285981329,3.5347298961522315
18.0,160.0,1.75,0.8,2.25,1.5,968.6792610251524,59.72360003584824,0.5656505601588147,4.949035569208984
