X1,X2,X3,X4,X5,X6,X7,X8,ANG,AVG,RIP,COG
17.4,139.0,1.66,0.01,1.8,2.02,1.52,10.32,-47.0,-1264.84,29.33,19.7
24.64,136.5,1.02,0.01,2.33,2.01,1.51,14.87,-44.0,-1941.97,47.48,18.86
24.96,140.0,1.64,0.01,1.7,2.01,1.51,11.38,-46.0,-1966.47,68.75,20.46
17.63,139.5,1.3,0.01,2.1,2.01,1.51,11.67,-47.0,-1330.95,28.55,20.98
15.12,139.2,0.88,0.11,1.59,2.01,1.51,10.6,-50.0,-689.94,54.43,18.47
24.15,136.8,0.5,0.01,3.11,2.01,1.51,14.71,-42.0,-1706.97,20.74,18.62
15.09,138.2,1.77,0.01,3.4,2.04,1.54,11.66,-50.0,-1400.6,40.47,20.86
16.91,134.9,1.44,0.01,2.84,2.01,1.51,11.57,-49.0,-1406.82,33.11,20.5
16.25,139.6,1.9,0.01,2.91,2.01,1.51,10.62,-49.0,-1430.16,33.01,18.69
24.95,136.3,1.63,0.02,1.7,2.01,1.51,14.61,-43.0,-1991.86,64.19,18.34
16.2,139.4,0.95,0.01,2.26,2.02,1.52,10.6,-48.0,-1001.04,51.16,18.81
15.44,140.0,1.39,0.01,1.68,2.01,1.51,10.62,-47.0,-903.94,30.56,18.57
24.55,139.4,0.55,0.03,2.43,2.08,1.58,10.6,-43.0,-1772.29,46.42,18.92
17.01,139.4,1.45,0.01,2.23,2.01,1.51,10.63,-48.0,-1293.13,23.91,18.87
25.0,139.2,0.51,0.01,3.06,2.01,1.51,14.63,-41.0,-1683.87,26.65,18.28
16.45,132.9,1.0,0.01,3.64,2.01,1.51,10.87,-50.0,-1280.06,76.69,19.68
17.78,139.7,1.38,0.04,2.99,2.03,1.53,10.41,-48.0,-1442.55,27.75,19.29
24.83,140.0,0.6,0.01,2.84,2.01,1.51,11.55,-44.0,-1739.94,28.79,20.44
17.82,137.4,1.19,0.01,2.45,2.02,1.51,10.62,-48.0,-1323.7,25.5,18.68
25.0,139.2,0.5,0.01,3.06,2.01,1.51,10.12,-41.0,-1578.96,49.96,19.83
17.16,140.0,1.34,0.03,2.08,2.17,1.51,10.24,-46.0,-1152.27,20.17,19.67
15.13,139.2,0.92,0.01,1.58,2.01,1.51,10.6,-50.0,-732.31,50.3,18.47
24.64,136.5,1.02,0.02,2.33,2.01,1.51,14.77,-44.0,-1934.76,47.4,18.65
23.71,138.1,0.58,0.03,3.23,2.04,1.54,11.91,-43.0,-1595.12,33.83,20.61
17.03,138.5,1.3,0.04,1.67,2.01,1.51,14.39,-44.0,-1315.01,43.97,19.09
17.06,136.8,0.51,0.01,2.64,2.01,1.51,14.71,-45.0,-1296.81,59.07,18.32
24.91,139.5,1.46,0.01,1.67,2.01,1.51,11.64,-46.0,-1940.88,64.39,20.49
19.42,138.5,0.58,0.02,2.89,2.02,1.52,14.66,-45.0,-1556.98,42.79,18.44
24.91,139.6,1.78,0.01,1.8,2.01,1.51,11.81,-46.0,-1985.28,70.85,20.96
16.59,133.0,0.52,0.01,3.82,2.01,1.51,10.6,-48.0,-1180.91,104.33,18.55
24.92,139.7,1.87,0.01,1.71,2.03,1.53,12.2,-46.0,-1992.37,71.21,19.72
19.43,136.9,1.43,0.05,2.92,2.01,1.51,10.56,-48.0,-1547.45,28.62,18.66
17.56,134.2,1.76,0.01,1.67,2.01,1.51,10.62,-47.0,-1279.88,34.35,18.59
16.38,139.5,1.77,0.01,3.4,2.04,1.54,12.17,-50.0,-1453.39,49.99,20.05
23.34,129.1,1.35,0.01,1.96,2.02,1.52,10.61,-46.0,-1778.88,50.86,18.69
16.45,137.5,0.96,0.0,3.82,2.01,1.51,10.58,-49.0,-1254.93,83.36,18.78
17.82,139.7,1.66,0.01,3.17,2.01,1.51,11.52,-49.0,-1501.54,41.37,20.97
24.72,136.5,1.42,0.0,1.86,2.02,1.52,12.0,-46.0,-1910.94,62.92,20.45
23.49,135.0,0.5,0.0,2.02,2.01,1.51,10.8,-44.0,-1635.35,55.57,19.25
16.48,130.6,1.26,0.01,1.57,2.01,1.51,10.53,-47.0,-916.13,21.4,18.73
19.93,139.7,1.81,0.01,2.18,2.05,1.54,11.83,-47.0,-1657.01,52.48,20.61
24.83,140.0,0.6,0.0,2.74,2.02,1.52,14.58,-43.0,-1821.88,30.49,18.8
16.47,138.0,1.45,0.0,2.25,2.01,1.51,10.62,-47.0,-1201.37,23.75,18.65
18.02,139.4,1.69,0.01,1.71,2.02,1.52,10.84,-47.0,-1350.58,35.75,19.53
23.47,136.3,1.19,0.01,1.72,2.01,1.51,10.62,-45.0,-1780.95,53.44,18.63
15.12,139.2,1.76,0.03,1.72,2.01,1.51,10.55,-47.0,-997.13,26.18,18.63
20.12,138.1,1.67,0.01,2.82,2.04,1.54,11.48,-48.0,-1636.47,44.88,20.52
17.47,132.8,0.54,0.01,2.08,2.01,1.51,10.22,-47.0,-961.38,38.03,19.71
24.94,139.2,1.77,0.02,1.56,2.04,1.54,14.63,-43.0,-1973.43,64.45,18.51
24.91,136.7,1.67,0.01,1.86,2.01,1.51,14.59,-44.0,-2004.7,64.1,18.75
19.56,136.3,1.5,0.02,3.09,2.02,1.52,14.56,-45.0,-1711.36,50.25,18.92
24.15,136.7,0.5,0.01,1.69,2.01,1.51,14.65,-43.0,-1815.23,43.58,18.28
24.5,140.0,1.32,0.03,1.66,2.01,1.51,14.7,-43.0,-1958.32,58.13,18.26
24.94,137.5,1.48,0.01,1.63,2.04,1.54,11.14,-46.0,-1924.12,64.76,20.33
23.63,139.5,0.5,0.0,3.33,2.01,1.51,14.92,-42.0,-1570.56,22.43,18.81
15.79,138.2,0.92,0.01,1.58,2.02,1.52,11.52,-47.0,-830.54,37.3,20.92
24.66,139.4,0.78,0.02,2.23,2.02,1.52,10.65,-45.0,-1848.99,44.41,18.9
24.64,136.5,1.02,0.01,2.31,2.01,1.51,14.86,-44.0,-1947.58,47.0,18.96
17.61,139.6,0.93,0.01,3.82,2.01,1.51,10.58,-49.0,-1312.62,79.28,18.72
16.25,136.8,1.9,0.01,2.91,2.01,1.51,10.62,-49.0,-1433.99,32.57,18.66
17.6,139.6,0.95,0.01,3.79,2.01,1.51,10.6,-49.0,-1316.69,76.29,18.67
24.63,136.2,0.57,0.01,2.53,2.02,1.52,14.96,-43.0,-1889.52,32.35,18.95
17.84,138.2,1.38,0.01,3.0,2.02,1.52,11.33,-49.0,-1466.71,29.48,20.84
15.85,139.1,0.94,0.01,1.58,2.04,1.54,14.63,-42.0,-1023.34,56.71,18.53
17.39,134.2,1.32,0.0,1.87,2.07,1.51,10.51,-46.0,-1130.92,22.51,18.93
15.82,139.1,0.9,0.01,1.58,2.01,1.51,10.6,-49.0,-777.08,38.85,18.53
23.2,139.8,1.63,0.01,2.02,2.03,1.53,14.86,-43.0,-1946.97,60.25,18.86
16.22,134.5,1.81,0.01,2.99,2.01,1.51,14.22,-47.0,-1569.32,50.94,19.9
24.62,139.5,0.5,0.01,3.09,2.01,1.51,10.88,-42.0,-1624.5,44.13,19.79
23.77,139.9,1.52,0.02,2.03,2.01,1.51,10.74,-46.0,-1899.31,57.89,19.27
24.83,139.7,1.21,0.01,2.14,2.04,1.54,14.48,-44.0,-1993.02,57.16,19.39
24.73,136.3,1.58,0.01,1.8,2.02,1.52,10.18,-45.0,-1941.16,60.63,20.0
23.85,139.3,0.53,0.01,3.03,2.01,1.51,14.63,-43.0,-1755.76,21.96,18.48
18.6,140.0,1.37,0.01,1.72,2.01,1.51,10.56,-46.0,-1305.69,36.88,18.83
19.45,139.6,1.84,0.01,2.74,2.01,1.51,11.63,-48.0,-1644.9,48.46,20.5
16.92,135.1,1.48,0.03,1.72,2.01,1.51,10.18,-47.0,-1096.1,22.75,19.62
24.4,94.8,0.52,0.01,3.05,2.01,1.51,15.0,-43.0,-1704.03,19.42,19.15
16.81,139.4,1.45,0.01,2.23,2.01,1.51,10.63,-48.0,-1260.47,24.16,18.76
15.07,138.1,2.44,0.0,2.75,2.04,1.51,11.66,-49.0,-1403.9,47.63,20.64
17.83,139.7,1.36,0.01,2.51,2.02,1.52,10.8,-48.0,-1414.35,24.21,19.45
23.63,96.7,0.5,0.01,3.11,2.01,1.51,14.92,-43.0,-1670.19,17.58,19.16
16.45,133.5,0.94,0.01,3.82,2.01,1.51,10.62,-50.0,-1275.74,82.92,18.61
19.89,137.5,1.8,0.01,2.61,2.01,1.51,14.58,-45.0,-1784.0,53.68,18.62
24.81,92.7,1.34,0.06,1.86,2.01,1.51,14.43,-44.0,-1808.42,59.58,19.45
23.32,129.6,1.32,0.03,1.66,2.04,1.54,14.61,-43.0,-1858.61,54.58,18.4
24.45,138.5,1.37,0.01,1.73,2.01,1.51,11.06,-45.0,-1893.1,59.09,20.04
23.74,139.3,1.03,0.0,1.99,2.09,1.59,11.78,-45.0,-1818.91,51.55,21.09
24.67,135.4,1.22,0.01,2.42,2.05,1.55,11.53,-46.0,-1883.04,52.11,20.67
23.49,92.1,0.5,0.01,3.11,2.01,1.51,11.6,-46.0,-1523.16,37.43,20.66
17.01,139.4,1.4,0.13,1.66,2.01,1.51,10.63,-46.0,-1089.49,23.18,18.65
24.65,139.7,1.39,0.01,1.99,2.05,1.55,10.61,-46.0,-1924.16,56.56,18.94
24.76,139.7,1.76,0.01,1.74,2.03,1.53,11.67,-46.0,-1988.21,69.96,20.46
17.35,138.6,1.53,0.01,1.66,2.01,1.51,14.61,-44.0,-1432.54,48.91,18.5
16.9,135.4,1.07,0.0,3.36,2.05,1.55,11.66,-49.0,-1317.78,58.66,20.72
16.36,139.7,1.33,0.03,3.61,2.17,1.51,10.6,-49.0,-1240.05,62.24,18.72
25.0,140.0,0.5,0.01,1.67,2.01,1.51,11.38,-44.0,-1799.65,56.82,20.85
24.91,139.3,1.46,0.01,2.12,2.01,1.51,14.59,-44.0,-1997.21,63.27,18.57
24.62,139.5,0.5,0.01,2.97,2.04,1.54,10.3,-43.0,-1650.58,45.73,19.1
16.54,139.5,1.44,0.04,3.13,2.01,1.51,10.62,-49.0,-1367.81,37.11,18.9
16.32,139.6,0.95,0.01,1.58,2.01,1.51,10.58,-48.0,-858.15,30.54,18.7
16.88,140.0,1.46,0.01,2.84,2.18,1.52,10.56,-48.0,-1283.48,32.47,18.66
17.85,139.1,1.38,0.01,2.99,2.09,1.51,10.63,-48.0,-1422.1,27.48,18.94
16.34,138.5,1.31,0.04,1.69,2.09,1.59,11.75,-46.0,-1036.41,27.58,21.09
15.13,139.2,0.88,0.01,1.6,2.02,1.51,10.61,-50.0,-724.35,52.23,18.58
16.28,138.2,1.39,0.01,2.99,2.02,1.51,10.42,-49.0,-1321.16,40.83,19.33
17.29,139.6,0.93,0.0,1.87,2.01,1.51,10.8,-47.0,-1030.15,29.68,19.41
16.43,139.9,1.19,0.01,2.1,2.01,1.51,10.62,-48.0,-1078.51,33.94,18.79
19.63,139.6,1.44,0.02,2.89,2.03,1.53,12.28,-48.0,-1619.77,38.56,19.68
24.94,140.0,1.65,0.01,1.91,2.04,1.54,11.38,-46.0,-1999.21,69.19,21.0
24.83,139.7,0.62,0.03,2.98,2.01,1.51,14.59,-42.0,-1719.01,33.32,18.74
16.27,138.0,1.4,0.0,1.68,2.02,1.52,10.46,-46.0,-987.77,19.6,19.16
19.61,139.4,1.4,0.04,1.76,2.05,1.51,12.34,-46.0,-1520.71,39.9,19.69
24.94,140.0,1.28,0.01,1.68,2.01,1.51,14.81,-43.0,-1978.07,59.48,18.83
24.85,132.7,0.6,0.01,2.74,2.01,1.51,11.43,-44.0,-1790.42,35.21,20.84
16.48,128.3,1.26,0.0,1.57,2.01,1.51,10.43,-47.0,-885.07,21.34,19.1
16.5,139.6,1.92,0.02,2.66,2.03,1.53,10.65,-49.0,-1426.39,36.81,18.9
24.96,139.5,1.83,0.01,1.74,2.01,1.51,12.37,-46.0,-1983.37,71.64,19.2
16.47,139.6,0.9,0.01,3.82,2.01,1.51,10.58,-50.0,-1277.01,85.33,18.87
24.58,132.7,0.6,0.01,2.74,2.01,1.51,11.5,-44.0,-1767.41,34.91,20.92
24.73,136.4,1.53,0.01,2.09,2.18,1.52,10.45,-45.0,-1847.23,61.94,19.18
24.94,140.0,1.28,0.01,1.44,2.01,1.51,14.81,-43.0,-1955.41,59.47,18.85
24.94,140.0,1.9,0.01,1.68,2.05,1.55,14.54,-43.0,-2043.47,65.15,18.96
16.35,137.5,1.06,0.01,2.77,2.19,1.53,10.61,-48.0,-1113.58,56.43,18.66
17.83,139.7,1.64,0.01,2.51,2.02,1.52,10.16,-48.0,-1435.6,25.54,19.75
22.19,139.6,1.32,0.03,1.67,2.01,1.51,14.98,-43.0,-1846.69,52.32,18.84
24.89,140.0,1.65,0.12,1.69,2.03,1.53,12.16,-45.0,-1937.27,70.58,19.9
16.62,139.2,1.32,0.01,1.58,2.01,1.51,10.6,-47.0,-974.93,22.24,18.64
17.9,131.1,1.38,0.01,2.99,2.02,1.52,10.29,-49.0,-1422.81,28.46,19.72
15.82,137.4,1.18,0.01,1.58,2.04,1.54,10.68,-47.0,-835.22,32.16,18.86
23.49,91.3,0.5,0.0,3.04,2.01,1.51,14.61,-45.0,-1588.14,17.99,18.18
16.58,139.4,1.31,0.04,1.67,2.02,1.52,11.41,-46.0,-1063.13,21.96,20.45
24.45,139.3,0.5,0.03,3.17,2.08,1.58,12.02,-42.0,-1579.04,34.11,20.57
16.35,138.7,2.28,0.01,2.66,2.02,1.51,12.17,-49.0,-1525.58,50.04,19.77
24.15,138.8,0.5,0.01,3.12,2.01,1.51,14.58,-42.0,-1681.0,21.71,18.32
15.32,139.4,1.4,0.01,1.58,2.01,1.51,10.6,-47.0,-847.22,32.49,18.64
19.71,136.5,1.67,0.01,2.84,2.02,1.52,11.57,-48.0,-1631.37,42.3,20.53
17.87,139.5,1.48,0.01,3.03,2.02,1.52,12.41,-48.0,-1540.25,38.39,19.62
19.43,136.8,0.98,0.01,2.92,2.01,1.51,10.19,-47.0,-1475.37,39.24,19.82
23.61,139.5,1.34,0.03,2.08,2.17,1.51,10.22,-45.0,-1769.78,53.83,19.95
16.17,139.5,1.4,0.04,1.74,2.01,1.51,10.85,-47.0,-1024.76,23.13,19.62
24.61,139.5,0.5,0.01,1.72,2.06,1.55,14.66,-43.0,-1855.78,43.71,18.43
24.83,139.6,1.32,0.01,2.13,2.01,1.51,11.56,-46.0,-1940.8,57.19,20.71
24.15,138.1,0.5,0.01,3.12,2.01,1.51,14.63,-42.0,-1705.81,22.02,18.33
16.54,139.8,1.39,0.04,3.23,2.01,1.51,14.56,-46.0,-1548.69,52.99,18.52
23.23,138.6,1.65,0.01,1.66,2.04,1.54,11.38,-46.0,-1853.05,65.85,20.86
24.8,129.1,1.34,0.01,2.27,2.07,1.54,10.61,-46.0,-1887.39,52.47,18.95
16.55,138.0,1.45,0.01,2.73,2.05,1.55,10.59,-49.0,-1318.13,30.24,18.54
16.48,128.1,1.37,0.0,3.02,2.02,1.51,10.53,-49.0,-1282.51,41.51,18.78
19.77,104.6,1.44,0.01,2.8,2.02,1.52,11.99,-48.0,-1542.99,36.14,20.28
24.83,139.4,1.21,0.01,2.14,2.04,1.54,14.34,-44.0,-1969.92,56.93,19.76
15.31,135.7,0.88,0.01,1.58,2.01,1.51,10.6,-50.0,-710.93,50.26,18.53
24.94,136.3,1.28,0.01,1.68,2.01,1.51,14.76,-43.0,-1981.95,58.63,18.57
16.19,139.8,1.4,0.0,1.68,2.01,1.51,10.62,-46.0,-992.36,19.45,18.59
16.45,133.0,1.36,0.07,3.81,2.01,1.51,12.28,-49.0,-1351.55,65.49,19.69
17.58,137.4,1.19,0.01,2.07,2.01,1.51,10.76,-47.0,-1223.47,22.17,19.25
16.48,131.6,0.94,0.01,3.82,2.01,1.51,10.56,-50.0,-1271.74,82.23,18.55
16.35,139.6,1.95,0.01,2.84,2.05,1.55,12.17,-49.0,-1499.23,46.03,19.83
19.56,136.3,1.61,0.02,2.99,2.03,1.52,10.18,-48.0,-1556.06,31.67,19.9
24.94,140.0,1.0,0.01,1.7,2.01,1.51,11.38,-45.0,-1917.21,55.95,20.79
16.49,128.3,1.3,0.0,2.86,2.04,1.54,10.53,-48.0,-1249.59,41.2,19.06
24.62,139.6,0.5,0.02,2.97,2.01,1.51,14.66,-42.0,-1788.22,23.55,18.44
16.99,139.4,1.45,0.01,2.23,2.02,1.51,10.63,-48.0,-1280.85,24.33,18.88
15.97,139.6,1.76,0.01,1.74,2.01,1.51,10.58,-47.0,-1113.86,28.22,18.55
16.67,128.3,1.31,0.0,1.57,2.01,1.51,10.46,-46.0,-946.59,21.01,19.02
16.68,139.4,1.34,0.03,1.45,2.01,1.51,10.18,-47.0,-951.47,26.39,19.67
17.75,139.9,1.75,0.01,1.78,2.01,1.51,10.62,-47.0,-1351.82,34.57,18.93
16.29,139.6,1.66,0.01,2.84,2.01,1.51,12.17,-49.0,-1445.82,40.85,19.77
16.88,139.6,1.46,0.01,3.17,2.02,1.52,10.56,-49.0,-1399.68,33.62,18.65
19.56,136.3,1.35,0.02,2.7,2.02,1.52,10.82,-48.0,-1558.78,27.53,19.47
19.51,140.0,1.44,0.02,2.88,2.03,1.53,11.74,-48.0,-1613.1,34.59,20.62
16.21,139.6,1.8,0.01,1.9,2.03,1.53,11.39,-48.0,-1269.25,37.25,20.79
23.34,129.1,0.95,0.01,2.28,2.02,1.52,10.61,-46.0,-1719.88,42.47,18.73
19.35,138.2,1.43,0.01,2.92,2.02,1.51,11.45,-48.0,-1575.1,32.01,20.87
17.35,139.1,0.93,0.01,2.08,2.01,1.51,10.02,-47.0,-1063.73,36.36,20.1
24.83,139.9,1.21,0.08,1.96,2.04,1.54,11.56,-46.0,-1895.77,54.79,20.81
24.67,140.0,1.64,0.01,1.7,2.04,1.54,10.59,-45.0,-1962.18,66.14,18.77
16.45,139.5,1.04,0.01,2.2,2.04,1.54,10.75,-47.0,-1064.92,41.67,19.26
16.45,133.9,1.03,0.04,2.72,2.01,1.51,10.62,-48.0,-1181.29,52.27,18.63
23.63,95.2,0.5,0.0,3.11,2.01,1.51,14.93,-44.0,-1628.78,15.65,18.95
16.46,139.2,0.88,0.04,1.68,2.01,1.51,10.62,-48.0,-887.84,27.27,18.59
24.91,138.1,1.67,0.01,1.86,2.04,1.54,14.59,-44.0,-2009.68,64.67,18.91
23.79,133.3,0.5,0.01,3.3,2.11,1.51,15.0,-41.0,-1600.26,18.76,19.02
15.06,138.2,1.39,0.01,3.76,2.02,1.51,10.33,-50.0,-1288.41,68.82,19.39
16.45,139.7,1.4,0.01,3.78,2.03,1.51,10.58,-50.0,-1309.44,65.86,18.71
17.11,129.1,1.35,0.01,2.27,2.03,1.53,10.42,-48.0,-1213.91,25.03,19.29
23.91,95.2,0.5,0.0,3.11,2.01,1.51,14.65,-45.0,-1621.78,17.33,18.39
24.96,139.4,1.65,0.01,1.67,2.01,1.51,10.84,-46.0,-1956.35,67.43,19.36
24.96,139.7,1.72,0.02,1.75,2.04,1.54,12.35,-46.0,-1969.57,70.83,19.33
20.12,133.7,1.67,0.01,2.81,2.03,1.53,11.48,-48.0,-1634.85,44.21,20.53
23.32,96.0,0.51,0.01,1.59,2.01,1.51,10.95,-45.0,-1362.68,61.24,20.18
24.94,138.0,1.53,0.01,1.91,2.01,1.51,14.61,-44.0,-2012.89,62.84,18.73
23.44,137.8,1.66,0.01,1.88,2.02,1.52,14.19,-44.0,-1933.52,62.01,20.15
19.81,135.4,1.82,0.02,2.25,2.01,1.51,11.85,-47.0,-1665.25,50.82,20.52
17.82,138.4,1.27,0.01,1.54,2.02,1.52,11.55,-46.0,-1157.15,30.14,20.67
23.47,97.3,0.61,0.0,3.11,2.02,1.52,14.63,-44.0,-1636.97,21.97,18.3
23.79,135.9,0.51,0.01,3.09,2.1,1.51,15.0,-42.0,-1718.33,18.86,19.23
17.01,139.7,1.45,0.01,2.23,2.01,1.51,10.63,-48.0,-1282.37,24.03,18.87
23.14,139.5,1.32,0.03,1.66,2.01,1.51,14.61,-43.0,-1883.41,53.77,18.18
24.73,139.9,1.58,0.01,1.8,2.02,1.52,10.23,-45.0,-1942.72,61.98,19.26
16.68,138.1,1.51,0.02,2.67,2.06,1.56,10.74,-49.0,-1350.73,27.99,19.07
15.09,139.5,0.54,0.01,3.61,2.02,1.52,10.64,-50.0,-1060.2,109.07,18.95
17.84,137.4,1.19,0.0,2.47,2.01,1.51,10.62,-47.0,-1323.86,24.15,18.72
17.79,133.6,1.65,0.01,3.17,2.01,1.51,11.6,-49.0,-1512.12,40.75,20.78
24.72,137.4,1.17,0.11,2.06,2.01,1.51,13.98,-44.0,-1936.01,55.44,19.99
16.46,139.6,1.68,0.01,1.59,2.1,1.54,10.52,-46.0,-1054.88,24.59,18.88
19.62,139.6,1.44,0.02,1.6,2.01,1.51,12.28,-46.0,-1500.99,43.02,19.62
17.83,139.9,1.03,0.06,2.51,2.02,1.52,10.8,-47.0,-1315.33,34.24,19.3
19.39,139.6,0.55,0.01,2.63,2.04,1.53,11.93,-46.0,-1390.89,44.17,20.25
16.62,137.6,1.46,0.01,2.96,2.18,1.52,10.18,-48.0,-1258.98,38.66,19.87
24.85,132.7,0.6,0.01,2.74,2.05,1.55,11.43,-44.0,-1789.17,36.03,20.91
17.4,139.7,1.75,0.01,1.72,2.01,1.51,10.62,-47.0,-1298.11,32.66,18.57
19.82,136.2,2.09,0.02,2.21,2.02,1.52,10.56,-47.0,-1664.55,55.08,18.83
17.58,139.9,1.19,0.01,1.7,2.01,1.51,10.62,-46.0,-1127.71,27.4,18.6
17.82,139.9,1.51,0.01,2.59,2.01,1.51,11.51,-48.0,-1475.57,33.56,20.85
24.91,139.5,1.46,0.11,1.67,2.01,1.51,11.6,-45.0,-1924.37,65.3,20.52
20.12,133.7,1.42,0.01,2.81,2.03,1.53,11.43,-48.0,-1604.75,31.51,20.55
24.94,140.0,1.08,0.01,2.25,2.04,1.54,10.64,-45.0,-1907.66,46.98,18.89
24.91,139.6,1.66,0.01,1.67,2.01,1.51,11.39,-45.0,-1996.91,69.93,20.72
24.94,139.6,1.65,0.01,1.71,2.05,1.55,10.84,-46.0,-1968.23,66.61,19.45
16.88,139.6,0.92,0.01,3.12,2.02,1.52,10.6,-49.0,-1274.17,62.43,18.74
16.24,139.4,1.03,0.01,2.24,2.09,1.59,11.78,-47.0,-1110.04,45.4,20.88
24.83,139.7,1.24,0.0,2.14,2.04,1.54,11.54,-46.0,-1896.48,55.24,21.0
17.82,139.3,1.38,0.01,1.67,2.02,1.51,11.39,-46.0,-1237.75,28.2,20.7
24.4,133.9,2.07,0.02,1.37,2.02,1.52,10.56,-45.0,-1907.08,74.33,18.97
23.24,140.0,1.32,0.03,1.66,2.01,1.51,12.36,-45.0,-1812.35,56.53,19.62
24.53,139.9,1.58,0.0,1.81,2.01,1.51,10.23,-45.0,-1908.23,63.1,19.65
24.45,138.5,1.37,0.01,1.72,2.01,1.51,10.64,-45.0,-1891.68,57.54,18.6
24.84,139.6,0.95,0.01,2.39,2.01,1.51,14.57,-44.0,-1963.0,46.04,18.81
24.94,140.0,1.09,0.01,2.24,2.04,1.54,11.38,-46.0,-1933.39,49.73,21.08
23.49,88.0,0.5,0.0,3.15,2.01,1.51,14.61,-45.0,-1562.04,18.34,18.54
15.57,133.4,0.88,0.01,1.58,2.01,1.51,10.6,-50.0,-729.38,45.03,18.52
16.04,129.1,0.54,0.01,2.98,2.01,1.51,14.92,-45.0,-1283.64,78.89,19.09
16.46,139.6,0.95,0.01,1.6,2.01,1.51,10.58,-48.0,-862.28,25.55,18.58
24.15,139.2,0.63,0.01,3.1,2.01,1.51,14.63,-42.0,-1711.5,31.88,18.57
16.88,137.5,1.29,0.01,2.91,2.18,1.52,10.56,-48.0,-1262.16,41.97,19.0
24.72,138.0,0.65,0.01,2.72,2.01,1.51,14.97,-43.0,-1854.92,29.35,19.12
16.88,140.0,1.46,0.01,1.65,2.02,1.52,10.7,-46.0,-1106.1,22.87,18.87
15.83,139.7,1.77,0.01,1.58,2.01,1.51,10.1,-47.0,-1025.16,25.28,19.86
16.3,140.0,0.94,0.11,2.74,2.01,1.51,11.55,-48.0,-1187.01,57.81,20.5
23.59,139.6,0.53,0.0,1.7,2.04,1.54,11.38,-44.0,-1679.74,56.09,20.6
24.94,139.0,1.9,0.01,1.58,2.01,1.51,14.8,-43.0,-2002.72,62.05,18.67
23.74,139.3,1.03,0.01,2.25,2.08,1.58,11.78,-46.0,-1846.29,46.8,21.08
16.47,139.4,1.4,0.0,1.69,2.01,1.51,10.54,-46.0,-1019.38,19.65,18.88
24.94,139.4,0.53,0.01,1.7,2.06,1.55,10.77,-44.0,-1785.46,57.12,19.15
24.83,131.3,0.5,0.01,3.1,2.01,1.51,14.63,-42.0,-1704.93,23.64,18.49
17.83,139.7,0.89,0.01,1.56,2.02,1.52,10.8,-47.0,-1022.67,35.78,19.35
24.11,136.5,1.58,0.01,1.8,2.02,1.52,10.14,-45.0,-1902.49,58.91,20.14
24.83,134.9,0.6,0.01,2.84,2.01,1.51,12.48,-44.0,-1783.68,31.64,19.25
24.89,139.7,0.5,0.0,3.09,2.01,1.51,10.58,-41.0,-1557.51,46.01,18.66
16.31,139.6,0.95,0.01,3.03,2.01,1.51,10.58,-49.0,-1233.17,64.62,18.95
15.11,138.5,1.89,0.01,3.31,2.03,1.53,11.56,-50.0,-1406.85,38.46,20.75
19.6,140.0,1.44,0.02,1.69,2.03,1.53,11.74,-46.0,-1512.35,42.72,20.5
17.33,140.0,1.65,0.01,1.91,2.04,1.54,10.24,-47.0,-1286.52,27.18,19.78
16.54,139.9,1.83,0.01,1.5,2.01,1.51,12.33,-46.0,-1250.97,37.45,19.55
24.94,140.0,0.92,0.01,1.58,2.04,1.54,11.14,-45.0,-1862.64,56.66,20.33
17.01,139.4,1.45,0.01,2.23,2.01,1.51,10.61,-48.0,-1278.27,24.82,18.77
16.38,139.7,1.77,0.02,3.31,2.04,1.54,12.34,-49.0,-1471.55,46.57,19.61
17.12,133.6,1.65,0.02,2.63,2.01,1.51,10.77,-49.0,-1408.21,32.32,19.24
24.72,137.4,1.17,0.01,2.06,2.01,1.51,13.98,-45.0,-1954.43,54.93,19.99
19.77,137.5,1.69,0.01,2.78,2.02,1.52,12.04,-48.0,-1644.85,46.18,20.02
17.01,139.4,1.45,0.01,1.89,2.01,1.51,11.5,-47.0,-1245.4,29.56,20.91
17.84,134.1,1.39,0.02,1.78,2.02,1.52,14.06,-45.0,-1421.32,43.03,20.39
16.35,139.4,1.5,0.01,3.21,2.01,1.51,10.61,-49.0,-1393.98,37.9,18.88
16.49,139.5,1.35,0.03,2.08,2.17,1.51,10.22,-47.0,-1048.19,28.54,19.63
24.69,139.5,0.5,0.01,3.12,2.04,1.53,12.17,-42.0,-1602.07,30.8,20.06
23.63,95.2,0.5,0.01,3.11,2.01,1.51,14.92,-43.0,-1667.92,17.5,19.15
24.96,139.5,0.5,0.01,3.07,2.02,1.52,12.53,-42.0,-1614.67,27.04,18.83
20.62,139.2,1.05,0.03,2.25,2.08,1.58,10.6,-46.0,-1562.04,35.65,18.99
24.97,139.7,1.72,0.02,1.75,2.04,1.54,14.6,-43.0,-2019.85,63.94,18.45
24.7,139.2,0.51,0.01,3.05,2.02,1.52,14.63,-42.0,-1717.95,23.17,18.34
24.94,138.3,1.9,0.01,1.68,2.05,1.55,14.52,-43.0,-2015.22,64.8,18.68
16.41,140.0,1.65,0.01,1.65,2.01,1.51,10.66,-47.0,-1089.3,28.7,18.68
16.47,138.0,1.45,0.0,1.71,2.01,1.51,10.62,-46.0,-1043.54,20.28,18.65
19.56,136.3,0.58,0.02,3.08,2.02,1.52,10.21,-46.0,-1393.95,66.71,19.75
