X1,X2,X3,X4,X5,X6,X7,X8,ANG,AVG,RIP,COG
24.6,109.4,0.5,0.0,3.11,2.16,1.65,14.03,-45.0,-1661.52,26.18,20.8
23.45,103.6,0.94,0.08,2.59,2.02,1.51,14.66,-44.0,-1756.53,35.24,18.42
23.43,119.8,0.5,0.02,3.13,2.07,1.57,14.67,-43.0,-1724.89,19.5,18.81
19.34,126.7,1.12,0.04,3.51,2.01,1.51,12.61,-48.0,-1488.08,46.22,18.71
24.3,140.0,1.35,0.01,2.33,2.06,1.51,14.2,-44.0,-1924.74,59.67,20.1
19.27,127.0,1.65,0.02,2.99,2.01,1.51,12.62,-48.0,-1620.15,47.76,18.88
19.19,112.1,0.5,0.02,3.12,2.07,1.57,14.73,-45.0,-1461.42,47.91,18.76
19.57,119.2,1.88,0.03,2.59,2.05,1.55,11.71,-48.0,-1627.2,49.68,21.02
23.17,131.0,1.1,0.0,2.48,2.19,1.69,10.92,-46.0,-1738.09,42.97,20.03
24.41,133.6,0.68,0.02,1.7,2.07,1.57,14.63,-43.0,-1834.33,44.75,18.49
15.87,134.7,1.81,0.01,3.2,2.06,1.56,10.28,-50.0,-1377.35,30.4,19.84
23.17,120.2,0.5,0.01,3.4,2.09,1.59,13.77,-44.0,-1598.46,24.88,20.65
23.61,134.5,1.63,0.03,1.95,2.09,1.59,10.8,-46.0,-1856.5,61.44,19.7
24.5,94.7,1.3,0.04,2.02,2.13,1.63,12.67,-46.0,-1753.26,52.99,19.07
18.24,137.2,1.4,0.02,2.6,2.08,1.58,14.38,-45.0,-1610.4,47.71,19.36
24.51,128.5,1.31,0.02,2.08,2.11,1.56,10.21,-45.0,-1856.67,52.55,19.77
24.16,136.6,1.08,0.01,2.65,2.16,1.66,14.77,-44.0,-1884.19,49.66,18.68
16.73,138.0,1.4,0.35,2.34,2.08,1.58,10.14,-47.0,-1134.72,31.14,20.2
23.24,95.3,1.36,0.08,2.34,2.01,1.51,14.73,-44.0,-1779.43,50.87,18.41
21.43,101.8,0.9,0.1,2.67,2.12,1.6,11.9,-47.0,-1494.05,31.69,20.9
23.43,95.3,1.15,0.0,2.14,2.02,1.51,14.73,-44.0,-1728.54,43.23,18.5
19.01,125.1,1.61,0.08,2.61,2.08,1.56,10.63,-47.0,-1493.89,30.45,18.77
23.17,131.0,1.1,0.01,2.48,2.18,1.68,10.81,-46.0,-1770.58,41.7,19.64
23.19,104.5,0.94,0.12,2.59,2.06,1.52,14.66,-44.0,-1713.98,34.4,18.31
23.99,137.0,0.98,0.01,2.27,2.06,1.56,10.77,-46.0,-1806.66,45.26,19.55
23.98,94.2,0.5,0.0,3.11,2.01,1.51,14.73,-45.0,-1619.89,17.33,18.31
19.3,128.6,1.25,0.07,2.63,2.01,1.51,12.07,-47.0,-1535.59,31.97,20.05
20.29,111.8,1.51,0.38,2.6,2.07,1.57,10.63,-46.0,-1459.66,35.79,18.8
24.39,128.5,0.9,0.03,2.49,2.06,1.56,13.79,-45.0,-1860.26,39.56,20.52
24.72,134.3,0.5,0.02,3.12,2.1,1.6,14.65,-41.0,-1712.89,24.76,18.63
24.53,119.0,0.5,0.02,3.15,2.07,1.57,14.73,-42.0,-1729.49,21.38,18.75
24.15,134.3,1.79,0.03,1.69,2.06,1.56,10.25,-45.0,-1907.85,66.37,19.73
24.15,108.7,0.52,0.01,2.65,2.16,1.66,14.76,-43.0,-1761.33,30.08,18.69
23.75,139.9,1.16,0.1,1.81,2.08,1.58,10.1,-45.0,-1771.36,53.88,19.83
17.8,135.9,1.4,0.02,2.77,2.09,1.59,10.76,-48.0,-1433.85,26.92,19.37
24.3,131.1,1.35,0.14,2.36,2.07,1.52,14.77,-43.0,-1885.24,59.18,18.91
19.39,129.0,1.53,0.03,2.6,2.08,1.57,10.63,-47.0,-1550.24,29.63,18.77
19.57,135.4,1.23,0.02,2.96,2.01,1.51,10.69,-48.0,-1527.18,29.53,19.2
23.33,119.6,0.74,0.01,2.38,2.09,1.59,14.8,-44.0,-1795.18,31.94,18.83
24.6,106.8,0.5,0.01,2.92,2.16,1.66,14.03,-44.0,-1728.43,29.31,21.07
24.12,119.8,0.5,0.02,3.23,2.07,1.57,14.67,-42.0,-1698.67,20.53,18.54
15.47,128.0,1.64,0.01,2.06,2.05,1.55,10.62,-48.0,-1073.59,27.35,18.81
24.02,139.4,0.72,0.1,3.03,2.01,1.51,13.37,-44.0,-1651.13,30.81,20.52
15.87,134.7,1.64,0.19,1.69,2.06,1.56,10.65,-46.0,-989.43,25.9,18.79
15.86,134.7,1.81,0.01,2.7,2.07,1.57,10.28,-49.0,-1335.63,28.09,19.46
23.2,129.7,0.68,0.35,2.34,2.02,1.52,10.37,-44.0,-1597.99,46.02,19.45
15.95,134.7,1.8,0.02,3.19,2.06,1.56,10.72,-50.0,-1377.11,32.4,19.47
24.52,139.3,1.02,0.13,2.55,2.15,1.65,12.15,-45.0,-1810.89,47.28,20.28
24.42,139.5,1.14,0.1,2.28,2.1,1.58,14.67,-43.0,-1928.37,53.05,18.66
23.17,137.8,0.87,0.03,2.48,2.11,1.59,11.91,-46.0,-1739.5,40.42,20.46
20.24,118.6,1.24,0.03,3.16,2.01,1.51,11.73,-48.0,-1549.23,34.77,20.66
19.37,115.4,1.61,0.03,2.26,2.06,1.56,11.85,-47.0,-1515.26,39.88,20.62
16.19,135.5,1.07,0.12,1.74,2.07,1.57,10.57,-47.0,-858.22,34.69,19.13
24.73,134.3,0.51,0.08,1.72,2.03,1.52,10.6,-44.0,-1708.29,58.81,18.74
17.54,127.1,1.39,0.35,2.34,2.12,1.62,10.37,-47.0,-1210.03,29.73,19.4
24.06,120.3,0.52,0.16,2.6,2.07,1.57,14.27,-43.0,-1740.68,33.47,19.61
24.61,94.2,0.5,0.0,3.03,2.01,1.51,14.73,-44.0,-1659.8,19.78,18.53
20.86,109.0,1.35,0.06,2.69,2.1,1.55,11.2,-47.0,-1544.79,32.92,20.32
19.56,104.0,1.0,0.02,2.99,2.01,1.51,14.73,-45.0,-1572.96,43.63,18.51
15.75,131.7,0.54,0.01,3.24,2.05,1.55,14.66,-46.0,-1286.76,86.78,18.69
16.49,134.7,1.66,0.19,1.71,2.03,1.53,10.63,-46.0,-1094.76,28.04,18.62
19.34,127.4,1.36,0.03,3.01,2.05,1.51,12.65,-47.0,-1575.86,37.88,19.03
17.5,138.5,1.4,0.02,3.17,2.04,1.54,10.76,-49.0,-1442.55,31.81,19.43
24.93,137.0,1.35,0.03,2.23,2.06,1.56,10.77,-46.0,-1918.12,55.17,19.33
21.43,119.2,0.98,0.03,2.53,2.1,1.6,11.71,-47.0,-1584.37,34.19,21.15
24.43,126.7,1.12,0.03,2.31,2.01,1.51,14.74,-44.0,-1927.69,49.48,18.59
19.58,129.0,1.06,0.03,2.14,2.08,1.57,10.58,-46.0,-1382.84,34.46,18.98
23.06,137.4,0.5,0.03,1.74,2.02,1.52,14.64,-43.0,-1744.49,39.93,18.62
20.63,134.4,1.53,0.03,2.6,2.06,1.56,10.73,-47.0,-1657.69,36.71,19.23
17.82,138.5,1.4,0.03,3.16,2.03,1.53,10.76,-49.0,-1467.0,31.31,19.44
19.01,132.7,1.61,0.08,2.58,2.08,1.56,10.63,-47.0,-1519.64,29.82,18.82
24.08,139.9,1.16,0.1,2.43,2.12,1.6,10.1,-45.0,-1800.74,44.24,20.1
17.69,132.0,1.28,0.0,2.37,2.22,1.56,10.43,-47.0,-1186.47,24.49,19.23
19.34,126.7,1.12,0.12,3.49,2.01,1.51,13.33,-47.0,-1497.51,51.37,20.64
24.53,121.5,0.5,0.13,3.12,2.07,1.57,14.73,-42.0,-1692.71,21.9,18.77
19.48,118.6,1.26,0.03,2.05,2.07,1.57,11.73,-47.0,-1417.33,35.52,20.96
23.39,94.4,1.15,0.08,2.34,2.02,1.52,14.73,-44.0,-1747.45,43.33,18.53
18.21,138.0,1.4,0.03,1.99,2.08,1.58,10.37,-47.0,-1307.01,29.47,19.37
24.59,135.1,1.49,0.02,1.64,2.13,1.63,10.66,-45.0,-1894.0,63.58,18.88
24.85,134.7,0.51,0.01,1.75,2.02,1.52,14.66,-43.0,-1843.93,44.78,18.53
24.72,134.3,0.5,0.02,2.96,2.1,1.6,14.65,-42.0,-1782.11,25.73,18.93
23.61,137.9,1.48,0.05,2.11,2.08,1.56,11.81,-46.0,-1852.1,59.29,20.9
24.44,116.5,1.64,0.03,1.99,2.06,1.56,13.65,-45.0,-1910.98,67.97,20.6
15.93,134.7,1.64,0.03,1.69,2.03,1.53,10.65,-47.0,-1024.77,27.12,18.65
23.17,139.1,1.02,0.13,2.89,2.1,1.59,11.78,-46.0,-1667.18,33.99,20.78
23.51,101.1,1.35,0.18,2.34,2.04,1.51,14.77,-43.0,-1768.5,52.24,18.51
19.8,105.0,1.61,0.02,2.69,2.05,1.51,12.62,-47.0,-1571.0,42.24,18.68
24.92,135.1,1.68,0.08,1.74,2.03,1.52,10.66,-45.0,-1913.99,68.74,18.67
24.61,102.4,0.5,0.01,2.06,2.06,1.56,14.03,-44.0,-1715.11,41.7,20.62
21.43,109.2,0.9,0.03,2.93,2.1,1.6,11.92,-47.0,-1560.23,28.45,20.93
23.05,134.4,1.32,0.04,2.37,2.1,1.59,10.73,-46.0,-1795.19,45.32,19.3
24.53,119.7,0.53,0.02,2.25,2.07,1.57,10.19,-44.0,-1683.02,50.14,20.14
23.8,131.0,1.1,0.01,2.62,2.18,1.68,10.81,-46.0,-1787.63,40.56,19.5
23.45,119.8,1.43,0.02,1.99,2.09,1.59,14.67,-44.0,-1874.09,57.41,18.76
15.87,134.7,1.64,0.03,3.19,2.01,1.51,10.62,-50.0,-1358.45,35.95,18.96
24.43,128.3,1.42,0.04,2.09,2.07,1.57,10.25,-46.0,-1865.07,52.94,19.95
24.16,136.6,1.69,0.01,1.79,2.16,1.66,14.79,-43.0,-1980.02,62.08,19.29
24.5,135.1,0.5,0.02,3.17,2.1,1.6,14.87,-41.0,-1699.55,24.92,19.22
17.95,138.3,1.46,0.35,2.34,2.02,1.52,10.4,-46.0,-1317.12,24.7,19.35
19.07,132.2,1.44,0.02,3.24,2.08,1.56,10.74,-48.0,-1484.13,35.61,19.51
23.97,126.9,1.69,0.03,1.99,2.06,1.56,13.76,-45.0,-1939.98,65.76,20.64
24.2,139.5,1.35,0.03,2.33,2.08,1.51,14.17,-44.0,-1906.68,58.12,19.7
23.45,127.5,1.02,0.12,2.59,2.01,1.51,12.97,-46.0,-1779.83,39.48,19.66
23.61,102.2,0.93,0.37,2.59,2.04,1.51,14.67,-43.0,-1661.2,35.79,18.41
24.39,128.5,1.45,0.03,2.24,2.06,1.56,13.81,-45.0,-1933.52,62.89,20.62
24.59,134.5,1.75,0.02,1.63,2.04,1.52,10.62,-45.0,-1926.67,68.94,18.85
17.8,135.9,1.4,0.02,2.76,2.08,1.58,10.76,-48.0,-1434.24,26.73,19.44
23.97,133.2,0.98,0.01,1.79,2.08,1.58,14.66,-43.0,-1857.14,46.46,18.76
19.57,109.2,1.87,0.03,2.59,2.05,1.55,11.92,-48.0,-1590.46,50.57,20.46
19.35,127.9,1.69,0.04,1.99,2.06,1.56,12.6,-47.0,-1556.23,46.02,19.04
23.03,124.7,1.31,0.03,2.63,2.07,1.57,13.95,-45.0,-1836.32,49.99,20.3
17.28,134.7,1.68,0.08,3.23,2.08,1.57,10.6,-49.0,-1422.78,34.67,18.9
15.87,134.7,1.64,0.02,3.19,2.08,1.58,10.61,-49.0,-1372.52,36.5,19.01
15.95,134.7,1.8,0.02,3.22,2.06,1.56,10.77,-49.0,-1393.96,31.86,19.57
15.87,134.7,1.73,0.01,3.21,2.06,1.56,10.28,-50.0,-1352.88,32.21,19.83
24.51,95.4,0.5,0.02,3.06,2.01,1.51,14.73,-43.0,-1692.93,19.39,18.56
23.2,108.7,0.72,0.04,2.93,2.02,1.52,12.65,-46.0,-1654.3,27.62,19.15
23.45,104.5,0.94,0.01,2.59,2.01,1.51,14.66,-44.0,-1778.23,34.6,18.22
24.43,129.3,0.5,0.04,3.18,2.01,1.51,10.25,-42.0,-1561.49,54.7,19.4
19.37,112.9,1.3,0.4,2.6,2.01,1.51,10.63,-46.0,-1358.48,28.74,18.6
24.58,127.9,1.69,0.02,1.71,2.06,1.56,14.79,-43.0,-1973.44,63.38,18.61
15.79,134.3,1.33,0.03,3.24,2.09,1.59,14.67,-46.0,-1488.92,67.27,18.76
24.64,133.9,1.58,0.03,2.01,2.12,1.62,12.61,-46.0,-1925.01,67.89,19.18
17.95,134.3,0.79,0.33,2.34,2.08,1.58,10.47,-46.0,-1098.49,38.53,19.07
19.37,128.1,1.42,0.03,2.97,2.06,1.56,11.96,-48.0,-1579.92,37.13,20.57
15.87,134.7,1.66,0.19,2.58,2.05,1.55,10.62,-48.0,-1255.96,31.25,18.81
22.99,130.7,1.1,0.01,2.48,2.18,1.68,10.81,-46.0,-1774.34,42.19,19.8
15.56,128.0,0.97,0.01,2.06,2.06,1.55,10.61,-48.0,-819.42,59.21,18.89
24.27,137.0,0.93,0.35,2.58,2.06,1.51,14.66,-43.0,-1772.22,41.53,18.32
15.86,134.7,1.81,0.08,2.87,2.13,1.63,10.28,-49.0,-1332.58,29.81,19.9
15.46,134.7,1.68,0.04,1.72,2.08,1.57,10.6,-47.0,-991.71,24.76,19.11
24.43,128.5,0.5,0.03,3.18,2.17,1.66,13.76,-42.0,-1675.32,23.66,21.11
24.47,127.6,0.81,0.02,2.86,2.2,1.69,12.66,-45.0,-1773.12,36.94,19.31
24.53,127.6,0.72,0.02,2.94,2.02,1.51,12.73,-45.0,-1735.99,28.6,19.19
23.8,134.2,0.87,0.15,2.68,2.09,1.59,11.86,-45.0,-1750.32,38.86,20.57
24.43,133.6,1.66,0.03,1.99,2.07,1.57,14.66,-44.0,-1969.48,64.78,18.64
24.68,134.9,1.11,0.02,2.27,2.09,1.59,10.85,-46.0,-1873.78,47.48,19.93
17.9,126.6,1.42,0.02,2.77,2.01,1.51,10.8,-48.0,-1436.31,26.68,19.23
23.74,128.6,1.23,0.02,2.33,2.01,1.51,10.38,-46.0,-1835.21,44.37,19.11
15.78,134.7,1.48,0.04,3.19,2.21,1.71,10.55,-49.0,-1307.69,50.92,19.18
24.15,134.4,0.5,0.03,3.23,2.04,1.52,14.69,-41.0,-1637.94,23.21,18.53
23.45,104.5,0.97,0.12,2.59,2.01,1.51,13.61,-45.0,-1717.41,34.39,20.17
15.52,136.8,1.4,0.19,1.69,2.03,1.53,10.65,-46.0,-886.51,31.03,18.71
19.17,136.3,1.63,0.02,2.99,2.09,1.59,12.58,-48.0,-1622.24,47.52,19.12
19.36,135.4,1.1,0.07,2.74,2.01,1.51,10.81,-47.0,-1496.68,26.03,19.28
24.15,134.3,0.5,0.03,3.23,2.05,1.55,10.8,-42.0,-1533.78,53.1,19.52
19.36,135.4,1.09,0.07,2.73,2.01,1.51,10.81,-47.0,-1480.43,25.26,19.29
24.82,133.9,1.58,0.03,2.03,2.05,1.55,12.68,-46.0,-1952.58,67.69,18.82
24.5,128.8,0.53,0.02,2.74,2.01,1.51,14.73,-43.0,-1832.51,30.0,18.35
15.54,130.9,0.55,0.01,3.24,2.01,1.51,10.81,-50.0,-1011.06,93.81,19.56
23.61,132.0,0.5,0.04,3.33,2.06,1.56,10.28,-42.0,-1488.66,63.47,19.72
17.83,133.5,1.66,0.03,2.66,2.23,1.57,14.66,-44.0,-1536.31,50.14,18.57
15.85,134.8,1.4,0.02,3.17,2.04,1.54,10.76,-50.0,-1299.41,49.83,19.55
23.15,137.9,0.5,0.13,3.13,2.1,1.6,14.65,-42.0,-1682.49,19.71,18.81
24.93,134.7,1.87,0.01,1.46,2.07,1.57,10.29,-45.0,-1947.29,70.43,19.76
16.79,138.6,1.02,0.13,2.89,2.1,1.59,11.75,-48.0,-1277.05,52.13,20.98
24.44,125.4,1.64,0.03,2.03,2.06,1.56,14.79,-43.0,-1991.44,63.85,18.86
23.5,134.7,1.68,0.04,1.57,2.08,1.57,10.58,-45.0,-1840.41,65.53,19.03
23.8,138.1,0.89,0.03,2.38,2.08,1.58,11.91,-46.0,-1813.26,43.17,20.72
24.47,134.4,1.62,0.07,1.81,2.12,1.6,10.63,-45.0,-1897.49,64.44,19.17
16.49,138.5,1.66,0.19,1.7,2.08,1.58,10.63,-46.0,-1095.56,27.0,18.71
24.5,132.8,1.16,0.03,2.16,2.06,1.56,10.1,-45.0,-1857.69,47.79,20.26
25.0,138.7,0.5,0.0,1.7,2.11,1.61,14.73,-43.0,-1863.99,44.54,18.59
24.92,135.1,1.68,0.12,1.69,2.02,1.51,10.66,-45.0,-1904.82,68.85,18.59
24.42,127.6,0.72,0.02,2.93,2.02,1.51,12.73,-45.0,-1744.67,28.95,18.99
15.8,140.0,1.17,0.1,2.33,2.1,1.58,10.1,-47.0,-995.8,53.18,20.3
20.28,109.3,1.35,0.0,2.68,2.02,1.52,14.33,-45.0,-1630.67,44.79,19.64
19.34,126.7,1.11,0.04,3.52,2.01,1.51,14.67,-45.0,-1582.05,55.97,18.36
17.46,134.7,1.68,0.05,3.29,2.1,1.59,10.6,-49.0,-1434.29,36.86,18.88
21.28,127.8,0.9,0.12,2.93,2.1,1.6,11.92,-46.0,-1584.47,27.46,20.84
15.57,130.6,1.63,0.03,2.58,2.05,1.55,12.59,-49.0,-1334.31,44.27,18.76
24.46,118.7,1.26,0.03,2.27,2.02,1.52,11.73,-46.0,-1856.09,49.69,21.07
15.87,134.7,1.64,0.03,3.19,2.03,1.53,10.56,-49.0,-1369.17,35.39,18.83
23.17,139.5,1.02,0.02,2.69,2.1,1.59,11.78,-46.0,-1786.85,37.73,20.75
24.28,133.9,1.62,0.04,2.09,2.07,1.57,10.25,-46.0,-1886.66,58.92,19.89
23.45,104.5,0.94,0.07,2.59,2.01,1.51,14.36,-45.0,-1757.84,35.02,19.2
15.87,134.7,1.26,0.01,3.27,2.02,1.52,14.67,-47.0,-1486.88,69.63,18.53
17.59,134.6,1.1,0.07,2.73,2.01,1.51,10.81,-48.0,-1331.26,36.79,19.4
24.7,136.9,1.4,0.35,2.23,2.15,1.58,10.37,-45.0,-1790.56,60.25,19.69
17.5,138.5,1.4,0.08,1.73,2.04,1.54,10.76,-46.0,-1184.24,25.67,19.4
21.82,119.8,0.51,0.03,3.23,2.05,1.55,11.98,-45.0,-1536.93,44.06,20.7
23.97,121.6,2.07,0.03,1.69,2.07,1.56,13.71,-45.0,-1895.25,70.81,20.37
19.28,138.1,1.41,0.02,2.37,2.08,1.58,10.37,-47.0,-1503.61,30.68,19.46
24.57,127.9,1.69,0.02,1.71,2.06,1.56,14.79,-43.0,-1973.03,63.29,18.63
24.16,134.4,0.5,0.03,3.23,2.02,1.52,10.63,-42.0,-1532.76,55.92,18.87
18.21,138.5,0.51,0.03,2.96,2.1,1.6,14.37,-45.0,-1415.91,56.07,19.88
15.62,134.7,1.77,0.02,1.75,2.06,1.56,14.25,-45.0,-1313.69,50.54,19.94
19.57,119.2,1.89,0.03,2.59,2.05,1.55,11.71,-48.0,-1622.69,50.48,21.04
24.02,94.2,0.53,0.01,3.11,2.07,1.57,14.61,-44.0,-1662.3,19.55,18.58
24.53,133.6,1.66,0.03,2.0,2.03,1.53,12.72,-46.0,-1925.88,68.62,19.22
24.68,128.1,1.09,0.03,1.99,2.06,1.56,14.65,-44.0,-1921.74,52.38,18.7
15.87,134.7,1.67,0.03,2.58,2.02,1.52,14.58,-46.0,-1508.18,53.1,18.62
16.19,135.5,1.69,0.12,1.75,2.09,1.59,10.6,-47.0,-1062.05,29.05,19.08
24.48,128.5,1.31,0.08,2.06,2.12,1.62,10.21,-45.0,-1843.23,52.81,19.9
23.54,95.2,0.5,0.07,3.22,2.01,1.51,10.81,-45.0,-1492.63,50.46,19.55
24.15,134.8,1.09,0.01,2.62,2.18,1.68,14.84,-44.0,-1900.16,49.82,19.02
24.58,132.1,1.28,0.0,2.36,2.06,1.56,10.43,-46.0,-1814.57,49.39,18.96
17.52,138.4,1.64,0.19,1.69,2.03,1.53,10.52,-46.0,-1221.78,29.51,18.76
24.74,134.2,0.5,0.03,3.12,2.1,1.59,12.16,-42.0,-1633.49,27.78,20.45
15.6,137.0,1.37,0.03,2.23,2.06,1.56,10.76,-48.0,-1075.44,40.29,19.52
24.23,139.0,1.28,0.0,2.37,2.22,1.56,10.46,-45.0,-1783.12,52.86,19.08
20.03,119.2,1.7,0.03,2.55,2.05,1.55,11.71,-47.0,-1632.09,44.05,20.73
16.59,137.7,1.27,0.01,2.12,2.07,1.57,14.18,-46.0,-1346.94,46.68,20.08
17.7,134.1,1.38,0.02,2.64,2.1,1.58,10.37,-48.0,-1371.18,26.63,19.27
19.24,132.6,0.52,0.02,2.96,2.06,1.56,14.65,-45.0,-1507.71,46.23,18.71
22.2,102.9,0.5,0.0,2.32,2.01,1.51,14.62,-44.0,-1558.54,28.67,18.49
17.95,138.0,1.4,0.35,2.35,2.03,1.53,10.37,-46.0,-1319.12,25.04,19.19
24.58,127.9,1.69,0.02,1.68,2.06,1.56,14.79,-43.0,-1970.74,63.3,18.7
23.93,94.2,1.36,0.03,2.03,2.01,1.51,14.66,-44.0,-1795.31,54.81,18.4
23.45,127.5,0.98,0.12,2.64,2.02,1.52,12.97,-46.0,-1772.81,38.28,19.68
19.68,118.6,1.26,0.03,3.28,2.01,1.51,11.73,-48.0,-1535.16,35.93,20.99
24.15,134.2,1.63,0.03,1.86,2.03,1.53,10.62,-46.0,-1891.06,62.72,18.97
23.24,138.7,1.36,0.08,2.34,2.01,1.51,10.8,-46.0,-1822.65,48.78,19.42
24.12,134.3,0.5,0.03,3.24,2.06,1.55,12.23,-42.0,-1592.19,32.11,19.97
23.45,104.5,0.95,0.01,2.58,2.01,1.51,12.6,-46.0,-1713.14,34.4,18.77
23.85,137.8,0.9,0.13,2.89,2.08,1.57,12.16,-45.0,-1718.48,33.26,19.85
24.79,129.2,0.51,0.02,3.11,2.01,1.51,14.33,-42.0,-1709.58,23.68,19.81
23.6,108.9,1.02,0.03,2.59,2.01,1.51,12.97,-46.0,-1770.61,36.88,19.71
19.47,136.3,1.62,0.02,2.99,2.09,1.59,10.61,-48.0,-1565.97,34.86,19.01
19.54,128.4,1.69,0.03,2.9,2.05,1.55,13.76,-46.0,-1706.08,48.26,20.58
24.91,101.7,1.28,0.03,1.98,2.04,1.54,12.29,-46.0,-1801.48,53.49,19.86
17.69,131.7,1.26,0.13,2.37,2.22,1.56,10.43,-46.0,-1202.64,23.92,19.13
24.64,128.3,1.29,0.03,2.03,2.12,1.62,12.68,-46.0,-1891.43,58.22,19.05
23.37,129.7,1.1,0.01,2.48,2.16,1.66,10.66,-46.0,-1769.67,41.92,19.15
23.74,128.6,0.52,0.02,2.3,2.03,1.53,10.38,-44.0,-1676.34,53.16,19.2
19.46,135.4,1.28,0.0,2.38,2.22,1.56,10.43,-46.0,-1392.17,32.84,19.29
17.85,138.0,1.27,0.01,2.12,2.07,1.57,14.16,-45.0,-1475.19,44.97,20.11
24.51,135.1,0.5,0.02,3.16,2.03,1.52,10.6,-42.0,-1567.64,50.42,18.9
20.76,109.2,1.37,0.02,2.69,2.1,1.57,14.6,-45.0,-1688.71,45.35,18.54
24.92,135.6,1.6,0.08,1.99,2.02,1.52,10.69,-46.0,-1929.98,65.0,18.99
18.01,126.6,1.11,0.04,3.05,2.01,1.51,12.61,-48.0,-1461.07,41.01,18.84
24.92,113.1,1.53,0.03,1.8,2.05,1.55,10.63,-46.0,-1850.94,59.37,18.92
16.18,137.1,1.68,0.12,1.74,2.07,1.57,14.62,-44.0,-1346.55,51.6,18.99
24.3,134.3,0.5,0.02,3.2,2.03,1.53,11.04,-42.0,-1574.84,48.23,20.26
24.89,134.7,0.5,0.01,3.09,2.02,1.52,10.25,-42.0,-1587.04,48.14,19.22
23.24,95.3,1.33,0.16,2.34,2.01,1.51,14.48,-44.0,-1737.18,49.95,18.77
15.86,138.4,1.85,0.0,2.7,2.01,1.51,10.4,-49.0,-1315.05,30.97,19.17
24.43,126.1,1.01,0.02,2.42,2.02,1.51,14.67,-44.0,-1888.14,45.17,18.56
24.44,132.6,1.16,0.02,2.27,2.09,1.59,10.98,-46.0,-1850.61,48.82,20.31
24.97,128.5,0.89,0.03,2.49,2.1,1.56,13.79,-45.0,-1846.99,43.95,20.46
24.48,135.1,1.69,0.08,1.74,2.02,1.52,10.66,-45.0,-1915.97,66.8,18.65
24.02,129.0,0.5,0.0,2.44,2.01,1.51,14.75,-43.0,-1789.48,32.52,18.52
24.38,94.2,1.36,0.03,2.03,2.01,1.51,14.57,-44.0,-1812.2,57.22,18.63
24.12,137.7,0.5,0.02,3.23,2.07,1.57,14.67,-41.0,-1660.3,23.62,18.49
15.53,127.0,1.65,0.06,1.62,2.01,1.51,12.62,-46.0,-1071.83,33.26,18.61
15.87,134.7,1.64,0.03,2.57,2.05,1.55,10.62,-49.0,-1289.04,29.8,18.82
24.57,127.9,1.6,0.02,1.71,2.05,1.55,14.75,-43.0,-1968.24,65.11,18.64
24.39,139.2,0.56,0.19,1.73,2.03,1.53,10.43,-43.0,-1694.48,60.34,18.77
24.15,134.7,0.5,0.06,3.23,2.01,1.51,14.64,-41.0,-1636.95,23.74,18.32
24.44,133.9,1.69,0.03,1.44,2.06,1.56,13.77,-44.0,-1935.02,67.85,20.46
24.67,101.7,1.29,0.03,2.28,2.09,1.59,12.6,-46.0,-1809.03,52.4,19.39
24.9,132.4,1.53,0.03,1.79,2.03,1.53,10.75,-46.0,-1906.53,62.69,19.58
24.51,95.4,0.56,0.02,2.73,2.01,1.51,14.73,-44.0,-1729.72,26.15,18.65
19.46,119.2,1.64,0.03,2.65,2.05,1.55,11.86,-48.0,-1575.9,40.84,20.45
24.71,126.6,0.5,0.04,3.05,2.07,1.57,12.61,-43.0,-1678.28,27.28,19.31
17.69,132.5,1.66,0.0,1.73,2.06,1.56,10.62,-47.0,-1232.35,32.09,18.71
24.15,134.4,0.5,0.03,2.62,2.02,1.52,14.65,-43.0,-1830.13,31.17,18.53
23.09,134.9,1.69,0.03,1.99,2.06,1.56,13.72,-45.0,-1901.08,63.59,20.74
15.98,134.4,1.26,0.01,2.56,2.02,1.52,14.67,-46.0,-1414.12,60.36,18.52
24.43,135.4,1.28,0.03,2.06,2.09,1.59,14.88,-43.0,-1948.51,57.58,19.15
24.57,132.1,0.88,0.0,2.49,2.06,1.56,13.75,-45.0,-1859.55,40.67,20.55
24.9,109.1,0.62,0.03,2.68,2.05,1.55,11.92,-45.0,-1730.84,37.22,20.55
24.62,135.1,1.69,0.07,1.74,2.02,1.52,10.54,-45.0,-1901.69,66.21,18.89
23.17,139.1,1.01,0.02,2.9,2.1,1.59,11.78,-46.0,-1723.19,31.48,20.78
24.93,134.3,1.35,0.03,2.23,2.06,1.56,10.77,-46.0,-1906.58,54.3,19.33
23.45,104.5,0.86,0.0,2.59,2.01,1.51,14.66,-44.0,-1735.47,30.67,18.42
24.81,128.6,0.63,0.07,2.73,2.05,1.55,10.8,-44.0,-1751.53,35.56,19.42
15.9,138.9,0.87,0.03,2.7,2.01,1.51,10.4,-49.0,-1044.16,69.67,19.0
24.19,125.7,1.0,0.13,2.48,2.08,1.51,10.66,-45.0,-1757.86,46.12,18.78
24.33,95.3,0.5,0.0,3.09,2.06,1.56,13.96,-45.0,-1620.7,21.63,20.25
24.83,119.7,1.09,0.02,2.26,2.01,1.51,14.87,-44.0,-1919.32,50.91,18.93
19.25,134.7,1.81,0.03,2.7,2.07,1.57,11.61,-48.0,-1628.71,44.84,20.73
24.44,127.9,1.73,0.03,1.95,2.06,1.56,14.79,-43.0,-1992.99,63.76,18.86
