X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,ANG,AVG,RIP,COG
24.06,140.0,0.5,0.04,0.85,2.12,1.54,14.01,4.54,14.39,-29.0,-2038.68,46.57,20.16
22.19,139.5,1.07,0.02,3.03,2.22,1.72,14.44,4.02,14.61,-47.0,-1743.55,53.02,18.94
24.75,139.3,1.96,0.02,1.41,2.26,1.76,14.84,0.91,17.34,-32.0,-1963.17,47.0,16.01
23.04,137.6,0.54,0.04,2.14,2.08,1.51,14.85,2.58,17.38,-41.0,-1852.53,28.79,15.07
20.15,137.7,0.51,0.08,0.81,2.02,1.51,15.0,0.45,17.98,-30.0,-1396.54,49.37,13.22
20.29,137.7,0.66,0.07,0.62,2.01,1.51,15.0,1.29,17.33,-34.0,-1461.81,49.44,14.58
24.74,139.3,1.77,0.04,1.69,2.08,1.56,11.99,6.21,12.05,-36.0,-2143.59,55.93,20.32
22.87,134.6,0.54,0.38,3.37,2.13,1.55,14.98,1.56,16.02,-42.0,-1486.69,10.8,17.6
20.15,137.7,0.97,0.07,0.81,2.02,1.51,14.99,0.45,18.0,-32.0,-1517.54,42.39,13.26
23.08,137.7,0.5,0.03,0.62,2.14,1.56,14.91,2.82,16.52,-31.0,-1838.62,41.18,16.95
24.74,139.3,1.85,0.02,1.69,2.29,1.77,11.99,0.7,17.56,-35.0,-1788.66,62.64,20.5
19.38,132.9,0.55,0.03,2.67,2.05,1.55,14.98,2.24,16.28,-48.0,-1511.11,28.13,17.29
23.17,139.3,0.51,0.08,3.4,2.09,1.53,14.99,1.01,16.62,-41.0,-1553.38,12.36,16.22
22.87,134.6,0.53,0.05,3.37,2.13,1.55,14.98,1.53,16.02,-44.0,-1577.71,15.51,17.35
23.26,138.9,0.5,0.07,3.09,2.01,1.51,14.94,2.06,17.68,-42.0,-1786.78,16.72,14.69
23.42,139.8,0.84,0.03,2.79,2.06,1.56,14.85,3.7,15.88,-45.0,-1868.09,43.39,18.26
22.96,139.9,0.52,0.04,2.89,2.07,1.52,14.99,0.23,16.77,-41.0,-1781.11,22.78,16.11
23.8,140.0,0.56,0.05,0.85,2.02,1.51,14.01,4.55,14.65,-32.0,-2045.69,47.03,20.15
23.07,139.2,1.98,0.11,1.9,2.13,1.55,14.86,3.19,16.64,-39.0,-2020.95,52.64,16.51
24.14,139.3,0.68,0.02,1.96,2.35,1.78,14.0,1.53,17.33,-37.0,-1869.93,39.22,19.02
24.22,139.8,1.45,0.11,2.23,2.05,1.54,14.91,0.9,17.85,-34.0,-1940.72,46.56,14.41
19.91,133.8,1.53,0.01,2.39,2.22,1.72,13.94,5.02,17.93,-46.0,-1765.53,67.34,19.23
19.96,137.0,0.53,0.04,0.71,2.06,1.51,15.0,0.37,17.95,-29.0,-1372.96,56.25,13.16
19.16,131.9,1.41,0.1,2.22,2.03,1.53,15.0,0.48,17.98,-37.0,-1749.88,53.36,13.34
24.81,139.9,0.53,0.03,0.74,2.06,1.55,11.9,0.24,17.95,-29.0,-1558.11,71.02,20.58
23.08,133.7,0.5,0.34,1.7,2.02,1.52,12.02,2.19,14.42,-45.0,-1589.74,52.05,20.89
23.26,127.7,0.5,0.04,3.39,2.33,1.55,14.96,2.39,15.87,-44.0,-1524.99,13.4,17.97
23.8,140.0,0.5,0.04,3.29,2.1,1.54,14.01,0.98,14.55,-42.0,-1552.04,16.3,20.28
24.76,139.8,1.87,0.02,1.32,2.02,1.51,14.98,0.45,17.63,-31.0,-1912.01,51.39,13.87
23.08,133.5,0.51,0.34,3.39,2.02,1.52,14.11,2.19,14.76,-44.0,-1444.07,10.47,18.89
19.32,129.9,0.5,0.07,2.81,2.04,1.52,14.99,2.4,17.48,-46.0,-1517.01,21.17,14.16
24.75,139.8,0.5,0.04,3.11,2.11,1.54,11.89,6.3,11.95,-40.0,-1632.09,22.17,20.21
19.38,137.7,0.5,0.03,2.72,2.11,1.53,14.91,2.82,16.58,-48.0,-1484.54,19.25,16.33
20.15,135.7,0.51,0.07,0.81,2.02,1.51,15.0,0.45,17.98,-30.0,-1405.83,50.63,13.34
19.37,132.9,0.52,0.03,2.67,2.05,1.55,14.98,2.24,16.28,-48.0,-1499.75,26.52,17.22
24.72,137.7,1.87,0.07,1.53,2.02,1.52,14.13,0.45,17.63,-34.0,-1893.21,53.12,17.5
22.93,139.9,0.53,0.05,3.12,2.03,1.52,14.99,0.7,17.63,-40.0,-1742.6,15.5,14.17
23.34,140.0,0.9,0.04,2.73,2.12,1.55,15.0,1.43,17.85,-39.0,-1862.9,39.71,13.84
24.3,138.8,0.5,0.03,0.74,2.28,1.77,12.05,5.82,12.34,-25.0,-2048.01,51.5,20.08
24.74,139.6,0.5,0.02,3.12,2.06,1.54,11.98,4.0,12.12,-44.0,-1565.71,15.68,19.96
23.17,140.0,0.51,0.08,0.88,2.08,1.51,14.97,0.78,16.62,-38.0,-1689.71,44.86,16.12
24.42,132.3,0.5,0.04,0.64,2.12,1.54,14.01,4.03,14.55,-29.0,-1990.01,52.74,19.23
19.12,132.4,0.7,0.1,2.19,2.06,1.56,14.91,4.01,17.99,-47.0,-1510.1,32.33,14.51
22.92,139.3,2.01,0.07,1.83,2.07,1.53,14.99,2.84,17.24,-37.0,-2026.63,48.61,14.86
23.5,139.3,0.5,0.03,3.35,2.12,1.55,14.99,1.43,16.86,-41.0,-1600.66,11.15,15.7
24.06,140.0,0.5,0.04,1.09,2.12,1.54,14.01,2.68,16.26,-37.0,-1878.7,41.57,19.59
18.84,139.7,0.65,0.04,2.2,2.34,1.77,11.98,6.01,17.95,-42.0,-1487.77,48.17,21.39
19.92,139.6,0.65,0.02,1.76,2.29,1.77,14.36,3.58,14.6,-45.0,-1464.41,44.52,20.23
23.08,138.2,0.53,0.02,3.37,2.08,1.58,14.11,2.2,14.42,-46.0,-1548.57,14.63,19.02
23.13,137.7,0.52,0.03,2.87,2.11,1.55,14.91,2.82,16.66,-45.0,-1772.3,21.71,16.36
24.35,133.1,0.5,0.31,3.2,2.03,1.52,14.94,0.45,17.98,-35.0,-1612.78,14.06,13.8
23.15,137.7,0.5,0.11,3.28,2.08,1.55,14.88,2.39,17.21,-42.0,-1667.55,16.28,15.53
22.96,139.9,0.91,0.38,3.05,2.03,1.52,14.99,0.73,17.63,-38.0,-1684.85,37.68,14.4
24.74,139.3,1.95,0.02,1.55,2.35,1.83,11.97,6.21,12.05,-34.0,-2160.34,59.3,20.69
23.07,139.8,1.78,0.02,1.95,2.05,1.55,14.99,2.4,15.71,-45.0,-1930.34,66.26,18.1
24.06,139.8,0.63,0.04,1.59,2.02,1.52,11.89,1.03,17.91,-35.0,-1718.64,51.38,19.5
23.8,139.8,0.63,0.04,1.96,2.02,1.52,11.89,4.6,14.6,-41.0,-1865.76,48.78,20.0
23.12,137.6,0.5,0.17,3.41,2.09,1.54,14.98,1.41,17.2,-40.0,-1544.22,9.73,15.07
23.11,137.7,0.51,0.44,3.42,2.06,1.55,14.99,1.04,16.59,-38.0,-1479.82,9.53,16.43
24.78,139.7,1.95,0.02,1.59,2.1,1.51,11.74,6.27,11.95,-35.0,-2169.53,55.64,20.36
23.34,137.7,0.5,0.07,3.28,2.12,1.55,14.87,2.19,17.21,-42.0,-1666.28,14.68,15.84
24.74,140.0,1.77,0.04,1.68,2.07,1.55,11.99,3.69,14.57,-40.0,-2011.58,66.72,20.97
20.12,137.7,0.51,0.07,0.81,2.02,1.51,15.0,4.37,17.93,-31.0,-1743.43,49.17,13.45
19.21,139.3,0.96,0.07,1.96,2.02,1.51,11.3,0.41,17.96,-38.0,-1464.76,61.89,19.92
23.41,140.0,1.78,0.08,1.9,2.06,1.55,14.87,2.56,16.64,-40.0,-2017.2,53.45,16.25
23.17,139.3,0.51,0.08,0.65,2.12,1.54,14.99,3.21,16.62,-32.0,-1911.4,36.97,16.34
24.72,139.9,0.54,0.06,1.53,2.03,1.51,15.0,0.95,17.29,-35.0,-1922.03,31.12,14.73
20.15,137.7,0.96,0.12,0.81,2.02,1.51,15.0,0.45,17.98,-32.0,-1499.22,43.63,13.22
22.46,138.1,0.51,0.03,1.76,2.04,1.51,14.88,2.08,17.8,-39.0,-1791.41,30.79,14.73
23.12,139.3,0.58,0.13,1.6,2.06,1.51,14.98,1.95,17.2,-39.0,-1804.84,33.21,15.38
24.06,140.0,0.5,0.04,0.57,2.12,1.54,14.01,4.54,14.39,-27.0,-2065.91,49.16,20.23
23.11,131.5,0.59,0.02,2.87,2.05,1.55,14.98,2.23,16.29,-46.0,-1768.59,25.16,17.26
23.07,139.2,1.78,0.08,1.9,2.06,1.55,14.86,2.39,15.96,-44.0,-1950.54,63.97,17.84
23.03,137.8,1.68,0.06,2.2,2.01,1.51,13.94,2.22,17.38,-40.0,-1945.53,57.98,18.05
24.09,140.0,0.52,0.02,3.22,2.1,1.52,14.97,1.53,16.28,-42.0,-1640.55,14.61,16.96
23.83,140.0,0.5,0.04,0.64,2.33,1.75,13.99,1.81,17.36,-27.0,-1774.61,41.23,18.87
24.77,135.1,0.65,0.07,1.69,2.27,1.75,11.98,5.78,12.37,-34.0,-1991.52,47.53,20.03
22.75,134.6,0.54,0.38,3.37,2.13,1.55,14.98,1.56,16.63,-41.0,-1530.79,10.98,16.12
23.11,137.7,0.53,0.4,0.72,2.13,1.55,14.99,1.13,16.59,-36.0,-1652.64,47.05,16.07
19.45,133.1,1.78,0.08,2.79,2.05,1.55,14.99,3.33,16.17,-48.0,-1717.53,70.26,16.81
24.1,139.3,0.66,0.02,1.96,2.41,1.84,14.97,1.55,17.33,-37.0,-1970.62,32.72,15.35
22.26,139.6,0.5,0.07,1.61,2.26,1.76,14.42,6.09,14.65,-28.0,-2037.64,50.79,19.25
23.81,136.9,0.5,0.05,3.3,2.04,1.53,14.01,4.65,14.27,-45.0,-1562.69,15.24,19.59
24.72,138.9,0.52,0.02,3.09,2.01,1.51,11.41,0.44,17.83,-38.0,-1555.67,33.67,19.78
20.2,139.9,1.07,0.02,1.97,2.22,1.72,14.99,4.67,17.93,-43.0,-1801.6,50.95,14.15
24.93,137.7,0.53,0.07,0.78,2.08,1.51,15.0,0.12,17.95,-27.0,-1695.41,49.56,13.69
23.0,139.6,0.5,0.32,2.79,2.12,1.55,14.14,1.45,16.67,-42.0,-1657.03,28.94,18.6
23.07,133.6,1.77,0.34,1.98,2.02,1.52,14.85,2.39,15.71,-44.0,-1869.03,64.23,18.09
24.73,138.3,1.96,0.04,1.44,2.09,1.51,11.89,6.3,11.95,-34.0,-2139.26,57.01,20.14
20.03,139.9,0.53,0.06,2.23,2.02,1.51,14.91,1.62,16.61,-44.0,-1599.08,28.32,16.62
23.26,139.2,1.78,0.04,1.9,2.06,1.55,14.87,2.19,16.64,-42.0,-1969.14,56.9,16.85
22.99,139.6,0.5,0.06,3.44,2.02,1.52,14.11,2.19,14.42,-45.0,-1511.7,13.76,18.8
23.81,140.0,0.5,0.06,3.29,2.06,1.51,13.95,2.28,14.47,-44.0,-1537.61,9.36,19.14
22.24,133.4,0.5,0.31,3.12,2.03,1.53,14.42,4.02,14.61,-47.0,-1548.15,25.16,18.54
19.38,132.3,0.96,0.07,2.81,2.02,1.51,15.0,0.45,17.98,-38.0,-1713.47,47.32,13.2
23.34,134.6,0.51,0.04,0.67,2.09,1.55,15.0,1.43,17.85,-27.0,-1723.04,39.83,13.63
23.08,137.5,0.51,0.09,2.8,2.05,1.55,14.11,2.19,14.42,-47.0,-1687.03,28.85,18.91
24.72,137.6,0.66,0.04,1.54,2.01,1.51,14.99,0.19,17.63,-35.0,-1866.47,38.55,14.31
23.97,140.0,1.53,0.04,2.23,2.3,1.73,14.07,4.4,14.55,-40.0,-2047.43,65.6,19.86
23.34,132.4,0.53,0.04,2.2,2.12,1.56,14.92,1.8,17.86,-39.0,-1833.07,25.94,14.55
24.1,139.3,0.51,0.02,1.95,2.28,1.75,14.99,1.52,17.38,-37.0,-1904.55,27.96,14.87
19.79,139.0,0.53,0.04,0.71,2.13,1.56,15.0,0.36,17.95,-28.0,-1350.98,60.19,13.41
24.74,139.2,1.42,0.07,1.94,2.02,1.52,11.36,1.25,11.67,-46.0,-1933.02,66.38,19.26
22.73,133.6,1.55,0.04,2.45,2.17,1.67,13.96,4.11,14.38,-47.0,-1869.77,68.41,19.59
24.82,139.3,1.01,0.07,1.63,2.34,1.83,14.93,0.28,17.9,-30.0,-1873.91,47.22,14.68
20.2,137.6,0.5,0.03,2.86,2.29,1.71,14.91,2.8,17.93,-45.0,-1574.24,16.89,14.72
24.09,139.9,0.67,0.02,2.89,2.08,1.51,11.91,1.39,16.62,-43.0,-1663.67,36.8,19.87
23.35,140.0,0.52,0.38,3.35,2.13,1.55,14.98,1.53,17.91,-33.0,-1565.86,13.96,13.85
19.98,139.9,0.54,0.08,0.65,2.1,1.55,14.7,0.5,16.65,-35.0,-1333.38,53.67,16.57
23.75,132.9,0.53,0.06,2.43,2.09,1.52,14.32,3.99,14.65,-45.0,-1800.3,32.89,18.5
19.37,132.9,0.52,0.03,2.68,2.02,1.52,14.08,2.24,16.28,-48.0,-1490.29,29.38,18.97
23.83,137.7,0.53,0.07,0.84,2.04,1.53,11.91,1.24,17.93,-29.0,-1617.44,58.83,19.44
23.08,139.8,1.78,0.02,1.95,2.01,1.51,14.93,2.4,15.29,-46.0,-1932.65,66.7,18.53
20.15,137.7,0.96,0.08,0.81,2.02,1.51,15.0,2.44,17.98,-35.0,-1614.21,45.21,13.23
24.66,134.6,0.5,0.08,3.14,2.13,1.55,14.79,1.56,16.63,-41.0,-1678.35,15.66,16.79
22.84,139.3,0.66,0.07,1.61,2.26,1.76,14.42,5.51,14.65,-34.0,-2028.96,50.69,20.69
23.5,139.8,1.78,0.02,0.71,2.01,1.51,14.99,2.4,15.71,-39.0,-1896.46,57.57,18.13
24.82,139.3,1.62,0.07,1.65,2.34,1.83,14.18,3.79,14.39,-40.0,-2103.9,62.64,19.82
19.03,131.9,1.42,0.1,2.22,2.06,1.56,15.0,2.57,17.93,-45.0,-1669.14,57.94,13.74
24.76,139.3,0.54,0.02,2.94,2.01,1.51,11.82,3.26,12.23,-45.0,-1697.51,20.59,20.07
22.88,139.8,1.51,0.04,2.0,2.04,1.54,14.01,4.65,14.55,-44.0,-1940.7,68.0,20.33
23.79,140.0,0.5,0.04,0.64,2.12,1.54,14.11,4.65,14.42,-27.0,-2029.97,51.57,20.45
24.97,139.7,0.65,0.07,1.69,2.14,1.55,11.99,5.98,12.05,-34.0,-2023.41,42.93,20.1
23.81,139.9,0.5,0.05,2.49,2.06,1.51,13.99,2.23,14.47,-46.0,-1766.46,32.61,19.14
24.1,139.3,0.66,0.02,1.96,2.37,1.8,14.97,1.54,17.36,-37.0,-1920.35,33.1,15.11
24.1,139.3,0.66,0.02,1.96,2.41,1.84,14.97,1.54,17.33,-37.0,-1950.0,34.23,15.36
24.23,133.3,0.5,0.03,2.79,2.02,1.52,14.97,0.45,17.22,-40.0,-1834.96,20.02,14.75
24.31,138.8,1.78,0.03,1.87,2.06,1.55,12.21,2.73,15.96,-42.0,-1914.24,62.21,19.82
22.75,134.6,0.54,0.37,3.37,2.13,1.55,14.72,1.56,16.63,-41.0,-1519.1,11.12,17.22
19.05,132.5,0.7,0.1,3.39,2.06,1.56,14.98,1.55,16.13,-47.0,-1523.64,35.4,17.43
23.35,140.0,0.5,0.04,2.73,2.12,1.55,14.02,1.05,14.3,-45.0,-1725.4,28.51,20.3
23.11,132.4,0.51,0.4,2.14,2.06,1.55,14.99,0.8,16.59,-40.0,-1710.13,31.5,16.11
24.74,139.3,0.67,0.07,1.55,2.33,1.81,11.76,6.15,12.11,-30.0,-2043.45,47.02,20.77
20.14,137.7,0.53,0.02,0.71,2.06,1.56,15.0,0.07,15.67,-38.0,-1313.77,51.41,18.46
24.8,124.0,0.58,0.06,1.71,2.01,1.51,11.91,0.82,17.38,-40.0,-1692.27,45.52,19.32
18.69,130.2,0.57,0.04,2.79,2.14,1.61,14.92,2.55,15.88,-48.0,-1429.09,31.14,17.84
19.45,133.5,0.99,0.33,3.38,2.02,1.52,14.99,3.33,16.17,-48.0,-1485.06,42.64,17.07
23.26,139.6,1.73,0.07,1.91,2.04,1.53,14.41,3.15,14.61,-46.0,-1912.48,68.46,20.2
18.96,131.9,0.5,0.1,0.73,2.08,1.58,14.92,4.65,17.93,-25.0,-1678.88,64.9,14.48
19.12,137.7,0.7,0.1,0.66,2.05,1.55,14.99,1.48,17.98,-29.0,-1402.91,59.87,13.45
23.04,138.1,0.65,0.08,2.21,2.02,1.52,14.9,1.12,17.75,-39.0,-1848.01,33.69,14.59
23.34,137.7,0.9,0.07,2.73,2.08,1.51,15.0,1.44,17.85,-39.0,-1869.31,39.69,13.74
23.11,131.6,0.59,0.02,1.96,2.06,1.55,14.98,2.23,16.29,-45.0,-1809.71,35.14,17.24
23.81,140.0,0.5,0.06,3.29,2.06,1.51,13.94,2.28,14.47,-44.0,-1537.66,9.55,19.07
19.38,132.3,1.57,0.13,2.83,2.02,1.51,12.04,5.76,12.32,-48.0,-1553.19,58.19,19.17
23.11,139.9,1.08,0.02,1.98,2.06,1.56,14.99,3.3,16.59,-42.0,-1992.96,52.0,16.21
18.65,133.3,1.03,0.1,2.18,2.12,1.56,14.95,2.4,17.86,-44.0,-1541.14,43.57,13.95
23.34,140.0,0.53,0.22,3.35,2.11,1.56,14.93,1.43,16.21,-41.0,-1548.7,13.12,17.16
23.8,139.3,1.5,0.04,2.01,2.34,1.83,12.07,4.65,14.55,-41.0,-1983.64,71.68,20.93
23.39,137.0,1.78,0.05,2.05,2.02,1.51,15.0,0.37,17.94,-37.0,-1924.31,51.11,13.35
23.26,139.2,1.78,0.07,1.9,2.06,1.55,14.87,2.78,16.78,-39.0,-2041.39,53.49,16.17
23.8,140.0,0.5,0.04,0.66,2.04,1.54,14.01,4.64,14.55,-27.0,-2039.79,51.17,20.57
24.74,139.8,1.95,0.04,1.59,2.12,1.55,11.47,6.3,11.95,-35.0,-2143.4,57.63,20.75
23.26,139.2,1.78,0.12,1.9,2.06,1.55,14.86,0.4,16.64,-40.0,-1919.2,55.9,16.54
23.72,129.6,0.51,0.04,2.79,2.08,1.55,14.02,3.4,15.88,-47.0,-1755.12,27.02,19.83
22.81,139.8,1.87,0.37,1.53,2.02,1.51,15.0,0.45,17.63,-36.0,-1817.9,51.51,13.76
24.1,139.6,0.63,0.02,1.96,2.33,1.76,14.97,1.57,17.33,-37.0,-1962.46,31.83,15.25
19.53,137.0,0.53,0.04,1.95,2.1,1.55,14.95,0.37,17.95,-36.0,-1544.87,28.32,13.67
22.73,133.6,1.55,0.0,2.42,2.19,1.67,12.06,4.11,12.2,-46.0,-1784.88,64.56,19.88
22.21,139.8,0.5,0.34,3.59,2.03,1.53,14.11,2.19,14.61,-43.0,-1352.82,19.55,18.78
23.41,140.0,1.77,0.08,1.9,2.06,1.55,14.79,2.95,16.64,-39.0,-2037.47,53.81,16.72
22.92,137.6,0.5,0.34,3.39,2.02,1.52,14.09,2.18,17.9,-38.0,-1551.17,22.59,17.61
19.45,132.2,1.78,0.08,1.55,2.07,1.55,14.99,6.26,15.99,-41.0,-1758.84,67.47,17.86
24.72,139.8,1.87,0.07,1.54,2.02,1.51,15.0,0.45,17.63,-32.0,-1929.42,49.33,13.84
23.12,133.7,1.57,0.02,2.36,2.07,1.54,13.95,2.48,17.4,-40.0,-1930.45,58.86,18.52
23.09,133.3,0.51,0.34,3.39,2.02,1.52,13.68,2.91,14.63,-44.0,-1458.35,11.03,20.66
24.72,139.6,0.68,0.07,1.69,2.07,1.55,12.24,0.42,17.86,-34.0,-1710.12,54.11,20.22
24.74,139.3,1.68,0.04,1.93,2.25,1.74,11.39,1.25,11.67,-46.0,-1956.51,73.6,19.68
22.96,140.0,0.52,0.06,3.27,2.03,1.52,14.93,0.75,17.6,-40.0,-1686.35,12.46,14.59
24.06,139.8,0.63,0.04,1.58,2.02,1.52,11.89,5.62,13.32,-35.0,-1946.52,48.78,20.21
24.1,139.3,0.65,0.02,1.96,2.28,1.78,14.97,1.1,17.33,-39.0,-1897.0,35.71,15.48
20.15,137.7,1.01,0.12,0.83,2.04,1.51,15.0,0.68,18.0,-33.0,-1521.08,43.11,13.41
19.38,131.6,1.76,0.02,1.9,2.03,1.53,14.98,2.39,16.65,-46.0,-1708.73,67.63,16.01
22.94,134.5,0.54,0.38,2.17,2.13,1.55,14.98,2.09,17.97,-36.0,-1791.29,25.4,14.0
23.79,140.0,0.92,0.04,0.64,2.32,1.74,14.97,1.24,17.96,-25.0,-1809.82,45.15,14.41
19.12,137.7,0.69,0.1,3.47,2.11,1.53,14.91,4.88,17.99,-48.0,-1520.23,23.93,14.3
24.09,139.3,1.96,0.02,1.53,2.13,1.57,14.99,1.43,16.62,-39.0,-1965.18,50.43,15.88
22.53,139.8,1.78,0.07,1.96,2.08,1.51,14.85,2.4,17.96,-35.0,-1969.93,47.88,14.25
24.06,139.5,1.74,0.04,0.57,2.12,1.54,14.01,4.54,14.39,-32.0,-2071.86,56.25,20.26
24.36,139.4,0.62,0.02,1.93,2.41,1.84,14.97,1.31,17.33,-36.0,-1913.93,32.34,15.73
19.29,129.8,1.88,0.07,1.85,2.03,1.52,11.36,1.25,11.68,-47.0,-1533.96,57.18,19.42
19.12,131.4,1.8,0.02,1.9,2.03,1.53,14.98,1.55,16.65,-44.0,-1728.46,64.17,15.79
23.04,137.6,0.54,0.06,2.23,2.01,1.51,14.85,1.44,17.73,-40.0,-1849.37,29.51,14.58
24.75,139.8,1.87,0.07,1.54,2.02,1.51,15.0,0.45,17.63,-32.0,-1932.58,50.06,13.77
23.81,134.7,0.5,0.06,2.18,2.06,1.56,13.94,1.28,17.91,-38.0,-1814.13,31.26,18.57
23.11,134.6,0.56,0.02,3.37,2.13,1.55,14.98,1.56,16.15,-44.0,-1609.83,18.49,17.33
24.82,140.0,1.77,0.07,0.64,2.37,1.83,12.04,5.83,12.35,-29.0,-2140.19,57.76,20.47
23.8,139.6,1.49,0.04,1.96,2.05,1.54,14.01,4.65,14.55,-40.0,-2103.62,62.62,20.2
18.63,137.1,0.53,0.04,0.71,2.04,1.51,14.92,0.37,17.95,-27.0,-1259.98,73.55,13.76
20.22,131.9,0.52,0.1,2.22,2.06,1.56,15.0,4.4,17.93,-45.0,-1604.61,25.19,13.56
20.15,137.7,1.01,0.12,0.83,2.31,1.73,15.0,0.68,18.0,-31.0,-1498.58,42.14,14.09
24.69,140.0,0.53,0.04,0.67,2.12,1.55,15.0,0.46,17.85,-25.0,-1711.27,47.84,13.77
20.11,137.7,0.53,0.07,0.71,2.08,1.51,11.28,0.37,17.86,-33.0,-1162.93,86.51,19.82
22.95,140.0,0.52,0.03,3.27,2.1,1.52,14.93,0.75,17.54,-40.0,-1679.77,10.14,14.85
22.53,139.8,1.78,0.07,1.97,2.08,1.51,14.85,2.4,17.96,-35.0,-1974.15,47.85,14.21
20.15,130.0,0.96,0.08,0.81,2.02,1.51,15.0,2.44,17.98,-36.0,-1561.75,45.39,13.55
22.73,133.1,1.64,0.02,2.36,2.02,1.52,13.95,4.12,14.38,-47.0,-1882.56,69.17,19.27
20.33,133.6,0.53,0.33,2.05,2.02,1.52,14.94,4.85,17.81,-42.0,-1612.0,25.11,14.25
24.3,138.8,0.5,0.02,0.74,2.28,1.77,12.05,2.1,16.6,-33.0,-1740.5,52.04,21.49
19.38,131.6,0.52,0.03,3.38,2.02,1.52,14.13,2.4,16.65,-48.0,-1486.45,22.67,18.33
24.81,129.5,1.71,0.04,1.7,2.07,1.55,11.8,6.14,12.05,-38.0,-2061.56,58.22,20.26
22.75,140.0,0.52,0.06,1.95,2.04,1.52,14.93,0.75,17.6,-39.0,-1787.16,30.87,14.63
19.33,121.9,1.79,0.02,0.71,2.24,1.74,14.98,5.42,16.65,-36.0,-1670.23,56.44,16.31
24.97,139.6,0.65,0.04,1.69,2.34,1.76,11.92,5.98,12.05,-33.0,-2038.73,44.19,20.48
20.15,137.6,0.97,0.08,1.89,2.02,1.51,15.0,2.44,17.86,-43.0,-1678.0,47.12,13.47
19.38,131.7,1.76,0.02,1.9,2.03,1.53,14.98,6.68,16.65,-43.0,-1805.21,64.58,16.07
22.24,134.6,0.54,0.38,3.37,2.05,1.55,14.07,1.56,14.42,-44.0,-1479.62,13.75,19.68
24.82,140.0,0.54,0.02,1.46,2.05,1.53,11.9,6.13,12.05,-28.0,-2026.61,42.35,19.9
24.82,140.0,0.63,0.07,1.65,2.34,1.82,12.0,3.63,14.55,-41.0,-1876.43,48.22,21.43
19.96,137.7,0.53,0.07,0.71,2.16,1.55,15.0,1.44,17.96,-29.0,-1443.45,61.86,13.55
24.35,137.9,1.92,0.03,1.53,2.13,1.55,14.99,2.06,16.59,-37.0,-2030.78,46.66,16.9
24.04,138.8,0.65,0.03,0.74,2.28,1.77,14.98,1.54,17.42,-29.0,-1887.7,40.49,14.94
19.24,139.7,1.09,0.1,1.93,2.14,1.56,14.99,4.88,17.99,-44.0,-1649.69,47.4,13.76
19.96,136.9,0.53,0.04,0.71,2.08,1.51,15.0,0.01,17.9,-29.0,-1320.08,55.59,13.62
24.01,139.8,1.77,0.04,1.96,2.2,1.56,14.85,3.28,15.71,-40.0,-2040.3,56.58,18.54
23.8,140.0,0.56,0.11,0.82,2.02,1.51,14.06,4.65,14.55,-31.0,-2027.31,48.93,20.32
19.4,131.5,1.57,0.04,2.71,2.05,1.55,14.98,2.55,15.89,-48.0,-1702.25,61.76,17.54
24.74,139.3,1.61,0.02,1.83,2.35,1.83,11.37,3.58,14.6,-44.0,-1917.4,66.39,21.21
23.35,139.3,0.66,0.02,1.96,2.26,1.76,14.98,1.55,17.28,-40.0,-1874.2,36.78,15.04
19.13,131.9,1.41,0.1,2.22,2.06,1.56,15.0,4.41,17.93,-48.0,-1637.72,60.32,13.58
22.87,134.5,0.54,0.13,2.05,2.13,1.55,14.98,2.09,17.97,-38.0,-1821.85,27.3,13.93
24.74,139.3,1.95,0.1,1.55,2.03,1.51,11.97,6.21,12.05,-35.0,-2155.3,56.97,20.01
24.74,139.8,1.87,0.07,1.53,2.03,1.51,15.0,0.55,17.63,-31.0,-1922.56,50.43,13.89
23.84,139.7,1.45,0.11,2.15,2.07,1.56,14.91,1.78,17.38,-37.0,-2011.53,46.45,15.37
23.13,137.7,0.8,0.04,2.87,2.13,1.55,11.82,2.77,16.59,-46.0,-1645.83,47.25,19.53
22.25,139.3,1.96,0.02,1.53,2.13,1.57,14.99,1.43,16.62,-41.0,-1851.83,59.86,15.94
22.87,136.8,0.54,0.38,1.96,2.06,1.55,14.98,2.23,16.29,-43.0,-1713.05,34.11,17.31
24.74,139.3,0.73,0.04,0.63,2.33,1.81,11.88,3.74,14.52,-33.0,-1910.31,62.21,21.5
23.26,139.5,0.5,0.04,3.12,2.03,1.53,14.69,3.39,16.35,-45.0,-1739.66,19.87,17.67
23.32,139.3,0.51,0.02,3.08,2.01,1.51,11.91,2.06,16.17,-46.0,-1625.97,26.89,20.53
23.8,139.3,0.7,0.04,1.65,2.12,1.54,14.01,4.65,14.55,-38.0,-2014.03,46.54,20.31
24.1,139.8,0.65,0.02,2.01,2.33,1.76,14.97,1.57,17.33,-37.0,-1922.95,32.89,15.15
20.02,129.8,1.72,0.04,2.79,2.1,1.55,15.0,2.55,15.88,-48.0,-1684.01,67.15,17.52
22.9,134.5,1.44,0.38,2.17,2.13,1.55,14.98,2.09,17.97,-35.0,-1887.78,47.25,13.94
23.86,140.0,0.52,0.04,0.57,2.13,1.55,14.66,3.15,15.99,-32.0,-1939.44,38.67,18.56
24.97,139.7,0.69,0.07,1.69,2.12,1.53,11.99,0.27,17.76,-34.0,-1668.18,55.8,20.47
