X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,ANG,AVG,RIP,COG
23.26,137.7,0.5,0.02,3.4,2.01,1.51,15.0,1.55,16.83,-42.0,-1591.94,13.69,15.54
24.86,137.4,1.18,0.01,1.46,2.08,1.57,12.03,0.76,17.38,-37.0,-1801.63,59.29,19.61
19.96,139.9,0.54,0.38,3.29,2.02,1.51,15.0,0.37,17.95,-37.0,-1535.53,22.65,13.47
23.35,139.3,0.5,0.03,3.38,2.1,1.55,15.0,1.65,18.0,-38.0,-1643.09,12.71,13.83
20.13,139.6,0.69,0.01,3.35,2.04,1.51,14.99,1.5,15.9,-47.0,-1598.62,32.72,17.34
23.01,135.7,1.59,0.01,2.22,2.02,1.52,11.9,3.49,12.01,-47.0,-1848.73,64.3,19.85
24.71,138.8,1.59,0.01,1.79,2.01,1.51,11.5,0.42,17.69,-37.0,-1775.52,64.97,19.72
24.84,138.2,0.8,0.01,2.55,2.02,1.51,11.7,4.26,12.05,-46.0,-1824.18,34.4,19.93
24.48,139.3,1.81,0.08,1.79,2.01,1.51,11.39,1.36,12.16,-46.0,-1938.7,75.62,19.81
24.92,139.6,0.68,0.01,2.19,2.04,1.51,15.0,1.12,15.86,-43.0,-1934.18,33.74,17.66
23.12,137.7,0.5,0.01,3.39,2.01,1.51,14.99,3.19,16.69,-44.0,-1637.84,18.83,16.03
24.99,139.9,0.5,0.08,3.07,2.02,1.52,14.99,0.32,17.69,-36.0,-1673.86,20.13,14.22
23.11,137.7,0.5,0.39,3.41,2.02,1.51,15.0,1.09,16.69,-39.0,-1493.41,7.98,16.0
19.96,137.1,0.5,0.02,0.71,2.05,1.51,13.77,0.32,14.81,-40.0,-1244.56,61.63,19.67
24.84,139.3,1.8,0.08,1.8,2.01,1.51,11.39,1.36,12.65,-46.0,-1937.41,77.27,20.64
24.89,139.3,0.85,0.08,1.79,2.02,1.51,11.32,1.55,11.67,-46.0,-1820.36,56.56,20.28
24.85,138.8,2.02,0.01,1.33,2.09,1.51,11.78,5.88,12.05,-35.0,-2131.44,61.08,20.12
19.97,139.8,0.75,0.08,3.18,2.07,1.51,14.98,2.11,17.79,-44.0,-1639.23,27.24,14.1
24.86,137.4,1.18,0.02,0.74,2.06,1.55,14.99,0.84,17.3,-30.0,-1886.15,49.45,14.72
24.84,139.7,0.63,0.08,0.52,2.05,1.55,14.99,0.22,17.82,-25.0,-1690.08,52.98,13.93
24.73,139.0,0.64,0.04,0.74,2.09,1.57,11.9,3.8,14.47,-34.0,-1916.24,59.23,21.05
24.99,137.0,0.5,0.08,1.57,2.08,1.52,14.91,0.06,17.95,-32.0,-1784.89,38.3,14.29
19.81,127.2,0.53,0.02,2.2,2.06,1.52,15.0,1.59,17.87,-41.0,-1548.38,26.99,13.46
24.88,137.4,1.98,0.08,1.51,2.02,1.52,13.79,0.78,14.75,-44.0,-1929.65,63.79,20.65
23.11,137.8,0.5,0.01,3.32,2.04,1.51,14.99,0.35,17.97,-38.0,-1688.21,10.83,13.69
24.85,139.3,1.95,0.01,1.44,2.33,1.83,11.78,0.23,17.92,-34.0,-1706.02,69.41,21.25
23.11,139.2,0.62,0.39,3.3,2.09,1.51,15.0,1.09,16.57,-40.0,-1500.07,13.88,16.07
24.84,139.3,0.5,0.01,3.1,2.01,1.51,11.52,1.36,12.0,-42.0,-1581.5,27.8,19.37
23.25,122.4,0.5,0.01,3.39,2.02,1.51,14.12,1.5,16.51,-44.0,-1622.05,14.36,18.44
23.75,137.7,0.52,0.01,2.13,2.09,1.51,14.98,2.58,15.7,-45.0,-1822.03,33.63,17.94
24.72,139.8,1.63,0.02,1.77,2.02,1.52,15.0,1.12,16.89,-38.0,-1998.88,46.77,15.43
24.88,137.6,0.62,0.05,1.53,2.02,1.52,11.99,0.8,17.32,-38.0,-1731.58,48.02,19.29
24.99,135.5,0.5,0.08,1.97,2.46,1.83,14.99,2.04,15.97,-41.0,-1882.04,31.42,18.9
20.91,135.1,1.76,0.09,2.47,2.02,1.51,14.17,4.24,14.35,-48.0,-1751.74,72.22,19.18
20.0,136.4,0.53,0.39,3.43,2.1,1.52,14.97,1.08,17.84,-40.0,-1459.15,26.57,14.22
24.83,137.7,0.5,0.0,2.02,2.08,1.52,14.82,0.21,17.96,-31.0,-1812.16,33.01,14.68
24.88,139.7,1.95,0.01,1.44,2.04,1.52,12.04,5.98,12.13,-35.0,-2148.18,58.46,20.13
24.84,139.7,0.53,0.08,1.24,2.03,1.53,13.65,3.23,14.93,-39.0,-1953.51,44.92,21.03
23.65,137.6,1.54,0.03,0.71,2.06,1.51,14.33,1.59,15.39,-42.0,-1777.14,63.51,19.27
24.85,139.5,1.95,0.01,1.64,2.33,1.83,11.78,5.18,12.97,-38.0,-2120.95,64.33,21.71
23.32,137.8,0.5,0.39,2.16,2.04,1.51,14.99,0.24,17.89,-36.0,-1695.38,29.55,13.69
24.88,137.4,1.8,0.05,1.51,2.04,1.52,14.98,0.8,17.32,-33.0,-1970.81,45.34,14.73
24.04,138.0,0.65,0.07,1.98,2.03,1.53,15.0,0.98,17.98,-35.0,-1894.95,33.77,13.69
21.77,135.2,1.7,0.07,2.48,2.07,1.57,14.24,4.33,14.33,-47.0,-1816.11,71.25,19.37
24.82,137.0,0.55,0.08,1.62,2.09,1.52,14.91,0.23,17.95,-31.0,-1798.36,36.58,14.28
25.0,137.8,0.74,0.08,2.28,2.05,1.52,11.71,1.28,16.35,-43.0,-1782.29,45.33,19.87
24.81,139.9,1.58,0.01,0.74,2.06,1.52,14.99,0.43,16.88,-36.0,-1872.35,49.64,15.33
23.26,137.7,0.5,0.02,3.4,2.08,1.58,15.0,2.77,16.97,-43.0,-1638.15,19.87,15.62
24.61,138.8,0.53,0.02,0.67,2.02,1.52,11.99,6.34,12.05,-27.0,-2090.18,44.94,20.05
23.12,137.7,1.63,0.02,0.55,2.01,1.51,14.99,3.19,16.69,-33.0,-1960.72,45.88,15.97
19.81,135.8,0.53,0.38,2.19,2.06,1.52,14.94,1.56,17.02,-42.0,-1471.26,26.86,15.23
24.89,138.8,0.5,0.01,3.09,2.01,1.51,14.81,0.15,17.96,-36.0,-1687.25,19.86,15.08
24.74,137.8,1.35,0.01,2.13,2.07,1.57,11.52,2.93,11.99,-46.0,-1953.39,63.44,19.99
24.99,139.8,1.71,0.06,1.27,2.04,1.53,11.87,3.3,14.71,-40.0,-1978.14,63.99,20.15
19.96,139.2,0.5,0.08,2.38,2.02,1.51,15.0,0.71,17.3,-40.0,-1622.18,29.11,14.6
23.06,137.8,0.51,0.02,3.01,2.03,1.52,14.99,1.94,18.0,-41.0,-1811.35,18.73,13.87
20.93,139.1,1.63,0.06,2.49,2.02,1.51,14.24,1.46,14.45,-47.0,-1781.75,60.46,20.24
24.83,139.9,1.24,0.03,1.9,2.02,1.51,11.9,1.36,16.81,-41.0,-1853.11,57.98,19.81
23.11,139.3,0.53,0.01,3.32,2.33,1.83,14.98,1.92,17.97,-40.0,-1743.44,20.73,14.71
23.02,135.8,0.53,0.39,2.2,2.06,1.52,14.97,2.11,17.87,-37.0,-1796.39,26.33,14.15
20.31,139.4,0.57,0.06,3.43,2.02,1.52,14.99,5.31,17.38,-48.0,-1608.49,25.73,14.52
24.44,126.1,1.97,0.02,0.51,2.02,1.51,15.0,0.64,17.92,-25.0,-1682.96,54.87,13.51
23.11,137.7,0.5,0.39,3.43,2.02,1.51,14.33,1.67,15.7,-41.0,-1429.76,8.53,19.24
19.6,139.9,0.67,0.37,3.29,2.02,1.51,15.0,0.37,16.9,-40.0,-1542.1,30.47,15.21
23.11,137.7,0.5,0.39,2.51,2.02,1.51,15.0,1.09,17.07,-40.0,-1730.51,26.21,15.08
24.76,137.7,1.83,0.04,1.51,2.08,1.55,14.98,0.62,17.63,-31.0,-1920.33,49.41,14.33
24.84,138.2,0.85,0.01,2.55,2.03,1.51,11.7,1.1,12.05,-46.0,-1837.18,41.72,19.89
19.33,122.4,0.5,0.12,3.42,2.02,1.52,14.29,1.6,14.39,-48.0,-1404.15,37.36,19.43
23.49,139.6,0.66,0.01,2.19,2.05,1.51,14.98,1.49,15.85,-44.0,-1832.56,33.55,17.48
23.11,137.8,0.5,0.01,3.0,2.04,1.51,14.99,0.35,17.97,-39.0,-1788.54,16.83,13.66
23.97,139.3,1.21,0.02,2.11,2.02,1.52,14.94,1.61,17.02,-41.0,-1974.85,49.94,15.5
24.23,139.3,0.59,0.02,3.12,2.1,1.6,14.94,2.45,15.72,-45.0,-1675.99,27.84,18.16
23.11,127.7,0.5,0.01,3.42,2.01,1.51,15.0,1.94,17.95,-42.0,-1666.01,16.91,13.97
20.94,139.6,1.58,0.01,2.2,2.44,1.88,14.24,4.2,14.32,-47.0,-1731.0,71.63,20.2
25.0,139.3,1.07,0.02,1.27,2.33,1.82,14.78,1.75,15.62,-42.0,-1944.15,54.38,19.59
24.4,122.4,0.5,0.01,3.18,2.02,1.51,14.12,1.5,16.51,-44.0,-1698.13,18.4,18.71
23.19,137.7,0.5,0.07,3.41,2.04,1.52,14.99,2.43,17.38,-42.0,-1606.95,18.0,14.55
24.08,139.8,0.53,0.08,1.12,2.14,1.52,11.89,6.88,11.95,-26.0,-2070.18,40.89,19.63
19.96,137.0,0.51,0.08,0.71,2.07,1.51,15.0,0.43,17.95,-29.0,-1347.76,60.48,13.19
22.96,137.7,1.81,0.0,1.79,2.01,1.51,11.4,1.36,12.03,-46.0,-1824.68,72.68,19.88
24.83,137.7,0.5,0.0,0.69,2.08,1.52,15.0,0.21,17.96,-25.0,-1684.05,49.73,13.64
23.11,137.7,0.5,0.39,3.43,2.09,1.51,15.0,1.57,16.69,-39.0,-1480.25,11.12,15.93
23.14,137.4,0.55,0.02,1.51,2.02,1.52,14.98,0.8,17.31,-39.0,-1781.1,35.07,14.83
19.67,135.2,1.76,0.09,0.75,2.02,1.51,14.17,4.24,17.95,-36.0,-1694.9,54.45,17.35
20.07,137.7,0.55,0.06,3.56,2.01,1.51,14.87,5.86,17.07,-48.0,-1565.48,22.9,16.02
23.12,137.7,0.5,0.01,3.36,2.01,1.51,14.99,3.19,16.69,-45.0,-1644.98,19.88,16.07
23.3,117.7,0.5,0.01,3.38,2.36,1.85,14.12,1.5,16.81,-44.0,-1656.61,21.83,19.56
23.12,139.6,0.5,0.2,3.42,2.09,1.55,14.99,2.14,17.54,-39.0,-1576.04,13.66,14.75
22.66,139.7,0.51,0.02,2.14,2.02,1.52,13.64,1.66,15.75,-45.0,-1732.2,39.38,19.75
20.07,137.7,0.5,0.07,3.4,2.01,1.51,14.87,1.5,16.83,-45.0,-1596.0,21.53,15.83
24.74,139.3,0.5,0.01,1.57,2.14,1.57,11.97,6.21,12.03,-27.0,-2024.81,39.37,20.33
19.13,139.0,0.5,0.01,3.41,2.02,1.51,14.99,0.37,17.99,-40.0,-1612.05,33.14,13.42
24.37,139.3,1.21,0.01,2.14,2.02,1.51,14.99,0.76,17.87,-36.0,-1986.52,43.41,13.7
19.96,137.0,0.5,0.02,0.71,2.06,1.51,14.99,0.37,17.68,-31.0,-1355.67,57.43,13.7
23.75,139.2,0.52,0.01,1.99,2.09,1.51,14.98,2.58,15.7,-45.0,-1820.66,35.45,17.97
21.81,137.0,0.76,0.06,0.81,2.11,1.55,11.53,0.53,12.24,-44.0,-1372.61,70.78,20.16
23.5,138.0,0.65,0.07,0.92,2.07,1.53,14.99,1.51,16.48,-39.0,-1793.03,42.28,16.29
24.73,139.9,0.87,0.12,1.51,2.38,1.86,11.75,3.85,14.43,-39.0,-1923.74,59.09,21.39
24.86,132.4,1.98,0.01,1.28,2.33,1.83,13.69,3.4,14.74,-40.0,-2027.94,64.26,21.6
24.14,139.6,0.55,0.03,2.07,2.34,1.83,14.09,2.24,16.62,-42.0,-1867.83,35.5,19.53
24.62,137.8,0.5,0.14,1.25,2.04,1.51,11.93,0.08,12.06,-44.0,-1725.3,66.23,20.06
19.78,137.7,0.6,0.01,3.39,2.06,1.52,14.98,1.57,17.62,-44.0,-1589.68,22.41,14.24
24.24,137.6,1.1,0.01,2.61,2.04,1.53,14.74,2.86,15.77,-45.0,-1898.35,55.51,18.4
19.76,139.8,1.5,0.01,1.57,2.06,1.51,14.98,0.37,17.95,-36.0,-1742.76,53.14,13.42
20.91,135.1,1.58,0.01,2.49,2.01,1.51,14.24,4.84,14.32,-48.0,-1786.09,70.25,20.13
24.96,139.9,1.46,0.03,0.74,2.06,1.52,15.0,0.12,17.93,-27.0,-1770.45,58.75,13.72
24.84,137.8,0.5,0.01,3.1,2.09,1.51,11.7,4.26,12.05,-44.0,-1571.23,16.21,19.83
24.34,137.4,0.5,0.05,3.2,2.03,1.52,14.98,1.5,16.3,-42.0,-1666.84,18.48,16.53
21.81,139.2,0.8,0.06,2.48,2.04,1.54,11.55,4.26,11.67,-46.0,-1622.27,37.53,20.43
23.22,135.8,0.53,0.38,2.28,2.06,1.52,14.97,1.91,17.87,-37.0,-1790.39,25.26,14.21
24.24,126.1,2.0,0.01,1.49,2.02,1.51,14.99,0.83,17.92,-33.0,-1931.11,47.41,13.76
20.73,131.8,1.63,0.01,2.66,2.02,1.51,14.24,1.76,14.45,-48.0,-1737.14,61.14,18.99
24.62,139.3,0.53,0.07,1.24,2.38,1.88,12.02,0.43,17.95,-29.0,-1608.55,57.98,21.26
24.37,139.9,1.17,0.03,2.12,2.33,1.83,14.09,3.2,14.87,-45.0,-1956.34,59.07,21.34
22.9,139.2,0.5,0.24,2.29,2.14,1.51,15.0,0.4,16.69,-40.0,-1682.89,30.63,15.91
24.28,136.0,1.3,0.03,2.15,2.03,1.53,13.79,3.17,14.6,-46.0,-1943.07,61.0,20.75
23.5,136.3,0.88,0.07,0.74,2.4,1.86,14.99,1.52,17.98,-26.0,-1815.06,43.56,14.18
23.22,139.4,1.27,0.0,2.17,2.02,1.52,14.75,2.86,15.87,-45.0,-1927.92,59.78,18.26
20.1,135.1,0.5,0.38,3.43,2.09,1.51,15.0,0.28,16.57,-40.0,-1465.26,31.2,16.52
23.01,137.8,0.5,0.01,3.24,2.06,1.52,14.81,2.29,16.92,-44.0,-1678.8,16.11,16.65
24.99,139.7,2.03,0.06,1.28,2.34,1.84,13.69,3.27,14.74,-38.0,-2073.02,62.74,21.56
24.51,139.3,0.5,0.09,3.16,2.06,1.52,14.98,0.88,17.62,-37.0,-1665.52,14.32,14.39
19.96,137.0,0.5,0.02,2.04,2.06,1.51,14.82,0.07,17.95,-36.0,-1575.75,27.91,14.69
23.26,137.7,0.5,0.02,3.4,2.01,1.51,15.0,1.07,16.83,-41.0,-1594.33,14.7,15.64
24.85,137.0,1.8,0.05,0.71,2.1,1.55,15.0,0.17,17.98,-26.0,-1735.94,58.56,13.64
24.41,137.8,0.53,0.02,1.53,2.02,1.52,12.02,1.21,17.37,-38.0,-1745.63,44.72,19.35
24.84,137.7,0.5,0.01,2.85,2.33,1.82,14.33,1.86,16.28,-44.0,-1816.22,25.76,19.67
24.99,139.7,2.13,0.06,1.27,2.33,1.82,13.79,2.87,15.14,-38.0,-2064.26,57.39,21.53
23.11,137.7,0.5,0.39,3.43,2.02,1.51,14.33,1.53,15.39,-41.0,-1429.33,6.57,19.51
23.7,135.2,0.5,0.09,3.32,2.01,1.51,14.99,2.64,16.66,-43.0,-1628.32,19.32,16.05
25.0,139.7,1.98,0.05,1.28,2.33,1.83,13.72,3.0,14.63,-41.0,-2029.34,61.95,21.65
24.62,137.8,0.53,0.39,1.24,2.35,1.85,11.64,1.49,15.38,-43.0,-1645.2,55.01,20.91
20.92,137.6,1.73,0.01,2.61,2.02,1.51,14.17,4.24,14.38,-48.0,-1758.25,72.34,19.14
20.18,137.7,0.5,0.06,3.45,2.04,1.52,14.94,5.33,17.49,-48.0,-1587.71,20.51,14.71
23.14,139.3,0.6,0.37,1.8,2.01,1.51,11.08,0.59,16.7,-40.0,-1545.31,53.5,20.46
24.28,136.0,1.3,0.03,2.15,2.03,1.53,14.91,2.77,15.95,-44.0,-1991.19,55.29,17.71
20.64,136.8,0.5,0.01,1.57,2.08,1.52,15.0,0.43,17.95,-35.0,-1620.95,32.22,13.44
23.11,137.0,0.5,0.02,0.71,2.04,1.51,15.0,0.35,17.98,-30.0,-1650.78,49.57,13.36
23.12,139.5,0.5,0.04,3.37,2.02,1.52,14.98,2.37,16.29,-44.0,-1591.29,15.57,17.1
19.16,139.0,1.98,0.02,0.5,2.34,1.83,13.79,3.4,17.93,-31.0,-1603.05,63.3,19.76
19.13,138.9,0.5,0.03,3.41,2.02,1.51,14.98,0.37,17.98,-40.0,-1587.21,33.55,13.43
23.06,137.8,0.51,0.02,3.17,2.03,1.52,14.99,2.14,15.71,-46.0,-1691.18,16.13,18.51
24.85,139.3,0.51,0.01,1.64,2.42,1.83,11.78,5.8,12.35,-26.0,-2020.09,45.32,20.35
24.74,139.3,1.59,0.02,1.99,2.05,1.55,11.54,1.14,12.05,-46.0,-1968.35,71.91,20.04
22.99,137.7,0.6,0.01,3.23,2.06,1.52,14.98,2.39,17.62,-42.0,-1737.62,23.75,14.24
23.17,139.9,0.94,0.08,0.71,2.06,1.51,15.0,1.51,17.93,-28.0,-1811.81,45.33,13.39
24.99,136.0,0.5,0.03,1.28,2.34,1.83,13.97,3.26,14.63,-39.0,-1933.75,45.64,21.24
24.84,137.7,0.5,0.01,2.99,2.33,1.82,14.33,1.86,16.28,-43.0,-1786.24,26.29,19.66
24.99,139.7,2.13,0.06,1.27,2.39,1.81,13.79,2.87,15.14,-38.0,-2045.15,56.86,21.46
23.5,138.0,0.51,0.07,0.74,2.02,1.51,14.99,1.51,17.69,-29.0,-1776.02,39.13,13.58
21.81,139.2,0.85,0.06,2.52,2.04,1.54,11.53,6.39,11.93,-44.0,-1683.4,37.45,20.48
24.99,135.5,0.5,0.07,1.98,2.47,1.84,14.99,2.04,15.97,-41.0,-1882.06,31.42,18.89
24.84,139.3,0.53,0.02,1.78,2.08,1.57,11.98,5.93,12.05,-32.0,-1982.92,42.06,20.17
19.75,139.3,1.88,0.4,2.43,2.44,1.86,14.96,1.07,16.68,-41.0,-1668.37,58.58,16.8
24.17,130.8,1.75,0.08,1.71,2.04,1.53,10.73,1.35,12.31,-46.0,-1847.66,78.28,20.46
25.0,139.8,1.7,0.05,1.81,2.03,1.52,15.0,1.11,16.89,-36.0,-2020.78,44.89,15.39
23.11,137.6,0.5,0.39,3.43,2.06,1.56,14.33,1.59,15.39,-41.0,-1447.0,7.0,19.24
19.01,139.7,0.63,0.08,1.18,2.04,1.53,13.78,3.23,17.76,-40.0,-1422.38,44.91,19.14
20.07,137.7,0.5,0.07,3.43,2.01,1.51,14.33,2.8,16.83,-48.0,-1544.86,14.68,18.05
19.96,132.6,0.98,0.43,3.29,2.02,1.51,15.0,3.0,17.95,-45.0,-1549.35,38.02,13.75
24.85,139.3,1.31,0.01,2.04,2.35,1.83,11.9,6.1,12.05,-37.0,-2093.26,52.6,20.73
24.62,139.7,0.53,0.01,1.24,2.32,1.82,12.02,6.11,12.05,-25.0,-2074.13,43.47,20.78
19.78,135.1,0.53,0.39,2.19,2.06,1.51,14.99,1.99,17.87,-41.0,-1484.38,25.15,13.95
24.62,139.3,0.5,0.07,1.24,2.32,1.82,12.02,1.8,16.58,-38.0,-1751.08,45.81,21.53
23.11,127.0,0.5,0.39,3.43,2.04,1.52,15.0,1.09,16.57,-40.0,-1527.29,9.29,16.25
23.5,138.0,0.62,0.07,1.46,2.05,1.51,14.98,1.5,18.0,-33.0,-1861.12,36.31,13.62
24.4,122.6,0.75,0.08,2.68,2.02,1.51,14.12,1.5,16.51,-44.0,-1819.39,38.91,18.65
24.61,138.2,0.5,0.02,1.53,2.02,1.52,11.99,6.34,12.05,-27.0,-2012.85,38.32,20.03
23.99,137.6,1.33,0.01,2.13,2.11,1.53,13.87,3.22,15.7,-43.0,-1978.79,58.55,20.36
25.0,139.7,0.53,0.05,1.22,2.4,1.84,13.74,3.0,14.63,-39.0,-1917.37,46.91,21.74
24.12,137.7,0.5,0.08,3.23,2.05,1.51,14.99,1.51,16.15,-42.0,-1623.63,13.17,16.96
24.37,139.3,1.27,0.01,1.46,2.08,1.52,14.96,2.79,15.77,-40.0,-2018.0,53.2,17.99
23.12,139.7,0.5,0.2,3.42,2.11,1.57,14.99,2.14,17.54,-39.0,-1583.39,13.45,14.86
22.94,137.7,0.56,0.02,3.4,2.08,1.58,14.84,2.77,16.67,-45.0,-1626.93,25.35,16.87
23.17,139.3,0.5,0.02,2.03,2.09,1.51,11.68,2.93,11.99,-45.0,-1660.43,45.41,19.66
23.5,139.7,1.96,0.0,1.46,2.02,1.51,14.98,1.73,17.77,-31.0,-2004.32,44.74,13.97
24.86,135.6,1.2,0.02,2.1,2.02,1.51,13.86,1.22,14.61,-46.0,-1934.05,59.84,20.58
24.61,138.8,0.53,0.01,1.53,2.02,1.52,11.99,6.34,12.05,-27.0,-2013.77,39.22,20.03
19.76,132.1,1.5,0.07,1.57,2.06,1.51,14.69,0.37,17.95,-35.0,-1685.7,56.38,15.21
23.11,127.3,0.5,0.01,3.42,2.14,1.51,15.0,1.94,17.95,-40.0,-1650.27,13.21,13.96
24.23,139.8,0.57,0.03,3.07,2.34,1.83,14.09,3.2,14.7,-46.0,-1717.45,27.37,21.31
23.84,137.7,0.52,0.01,2.15,2.09,1.51,14.98,1.89,16.58,-43.0,-1852.13,30.31,16.68
23.11,137.7,2.02,0.4,1.66,2.01,1.51,15.0,1.09,16.39,-41.0,-1838.12,55.25,16.48
19.81,128.3,0.53,0.38,2.19,2.1,1.57,14.99,5.32,17.87,-42.0,-1563.1,29.41,14.1
24.29,122.4,0.52,0.01,3.18,2.02,1.51,12.01,1.26,16.48,-44.0,-1607.99,24.49,19.5
22.97,135.6,1.22,0.0,2.05,2.04,1.53,15.0,2.46,15.98,-45.0,-1873.75,59.77,17.34
19.75,137.7,0.5,0.04,3.37,2.06,1.55,14.98,0.33,16.29,-43.0,-1586.13,36.56,17.19
23.12,139.6,2.2,0.2,1.47,2.09,1.55,14.85,1.48,17.24,-36.0,-1899.83,49.51,15.39
24.73,137.7,1.2,0.03,0.74,2.01,1.51,11.9,1.39,16.88,-34.0,-1759.74,61.05,19.9
24.06,139.8,0.53,0.08,1.12,2.04,1.53,11.89,6.69,11.95,-26.0,-2030.97,42.38,19.57
23.11,137.7,0.64,0.39,3.28,2.05,1.51,14.33,1.59,15.01,-43.0,-1487.02,18.01,19.45
24.9,139.8,1.98,0.05,1.35,2.32,1.82,13.8,3.13,14.75,-40.0,-2057.67,61.44,21.67
20.91,133.7,1.58,0.01,2.49,2.01,1.51,14.24,4.24,14.32,-48.0,-1783.49,67.74,19.23
22.95,137.7,0.54,0.01,2.2,2.08,1.51,15.0,2.34,17.39,-42.0,-1838.76,27.06,14.5
24.84,139.5,0.57,0.01,2.96,2.01,1.51,14.99,2.06,16.1,-44.0,-1772.46,27.11,17.86
23.12,137.8,0.58,0.01,3.34,2.01,1.51,14.99,2.45,16.69,-45.0,-1608.72,25.8,15.93
19.76,139.9,1.5,0.01,1.57,2.06,1.51,14.98,0.37,17.95,-36.0,-1733.94,53.5,13.48
24.79,139.0,1.58,0.02,0.53,2.02,1.51,14.98,0.37,15.11,-42.0,-1821.65,58.5,18.9
23.11,137.7,0.5,0.39,3.4,2.02,1.51,14.87,1.59,15.39,-41.0,-1478.97,6.89,18.9
24.99,139.8,0.53,0.02,1.27,2.33,1.82,13.79,0.5,14.7,-43.0,-1788.0,50.51,20.8
24.73,139.0,1.21,0.03,0.74,2.31,1.81,11.78,6.21,12.05,-29.0,-2115.51,55.68,20.9
24.84,139.3,1.95,0.07,1.55,2.02,1.51,11.97,6.1,12.06,-35.0,-2149.92,57.01,20.02
20.94,135.8,1.58,0.01,2.49,2.01,1.51,14.24,4.24,14.32,-48.0,-1773.76,68.25,19.23
20.18,138.4,0.5,0.04,3.52,2.09,1.51,14.94,5.33,17.49,-48.0,-1550.17,23.96,14.73
23.11,139.0,0.52,0.2,3.41,2.09,1.51,14.98,1.52,17.17,-40.0,-1530.41,9.77,15.06
19.97,139.4,1.51,0.01,3.0,2.07,1.51,14.98,2.11,17.79,-43.0,-1751.25,60.99,14.09
23.11,127.4,0.66,0.01,3.27,2.01,1.51,15.0,1.94,17.95,-42.0,-1731.95,29.11,13.87
24.83,137.7,1.27,0.0,2.08,2.03,1.52,14.8,0.21,17.96,-33.0,-1937.13,48.95,14.84
23.5,138.0,0.65,0.07,0.74,2.14,1.51,14.99,1.51,17.99,-27.0,-1780.21,39.37,13.22
20.64,137.0,0.5,0.08,2.28,2.02,1.52,15.0,0.5,17.81,-38.0,-1671.54,27.13,13.61
24.98,139.3,1.53,0.02,1.99,2.07,1.57,11.63,5.67,12.35,-39.0,-2085.67,55.8,19.78
24.68,137.0,1.71,0.01,0.67,2.07,1.57,14.77,0.34,17.98,-26.0,-1744.99,58.91,14.86
24.74,139.7,0.6,0.06,1.55,2.33,1.82,12.01,3.12,15.14,-41.0,-1823.54,48.05,20.4
24.06,139.8,0.53,0.17,1.09,2.12,1.54,11.9,6.2,12.05,-25.0,-1973.31,48.78,20.38
24.99,130.2,1.98,0.03,1.24,2.34,1.83,13.79,2.49,14.6,-44.0,-1924.04,66.51,20.77
19.0,122.4,1.46,0.01,3.22,2.02,1.51,14.12,1.76,16.51,-47.0,-1620.55,62.03,18.64
22.99,137.7,0.6,0.01,3.09,2.06,1.52,15.0,2.39,17.62,-43.0,-1803.44,24.68,14.27
21.12,137.6,1.73,0.01,1.78,2.02,1.51,14.17,4.24,14.38,-47.0,-1759.88,74.64,19.18
22.9,135.6,1.22,0.01,2.08,2.04,1.53,15.0,3.23,15.98,-46.0,-1887.97,59.0,17.38
24.4,139.0,0.51,0.02,0.54,2.02,1.51,14.99,0.37,18.0,-25.0,-1662.62,51.6,13.51
24.62,139.3,1.8,0.08,1.59,2.01,1.51,11.39,1.36,13.02,-46.0,-1923.83,77.3,20.95
23.12,139.5,0.5,0.04,3.38,2.02,1.52,14.98,2.37,16.29,-44.0,-1595.92,15.6,17.09
24.4,122.4,0.5,0.02,3.18,2.01,1.51,13.91,1.5,16.51,-44.0,-1677.58,18.94,19.17
23.43,139.2,0.65,0.07,0.77,2.06,1.51,14.99,1.51,17.95,-28.0,-1807.73,39.63,13.3
24.92,135.8,1.96,0.0,1.46,2.02,1.51,15.0,0.31,17.77,-30.0,-1901.0,50.87,13.72
19.8,137.1,1.31,0.01,2.04,2.38,1.83,11.94,6.1,12.07,-43.0,-1558.4,62.07,20.73
23.5,138.0,0.65,0.08,0.85,2.14,1.51,14.99,1.51,17.99,-28.0,-1796.47,37.8,13.35
19.8,126.9,0.94,0.1,3.57,2.06,1.52,15.0,0.35,17.65,-39.0,-1607.04,45.85,13.87
24.14,139.3,1.8,0.08,1.93,2.03,1.53,11.39,0.7,14.57,-45.0,-1856.35,73.72,20.73
23.11,138.2,0.5,0.39,3.43,2.02,1.51,15.0,1.53,15.43,-41.0,-1447.76,8.38,18.67
20.19,137.7,1.74,0.01,1.78,2.02,1.51,14.2,4.24,14.38,-48.0,-1672.79,74.65,19.13
24.85,139.3,1.95,0.01,1.39,2.01,1.51,11.78,6.1,12.05,-35.0,-2149.39,57.53,20.11
20.91,135.1,1.54,0.01,2.49,2.01,1.51,14.24,0.07,17.84,-38.0,-1861.22,59.39,17.25
24.9,135.1,0.5,0.39,3.09,2.09,1.51,13.85,1.22,14.65,-41.0,-1553.78,20.57,20.59
24.62,139.3,1.57,0.07,1.24,2.33,1.83,11.56,6.32,12.05,-33.0,-2109.14,59.7,20.98
23.75,137.5,0.63,0.01,1.44,2.08,1.58,13.83,2.17,16.69,-41.0,-1835.98,42.96,18.96
